"AFG","ALB","DZA","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","LKA","CHL","CHN","CCK","COL","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","EST","FJI","FIN","FRA","PYF","DJI","GAB","GEO","PSE","DEU","GHA","GIB","GRC","GRL","GRD","GUM","GTM","GUY","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NPL","NLD","ANT","ABW","NCL","NZL","NIC","NER","NGA","NOR","MNP","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","QAT","ROU","RUS","RWA","KNA","LCA","VCT","SMR","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TTO","ARE","TUN","TUR","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","YEM","ZMB","GIN","HTI","ASM","CXR","ERI","KIR","VUT","TLS","WSM","MHL","BDI","GMB","SOM","CYM","COM","CAF","SPM","BTN","TCD","MYT","BEN","PLW","GNB","TKM","IOT","FSM","WLF","FLK","NFK","TON","TUV","ATF","STP","SHN","AIA"
"SRB",0,22.213,0,0,0,0,0,0,0,30.349,0,0,0,0,0,0,0,0,854.104,0,0,0,0,0,0.692,0.426,0,0,0,0,0,0,0,0,2.319,0,0.308,0,0,0,0,49.457,0,4.662,12.757,0.12,0,0.158,0,0,0,0,0,0,0,215.179,0,0,0,0,0,23.547,0,0,4.946,0,0,0,0,0,0,0.11,8.29,0,0,0,0,85.257,1.185,1.299,0,0,0,0,0,0,0,4.886,0,0,0,1.552,0,0,0,9.89,0,0.261,0,0,0,0,0,0,0,0,0,0,0,0.014,327.224,0,0,0,0,0,0,8.146,0,0,0,0,0,0,0.955,0,0,0,0,0,0,0,0,0,0.791,0,0,1.476,2.365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.5,0,0,281.798,0,0,0,81.025,4.902,0,0,0,0,0,0.018,0,0,0,0,0,0,22.039,0,0.631,0,19.738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IND",0,0,365.411,0,6.895,0,0,36.413,269.984,252.157,0,3.446,16.425,0,0.748,24.148,0,0.004,12.835,2.113,62.604,0,0,0,0,13.362,0,0,0,5.134,102.836,0,24.777,117.513,63.461,0,15.918,3.928,0,0,0,0,0,0,1.772,10.845,0,14.002,0,0.386,0,8.246,0,0,100.114,622.043,0.099,0,0,24.337,0,772.175,45.655,0,0,0,0,0,0,0,0,191.191,30.767,7.567,34.079,18.483,0,20.888,328.501,398.97,8.26,0,1463.009,4.5,32.004,34.176,2.369,219.114,13.136,0,0,25.249,0,0,0,7.174,0,0,0,0,55.64,107.323,21.591,0,0,0,5.165,819.605,0.01,0,0,0,35.449,0.056,37.723,0,25.301,3248.829,0,0,0,219.866,0,0,320.155,22.79,0,1.143,0,0,0,0.912,22.836,0,172.083,61.037,1.496,6.1,46.983,0.413,0,0,0,0,84.924,0,0.291,0,0,0,4077.739,0.568,9.68,4.918,236.321,0,12.397,0.458,0,0,59.254,107.019,0,0,132.611,51.277,0,7.219,274.707,30.131,52.309,0,6.579,0,0.422,129.502,383.401,0.586,4948.739,0.118,0,0,0,0.278,8.627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SGP",5.782,0,7.568,0,7.035,0,0,20.085,4465.483,107.376,0,62.309,369.805,0,0,344.738,0,5.306,2.371,0,968.532,0,2.908,0,212.277,2.279,296.399,0.1,215.919,6.512,139.694,0,35.195,10.77,15804.4,0,7.246,0,0,0,0,5.512,0,19.621,3424.137,336.982,0,0,0.594,0,0,0,2.442,0.88,302.629,1963.969,0.441,0,0.454,0,0,12972.778,66.735,0,0.888,0,0,0.4,0,0,0,8047.569,3139,0.301,42395.713,127.283,0,998.073,4605.772,84.204,0,0,9721.07,0,3.619,5.833,1.159,18866.879,3.142,0,0.066,1.127,0,24.023,0,0,0.163,0.918,36.298,1.039,0,9778.935,526.6,0,6.197,0,271.658,2431.467,1.038,0,0,0,9.996,0.132,0,0,103.389,1107.988,0,0,14.249,919.609,0,0,169.572,83.297,0,198.699,6.507,24.438,0,2.2,1694.207,0,1022.762,96.151,25.643,9.074,29.17,0,0,0,0,0,140.978,0,4.229,9.254,0,11130.126,0,293.056,2494.61,62.664,572.19,2.75,33124.657,0.596,0,0,108.5,657.9,0,0,24776.921,0,0,0,1003.476,0.151,525.332,0,0.398,2.37,4.193,34.487,3927.757,21.284,54397.195,0,13.336,0,22.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVK",0,0.08,0,0,0,0,0,31.674,20.778,1042.059,0,0,0,0,0,34.772,0,0,1.414,0,0.106,0,0,0,0,3.932,0,5.215,0,0,21.215,0,31.042,0,642.238,0,0.14,0,0,0,0,46.766,0,0,9728.472,0.032,0,0,0,0,0,0,9.543,0,15.486,78.012,0,0,0,0,0,318.88,0,0,0.28,0,0,0,0,0,0,0.13,2520.333,0,8.832,0,0,0,100.449,218.737,0,0,680.879,0,0,0,0,6.178,0.454,0,0,0,0,153.917,0,0,10.889,0,0,0,0,94.228,0,0,0,0,0,55.25,0,0.075,0,0,53.416,0,0,0,0,560.717,0,0,0,2.844,0,0,0,3.971,0,0,0.001,0,478.354,0,0,0,412.669,0,0.11,204.298,19.392,0,0,0,0,0,99.494,0,53.982,0,0,0,395.19,0,0,50.596,2.344,0,29.698,0,0,0,714.033,27.978,0,0,170.528,0,0,0,0,0,0.954,0,0,2286.526,1.151,15.422,760.754,0,315.459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",0,0,0,0,0,0,0,10.081,42.708,0.42,0,0,0,0,0,0,0,0,0.117,0,0,0,0,0,0,0,0,0,0,0,215.746,0,0,27.81,29.147,0,0,0,0,0,0,0.848,0,0,4.437,10.422,0,0,0,0,0,0,0,0,0.08,300.583,4.645,0,0,0,0,43,0,0,0,0,0,0,0,0,5.26,6.953,0,0,0,0,0,0,0,6.279,0,0,1787.197,0,0,0,0,315.875,15.521,0,0,0,0,0,0,0,0,0.284,0,0,0,52.827,0,0,0,0,0.235,2.38,0,0,0,0,0,0,0,0,0,149.605,0,0,0,1.797,0,0,0,0.194,0,0,0,0,0,0,0,0,4.74,0.806,0,10.063,3.762,0,0,0,0,0,0,0,22.946,0,0,53.82,33.169,0,0,1.089,14.436,0,4.751,0,0,0,0,0.04,0,0,1168.65,0,0,0,24.698,0,39.44,0,0,0,0,0,2744.763,0,1011.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVN",0,11.771,0,0,0.158,0,0,0.484,74.914,98.983,0,0,0,57.381,0,110.744,0,0,481.774,0,0,0,0,0,0,1.959,0,0,0,0,15.69,0,0,1.295,860.711,0,0,0,1.037,0,0,630.18,0,0.597,91.823,0.402,0,0,0,0,0,0,29.499,0,35.226,11.463,0,0,0,0,0,359.12,0,0,3.461,0,0,0,0,0,0,0,1051.529,0,0,0.628,0,0,1.458,106.426,0,0,57.865,69.81,0,0,0,9.641,0,0,0,0,0,18.283,0,0,43.12,0,0,0,0,0.728,0,0,0,0,0,4.226,0,0,509.651,0,0,0,0,0,0,0.619,0,0,0,2.376,0,0,0,4.196,0,16.625,0,0,0,0,0,0,7.039,0,0,12.241,2.982,0,0,0,0,1.1,1.132,0,585.709,0.106,0,3.38,0.515,89.961,0,0,1.465,0,63.298,0,0,0,13.087,165.271,0,0,27.19,0,0,0,113.758,0,3.341,0,0,1.573,16.298,0.969,61.073,0,34.949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZAF",0.411,0,1.444,0,231.862,0,0,1.948,538.002,51.047,0,0,0,0,0,13.086,0,0,0,1410.399,830.306,0,0,0,0,16.168,0,0,0,0.52,6.595,0,0,102.706,23.051,0,4.478,36.74,153.469,0,0,0,0,6.208,12.347,1.116,0,1.377,8.406,0,0.59,49.438,0,0,0.651,546.076,0,0,4.036,0,0,577,134.483,0,91.88,0,0,0,0,0,0,11.785,0,0,0.015,0,0,13.388,179,55.036,9.65,0.028,245.731,0,3.839,331.412,0,18.311,188.978,0,0,0,0,0,0,17.085,0,0,0,5.962,258.575,0.842,0,7.22,0,61.029,79.202,6.376,0,0,0,0,0,124.278,0,1011.847,0,120.447,0,0,0,23.269,0,0,302.093,63.783,0,8.257,0.442,0,0,28.22,9.907,0,38.063,2.501,0.183,39.759,5.362,0.387,0,0,0,0,7.468,0.654,7,4.946,1.569,474.011,193.734,0,0,1.415,0,90.334,157.017,0,0,163.979,37.431,167.81,0,0,12.668,0.316,0,0,30.758,3.15,17.574,0,88.312,20.993,0,31.368,345.324,167.496,234.837,1.019,14.529,0,5.661,0,195.478,14.549,0,0,0,0,0,0,0,0,0,0.83,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748,0,0
"ZWE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP",0.801,0,90.971,1259.172,1650.299,0,0,346.168,390.867,283.077,0,18.567,0,6.185,0,14130.305,0,40.633,6.513,0,1115.917,0,0,0,3.237,63.071,0,12.5,0,2.133,1819.71,15.1,40.468,401.35,739.036,0,224.626,0,0,0,81.513,72.028,1232.092,324.28,6021.406,128.793,0,21.963,558.464,40.256,6.705,0.092,24.689,0,1214.568,19994.384,10.387,0,5.087,5.949,0.13,23909.333,394.815,87.094,1752.042,0,0,0,4.004,0,0.54,67.013,17.556,57.367,19.999,61.907,0,313.54,55.479,5315.394,13.652,0.869,8516.115,0,76.523,13.642,0,43.818,2.125,0,0,9.484,0,0.803,13.695,25.463,11.848,131.955,0,1.299,0,92.934,6.896,0,228.14,0,12.505,1746.815,0,44.543,9.651,0,3877.681,0.391,0.109,5.346,0,2272.377,0,0,160.321,142.377,6406.866,0,32.143,118.931,0,1.49,2.459,0,15.247,160.678,1.925,0,1499.524,40283.137,65.531,275.25,965.927,0,0,0,0,0,37.419,1.423,175.013,0,0,490.324,74.41,65.978,20.193,99.442,532.779,0,0,0,0,0,1127.944,304.442,0,0,81.158,22.556,0,4.544,271.865,55.935,278.483,0,0,30.293,13.996,433.498,5350.08,0,17180.15,33.667,61.709,0,58.727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SDN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUR",0,0,0,0,0,0,0,0,0,0.461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.656,0,0,0,0,0,0,0,0,0,0,0,0,0.492,0,0,0,0,0.391,0,0,0,0,0,0,0,0,0,19.503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",1.78,0,120.602,1.691,23.573,0,13.349,164.785,3749.086,284.036,0,19.133,2.076,2.802,0,832.817,0,0.053,131.36,7.441,927.545,0,0,0,0.148,65.445,0,68.035,0.297,0,316.37,0,87.006,1866.017,4658.584,0,26.022,8.899,143.13,0,21.026,900.502,16.464,7.413,353.798,4733.177,0,0,14.356,17.371,0,19.687,96.854,0,3831.439,2402.354,0.357,0,33.817,0.064,0.01,4509.448,9.701,0,367.985,0,0,0,123.558,0,0,437.978,82.163,88.696,38.067,79.204,1.928,820.361,157.369,886.517,0,0,1007.102,23.932,26.074,18.688,7.416,1129.9,4.153,0,0,50.941,20.023,177.658,0,0.593,81.662,7.47,0,2.225,0,134.845,1.985,7.416,3.312,0,2.395,522.534,0,0.437,5.082,0,18.661,7.416,1.038,0,0,2965.663,24.325,12.311,0.693,78.204,55.358,0,14.832,10882.548,0,11.717,33.817,0,188.258,57.608,11.71,0,1646.707,272.975,0.445,163.302,2739.2,0,14.194,0,0,0,10.234,7.416,210,0,0,330.312,1468.233,23.044,38.946,213.866,344.065,7.416,1569.024,14.684,16.019,0,0,433.271,0.445,0,1213.108,0,11.124,4.99,397.439,61.257,571.98,0,15.277,35.3,130.501,20.023,3871.934,6.253,6847.098,0,65.314,0,7.626,0.297,10.234,0,0.148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHE",0,0,117.966,20.181,2.658,0,0,79.084,1472.274,11510.815,0,1.719,0,0,2.065,3878.195,0,4.7,7.208,0,870.329,0,0,0,0.005,336.601,0,99.5,0,2.01,2459.02,0,3.303,76.847,5501.891,0,34.264,178.016,0,0,5.16,328.965,0,90.916,984.101,445.46,0.189,0,3.647,3.095,0,0.805,25.109,0,408.425,6472.92,3.284,0,0,9.094,0,46348.598,95.621,0,467.588,0,0,0,0,0,0,8943.284,720,3.231,17.641,4026.107,0,106.082,7689.2,4562.058,0,3.654,10948.495,0.575,17.161,3.557,0,7551.052,0,0,3.292,0.868,0,157.554,1.253,0,111.216,101.22,0,0.24,0,36.045,0.144,0,5.776,0,0.896,351.814,0,2.19,0.077,0,5.008,0.226,16.983,206.168,0,2810.812,1.256,0,0.335,12.355,1.87,0,62.864,1385.65,0,849.86,0,0,2.354,10.247,19.584,0,699.293,240.8,62.523,291.324,2915.628,0.061,0,0,0,0,134.263,0,99.021,0,0,1618.895,6208.525,13.918,23.795,120.113,1763.082,0,1440.874,75.975,0,0,1200.438,0,7.564,0,235.585,0,0,0.521,639.288,95.105,1581.32,0,4.661,104.226,37.915,75.644,7598.356,0,40875.145,0,3.914,0,68.505,69.063,0,0,0,0,0,0,0,0,0,0,0,0.386,0,0,0,0,0,0,0,2.614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224,0,0,0,0,0,0,0,0,0,0,0,10.98,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.691,0,0,0.607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.741,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TJK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THA",0,0,0.053,0.616,0.203,8.917,0,2052.239,3379.099,649.576,0,8.331,3.4,0.465,0.585,6771.496,0,0,0.282,0.001,2998.122,0,0,0,10.369,37.796,32.021,30.2,232.257,0,693.53,0,32.446,390.569,10940.664,0,1.635,0,0,14.177,8.38,61.464,0,0.567,190.585,1994.64,0,53.063,0.738,0,0,0.836,158.535,0.448,18607.53,8289.475,0.07,0,0,0,0,18043.597,0,0,19.162,0,0,0,0.039,0,0.005,20826.411,2.599,12.909,7147.624,17.49,0,36.081,6024.813,1062.668,2.332,0,93542.088,3.623,1.68,0.668,43.94,13912.973,32.51,0,37.587,18.041,0,0,0,0,8.009,0,0.787,0,0,4340.811,0.853,0,0.097,0,2.042,910.742,0,0,0,0,22.593,0,290.996,0,0.184,7300.306,0,0,1.475,1913.002,0.138,0,0,441.297,0,1635.659,0,0,1.975,10.555,2726.732,0,40001.981,28.391,8.422,0,162.805,0,0,0,0,0,892.728,0,64.721,0,0,3898.653,21971.681,118.937,2527.888,19.079,5346.275,0,6081.378,0,0,0,895.38,9885.221,0,0,0,0,0,1.23,79.638,0,77.247,0,0,0.099,11.877,171.532,6866.413,0.641,38086.088,0,21.647,0,341.936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.066,0,0,0,0,0,0,0,0,0,0,0,11.513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TKL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTO",0,0,0,0,0,6.813,0,0,0,0,0,0,0,0,15.509,0,0,0,0,0,0.233,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0,0,1.783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.316,0,0,0,0,0,0,4.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116,4.859,0.992,0,0,0,0,0,0,0,0,0,0,0.873,0,0,0,0,0.909,0,0,0,0,0,0.038,0,0,0,0,0,0,0,0,0,0,0,76.143,0,45.158,0,0,0,0.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARE",457.105,0,46.587,0,187.534,0,34.26,0,12.066,1.521,0,19.048,72.033,4.32,0,64.507,0,0,0,15.05,11.417,0,0,0,0.591,1.592,0,0,0,10.833,2.784,0,8.116,0,41.356,0,0,1.299,0,0,0,16.338,0,14.242,1.244,56.443,0,0,0,0,0,189.221,0,0,1.707,45.588,0,748.118,4.765,7.925,6.45,286.282,49.586,0,2.807,0,0,0,0,0,0,1047.418,5.48,0,0,8468.166,3061.252,0.092,0,27.621,9.276,0,62.009,63.172,100.806,85.6,0,41.061,834.109,0,0,314.022,0,0.14,0,285.148,0,60.593,0,0.996,11.89,25.098,77.36,0,2.699,2.069,1.859,0.907,0.492,1.357,0,0,146.466,8.53,129.943,0,0,417.042,0,0,0,57.625,0,0,289.588,8.638,0,68.483,0,0,0,0,0,0,7.743,8.445,448.758,1.547,313.975,5.209,0,0,0,0,1136.777,3.825,0,2.844,0,1264.164,197.163,0,2.1,0,27.15,1.925,19.705,683.626,0,0,2.523,13.033,40.433,14.949,3.093,14.874,0,0,0,0,4.919,0,27.368,0,0,464.051,195.585,205.293,87.746,0,0,0,0,333.171,14.814,0.64,0,0,0,2.5,0,0,0,0,0,0.455,0,188.571,0,28.773,0,0,0,0,0.248,0,0,0,105.139,0,0,0,0,0,0,0,0,0,0,0
