"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BIH","BWA","BRA","BLZ","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","CAF","LKA","CHL","CHN","CCK","COL","MYT","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","EST","FJI","FIN","FRA","PYF","DJI","GAB","GEO","GMB","DEU","GHA","GIB","GRC","GRD","GTM","GIN","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LBN","LVA","LTU","LUX","MAC","MDG","MWI","MYS","MLI","MLT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","ANT","ABW","NCL","VUT","NZL","NIC","NER","NGA","NFK","NOR","MNP","FSM","MHL","PAK","PAN","PNG","PER","PHL","PCN","POL","PRT","QAT","ROU","RUS","RWA","LCA","VCT","SMR","SAU","SEN","SRB","SYC","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TTO","ARE","TUN","TUR","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","VEN","WLF","WSM","YEM","ZMB","BOL","HTI","PRY","SLB","KIR","LBY","MDV","PLW","TLS","SDN","TON","MRT","BDI","SLE","BTN","COM","GUY","LBR","SPM","TKM","TCD","GNQ","PSE","GRL","LAO","LSO","KNA","UZB","GNB","ERI","ATF","SOM","CYM","STP","GUM","SHN","FLK","AIA"
"FSM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MHL",0,0,0,0,0,0,0,0,0,0,0,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.936,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.864,0,0,0,0,2.792,0,0,0,0,0.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.673,0.077,0,0,0,0,0,119.297,0,0,0,0,0,0,0,0,0,0.059,0,0,0,0,0,0,0,0.402,0,1619.837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAN",0,0,0,0,0,0,0,0,21.019,0,0,0,0,0,0,0,0,0,0,0,0.753,0,0,0,0,0,0,0,0,3.511,0,0,0,2.45,0,0,24.243,0,0,0,0,7.46,0,0,0,0,0,0,0,2.414,10.512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.46,0,92.392,0,0,0,0,0,0,0,0,0,0,0.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105.52,0,0,0,0,0,0,0,0,0,0,12.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.137,0,0,0,0,0,14.344,0,1.584,0,0,0,0,0,0,0,0,0,0,0,0,0,29.067,0,0,0,0,1.098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PER",0,0,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0,0,0.321,0,0,0,0,0,0,0,0,0,0,0,0,5.05,0,0,0.167,0,0,0,0,0.4,0,0,0,0,0,0,0,0,10.469,0,0,0,0,0,0,0,0,0,0,0,54.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0.957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.943,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHL",0,0,0,0,0,0,0,0,112.125,5082.324,6511.534,0,0,0,1.219,0.036,4396.473,0,6.291,0,2143.2,0,0,0,0,0,4.3,0,0,5780.085,0,0,0,0.709,5513.545,0,1.198,0,0,0,0,3.823,5.542,0,0,1596.707,0,189.144,0,0,0,0.07,0,212.341,0,297.449,57437.885,0,0,0,0,0,265992.221,0,0,8822.578,0,0,0,0.021,16411.999,458,2.518,331.934,0,0,40.998,158,180490.432,0,0,64487.844,0,0,0,0,11333.245,0,0,0,0,0,1629.388,0,0,0,91.547,0,299.31,0,159455.481,0,2.015,0,0,0,0,0,0,0,0,61408.253,0,0,0,0,195.678,0,0,0,0,756.051,0,0,0,0,0,0,0.079,0,0,565.146,137.647,0,75.299,428.749,0,0,0,0,0,0,11.813,0,123.296,6624.329,214.204,207.65,331.531,741.997,0,15836.772,0,0,95.722,7125.322,0,0,2469.544,0,0.011,450.917,559.538,1939.519,0,0,206.153,0,0,5.251,0,23343.273,0,0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PCN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POL",0,1.544,0,0,0,0,0,4.439,0,939.04,129.257,0,0,0,0,0,21.603,0,1.893,0,0.933,0,1.165,4.375,33.611,0,53.398,0,0,76.539,0,0,2.009,0,127.794,0,3.154,0,0,0,0,0,5.189,0,0.172,379.954,0,3.813,0,0,0,1.806,0,27.991,0,37.457,391.38,0,0,0,1.141,0,147100.508,0,0,17.437,0,0,0,0,22.425,105.95,2.355,0,0,0,2.178,1.576,17084.773,0,0,196.381,8.07,0.218,0,0,19.698,0,0.434,0,25.132,79.636,188.593,0,0,0,962.003,0,0,0,3.522,0.703,10.93,1.031,0,0.157,0,0,0,0,0,170.56,0,0,0,0,0.611,0,0,0,0,3.822,0,0,0,0,0,0,0,55.483,0,0,1.248,0.501,97.371,431.301,0,0,0,0,0,0,13.057,0,6.678,7.054,88.396,0,16.983,0.213,0,1919.377,0,0,54.199,104.305,0,112.801,0,0,0,6.323,0.807,7.55,0,0,43.758,1.619,0,32.66,0,215.176,0,0,0.411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRT",0,0,0.869,0,0,1468.278,0,0,0,140.716,131.315,0,1.989,0,0,0,2646.408,0,0,0,13.336,0,0,0,0,0,1.4,0,0,32.853,16831.663,0,0,0.085,108.867,0,70.043,0,0,6.442,0,0,2.597,0,0.07,5784.138,0,145.073,0,0,0,0,0,67.51,0,115.404,306.089,0,0,0,0,0,40509.696,0,0,4815.005,0,0,0,0,1217.866,0.764,0,0,0,0,0,0,61386.004,2.027,0,27.893,0.793,0,405.257,0,1.028,2.668,0,71.858,0,0.154,0,0,0,0,18.875,0,0,0,23.541,0,0,0,0,11.714,14.429,0,0,0,0,6002.639,0,0,0,0,0.701,0,0,2.608,0,9.197,0,0,0,0,0,0,0,0,0,73.458,0,0,448.493,0.029,0,0,0,0,0,0.732,1.074,0,0,130.252,3182.755,1.06,0.46,14.242,0,15832.007,0,0,0.278,268.491,0,0,0.951,0,0,0,0.723,139.341,0,0,0,0,0,128.041,0,1277.69,0,0,35.541,0,0,0,0,0,0,0,0,0,0,0,0,521.723,0,0,0,0,0,0,0,0,0,0,0,0,0.196,0,0,0,0,0,0,127.627,0,0,0,0,8.713,0,0,0,0
"QAT",0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROU",0,0,4.801,0,0,0,0,0,3.259,0,35.363,0,0,0,0,0,80.374,0,0,0,14.057,0,0,0,10537.764,0,2.6,0,0,0.953,0,0,0,0.078,44.748,0,0,0,0,0,0,0,0.73,0,0,0.529,0,0,0,0,0,0,0,0,0,0.124,212.987,0,0,0,0,0,135.475,0,0,0.163,0,0,0,0,313.081,19,0.691,4.822,0,0.008,0.139,0.428,580.797,0,0,0.369,20.012,0,0,0,0.069,0,0,0,0,0.303,0,0,0,0,0.505,0,0,0,22.182,0,51.46,2.621,0,0,0,0,0,0,0,1.894,0,0,0,0,1.062,0.086,0,0,0,0.495,0,0,0,0,0,0,0,0.043,0,14.846,0.05,0.353,0,0.222,0,0,0,0,9.747,0,0.33,0,0.022,4.167,0.259,0.216,0,1.184,0,0.079,0,0,1.078,79.335,0,0,1.716,0,0,1.792,0,1.817,0,0,1.519,0,0.362,8.443,0,164.408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUS",10.5,0,20.317,0,0,0.199,0,8.883,0.548,25.422,72.879,0,0,0,0.535,0,1.949,0,0,0,1.2,0,0,0,13.333,0,2231.3,0,0,146.814,0,0,0,0.852,303.61,0,0,0,0,0,0,0.285,0.188,0.193,18.295,293.569,0,1.416,0,0,0,0,0,0.457,0,40.598,7.804,0,0,0,5.394,0,1345.022,0,0,5.578,0,0,0,0,7.92,0.535,0,0,0,0,1411.813,99.006,15.213,0,0,93.061,39.435,0,0,0,2055.134,0.726,15.68,0,0.974,12.168,0,0,0,0,16.717,0,1592.133,0,1.873,0.652,2.325,0,0,8.543,0,0,0,0,0,4.346,0,0,0,0,0,0,0,0,0,7.249,0,0,0,0.007,0,0,0,0,0,2.591,8.034,0,50.466,0,0,0,0,0,0,0,0.884,0,6.244,23.745,23.729,0.045,6.49,1.203,0,9.641,0,0,2.223,33.688,50.889,0,2.191,0,0,321.25,0,2.464,0,0,1229.608,0,0,7.79,0,512.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,15.886,0,0,0,0,0,0,0,85.875,0,0,0,0,0,0,0,0,0,0
"RWA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VCT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAU",0,0,0,0,0,0,0,0,0,0,0.457,0,0,0.694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.082,0,0,0,4.581,0,0,0,0,0,0,0.321,0,0,0,0,0,0,0,0,0,0.663,0,0,0,0,0,0,0.143,0,0,0,0,1,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356.163,0,0,0,0,0,55.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101,0,0,4.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176,0,0,0,0,0,0,0,0,0,0,0,0,5.803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.274,0,0,0,0,0,0,0,0,0
"SRB",0,0,0,0,0,0,0,0,0,0,4.48,0,0,0,0,0,0.144,0,26.941,0,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0,2.09,0,0,0,0,0,0,0,0.378,0,0,0,0,0,0,0.289,0,0,0,0,0,0,1.325,0,0,0,0,0,18.19,0,0,0,0,0,0,0,0,0.363,0,0,0,0,0,0,3.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168,0,0,33.196,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.335,0.02,0,0,0,0,0.075,0,0,0.481,0,0,0,0,12.323,0,0,0,0,0,6.817,1.529,0,0,0.014,0,0,0,0,0.001,0,0,0,2.917,0,0.383,0,16.527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYC",0,0,0,0,0,0,0,0,0,0,100.253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IND",5180.14,0,28.879,0,0,0,0,0,0.194,25206.199,360.804,0,5.639,3935.614,0,0,1507.556,0,0,0,50.599,0,0,0,1.933,24.675,0.456,0,4.8,1623.828,0,0,256.412,4.045,19663.343,0,0,0,0.403,142.806,0,0,83.206,0,70.33,16464.118,0,1.712,0,52.838,0.075,0.263,57.487,0,4.228,2642.603,8141.661,0,26.655,0,0.055,0,204468.538,2.157,0,67.374,0,0,23.527,0,6956.822,2,2.349,169.49,121.855,0.687,3.414,99.229,156836.986,18.15,0,3447.482,3.574,0,2197.865,0,107.818,9.034,0,0,0,0.569,943.26,0,11.362,98.93,1218.604,7.798,44.214,348.676,350.788,0,0,2.382,0,1.348,0,87.092,0,0,4639.739,84294.775,0,0,23.015,0,5.221,69.803,17.815,3633.02,0,2.909,0,0,0,0.429,0,1.78,21.926,48.405,0,28.395,301.436,0.454,0.292,18.646,2.836,0,0,0,188.351,5.299,3.223,0,0,3819.964,1670.007,363.071,5499.908,7031.632,5.801,41350.45,0,0,102.73,421.918,0,0,411.502,16.607,21.243,5567.962,0.02,586.187,0,609.335,0,0,0.832,2366.025,913.185,31187.054,48.441,2.205,0,0,0,6.912,73.879,0,0,0.14,0,0,3.474,52.65,0,0,256.598,0,0,0,318.89,76.318,0,0,20.714,0,0,65.116,0,1.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SGP",142.506,0,1394.418,0,0,0.478,0,0,11.08,18697.474,127.472,0,0,4709.726,0,0,267.752,0,0,19.279,578.704,0,0,8.256,3.654,747.798,1.8,224.964,0,477.61,0,0,260.875,72.288,50270.128,0,0.849,0,0,0,0,3.148,2.555,0,0.246,2298.321,0,5.25,0,0,0,0,0.108,2236.048,0.053,48.136,613.342,0,0,0,0,0,54219.319,0,0,10.782,0,0,0,0,148824.121,1342.183,0.549,38115.329,223.854,0,31.009,528.606,2142.468,0,0.228,19665.456,4.96,0,17.206,4.408,8854.644,0,0,0.389,0,2.275,0,10.263,5.804,0,123289.181,0,0,201.018,606.156,0,0.58,0,0,2.678,0,0,0,0,124.723,5990.884,0,0,10.427,0,172.583,0,0,369.687,0,66.257,0,0.155,0,373.657,12.018,4.967,31.613,23701.368,0,27.586,0,0.076,2.614,286.282,0,0,0,0,27.883,0,1.154,0.899,16342.73,0,51.15,983.917,1144.38,42.776,0.044,2437.361,0,0,45.217,2369.888,0.073,0,12067.931,0,0,1061.256,1.093,37.524,0,0,55.623,0,8.939,1052.839,0,85402.509,0,0,6.993,0,0,0,0,0,0,0,0,0,0,132.602,0,0,0,0,0,0,0,10.976,0,0,0,0,0,0,0,0,0,29.414,0,0,0,0,0,0,0,0,0,0.227,0,0,0
"SVK",0,0.269,0,0,0,0,0,0,0.047,14.473,17.32,0,0,0,0,0,401.735,0,2.55,0,0.741,0,0,0,11.514,0,3.5,0,0,8.37,0,0,0,83.009,58.477,0,0.087,0,0,0,0,0,20.424,0,8625.939,59719.389,0,0,0,0,0,0,0,186.382,0,0.36,1067.407,0,0,0,0,0,183.912,0,0,0.198,0,0,0,0,4.064,84,0,7.729,101.683,0,0,2.254,3179.412,0,0,11.382,0.145,0,0,0,2432.529,0.003,0,0,0,0,0,0,0,0,65.044,0,0,0,1.461,0,10.948,0,0,0,0,0,0,0,0,1171.11,0,0,0,0,0.198,0,0,0,0,0.699,0,0,0,0,0,0,0,0,0,45.159,0.019,0,1.054,12.438,0,0,0,0,0,0,8.669,0,0,25.132,0,0.357,36.369,0.273,0,20.626,0,0,250.681,6.096,0,0,2.454,0,0,0,0.387,0.293,0,0,0.085,23.589,0,0.424,0,276.011,0,0.035,0,0,0,3.442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298.394,0,0,0,0,0,0.6,0,0,10.005,0,0,0,0,180.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.929,0,0,0,0,0,285.662,0,0,0,0,0,0,0,28.103,0,0,10.152,0,0,0.753,0,1.683,0,0,4828.461,0.98,0,4.081,0,1477.431,0,0.656,0,0,0,0,0,0,0,4.137,0,0,0,24.796,0,0,0,0,0,0,0,0,0,0,2.652,0,0,0,0,0.085,0,0,0,0,0,0,0,0,0,0,0,4.663,0,0,0,0,0,0,4.121,0,0,0,0,0,0,0,0,31.116,2511.881,0,0,0,0.357,0,55.978,0,0,0.696,2.535,0,0,2.573,0,0,0,0,0,0,0,0,0,0,1.523,0,566.972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVN",0,0.004,0,0,0,0,0,0,0,146.686,245.796,0,0,0,0,0,5845.788,0,34.327,0,0,0,0,0,231.858,0,0,0,0,7.54,0,0,1.206,0,8.61,0,0,0,0,0,0,0,108.112,0,0,30.04,0,0.331,0,0,0,0,0,0.165,0,0.109,1.017,0.046,0,0,0,0,8604.886,0,0,2.641,0,0,0,0,0.036,1523.781,0,0.054,0,0,1.298,0.203,12466.166,0,0,0,1.298,0,0,0,0.625,0,0,0,0,75.805,0,0,0,0,192.706,0,0,0,23.985,0,0.009,3.228,0,0.192,0,0,0,0,0,8199.773,0,0,0,0,0,0.907,0,0,0,0,0,0,0,0,0,0,0,0,0,90.356,0,0,10.377,72.162,0,0,0,0,0,0,84.372,0,0.074,17.606,9.575,0,0,5.802,0,120.632,0,0,3.367,345.068,0,0,115.174,0,0,0,0,0,0,0,5.635,13.918,48.01,144.219,0,31.441,0,0,0,0,0,0,0,0,0,0,0,0,0.221,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.12,0,0,0,0,0,0,0,0,0
