"AFG","ALB","DZA","ASM","AND","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","LKA","TCD","CHL","CHN","COL","MYT","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","EST","FJI","FIN","FRA","PYF","DJI","GAB","GEO","PSE","DEU","GHA","GIB","GRC","GRD","GUM","GTM","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","LAO","LBN","LVA","LBR","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NPL","NLD","CUW","SXM","NCL","VUT","NZL","NIC","NER","NGA","NOR","FSM","MHL","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","TLS","QAT","ROU","RUS","RWA","LCA","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","ARE","TUN","TUR","TCA","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","SLB","CAF","GMB","KIR","GRL","GUY","LBY","NRU","NFK","PLW","VCT","SDN","TTO","AGO","GIN","KGZ","GNQ","ABW","ERI","KNA","SPM","BTN","LSO","SOM","TON","TKM","WLF","ATF","GNB","COM","FLK","VGB","AIA","TKL"
"IND",6169.744,0,75.777,0,0,0,0,42.019,8458.642,1414.381,0,5.465,3458.008,0,0.914,6793.33,0,1.462,0,0.332,188.836,0,0,0,377.368,42.234,0.5,0,9.619,883.615,0,0,273.255,0,64.704,5516.56,2.786,0,29.055,0,0,0,0.397,0,0,58.553,0,88.394,0,1.827,1.699,0.152,642.427,0.003,9.895,23.976,7181.529,0,78.237,0,0,0,50027.416,10.178,0,16.292,0,0,2.626,0,0,2838.435,135.577,0,79.483,135.243,0,2.604,501.806,76277.458,15.022,0.594,3629.65,0,0.178,2758.283,4.967,140.826,38.234,0,0.263,0,20.044,635.239,120.464,0,73.22,67.142,472.036,9.746,70.311,38.695,0,133.369,867.763,0,0.269,1.771,0,0.921,801.199,21.082,0,4433.963,75835.037,0,0,5.566,0.234,7.435,0,0.114,362.357,45.183,0,0,0,5.5,0,0,13.348,23.842,0,561.202,332.261,5.411,2.262,0,234.804,3.477,0,0,0,504.375,154.668,0.387,0.211,7.879,0,3318.115,122.315,4241.789,12357.07,11296.642,10.95,4015.466,0,0,0.477,313.026,0,0,305.233,0.6,4249.106,3.514,386.653,0,0,1022.258,0,0,2.57,2377.258,1417.83,31807.051,21.957,0.506,0,0,0,27.64,0.05,0,2.699,0,0,0,0,0,0,0,0,0,186.549,0,0,0,0,0,0,0,0,0,171.176,0,0,0,0,0,0,0.952,0,0,0,0,0
"SGP",107.06,0,11266.672,0,0,0,0,18.819,49782.617,4920.727,0,0,7243.915,99.611,0.004,251.277,0,0.129,0.212,2.777,343.698,0,8.257,5.374,109.342,0,4.3,120.829,0,1660.841,0,0,80.228,0,61.349,32053.089,2.269,0,0,0,0,1.35,9.18,0,0.383,15.102,0,2.281,0,2.731,0,0,0,1640.074,0.578,162.577,12134.449,0,0,0,1.562,0,181734.685,2.485,0,0,0,0,1256.237,0,0,151535.027,5002.218,0.963,38003.149,115.549,0,13.212,276.743,516.613,0,0,15766.189,0,0.368,0.404,0,8326.831,0,4.337,1.4,0.429,0,0.596,0.336,0.039,0,0,150811.474,142.624,0,1.54,0,324.442,716.193,1.276,0,0,0,11.749,0,0.148,0,270.901,1470.006,0,0,0.527,0,493.461,0,0,16.894,89.07,0,0,128.758,2.533,55.781,0,16.599,23811.924,0,13.236,1.573,0,11.906,16.026,189.029,0,0,0,0,79.377,0,6.018,2.913,0,24564.251,0,23.735,1639.247,1055.155,108.198,0,11492.163,0,0,162.68,2395.574,29.133,0,14044.787,0,1616.036,19.308,25.002,0,0,0,98.502,0.505,36.853,826.005,0,90140.74,0,0,0,4.308,0,0,2.561,0,0,0,0,0,0,0,0,0,0,0,0,0,7.328,0,0,0,0,0,0,0,0,0,0,5.914,0,0,0,0,0,0,0,0,0
"SVK",0,0.225,0.348,0,0,0,0.061,0.809,34.786,5643.417,0,0,0,0,0,922.684,0,0,3.697,0,0.305,0,0,52.557,0,0,11.715,0,0,6.922,0,0,0,0.066,0,255.009,0.011,0,0,0,0,0,46.431,0,0.048,8996.207,0,1.028,0,0,0,0,0,3.079,0,40.051,192.053,0,0,0,8.089,0,790.925,0,0,8.042,0,0,30.898,0,0,74.595,143,0,0.129,0,0,0,1.752,1850.105,0,0,11.267,0.235,0,0,0,133.656,0,0,0,0.462,0,1.685,0,0,0,0,0,0,0,2.057,0,0,3.803,0,6.334,0.751,0,0,0,0,0,0,1824.927,0,0,0,0,0.265,0,0,2.311,96.319,0,0,0,0,0,0,0,0,0,14.427,56.168,0,0,6.461,3.193,0,0,0,0,0,0,9.674,0,0,30.328,3.141,0,23.053,5.866,1.372,0,28.443,0,0,62.82,20.015,0,0,30.509,0,0,3.847,1.121,0,0,0,0.428,15.545,0,35.087,0,1040.178,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",0,0,0,0,0,0,1.691,0,0,0.596,0,0,0,0,0,0,0,0,0,0,345.13,0,0,0,0,0,0,0,0,107.831,0,0,0,0,5.199,384.757,0.118,0,0,0,0,0,1.154,0,0,0,0,0,0,0,0.822,0,0,0,0,1.799,27.961,0,0,0,0,0,5652.269,0,0,0,0,0,0,0,0,186.092,0,0,0.684,0,0,0,3.383,0,0,0,4701.929,2.326,0,0,0,616.391,0,0,0,0,0,0,0,0,0,0,262.642,0.087,0,0,0,0,202.395,0,0,0,0,0,0,2.679,0,0,0.912,0,0,0,0,0.13,0,0,0,0.565,0,0,0,0,0,0,0.313,17.09,0,0,0,0,0,0,1.356,0,0,0,0,0,0,0.224,0,0,8.27,3655.438,0,0,0.008,0.787,0,75.576,0,0,0.308,0,0,0,11.634,0,0,0.336,0,0,0,0,1.44,0,0,2.091,0,1390.542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVN",0,0,0,0,0,0,0,0,5.014,507.192,0,0,0,0,0,18842.574,0,0,286.738,0,0.289,0,0,267.002,0,0,0,0,0,17.321,0,0,0.185,0,0,142.61,0,0,0,0,0,0,850.771,0,0,6.69,0,2.195,0,0,0,0,0,0.474,0,0,1755.877,0.543,0,0,0,0,6305.784,0,0,563.659,0,0,0,0,0,0.031,923.446,0.678,0.709,0,0,0.214,0.123,18899.051,0,0,0.033,3.568,0,0,0,0,0,0,0,3.622,0,128.085,0,0,1.227,0,2.473,0,0,0,0,0,39.666,0,0.844,8.537,0,0.031,0,0,0,0,14518.896,0,0,0,0,0,1.734,0,0,0.838,0,0,0.948,0,0,0,0,0,0,117.706,0,0,0,7.249,105.072,0,0,0,0,0,0,955.742,0,0,10.857,17.086,23.801,0,0,4.16,0,282.436,0,0,7.455,1558.964,0,0,4.113,0,0,7.806,1.259,0,0,12.211,4.872,10.91,21.388,2987.871,0,88.769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZAF",0,0,0,0,0,0,0,111.773,22.105,0,0,0,0,0,0,44789.867,0,0,0,683.702,0.887,0,0,0,0,0,5.5,0,334.977,14.282,0,0,0,3.818,1.117,218.925,0,0,4.444,131.464,0,0.153,0,0,3.217,0.373,0,5.704,0,0,0,0,10.609,0,0,7.014,58814.999,158.543,11.13,8.018,0,0,193.258,35.535,0,0.849,0,0,0,0,0,212.592,0,0,0,0,0,0.001,0.593,12.941,187.353,0,0.247,0,78.503,102.463,0.136,1.588,0,0,0,0,24.451,0,0,0,255.187,104.326,0,0,2338.307,0.601,107.689,26.37,0,0,0,0,0,566.135,680.349,0,585.117,0,23.176,0,0,100.62,0,7.031,0,521.773,227.988,1.027,0,0,0,0,0,0,0,0,0,0,2.47,0,0,0,20.037,5.292,0,0,0,2.037,1185.67,0,63.424,1.801,15.867,1.608,0,0,0,0,368.719,0.587,0,69.103,1.984,34.145,0,0,0.035,632.882,1012.369,54.395,101.836,0,0,76.574,0,0,0.019,134.638,59.987,273.219,28.231,21.687,0,0,0,0,316.813,0,0,0,0,0,0,0,0,0,0,0,2.549,3.688,89.458,0.404,0,30.815,0,0,0,0,0,122.367,111.839,0,0,0,0,0,0,0,0,0,0
"ZWE",0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP",0,0,381.761,0,24.577,0,0,156.101,294.508,1974.695,0,0,198.304,0.199,0.321,24576.097,0,90.068,0.156,0,403.29,0,0,1263.904,0,0,17.115,0,42.818,1442.707,62.71,0,0,6.716,387.254,26362.231,105.866,0,253.276,0.548,0,10.63,10.168,5.592,3117.855,5741.93,0,436.785,0,304.781,347.886,8.626,0,0,0,5.193,204165.71,0,0,0,0,5.883,129099.956,1815.736,2.397,22764.492,5.009,0,52.874,0,92.798,891.019,91.713,0.092,2.384,4.315,0,105.213,495.276,639805.057,0.7,0.132,145.383,20.527,172.094,22.35,0,383.22,18.683,0,73.792,1.139,0,80.968,1684.591,0,4.219,0,2.387,0,615.895,508.49,111.521,3.238,2560.46,0,2.737,0,0,2183.32,31,0,0,9.74,36423.986,158.053,0,0.268,0,54.608,69.882,0,6.161,33.654,0,0,7.8,5.358,0,15.689,2266.235,486.288,0,113.516,46227.201,0,16.064,2209.613,26.825,1455.323,0,259.588,0,60.267,111.982,24.264,0,0,7292.496,18.605,8126.584,1.749,2011.123,1688.403,0,0,0,0,56.779,2897.204,0,0,574.242,0,1083.117,107.174,25.473,0,0,10.642,6.976,0.137,154.279,26045.444,4.085,1651.922,528.723,64.927,0,63.594,0,1.085,0.637,0,0,0.256,0,0,0,0,0,0,0,0,0,0,208.61,4.929,0,2.137,0,0,0,0,0,0,0,0,0,0,0,52.904,0,0,0,0,0
"SUR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.803,0,0,0,1.81,15.746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235,0,0,0,0,0,0,0.46,0,0,0,0,0.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",0.308,1.079,220.468,0,0,0.463,0.206,34.677,548.961,593.721,11.255,0.862,8.942,0.925,0.463,7720.335,0,23.28,9.397,0,245.584,0,0,13.555,0,0,240.664,0,1.965,173.151,0,0,18.192,0,363.18,4053.168,43.477,0,0,0,0,7.863,42.089,2.775,53.498,931.213,9.713,16306.355,0.308,12.924,0.617,9.25,0,2128.717,0,22373.337,2428.69,0,0,32.839,2.467,41.627,90475.629,51.494,0,103.229,10.647,0,398.383,19.888,4.009,984.685,1101.264,16.959,14.492,11.717,208.75,1236.094,451.228,10178.188,0.308,2.775,508.699,94.354,1941.965,0.154,0,1161.232,10.792,0,6.475,104.529,0.154,453.369,59.044,0,18.971,0,232.031,3.206,0,174.512,0,11.338,1169.866,0,25.004,1.388,0,13.876,10,7.4,1.388,0,1506.406,0,0,0,0,2.313,376.953,0,43.365,1771.695,0,0,30.855,2.94,2.621,2.247,11.296,1.091,0,3545.686,20.235,0,0,32.839,1233.11,0.154,0.154,0,0,404.396,0,414.572,0,0.154,758.026,94.749,810.026,2.437,213.376,116.823,50.569,793.218,2.621,0,0,2842.898,17.576,0,1429.662,0,165.736,36.198,447.018,0.154,0,21.815,255.157,0.765,118.251,12504.73,16.263,6892.587,0,31.161,0,52.324,1.85,0,7.863,0,0,0,0,0,0,1.542,0,0,0,0.617,32.068,7.832,31.914,0.154,1.388,0,0,0,4.163,0,2.621,0,0,0,0,0,0,0,0,0,0.925,0,0
"CHE",0,5.987,38.454,0,0.069,0,0,10.344,4274.667,1308.517,0,267.054,14.667,0,0,119.891,0,53.358,2.55,0,230.097,15.955,0.01,65.597,0,0,28.7,0,7.536,353.901,0,0,127.282,0,22.761,670.25,15.456,0,0,0,0,4.846,72.122,0,1.708,250.165,1.022,165.404,0,0,1.839,4.9,1.479,9.87,25.392,54.685,15107.127,1.718,0,0,0,0,16786.843,15.774,0,1134.966,0,0,0,7.532,5.82,17485.375,1064.594,3.905,10.154,21.043,2.726,12.731,385.832,49759.305,1.965,0,1595.208,96.406,5.543,21.115,0,857.091,2.879,0,4.02,3.12,0,2.329,818.385,0,5.696,0,177.156,5.547,0,49.091,0,3.269,278.118,0,0.634,2.221,0,9.931,0,24.158,7.05,265.267,1309.104,0,0,0.348,0,11.972,1.497,1.712,61.774,347.483,0,0,70.2,1.093,0,0,31.475,1540.342,0,74.266,26.075,0,0.033,446.888,122.684,1.011,0,0,0,48.678,16.223,7.723,0,0,271.071,322.196,47.557,23.753,445.497,65.01,3.308,1995.825,0,0,411.406,0,510.476,0,8674.858,143.239,47.758,9.18,131.738,0,0,66.635,25.128,9.359,25.605,1206.343,2.206,8893.399,1.74,2.582,2.142,166.835,0,0.413,0,0,0,0,0,0,0,0,0,0,0,0,0,2.474,44.593,1.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYR",0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.969,0,0,0,0,0,0,0,0,0,0,18.918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TJK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THA",7.591,0,0.013,0,0.037,0,0,131.732,2108.496,163.65,0,0.005,6017.08,0.081,0.008,181.901,0,1.87,1.441,0,1853.275,0,0,0.002,11.542,0,47.6,83.288,0,4271.109,0,0,10.419,0,7.55,17332.105,13.954,0,0,0,0,0.584,13.219,0,0.009,362.515,0,126.285,4.671,5.999,0,0.015,18.524,327.883,0,10.086,2045.487,0,0,0,0,0,31101.954,0,0,10.067,0,0,0,0,0,38356.327,4274.92,4.603,1356.889,0.058,0,21.683,2130.299,2763.167,5.386,0,70193.751,0.002,7.606,3.595,0,21247.164,6.921,7.345,0,1.044,0,1.847,0.211,708.223,0,0,46465.265,75.112,0,0.676,0,0.27,3241.029,0,2.841,0,0,0.003,41.613,0,4.309,87.568,118.642,0,0,0,0,718.654,0.002,0,2,49.041,0,0,0,0,0,0,4.369,123.357,0,398.013,19.465,0,0,4.75,190.127,0,0,0,0,0.004,0,25.895,0,0,1864.206,20837.269,149.743,452.68,135.878,76.186,6.736,447.431,0,0,118.506,48.491,0,0,0,0,1145.96,23.592,224.494,0,0,5.981,315.275,721.936,10.371,256.279,0.04,32618.497,0,0.248,0,0,0.09,0,0.246,0,0,0,0,0,0,0,0,0,0,0,0,0.083,0.005,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARE",0,0,0,0,0,0,1.372,0,0,109.164,0,6.965,6.79,0,0,1.569,0,0,0,0.353,0,0,0,0,0,7.952,0,0,0.782,0,0,0,0.7,0,0,447.511,0,0,1.686,0,0,0,0.104,0,0,0.024,0,0,0,0,0,0,0,0,0,0,2.783,0,0,0,50.694,0,2887.422,0.415,0,160.898,0,0,0,0,0,11.679,0,0,0,2890.155,0,0,0,33.436,0.435,0,0,0,0,0,0,31,0.33,0,0,0,0,0,0,0,1.192,35.025,0,56.133,0,0,0,7.884,0,0,0,0,0,0,0,86.703,0.38,0,763.122,0,0,0,0,3.932,0,0,178.233,0,0,0,164.994,0,0,0,0,0,0,0,0,0,0,0,0,28.647,0,0,0,0,0.475,0,0,0,22250.644,11.376,0,0,0,15.278,4.867,0,0,0,0.154,1.154,0,0,0.013,0,0,0,0.309,0,0,150.861,0,0,1.078,3.168,754.778,4.871,32.184,0,0,0,0,0,24,0,0,3.491,0,0,0,0,0,0,0,0,29.895,0,1.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUN",0,0,7.945,0,0,0,0,0,0,2.795,0,0,0,0,0,0,0,0,0,0,53.343,0,0,0,0,0,0,0,0,18.18,0,0,0,0,0,292.786,0,0,0,0,0,0,0,0,0,83.695,0,0,0,0,0,0,0,1.093,0,0,515.87,0,0,0,0,0,1340.757,0,0,0,0,0,0,0,0,0,0,0,0,9.757,0,0,0,69.147,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.501,0,0,0,0,0.104,0,0,0,0,0,0,0,0,0,0,0,0,0,3.246,0,0,0,0,0,0,0,0,0,5.149,0,0,0,0,0.2,0,0,0,0,0,0.256,16.346,0,0,0,0,0.334,0,15.522,0,0,4.078,0,0,0,0,0,0,0.31,0,0,0,10.364,0,0,0,0.001,0.768,0,24.146,0,380.279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUR",158.426,21.317,5.905,0,0,0,34.886,0,193.488,3996.757,0,0.19,0.208,0,0,5.73,0,0,15.22,0,0.041,0,0,4232.913,0,0,0.8,0,0,100.176,0,0,0.263,0,233.226,21.997,0,0,0,0,0,0,1.718,0,226.465,0.488,0,2.887,0,0,26.43,0,13.644,0.057,0,17.287,92.905,0,0,0,18.356,0,99.811,0,0,70.409,0,0,0,0,0,13.667,6.509,0,0,415.036,77.261,9.556,18.38,2540.859,0,0,0,15.112,1.268,1.867,0,5.967,4.2,0,1.309,0,0,2.613,0,0,0,9.048,0,7.527,34.834,0.746,0,0,142.048,38.737,20.059,25.379,0,1.576,0,0,0,0,41.293,0,0,0,0,233.462,0,0.124,33.348,0.249,0,0,0,0,0,0,0,0,0,180.656,24.066,0,3.076,260.192,119.211,0,0,0,0,15.94,14.873,3.271,0,0,1379.695,0,0,0,5.191,19.419,0,64.759,0,0,0.308,18.415,14.988,68.999,0,0,3.41,4.445,0,0,0,0,48.806,24.905,3.672,34.03,0,22.722,0,0,3.177,0,0,0,0,0,0,0,0,0,0,1.63,0,0,0,0,5.841,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1201.826,0,0,0,0,0,0,0,0
"TCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41,0,0,0,0,0,0.523,0,0,0,0,0,0,0,0,0,30,0,0,0,6.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.819,0,0,0,0,0,7.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.148,0,0,0,0,0,0,0,0.775,0,0,0,0,0,3.951,18.617,0,0,0,0,0.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UKR",0,0,0,0,0,0,0,0,0,3.184,0,0,0,0.018,0.048,0,0,0,0,0,0,0,0,5.02,0,0,81.185,0,0,0.211,0,0,0,0,0,4641.191,0,0,0,0,0,0,0,3.389,0,3.083,0,13.069,0,0,0,0,0,0,0,0,1128.785,0,0,0,1.324,0,40.942,0,0,0,0,0,0,0,0,179.397,133,0,0,0,0,0,0,21.36,0,0,0,33.702,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.944,0,30.459,0,0,0,0,0,0,0,11.646,0,0,0,0,0.617,0,0,0,0,0,0,1.779,0,0,0,0,0,0,4.56,0.263,0,0,0,641.826,0,0,0,0,0,0,1.989,0,0,34.729,0,27.847,61.357,0,0,0,1.138,0,0,0.168,1313.798,0,0.849,0,0,0,0,0,3.007,0,0,0,1431.811,75.025,0,0,18.173,0,0,12.859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MKD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0,0,4.831,0,0,0,0,0,0,0,0,0,0,0,0,0,80.989,0,0,0,0,0,2.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.849,0,0,0,0,46.704,0,0,0,0,0.462,0,0,0,0.464,0,0,0,0,0,26.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
