"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","IOT","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","CHL","CHN","COL","MYT","COG","COD","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ERI","EST","FJI","FIN","FRA","PYF","GAB","GEO","DEU","GHA","GIB","GRC","GRL","GRD","GUM","GTM","GIN","GUY","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","ANT","NCL","VUT","NZL","NIC","NER","NGA","NOR","MNP","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","TLS","QAT","ROU","RUS","RWA","SHN","KNA","LCA","VCT","STP","SAU","SEN","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SDN","SWZ","SWE","CHE","SYR","TJK","THA","TKL","TON","TTO","ARE","TUN","TUR","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","YEM","SCG","ZMB","HTI","SLB","CXR","CCK","GMB","KIR","NFK","ETH","LBY","TKM","WSM","TCD","COM","LBR","SPM","SUR","TCA","DJI","TGO","ATF","WLF","BTN","PSE","NIU","MHL","GNB","COK","FSM","ABW","FLK","PCN"
"NZL",0,0,0,9.856,0,0,0.795,0,0.738,6657.779,44.955,0.755,6.779,34.447,0,0,201.581,0,0,0.76,0,74.842,0,0,0,3.172,11.157,0,0,0,0,0,920.198,0,0,0,21.027,176.685,612.715,174.609,0,0,1.315,0,34.726,0,30.09,10.638,0,269.858,0,0,32.313,2.05,0,0,1.249,285.797,17.136,198.644,7.864,0,0,1929.173,0,0,8.462,0,0,0,10.135,0,0,0,1982.024,30.041,18.137,2.269,0,0,517.676,1.703,36.265,0,0,709.774,0,3.478,46.744,0,178.978,11.493,0,0,21.283,0,0,0,1.715,1.662,0,0,136.444,1.524,0,2.65,0,6.651,275.691,0,0,0,0,0,8.158,0,0,0,3564.217,0.751,20.407,20.446,0,5.452,0,9.273,246.396,0,28.728,3.523,3.541,1.463,6.786,6.311,0,107.965,0,2.495,3.818,0,0,0,0,0,0,0,1.239,0,0,0,75.199,7513.175,3.161,9.053,2.48,0,966.01,0,79.206,1.239,0,652.959,97.437,0,0,213.61,0,77.013,0,156.726,4.6,12.1,0,0,0,0,0,2026.245,0.063,8323.624,0,14.185,0,50.893,0,1.617,0,0,0,0,0,0,0,6.074,0,0,0,16.267,0,0,0,0,0,0,0,0,0,0,0,0,2.292,0,0,64.966,0,0,1.11,0
"NIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0,0,0,0,0,0,0,0,0,44.65,0,0,0,0,0,0,0.514,0,0,1.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,1.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.025,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0,0,0,0,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,0,0,0,0,0,0,0.294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125.68,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.307,1.395,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216.168,0,0,0.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NOR",0,0,0.931,0,14.981,52.668,0,0,10.106,71.029,239.828,0,0,0,0,0,201.161,0,0,63.161,0,5.552,0,0,0,0,22.085,0,0,0,0,0,121.726,0,0,0,0,75.98,696.832,0,0,0,0,0,62.621,1.434,1.51,89.106,0,2177.065,0,0,0,0,0,0,82.809,0,235.002,472.84,3.648,0,0,885.053,0,0,2.335,0,0,2.274,0,0,0,0,663.722,79.433,65.505,0,0,1.418,52.292,295.927,334.977,0,0,192.628,0,0,0,0,651.923,0,0,0,6,0,25.831,29.666,0,0,0,0,9.833,0,0,14.151,14.236,0,78.392,0,0,0,3.579,0,0,0,0,0,793.814,0,0,0,44.118,0,1.011,11.975,0,0,0,2.274,0,0,3.78,3.05,612.836,1447.544,0,2.799,239.919,22.859,0,0,0,0,0,0,0.912,3.064,0,0,22.816,203.31,5.433,22.86,0.465,0,59.249,0,768.908,4.026,0,2880.618,282.422,0,0,147.799,0,0,0.714,695.629,0,19.808,0,0,29.082,0,0,2427.374,0,896.344,0,0,0,1.596,0,2.87,0,0,0,0,0,0,0,0,31.591,0.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.034,0,0,0
"PAK",35.388,0,0,0,0,0,0,0,0,10.915,0,0,0,0,0,0,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1,0,0,9.324,0,0,0,0,1.379,0,0,0,0,0,0,0,0,0,0,0,11.422,0,0,0,0,0,0,0,0,0,0,0,8.935,0,0,0,27.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0,0,0,0,0,0,0,0,0.037,0,0,0,22.382,0,0.45,0,0,0,0,0,0,0,9.271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAN",0,0,0,0,0,0,0,0,12.716,0,0,0,0,0,0,0.903,0,0,0.021,0,0,4.28,3.651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.752,0,0,0,0,0,41.035,0,56.734,0,0,0,0,1.575,0.226,25.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261,0,69.567,0,0,1.034,4.657,0,0,0,0,0,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.38,0,0,0,0,0,0,0,0,0,1.907,0.512,0.457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.183,0,0,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,12.265,0,3.247,0,233.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNG",0,0,0,0,0,0,0,0,0,5.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.542
"PRY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PER",0,0,0,0,0,0,0,0,0.383,0,2.103,0,0,0,0,0,0,0,0.624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.113,0.081,86.518,0,0,0,0,0,0,0,0,0,1,0,1.63,1.713,7.755,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.603,0,0,0,0,0,0,0,0,0,0,0,0,11.942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,10.233,0,0,1.166,0,0,0,0,0,0,0,0,0,0,0,0,0,31.203,0,0,0,19.765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHL",0,0,0,0,0.238,0,0,0,186.895,60.806,209.187,0,0,0,0,0,123.643,0,0,0,0,267.187,0,0,0,0.169,0,0,0,0,0,0,141.409,0,0,0,11.163,14.531,113.292,6.277,0,0,0,400.858,0,0.517,0.043,22.66,0,12.527,0,0,0.07,0,0,0,0,0,822.012,1393.212,0,0,0,30568.976,0,0,13.248,0,0,0,0,0,0,0,16049.909,18,2.613,162.167,0,0,4.569,146,60.068,0,0,115751.048,0.397,0,0,0,1718.41,0,0,0,0,0,0,0,0,0,0,0,243.583,0,0,1.04,0,0,618.887,0,0,0,0,0,0,0,0,0,2.153,0,0,0,53.989,0,0,0,3.888,0,0,0,0.011,0,10.435,0,10.15,0,0,0,1.421,1.813,0,0,0,0,0,0,0,0,0,0,548.075,7515.673,30.474,30,53.695,0,596.6,0,341.737,0,0,201.747,3.934,0,0,2063.287,0,0,0,0,2.768,257.964,0,0,0,0,4.778,697.913,0,20175.669,0,0,0,0,0,29.163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POL",0,0,0,0,0,0,0,17.41,0.774,31.42,621.587,0.6,0,0,2.852,0,637.441,0,0,0.138,0,0.081,0.354,0,0,0,73.353,0,0,434.59,0,0,4.356,0,0,0,0,2.505,283.009,0,0,0,0,0,51.758,0,1.337,1382.682,0,147.668,0,1.679,1.017,0,0,0,262.241,0,503.812,880.047,0,0,16.608,12285.835,0,0,55.052,0,0,0,0,0,0,0,89.827,1218.185,0.105,1.197,0,0,96.649,37.416,216.395,0,0,1.809,6.425,29.907,0,0,45.635,0,0,0,16.023,0,188.376,436.692,24.66,0,0,0,2.572,0,0,0,0,8.647,141.142,0,18.86,0,0,0,0,0,0,0,1870.116,0,0.084,0,6.817,0,0,3.539,201.717,0,2.418,2.671,0,0,0,0,0,11.491,0,0,142.362,2341.018,0,0,0,0,0,0,0.949,0,0,0,1071.005,23.494,521.505,35.565,5.295,0,20.981,0,182.17,0,0,181.018,216.012,0,0,84.204,0,0,0,161.757,0.039,76.829,0,0,941.948,3.732,0,177.008,0,363.282,0,0,0,0,0,36.867,0,0,0,0,0,0,0,0,0,5.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.643,0,0
"PRT",0,0,0,0,0,1366.292,0,0,6.001,7.687,66.008,0,0,0,0,0,2125.564,0.237,0,2.677,0,127.891,0,0,0,0.012,3.998,0,0,0.7,0,0.258,2.589,90.827,0,0,0,22.713,428.278,0,3.033,0,0,6.322,74.783,0,26.489,37.668,3.175,16.674,0,0,1.658,0,0,0,8.354,0,20.535,4956.365,24.492,10.265,0,7386,0.035,0,86.473,0,0,0,0,0.21,0,0,1504.356,4050.429,8.323,0.236,0,0,222.483,0,363.617,0,0,165.987,0,0,0,0,6.434,0,0,0,1.689,0,0,0,0,0,0,0,69.405,0,0,0.67,1.57,5.197,335.773,0,0.063,0,144.867,67.116,0,0,0,0,10809.208,0,2.109,0,20.647,0,0,0,126.735,0,0,0,0,0,0.116,0,261.689,0,0,0,428.985,46.956,0,0,0,0,0,12.619,6.059,0.18,0,0,78.832,328.815,28.98,0,22.857,0,15.896,0.193,15059.17,0,0,75.259,245.732,0,0,7.425,0,0,0,21.659,83.97,89.598,0,0,40.68,0.911,10.841,3833.605,0,5088.071,0,0,0,2.337,0,3.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.298,0,8.732,0,0.013,0,0,0
"TLS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QAT",0,0,0,0,0,0,0,0,0,47.719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.22,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,7.015,0,0,0,0,0,0,0,1.214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.914,0,0,0,1.928,0,0,2.461,0,0,0,0,0,0,0,0,0,0,0,23.792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROU",0,0,0.52,0,0,0,0,0,0,0,14.903,0,0,0,0,0,2.489,0,0.201,0.096,0,0,0,0,0,0,20.921,0,0,0,0,0,0,0,0,0,0,0,318.91,0,0,0,0,0,0.255,0,0,0.164,0,0,0,0,0,0,0,0,0.932,0,4.11,34.886,2324.011,0,0,667.176,0,0,0.046,0,0,0,0,0,0,0,0,21.286,0,0,0,0,0,5.652,627.637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.167,0,0,0,0,0,0,0,14.459,0,2.224,0,0,0,0,0,31.477,0,0,0,0,0,0.21,0,1.047,0.041,0,0,0,3.152,0,0,0,0,0,0,0,0,0,0,0,0,0.122,15.012,0,0,12.982,0,0,0,0,8.471,31.755,0.182,0,0.467,0,0,0,0,0.782,0,0,0,0,0.632,0,22.611,0,97.37,0,0,0,0,0,46.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUS",0,0,3.975,0,0,0,0,13.881,0,1.675,0.96,0,0,5.571,19.166,0,16.332,0,0,6.464,0,0,0,0,0,0,29.653,48.739,0,1814,0,0,35.415,0,0,0,5.455,0,8956.003,0.053,0,0,0,0,8.572,127.706,10.487,8.509,0,3.656,0,0,1.433,0,0,0,13.33,0,3216.227,101.449,0,0,61.559,5594.883,0,0,0.38,0,0,0,0,0,0,0,397.469,1.849,0,5.148,21.615,40.675,0,116.231,130.916,0,0,82.887,1326.028,0,0,37.151,664.807,0,4.965,0.074,0,0,41.476,17.485,0,0,0.021,0,49.789,0,0,0,0,308.919,5.432,11.501,0.479,0,0,0,0,0,0,0,29.296,0,0,0,0.918,30.95,0,0,23.679,0,19.008,0,0,0,4.509,48.355,63.605,0.844,0,0,133.358,0,0,0,0,0,0,0,0,0,0,0,411.065,189.175,48.78,507.39,0.206,0,878.544,0,44.943,24.619,0,32.84,11.941,6,40.294,1.209,0,0,0,299.202,0,339.435,0,0,382.491,0,14.808,141.436,0,1201.099,0,0,493.011,0,0.064,0.185,0,0,0,0,0,0,0,0,0,0,19.734,0,0,0,1.723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RWA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SHN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.242,0,0,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KNA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.013,0,0,0,0,0,0,0,0,1.433,0,13.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VCT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.792,0,2.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STP",0,0,0,0,0,0,0,0,0,0.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAU",0,0,0,0,0,0,0,0,0,4.32,0,0,0,0,0,0,1.103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0,0,0,0,0,0,0,0,0,0,0,0,0,1.908,0,0,0.752,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,58.772,0,0,0,0,0,0,0,0.789,0,0,0,0,0,0,0,0.294,0,0,0,0,0,0,0,0,0,0,0,0,0.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366,4.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187,0.339,0,0,0,0,0.182,0,0,15.033,0,0,15.281,0,0,0.052,0,0,0,0,0.501,0,0,0,0,0,1.39,55.176,0,51.07,0.329,0,0,0,1.516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,1.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.072,0,0,0,0,0,21.163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.004,0,0,0,0,0
