"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BOL","BIH","BWA","BRA","BLZ","SLB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CYM","LKA","TCD","CHL","CHN","CXR","CCK","COL","COM","MYT","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","EST","FLK","FJI","FIN","FRA","GAB","GEO","GMB","PSE","DEU","GHA","GIB","GRC","GRL","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LVA","LBR","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","OMN","NAM","NRU","NPL","NLD","CUW","ABW","NCL","NZL","NER","NGA","NIU","NOR","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","TLS","QAT","ROU","RUS","RWA","SHN","LCA","SPM","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","TJK","THA","TGO","TKL","TTO","ARE","TUN","TUR","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","NIC","PYF","KIR","LBY","VUT","NFK","FSM","TON","CPV","DJI","MOZ","SYR","BDI","ERI","GNQ","BMU","IRQ","BTN","CAF","LSO","MHL","GNB","KNA","SOM","SSD","TKM","TUV","WLF","VGB","PLW","MNP","SXM","AIA","TCA"
"SAU",0,0,3.196,0,0,0,0,0,0,268.423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550.934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.743,0,0,0,0,1.203,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.386,0,0,0,0,0,0,0,0,14.162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.69,0,0,0,0,0,0,1.378,0.7,0,0,0,0,0,0,0,0,0,0,0,0,1.037,0,0,0,0,0,5.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0.3,0,0,0,0,0,142.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.885,0,0,0,0,0,41.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.058,1.379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2377.357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRB",0,0.26,0,0,0,0,0,0,0,0,1.522,0,0,0,0,0,0.439,0,47.321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.269,0,0,0,0,0,0,0,0,0,0.672,0,0,0,0,1.837,0,0,0,0,0,0,0,0,0.131,9.271,0,0,0,0,15.752,0,0,0.734,0,0,0,0,0,0,0,0,0,0.928,0,0,0,0,0,0.195,0.207,0,0,0.756,0,0,0,0,0,0,0,0,0,0,0.164,0,0,0,0,0,0,0,0,0,0,0.092,0,0,41.172,0,0,0,0,0,0,0.024,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,6.197,0,0,0,3.038,8.661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.331,0,0,0.033,0,0,0,2.069,1.149,0,0,0,0,0,0,0,0,0,0,7.154,0.26,6.001,0,12.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYC",0,0,0,0,0,0,0,0,0,0,4.776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IND",1687.184,0,57.046,0,0,83.919,0,0,0.221,1384.014,171.428,0,5.997,4587.162,0.084,0,426.555,11.968,0,0,87.341,0,0,0,0,29.028,0.1,0.023,13.76,199.139,0,312.263,0,13.151,1990.525,0,0,1.442,0,0,13.3,0.191,0,0.299,0.717,0,0,5.099,0,15.678,0,0,2.972,0,18.395,2.88,0,0,0.151,88.055,0,0.2,0,0,13607.676,9.787,0,6.519,0,0,0,4.78,0,0,0,0,659.41,10.514,0,169.304,227.32,1.025,124.572,14112.866,13.331,6.079,7727.641,17.8,0.795,1171.531,0,28.411,1.437,0,0,0.468,0,19.294,0,153.976,0,111.65,30.28,8339.292,14.73,364.506,61.126,0,47.812,306.218,0,0,0,0,0.817,0.305,57.241,0,1470.8,24338.163,0,0,0.314,0,32.559,346.149,0,126.504,39.655,0,0,0,0.468,9.677,4.577,99.015,147.736,3.367,10.388,129.055,45.793,0,0,0,0,0,0,252.002,6.489,13.237,0.058,5085.579,0,2822.3,0.02,110.264,601.974,12.543,34.982,259.966,46.685,0,1.922,108.251,386.692,0,51.143,0,0,0,4451.414,10.231,38.606,1358.514,1.895,0,67.702,576.343,614.997,9481.177,204.631,54.332,0,0,0,38.423,89.425,10.597,1.53,0,0,0,0,0,0,0,0.829,109.87,0,21.575,0,0,0,54.779,47.771,0,0,0,63.238,0,0,0,0,0,0,0,0,0,0,0,0
"SGP",0,0,96.04,0,0,0.14,0,0,106.743,48851.744,3002.812,0,0,4943.999,0,0,44.438,0.406,30.926,0,553.877,0,0,35.489,521.591,163.836,6.062,49.677,0,598.406,0,206.759,0,39.09,48121.257,0,0,7.407,0,0,8.535,0,0,2.662,30.142,0,0,48.139,0,16.343,0,5.735,17.705,0,0,1173.128,0,346.331,39.896,2118.89,0,1.655,0,0,146697.603,0,0,17.347,0,0,0,0,0,0,0,0,120802.57,1771.096,1.441,32145.367,51.697,204.09,1463.629,1761.89,0,0,33650.096,5.313,0,62.579,0,9786.261,0,0,0,0.188,0,0,26.488,1.716,0,0,0.152,58576.503,115.656,0,1.398,528.117,5.454,2036.362,2.543,0.035,0,0,12.755,27.372,0,0,46.097,120694.587,0,0,0,340.413,0,48.498,0,7.417,88.801,2.381,546.032,0,3.332,7765.576,15.352,3.832,0,0,50.13,284.752,0,0,0,0,0,0,0,269.17,0,7.233,2.196,0,24991.621,0,0.965,2362.682,1354.42,129.226,0,9703.762,0,0,4.755,18.142,2283.996,0,21560.139,0,0,1.781,232.129,5.969,54.403,0.404,242.015,998.903,81.612,655.315,46.454,101815.092,0,0,0,0,0,0,0,0,7.171,0,0,0,0,0,0,0,0,0,0.504,0,0,4.537,0,0,6.127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVK",0,0.137,0,0,0,0,0,0.053,0.22,2.421,165.214,0,0,0,0.197,0,3442.77,0,2.52,0,3.735,0,0,0,22036.959,0,37.59,0,0,29.19,0,0,0,0.258,375.427,0,0,0,0,0,0,0,0,0,6.763,0,0,2334.317,0,187.813,0,0,0,0,0,6.044,0,0,32.32,119.678,0,0.131,0,0,1012.9,0,0,0.957,0,0,0,0,0,0,0,0,94.673,15085.669,0,0,0,2.072,0.161,1988.313,0,0,15.881,0.595,0,0,0,602.889,0,0,0,0,46.905,0,0.728,0,0,0,0,4.357,0,0,0,0,0,663.063,0,4.492,0.447,0,3.077,0,0,0,0,6.977,0,0,0,0.524,0,45.951,0,0.113,0,0,0,0,0,0,23.058,0.883,0,0,3115.771,18.3,0,0,0,0,0,0,0,0,0,5.834,0,0,7.289,48.756,0,1.697,24.309,3.4,0,39.314,0,0,0,5.848,30.518,12.963,6.621,0,0,0,3.52,0.663,7.315,0,6.377,0.051,0,912.183,0,1023.443,0,0,0.974,0,0,0,0,0,0,0,0,0,0,0,0,0,22.128,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",0,0,4.678,0,0,0,0,0,1,1.783,0.143,0,0,0,1.395,0,12.304,0,0.13,0,8832.354,0,0,0,0,0,2.2,84.388,0,66.37,0,0,0,1.799,3933.883,0,0,0.409,0,0,0,0,0,0.501,5.316,0,0,0.354,0,2384.261,0,0,0,0,0,0,0,0,0,0.018,0,0,0,0,6092.12,0,0,0,0,0,0,0,0,0,0,0,802.379,0,0,72.955,0,0,23.297,0,0,0,10812.312,3.4,0,0,0,73264.973,0,0.734,0,0,0,0,0,0,0,0,0,643.772,0,0,0,0,0.269,252.286,0,0,0,0,0,0,0,0,0,42.788,0,0,0,9.011,0,0,0,1591.347,0,0,0,0,1.16,0.818,0,0,0,0,64.506,52.764,0,0,0,0,0,0,0,0,0,1.002,0,0,246.117,5259.08,0,0,0,70.427,0,77.827,0,0,0,0,16.592,0,9.012,0,0,1.41,6.284,0,1.802,0,2.741,0.477,0.701,10.158,0,1279.694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVN",0,1.21,0,0,0,0,0,0,0,1.901,345.544,0,0,0,0,0,5559.192,0,309.206,0,0.589,0,0,0,197.729,0,0,0.09,0,8.659,0,0,0,1.46,0.199,0,0,0,0,0,0,0,0,0,1267.315,0,226.083,9.372,0,1.275,0,0.044,0,0,0,0.454,0,0,0.224,604.023,0,0.196,0,0,2231.974,0,0,47.246,0,0,0,0,0,0,0,0,127.079,418.467,0,0,0,0.122,0.615,19087.359,0,0,4.964,2059.799,0,0,0,34.929,0,0,0,0,0.79,0,117.539,0,0,0,0,2.269,0,0,21.894,0,0,232.768,0,1.562,0.75,0,0.471,0,0,0,0,6422.133,0,0,0,0,0,0.001,0,0.809,0,0,0,0.464,0,0.016,48.382,0,0,0,9.666,37.852,0,0,0,0,0,0,0,0.592,0.304,1875.475,0,0,0.588,10.461,19.688,1.76,0,3.512,0,157.605,0,0,0,4.259,1216.59,0,5.774,0,0,0,0.312,0,4.56,0,3.961,15.89,16.651,6472.178,0,89.424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZAF",0,0,28.57,0,0,202.637,0,0,36.306,5.494,0,0,0,0.164,0,0,120.889,0,0.516,587.837,1.379,0,0,0,0,0,8.1,0,105.014,15.432,0,10.389,3.601,13.53,32.083,0,0,0,0,0,3.307,140.594,0,0,0,0,0,0.109,0,22,0,146.28,0,0,4.495,0,0,0,11.505,7540.836,3.479,0,40.19,0,79.853,13.703,0,0,0,0,0,0,14.011,0,570.016,0,0.649,0,0,0,0,1.09,5,24.282,0,0,0.884,0.8,0,13.127,0,6.009,160.595,0,0,0,67.86,0,0.139,0,0,72.238,95.933,3.377,0,1293.207,0,0,9.667,10.745,0,0,0,0,18.572,0,514.174,0,0,318.443,0,0,17.702,0,0,36.018,0,5.894,0.372,0,0,0,0,0,0.645,0,0,0,0,9.727,21.184,6.414,0,0,0,0,0,0,516.015,0,14.631,0.32,93.342,1.373,0,0,0,0,605.621,1.384,0,0,5.381,0,9.004,0,1.458,0,0,0,255.879,0,0,30.459,0,0,0.043,82.008,166.547,128.639,4.675,0,0,0,0,0,326.369,0,497.237,0,0,0,0,6.266,0,0,0,769.049,0,0,0,0.116,0,0,0,0,27.497,0,261.978,0,0,0,0,0,0,0,0,0,0,0,0
"ZWE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP",0,0,107.189,0,39.315,907.264,0,1.027,17.617,393.293,2379.765,0,0,21.448,2.152,0.348,12609.458,118.91,0.042,0,205.681,0,0,0,1871.593,0,2.225,0,9.255,203.768,0,0.491,0,1388.444,9171.644,0,0,197.472,0,0,58.27,0,0,7.276,72.792,30.879,464.635,13960.081,0.536,3977.623,0,637.228,67.997,2.983,0,13.713,0,0,17.492,19471.983,0,0.232,122.406,0,69103.75,27.793,23.402,15130.625,0,0,0,72.178,266.672,0,0,162.58,142.289,125.918,0,44.689,27.028,405.69,92.305,124906.981,0,27.265,4077.956,45.919,70.627,2617.115,0,29.492,0,0,0,21.857,0,0,86.15,1720.671,0,5.146,0,4.39,1.419,1.198,37.714,61.818,649.174,1051.916,0,18.588,0.155,0,2114.06,4.237,0,0,34.943,8120.135,0,0,19.897,12.935,13.946,13.925,0,16.128,75.915,20.587,0,0.7,61665.763,0.182,197.321,46527.929,0,0,4189.117,10.742,1745.262,0,0,0,0,0,0,113.416,143.074,5.291,0,0,274.787,0.807,27.576,0.491,671.549,19.588,0,0,0,0,0,71.943,1395.159,0,94.218,0,0,0,94.215,154.138,57.104,57.664,2.306,0.352,11.718,14694.859,0.775,22372.046,0,62.126,0,259.225,0,0,0,105.217,0.816,0,0,0,0,0,0,173.418,0,125.099,0,0,0,3.37,0,88.617,0,0,0,0,13.963,0,0,0,0,0,0,0,0,0,0,0,0
"SDN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWZ",0,0,6.648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.815,0,0,0,0,0.326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105,1.721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.362,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0,0,0,0,0.968,1.855,0,0,0,0,0,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",0.147,2.159,57.35,0,0,0.521,4.132,3.837,78.254,336.998,106.816,0,4.87,27.321,42.509,0.885,1002.487,0,12.201,193.608,455.826,5.018,0,0,7.03,0,336.708,0,1674.408,307.446,0,35.984,0,67.599,7994.517,0,0,62.371,0,0,0,11.07,0,49.516,12.816,0.738,0.974,357.078,0,7674.839,1.536,5.387,5.22,4.763,0.068,1493.959,0,0,20651.902,1496.005,6.937,0,0,0.151,30741.126,53.13,0,249.466,10.775,14.678,0,5.981,1.918,0.147,0,0.161,1201.389,570.375,1.836,150.384,7.084,92.052,215.767,3034.579,0,1.981,807.276,19.586,0.615,19.926,0,277.89,2.361,0,0,4.23,48.989,1.918,328.254,20.059,0,0,0,432.396,0,0,24.135,0,0,4317.663,0,1.651,4.487,0.59,23.642,9.642,0,0,0,5003.728,0,0,0.34,6.064,0,98.894,0,7802.589,5.92,3.69,227.423,0.686,11.858,15.645,4531.387,195.206,0,1.033,218.592,2612.633,9.001,0,4.723,0,0,0,0,492.231,0.147,323.59,1.771,0.442,361.298,54.436,580.641,64.72,91.08,338.714,1.433,1070.224,25.24,0.295,0,0,2690.273,0,1662.638,0,0,3.171,5.717,54.727,271.881,12.103,104.098,10.148,94.355,12152.44,92.046,9951.323,4.575,0.655,72.62,53.311,0,0.738,0,3.483,0,0,5.608,0,0,0,0,0,0,0,0,0,0,0,0,16.826,3.247,0,0,0,0,0.738,0,0,0,0,0,0,0,0,0,0,0
"CHE",0,0.01,2.002,0,0,268.961,0,0,130.282,1946.076,2955.856,0,281.412,15.987,19.299,0,168.339,0.217,2.649,0,180.471,0,0,0,47.67,0,0.316,0,25.379,386.981,0,112.571,0,9.602,458.746,0,0,85.909,0,0,0,0,0,12.613,13.709,0,9.845,281.969,0,222.012,0,0.222,13.37,2.682,7.571,8.154,0,0,37.32,7096.728,0,8.203,0,0.497,9726.744,0,0,42.336,0,0,0,4.571,8.567,0,22.044,55.836,14612.3,1135.255,5.322,125.639,7.174,5.961,4342.587,14212.418,14.564,0,983.605,11.9,1.479,0,0,1227.541,12.689,0,0,0.071,1.079,10.832,4.776,385.936,0,1.598,28.023,965.785,0.397,38.098,57.289,15.811,2.806,239.914,0,0,5.686,0,37.34,94.863,12.589,0,3.138,1884.573,0,0,0,1.565,1.272,212.65,0,350.894,19.839,0,6.27,75.661,9.183,1228.979,89.003,23.957,0,0,428.409,645.334,0,0,0,0,0,0,0,99.172,98.112,2.07,0,0,183.973,440.969,135.679,19.826,616.146,43.721,0,308.169,12.269,0,0,322.159,0,0.643,6282.778,0,0,0,49.475,11.544,137.851,30.89,5.472,56.338,18.61,938.791,2.197,9213.366,4.456,1.531,1.058,4.399,0,0.931,0,0,0,1.978,0.814,0,0,0,0,0,0,8.756,1.159,7.139,0,0,0,0,0,0,0,0,0,0,0,0,10.069,0,0,0,0,0,0,0,0
"TJK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THA",0,0,0,0,0.112,0,0.038,0,47.502,993.442,469.68,0,0,91.198,0.096,0.002,27.207,2.647,1.94,0,1358.146,0,0,0.049,1908.142,21.418,29.8,48.995,0.004,1619.06,0,36.296,0,2.223,10605.726,0,0,810.478,0,0,0.45,0,0,0.096,8.941,0,0,498.107,0,11.834,0,4.603,0,0.081,136.628,266.489,0,0.202,165.818,4405.039,0,0,0,0,19811.945,0,0,1.275,0,0,6.95,0,0,0,0,0,25873.899,5379.867,5.539,848.495,0.015,7.729,1078.816,2392.097,4.517,0.375,52395.995,0,0,14.094,0,10932.874,0,0,16.633,0,0.651,0,10.054,0,0.498,10.528,0.001,5993.856,76.712,0,0.863,0,0,98.198,0,0.297,0.023,0,0.45,4.086,0,0,6.937,225.182,0,0,0,56.195,0.745,5.14,0,195.07,26.526,0,0,0,2.287,237.354,589.309,8.765,0,0,26.793,186.417,0,0,0,0,0,0,0,0.005,0,19.221,0,0,662.053,18665.808,94.968,545.403,41.384,173.482,0,334.338,0,0,0,284.944,241.617,0,0,0,0,0,722.598,51.494,168.928,3.717,104.848,11.288,19.776,399.562,9.14,27808.26,26.016,4.946,0,0,0,0,0.019,0.056,0,0,0,0,0,0,0,0,0,69.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TKL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
