"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","COL","MYT","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","ERI","EST","FLK","FJI","FIN","FRA","PYF","ATF","GAB","GEO","GMB","PSE","DEU","GHA","GIB","GRC","GRL","GRD","GUM","GTM","GIN","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LVA","LBR","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","NCL","NZL","NIC","NER","NGA","NIU","NOR","MNP","FSM","PLW","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","GNB","TLS","QAT","ROU","RUS","RWA","SHN","KNA","LCA","VCT","SMR","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TTO","ARE","TUN","TUR","TKM","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","KIR","TON","SLB","VUT","BTN","GUY","AIA","DJI","LBY","SPM","COM","LSO","TUV","WLF","NFK","MHL","STP","CXR","TCA"
"PER",0,0,0,0,0,0,2.915,0,3.55,0,0,0,0,0,0,0,0,0,11.837,0,0,0.907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,966.905,0.651,138.455,0,0,0,0,75.307,0,1.593,0,0,0,0,0,14.525,324.453,16.541,0,0,0,0,0,0,0,63.631,0,0,0,0,0,0,0.958,0,0,0,0,0,0,0.736,0,0,44.201,12.483,0,0,0,0,0,0,13.519,0,0,0,0,0,0,0,0,0.195,0,0,0,0,0,0,0,0,0,0,0,19.567,0,0,0,0,0,15.264,0,0,0,0,0,0,0,0,0,0,2.077,4.133,11.934,0,0,0,54.214,0,0,0,0,0,0,0,0,63.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.505,0,22.878,0,1.839,0,0,0,0,0,5.554,0,0,0,0,0,0,0,0,3.4,0,0,8.404,0,190.452,0,0,0,202.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHL",0,0,0,0,0,0,0,0,309.301,4972.027,123.997,0,0,0,0,0,2.193,0,0.815,0.143,0,52.337,0,0,0,0.622,0,0,0,0,6.259,5369.641,0,0,0,0,0,4.759,7698.148,29.786,0,0,0,0,7.35,9.328,0,0,114.175,0,0.738,0,0,0.766,0.652,0,0,0,109.586,0,0,2.993,142.911,0,0,0,0,0,0,2184.758,0,0,1.33,0,0,0,0,0,0,2.356,842.386,18,0,303.312,0,0,162.208,21,17.067,0,0,8280.933,0,0.98,0,0,10575.429,0.004,0,0,0.166,0,0,0,0,0,0,0,119.151,0,0,0,0,0,12572.314,0,0.295,0,0,0,0,0,0,0,0,13.086,0,0,0,0,51.814,0,0,0,0,287.728,0,0.003,0,0.039,0,0,0.979,18.423,0,0,34.587,21.392,0,0,0,0.574,31.271,0,0,0,0,0,0,0,0,5.185,0,0,291.391,210.486,222.78,22.725,23.874,0,15.829,0,8.93,0,0,0,0,26.672,0,0,12812.722,0,0,0,0,11.71,111.168,0,0,0,0,0,176.529,0.426,92.507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PCN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POL",0.63,2.621,0.962,0,0,0.972,0,0.937,28.595,103.151,124.818,0,0,0,3.254,0,4426.435,0,0.941,106.504,0,295.01,0,0.006,0.069,442.075,0,0,753.374,0,0,158.497,0,0,0,0.6,0,6.728,427.553,6.01,0,0,0.511,0,73.002,85.292,0,196.693,3465.537,0.95,1330.307,0,0,0.656,0,0,0,0,454.013,0,0,301.293,3287.599,0.441,0,0,15.42,0,0,4967.204,0.142,0,260.716,0,0,0,0,0.257,0,0.386,223.438,1414.483,7.54,4.133,10.735,4.532,188.32,250.939,750.638,0,0.282,177.872,205.81,1.302,0.978,0,216.205,0.25,1.419,0,30.982,888.367,0,882.696,33.465,0,0,0,0.79,0.001,0,12.991,0,0.07,202.888,187.015,153.936,1.598,0,258.605,9.742,0.022,0,0,1.821,10684.808,0,0.335,0,1.269,10.835,0,0,14.983,0,1722.547,0,0,0,3.382,0,0,0,62.357,0.133,0,0,30.417,0,0,3.184,1130.812,4749.159,0,0,0,0,0,0.141,78.346,0,131.468,0,0,131.234,53.152,1536.151,259.068,96.642,0,98.525,0.114,1405.589,0,0,0,1102.965,944.457,0.005,0.004,454.977,0,0,0,17.876,4.838,65.853,0,0.004,798.448,5.787,4.014,691.097,10.369,1564.483,0,0.252,20.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.268,0,0,0
"PRT",0,15.892,0.38,0,5.258,5864.793,0,1.169,155.275,7.835,90.847,0,0.363,0,2.65,0,202.819,0,0,0.87,0,419.137,0,0,0,37.382,0,0,15.7,0,0,186.242,411.463,0,0,0.273,0,30.516,377.52,12.163,0,0,0,0,0.543,38.183,0,0.654,83.212,0,83.845,0,1.069,0.223,2.596,56.182,0,0,16.596,0,0,0.188,4711.418,0.013,0,3.173,0,0,0,9946.554,14.785,0,108.961,0.139,0,0,0,0,0,0.82,18.577,125.278,0.54,0.562,0,0,493.303,55.356,261.134,0,0,79.929,0,8.23,0,0,172.918,20.216,0,0,0.019,2.438,0,31.129,10.292,0.905,0,0,0.032,0,0,0,0,1.011,146.824,0,0.08,0,0,331.057,404.095,4.039,0,0,0,463.987,0.084,0,0,2.581,18.224,0,0,32.219,0,20.076,0,0,0,0,0,0,0.014,3.122,13.64,0,174.729,0,13.61,0,0,301.504,38.219,0,0,0,0,0,25.051,2.475,3.329,7.864,0,0,22.118,127.557,2789.549,5.346,3.039,0,99.005,0,15150.091,13.769,0,0,587.343,118.258,0,0,91.866,1.681,0,0.026,407.293,47.806,55.215,0,0,17.131,0,0,301.89,0,1775.832,0,4.198,0,15.943,0,0,0,0,0,0,0,0,0,0,0.438,0,0,0,0,0,0,0,0,8.774,0,0
"GNB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256.859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TLS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QAT",0,0,0,0,0,0,0,0,0,0,2.427,0,0,0,0,0,2.084,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,1.073,0,0,0,0,0,0,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.893,0,0,0,0,0,0,68.737,49.512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42,0,0,0,0,0,0,0,48.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,3.32,0,0,0,0,0,0.126,0,0,0,0,0.505,0.801,0,0,0,0.183,0,0,0,0,0,0,0,0,0,0,0,0,132.32,0,0,0,0,0,0,0,0,0,0,0,0,1.941,0,0,0.154,0,0,0,0,0,0.165,0,0,0,0,0,53.781,0,108.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROU",0,0.081,1.172,0,0.164,0,0,0,0.204,33.339,596.721,0,0,0,0.505,0,0.649,0,0,0.221,0,272.168,0,0,0,56.321,0,0,5.2,0,0,186.36,0,0,0,0,0,1.139,376.639,7.093,0,0,0,0,0,0.543,0,0,145.48,0,121.789,0,0,0.265,0,0,0,0,5.469,0,0,28.745,3320.968,0,0,0,0.111,0,0,37618.303,0,0,8.116,0,0,0,0,0,0,0,0.011,2034.778,0,0,0,0.006,2.492,26.216,288.754,0,0,6.729,0,0,0,0,17.842,0,0,0,12.669,0,0,167.7,29.632,0,0,0,43.525,0,0,0.735,0,0,1459.557,0,87.248,0,0,1.489,0,0,0,0,0,317.032,0,0,0,0,0.217,0,0,0,0,10.262,0,0,0,0,0,0,0,5.297,0,0,3504.353,0,0,0,0,0,43.974,0,0,0,0,0,0,38.892,0,12.465,0,0,6.912,62.88,1886.166,0,2.743,0,10.446,0,59.85,0,0,0,17.94,216.862,0,0,33.842,0,0,0,49.613,0.068,32.535,0,0,268.093,0.04,0.42,1612.457,0,51.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUS",66.143,0,7165.488,0,0,88.244,0,185.908,101.082,23.14,38.945,0,0,4.156,13.86,0,19.932,0,0,0.316,0,0,0,0,0,27.749,126.352,0,2389.3,0,0,8.287,0,0,0,0,0,0,8369.677,19.206,0,0,0,0,0,12.002,222.949,35.334,41.704,0,4.243,0,0,0,0,0,376.35,0,367.603,0,0,77.028,4247.875,0,0,0,2.564,0,0,2032.568,0,0,0,0,0,0,0,0,3.5,0,235.499,49.895,0,0,27.827,0,0.04,1135.257,49.707,0,0,121.956,4115.4,0,0,0,223.376,173.943,56.759,0,17.579,216.669,0,436.235,14.598,0,0,0,47.144,0,0.08,0,0,0,475.241,8.537,17.631,1.305,0,0,0,0,0,0,0,74.367,0,0,0,0,1.378,0,0,0,0,0.252,0,0,0,9.5,0,0,5.647,2441.026,0,0,3149.206,21.292,0,0,0,36.135,0,0,0,0,0,0,0,0,0,20.422,0,0,7611.989,56.19,67.368,3141.886,0.445,0,1.263,0,160.497,62.99,0,0,8.041,57.019,2468.286,115.859,103.781,0,0,0,107.453,5.5,342.024,60.243,4322.021,1324.641,6.215,26.146,260.919,0,1140.358,0,0,1777.225,0.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RWA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SHN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KNA",0,0,0,0,0,0,0,0,46.232,0,0,0,0,0,0,0,0,0,0,0,0,1097.939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.711,0,0,0,0,0,0,0,0,0.721,0,16.813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VCT",0,0,16.697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,0,0,0,0,0,0,0,0,0,0,6.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178,0,0,0,0.125,0,0,0,0,0,0,0,0.401,0,0,0,0,0,0,0,0,0,0,0,23.407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAU",0,0,0,0,0,0,0,0,0,0,0,0,13.174,0,0,0,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.386,0,0,0,0,0,0,0,0,0.519,0,0,0,0,0,0,0,0,0,0,0,71.531,0,0,0,0,0,0,1550.517,0.104,0,0.629,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438,0,28.113,0,0,4.308,0,35.2,0,0,106.987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137.458,0,0,0,0,1.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.983,0,0,1.216,0,0.331,0,0.095,0.961,0,0,1.387,0.353,0,0,2.498,0,0,0,246.4,0,0.506,0,0,0,0,89.049,26.387,0,122.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.308,0,0.86,0,0,0,0,0,0,0,0,0,0.226,1.247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,3.847,2.206,0,0,0,0,0,0,0,0,0,0,0,0,0.486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRB",0,5.638,0.296,0,0,0,0,0,0,11.029,18.711,0,0,0,0,0,0.695,0,0,662.588,381.141,0,0,0,0,0.504,0,0,0,0,0,710.88,0,0,0,0,0,0,151.123,0,0,0,0,0,0,43.306,0,0,33.986,0,0,0,0,0,0,0.373,0,0,1.6,0,0,0,81.39,0,0,0,0.03,0,0,167.012,0,0,0,0,0,0,0,0,0,0,0,8.696,0,0,0,0,0,0.278,7.085,0,0,108.394,0,0,0,0,3.879,0,0,0,0,0,0,0,0.072,0,0,0,0,0,0,0,0,0,0,0,0,243.169,0,0,0,0,0,0,0,3.534,0,0,0,0,0,0,0,4.528,0,0,0,0,0,0,3.703,0,0,0,0.591,0,1.82,31.853,0,0,19.677,11.888,0,0,0,0,0,0,0,17.439,0,0,0,0,24.239,2.731,10.127,0,44.301,0,0.803,0,66.413,0,0,0,3365.689,7.217,4.4,0,0.713,0,0,0,72.573,0,2.69,0,0,3.493,100.376,0,82.99,0,24.369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0
"SYC",0,0,0,0,0,0,0,0,0,0,69.456,0,0,0,0,0,0,0,0,0,0,6.499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,1290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.085,0,0,0,0,0,0,0,0,0,0,0,0.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442,0,0,0,11.653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IND",2.525,0.931,8995.848,0,0,4.389,0,0,46.198,461.2,128.034,0,3.536,550.766,0.222,0,296.503,0,1.486,0,6.427,188.62,0,0,0.111,0.102,0,0,0,0,0.02,112.875,0,0,0,234.555,0,3.113,2035.75,55.34,0,0.024,0,0,0.18,5.394,9.736,6.49,155.893,0.761,246.309,0,0.277,18.203,14.955,0,9.673,0,70.089,0,2.616,122.992,648.783,1.383,0,0,125.859,4.068,0,4319.316,27.028,0,7.329,0,0,0,15.963,1.254,0,2.209,171.059,30.893,2.12,2808.634,55.789,38.276,63.105,1473.51,3329.134,0,0,326.447,0.121,11.831,128.714,0.055,237.076,82.383,0,0,1.905,0.345,0,11.835,0,0.317,2.188,1.635,489.582,9.94,0.308,0,0,14.936,435.53,0,0,0,0,6.342,0.819,9.196,92.565,0,64.697,393.754,0,0,0,4.375,205.149,0.83,0,385.517,0,25.278,0,0,0,0,0.807,0,0,3.503,24.438,0,70.148,0.433,0,0,6.284,10.37,483.616,1.136,0,0,0,0,0,67.101,30.446,1.619,3.526,0.403,0,1227.049,0.229,334.324,34.184,0,728.124,19.009,84.603,4.26,0,0,17.741,192.261,0,0,829.39,5.622,0,0,4999.73,4.442,149.538,0,23.578,13.032,0.749,151.242,2333.369,118.435,3628.618,0,0.019,0,1.841,0,34.85,5.517,0,0,0,0,23.174,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0
"SGP",28.016,7.17,34.074,0,0,8.039,0,1.467,31.694,8827.912,1855.966,0,26.091,1341.963,4.181,0,480.325,0,14.846,0.714,0,1037.915,0,0,274.138,3.051,288.305,0,0.2,240.571,0.452,298.927,0,0,0,297.17,0,3672.291,13266.609,87.699,0,0.209,2.031,0,272.589,107.117,0,3.223,121.48,0,64.553,0,0.185,17.321,0,0,6.274,0,6.465,0,2.992,170.111,1829.768,2.088,0,0,0,0,0,19354.97,20.38,0,0,0,0,358.584,0,0.01,0,2.639,7407.534,2814.766,0.395,8504.566,96.091,0,45.745,3135.53,4175.842,1.114,0,7269.224,0.314,9.023,0.303,3.8,5450.409,8.257,2.517,3.04,1.356,30.664,1.095,10.963,0.429,55.837,10.675,0,15452.713,253.679,0,8.09,0,33.566,20226.316,24.384,0.036,0.06,0,7.078,0.081,65.753,0,0,1.451,1781.373,2008.092,0,0,1.323,678.337,0,0,483.447,0,91.847,0,0,0,110.293,27.855,67.378,0,12.417,1372.644,0,142.031,8.954,0,174.953,44.727,135.846,92.462,0,0,0,0,0,0,1546.201,0,7.099,3.925,0,17253.484,0,37.178,2815.763,25.628,0,188.781,0,100.734,0,0,0.644,1020.137,624.383,0,0,24335.863,0,0,4.307,599.625,303.568,14.051,0,1.669,3.108,0,50.684,2048.719,119.593,40027.501,0,0.109,0,18.812,0,0,0,0,0,0,0.309,0,0,0,0,0,0,11.567,0,0,0,0,0,0,1.885,0
"SVK",0,0.972,2.632,0,0,0,0,0,11.873,13.814,903.835,0,0,0,0,0,20.888,0,0,0.703,0,11.719,0,0,0,45.326,0,0,26.741,0,0,2.844,0,0,0,0,0,33.121,19.792,24.811,0,0,0,0,0,42.508,0,0.403,8503.037,0,1.105,0,0,0,1.368,0,35.368,0,8.673,0,0,0.166,572.469,0.281,0,0,0.02,0,0,1385.476,0,0,1.391,0,0,0,0,0,0,0,0,811.544,0.216,0.004,0,0,4.189,44.738,252.364,0,0,12.373,0.086,1.113,1.269,0,6.883,0,0,0,0,2.169,0,0.341,0,0,0,0,4.078,0,0,0.68,0,1.455,6830.671,0,0,0.846,0,4.971,0,0,0,0,0,182.031,0,0,0,0,0.55,0,0,0,0,4.215,0,0,0,0,0,0,0,0,0,0,709.106,0.275,0,0,0,201.548,300.745,0,0,0,0,0,0,3.448,0,22.579,0,0,46.039,7.869,0,5.064,36.481,0,3.328,0,13.198,0,0,0,19.589,82.603,0,0,36.343,0,0,0,0.022,0,38.115,0,0,23.681,29.23,0,1433.887,9.276,275.149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
