"AFG","ALB","DZA","ASM","AND","AGO","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","CXR","CCK","COL","COG","COD","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","EST","FJI","FIN","FRA","PYF","GAB","GEO","GMB","DEU","GHA","KIR","GRC","GRD","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","ABW","SXM","NCL","VUT","NZL","NIC","NER","NGA","NIU","NFK","NOR","MHL","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","GNB","TLS","QAT","ROU","RUS","RWA","BLM","SHN","AIA","LCA","VCT","SMR","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","TJK","THA","TGO","TON","TTO","ARE","TUN","TUR","TKM","TCA","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","YEM","ZMB","STP","CUW","COK","FSM","WSM","SSD","KNA","ATG","COM","DJI","PSE","GIB","BMU","IRQ","GNQ","ERI","GRL","BES","PLW","SOM","SYR","ATF","WLF","GUM","MNP","BTN","FLK","IOT"
"ROU",0,0,3.675,0,0,0,25.46,0.962,8.274,20.065,0,0,0,0,0,87.21,0,0.296,0,4.976,0,0,0,0,31.156,0,0,2.34,0,0,13.494,0,0,0,0,0,3.123,143.277,0,0,0.513,0,0,0,0.005,0,0.008,49.057,0,0.859,0,0.226,1.723,0,0,0.776,0,3.438,1605.038,0,0,0.031,0,838.388,0,0,4.096,0,0,0.01,0,0,0,13.706,11.524,0,0,0.016,0,26.463,1335.326,0,0,8.721,0.344,0,0,0,0.977,0,0,0,1.813,0,0,0,0,0,0,0,0,0,14.68,0,0,0,0,0,131.605,0,25.41,0.133,0,23.383,0,0,0,0,0,252.992,0,0,0,0,0.576,109.378,0,0,0,0,5.597,0,0,0,0,0,1.962,2.955,0,6.789,1.236,0,0,0.21,0,8.913,0,0,0,0,0,0,0,0.121,17.683,10.381,0,0.235,1.518,4.457,18.297,6.078,0.517,3.35,0,0.838,0,0,0,19.596,4.548,0,4.121,0,0,0,0.456,1.403,5902.284,0,0,0,79.912,16.167,1.327,0.148,37.566,524.069,88.793,0,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUS",0,0,3.137,0,0,0.2,6.355,0,1.196,26.949,0,0,0.069,143.855,0,4.712,0,0.006,0,0,0,0,0,0,91.855,0.038,0,4798.416,4.256,0,24.168,0,0,0,0,0,0,374.419,0,0,0,0,0,0,0,17.835,0.057,18.934,0,0,0,0,0.01,0,0,30.334,0,6.138,6.391,0,0,10.137,0,195.107,0,0,0.022,0,0,0,0,0,0,11.793,10.606,0,16.472,0.038,3212.182,45.772,15.315,0,0,60.269,1404.859,0,0,0.086,114.129,0,68.219,0,0,0,218.082,0,0,32.834,0,0,0,0,173.847,0,0.124,0,0,0,0,2.105,230.458,0,0,0.142,0,0,0,0,0,16.182,0,0,0,0,0.468,0,4.363,0.207,0,0,1.718,0,0,0,0,0.337,0,0,0,61.584,7.764,0,0,0,4.607,0,0.51,0,0,0,0,0,0,0,0,0.927,3.948,0,3012.112,0.822,3.41,0.23,0.412,160.826,0,4.091,0.069,0,0,1.834,25.654,0.209,204.835,0,0,0,7.569,0,26.297,0,0,0,0,1257.044,0,4.229,4.622,1.77,621.883,0,0,32.565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RWA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.847,0,0,0,0,38.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.717,0,0,0,0,0,0,0,0,0.009,0,0,0,0.093,172.327,5.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BLM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SHN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0,0,0,0,0,0,0,0,0,0,0.307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.006,0,2.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VCT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.285,0,0,0,0,0,0,0,0,0.148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0.531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAU",0,0,0,0,0,0,0,0,0,0.752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.965,0,0,3.317,0,0,0,0,0,0,0,0,0,228.984,0.345,11.528,0,423.88,0,0,0,0,0,0.395,149.017,0,0,0,0,0,0.386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.731,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.27,0,0,0,0,0,0,0,0,0,0,20.582,0,0,0,1.771,0,0,0,0,0,0,0,327.323,0,0,0,0,3.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365.936,0,0,0,0,0,0,0,0,0,30.673,0,0,0,0,0,1,0,0,0,3.883,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162,0,0.464,0,0,0,0,0,0,0,0,0,0,1.408,0,0,0,77.845,0,0,0,0,2.561,0,0,0,0,0,0,0,0,0,0,0,1.258,0,0,0,0,0,0.297,0,0,0,0,0,0,0,0,0,0,0,9.614,0,0,0.566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.372,0,4.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRB",0,0.679,0,0,0,0,0,0,64.428,1.005,0,0,0,0,0,0.108,0,63.332,0,0,0,0,0,0,0.06,0,0,7.2,0,0,2.543,0,0,0,0,0,0,0,0,0,157.749,0,0,0,1.785,0,0,0,0,0.033,0,0,0,0,0,0.225,0.171,0.314,15.408,0,0,0,0,6071.254,0.213,0,0.796,0,0,0,0,0,0,0,0.711,0,0,0,0,0,7.428,0,0,0,0,0.45,0.626,0,2.506,26.944,0.305,0,2.819,0,0,0,0,0,0,0,3.371,0,0,0,0,0,0,0,0.916,0,0,35.258,0,0,0,0,0,0,0,0.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,233.71,0,0,0,0,2.194,4.192,0,0,0,0,0,0,0,0,0,0,0,0,2.408,46.759,0,0,7.418,187.44,0,0.05,0,0,0,0.158,1.558,0.194,11.444,0,0,0,79.058,0.194,21.033,0,0,0,0,0.099,28.088,0.159,10.082,0,2.682,0,0,0.379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLE",0,0,0,0,0,0,0,0,35.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IND",147.37,0,7.766,0,0,1.891,0,0.035,76.351,57.659,0,59.013,882.121,0,0,333.113,0,0.05,1.17,19.242,0,0,0,0,0,225.05,0.723,2.7,8.522,40.596,312.933,0,0,0,310.67,0.76,8.382,1556.13,0,0,46.516,85.409,84.395,1.085,2475.454,0,0.8,54.242,5.471,5734.326,0,45.38,9.526,0.623,12.367,2.744,0.205,92.836,253.24,0.647,0,0,61.305,16687.539,17.372,0,145.595,0,5.27,32.307,0,128.765,59.007,408.106,41.55,0,414.847,2.656,418.249,285.529,3007.367,5.166,74.608,1556.837,0.153,51.597,430.802,17.815,122.589,13.817,0.992,0,1.316,0,0.059,0.045,0,276.487,0.022,0,188.954,267.643,295.8,99.498,332.23,0,64.798,206.892,270.109,0,0,0,0,1163.467,0.158,50.92,32.429,0,658.569,119.477,0,0,0,0,34.261,0.783,2513.293,596.234,0,0,8.489,0,2.633,0,0,4.176,20.045,13.434,0,43.541,385.444,0,15.782,83.439,7.571,85.322,701.206,0,0,0,0,0,0,226.439,3451.332,2.023,1.258,13.793,0,188.807,15.247,180.112,160.269,1831.963,157.143,1181.169,10.483,0,0,1.653,26.121,0,42.125,196.032,0,0,1381.342,41.205,89586.014,0,0,0,832.742,539.162,0,1.203,793.12,116.916,37064.785,78.07,0.837,15.49,0,1967.363,17.89,0,0,0,0,0,0,0,0,0,0,1.333,0,0,10.733,0,0,0,0,0,4.612,0,0,0,0,0,0.346,0,0
"SGP",479.374,0,20.347,11.187,0.309,0.566,4.312,1.844,33613.016,1981.725,101.012,0.305,221.272,0,0,461.279,1.476,0.279,0.055,380.24,0,0.477,0,15.615,3.899,208.017,0,10.4,768.8,89.479,2384.911,0,0,0,2943.596,0,10.424,150206.463,0,0,44.013,0.124,0,39.886,9.275,2.742,0,68.01,0,28.68,0,23.748,14.854,4.444,0,49.859,14.488,92.699,1215.379,969.025,141.847,0.8,0,76545.908,1.006,0,6.009,0,2.369,0,1.536,0,0.71,159188.429,623.051,1.138,14295.372,0,39.331,4812.075,15.751,0,0,57305.903,1.046,1649.408,4.876,0,21886.47,63.037,0,25.063,0,0,51.73,0,0,3.578,2585.69,540.863,66.261,0.186,359198.312,507.274,0,39.918,0,0.865,566.275,16.573,0.382,0.231,0,18.877,0,550.155,33.658,0,445.92,38217.265,0,0,73.725,0,446.331,0,0.864,25.916,0,0,12.885,0,242.829,1.208,9.125,3.986,2.798,18137.731,0,110.592,1.467,0,2.486,7.783,0.668,12095.837,0,0,0,0,0,0,0,50.777,0,9.818,0.312,0,55184.832,0,37.294,12565.198,11.428,99.609,0,223.359,0,0,0,58.283,256.277,12.633,17432.392,0,69.272,0,948.374,0.872,27475.735,0,0,0,0.122,39.529,4.399,9.609,1251.238,0.1,198007.466,0,0.29,0.465,12.564,0,0,0,0,0,0,0,0,0,0,0,0,0.633,0,0,2.665,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVK",0,0,0.156,0,0,0,0.684,0,52.517,195.525,0,0,0,0.035,0,98.703,0,0.081,0,7.065,0,0,0,0,0.108,0,0,138.7,0,0,65.743,0,0,0,1.232,0,13.67,8.799,0,0,0,0,0,5.948,7.709,0,0,921.34,0,15.169,0,0,0,0,1.397,55.055,0,2.161,52.757,0,0,0,0,2942.153,0,0,12.164,0,0,0,0,0,0,5.373,5800.308,0,1.108,1.389,0.197,0.005,85.547,0,0,196.338,0,0,0,0,0.649,0,0,0,0,0,0,0,0,76.423,0,0,0,0,2.004,0,0,1.384,0,0,82.666,0.121,0.203,2.033,0,0,1.345,0,0,0,0,51.759,0,0,0,0,0.762,0,0,0,0,0,0,0,0,0,0,0,11.066,0,0,37.954,0,0,0,0,238.39,30.091,0,0,0,0,0,0,0,0,0,164.206,0,0,1.664,36.887,0,0.74,3.746,6.748,0,3.292,0,0,0,5.143,54.408,0,3.847,0,0,0,1.272,0,71.939,0,0,0,0,86.656,10.993,0,6.711,0,2412.585,0,0,0,0,0,19.134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",0,0,0.413,0,0,0,0,27.418,607.019,4140.042,0,0.118,0,0,0,8897.884,0.01,29.081,0,5900.765,0,0,0,0,503.335,12.789,1.947,2.4,37.126,0,23028.125,0,0,0,0.123,0,1884.373,94214.58,0,0,405.421,0,0,59.689,149.963,0,0,3999.891,0,0.174,0,307.233,10.293,1.65,0,242.496,0,1015.102,5540.121,0,0,0,0,151814.725,0,0,447.536,0,0,0,0,78.89,1.358,10714.451,0.637,0,2493.033,0,290.439,1,3366.999,0,0,80992.48,87.552,0,3.06,0,69372.555,0,0,1.518,145.907,0,0,0,0,356.859,6208.771,0,3.12,0,18878.842,0,0,113.4,0,0.895,4028.069,0,0.016,0,0,30.788,0,0,0,0,0,206722.712,0,0,0,0,0.657,0.505,0,0,0,0,438.446,0,3353.64,76.8,504,0,84.891,3558.138,0,278.054,2166.664,0,0,18.701,150.991,7.386,0,0,0,0,0,0,0,0,0,2.047,0,0,29985.744,16624.548,2667.267,0,1325.761,4694.207,49.502,3436.522,0,0,0,3388.788,826.754,0.002,19922.064,0,0,0,191.738,66.326,391514.47,0,0,0,0,3275.954,0,1534.23,23072.496,0.258,820091.11,19.374,4.043,1.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVN",0,14.846,0,0,0,0,0.029,0,51.551,937.687,0,0,0,0,0,9535.225,0,115.475,0,3.195,0,0,0,0,98.525,0,0,3,0,0,7.404,0,0,0,0,0,0.648,46.365,0,0,1.305,0,0,0,527.859,0,64.561,12.175,0,224.205,0,0,0,0,0,815.68,0,0.618,5549.363,0,0,0,0,695.33,0,0,40.662,0,0,0,0,0,0,33.619,770.074,0,0,0,11.216,0,10910.29,0,0,2.843,165.602,1.732,0,0,35.524,0,0,0,113.573,0,0.004,0,0,58.425,843.663,0,0,0,0,0,0,103.383,0,0,19.01,0,0,4.267,0,0.69,0,1.236,0,0,0,4859.949,2.743,0,0,0,4.459,0,0,0,0,0,1.375,0,0,0,0,0,1.116,0,0,491.074,34.57,0,0,0,142.582,64.674,0,0,0,0,0,0,0,0.444,0,2796.916,0,0,0.168,5.539,8.938,0.683,0,2.548,0,54.82,0,0,0,266.561,1670.856,0,6.133,0,0,0,139.749,186.603,1.448,0,0,0,0,66.228,6.733,188.041,890.72,0,304.697,0,0,0,0,69.239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZAF",0,0,0,0,0,60.89,0,0.196,9.177,427.923,0,0.843,0,0,0,29.768,0,10.878,1031.614,3.356,0,0,0,0,0.023,67.454,80.963,8.1,0,19.403,12.924,0,0,0,0.575,0,11.221,9704.414,0,0,2.684,0.074,160.277,0,0.364,0,0,0,15.18,8.882,0,0.516,0.446,0,32.828,0,0,2.8,130.241,0,0,0,0,14168.476,967.455,0.009,0,0,0,15.655,0,0,0,1.085,21.423,0,0.007,0,0,1.217,9.218,8.439,0.559,0.084,56.784,0,810.112,0,0.013,0,0,0,0,103.309,0,46.308,0,0.069,0.68,0,25.627,1167.176,167.364,2.891,0.433,0,0,334.739,0,0,0,0,0,598.052,201.16,0,5926.302,0,0,28282.44,0,0,0,0,1.011,0,0,2163.952,0,0,1.51,0,0.08,1.647,0.675,0,0,171.135,0,0.209,0.107,0,0,0,0.569,39.755,14.515,0,28.521,0,0,0,0,0.993,12.78,0,55.161,3.461,0,0.016,0,0,0,0,2291.575,2825.69,0.767,0,112.275,8.789,8.923,0,69.199,0,0,0,12.66,0,5468.838,0,0,0,123.39,0.096,0,0,9.65,264.711,149.342,120.773,0,0,0,0,76.708,0,0,0,0,0,0.049,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0
"ZWE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP",0,19.182,122.184,0,57.177,5831.97,1.288,47.946,304.077,11.818,0,0.146,0.06,1.488,1.912,140.998,12.02,1.383,0,158.191,28.269,0,0,0.094,16.154,4.042,0,24.741,0,225.825,14.893,31.442,0,0,0.444,12.48,1382.111,203.733,0,0,71.475,24.278,20.173,52.771,235.378,298.878,1.403,199.631,136.023,57.072,0,355.568,40.234,9.943,0.197,18.301,13.176,77.892,2641.194,6.577,0,0.152,87.29,2670.761,57.281,0,33.911,0,14.288,57.083,0,0.045,18.834,22.877,609.788,0.112,143.572,270.69,40.013,47.051,1956.465,16.818,39.685,69.066,8.668,25.387,0.36,0,237.923,2.338,0,0,88.305,0,167.046,63.853,0,40.842,4.987,0,77.457,308.505,38.273,0.047,27.715,7.285,54.731,12.699,463.025,7.532,0,0.386,0,7126.852,0,16.735,87.85,0,0,301.215,15.442,0,0.54,0,0.775,785.469,108.882,302.868,0,0,17.076,0,57.881,8.823,0,8.87,94.19,201.418,0,249.046,17104.434,24.631,0,3.281,54.618,60.593,0,0,0,0,0,0,0,95.072,51.884,7.471,0,2.57,547.283,200.873,9.139,13.321,5.513,27.465,559.233,0,0,0,0,21.434,991.899,0,1.007,0,0,0,432.561,799.697,12542.484,0,0,0,8.551,4.656,0,104.189,17354.665,0.525,2081.236,47.944,25.197,0.681,4.065,0,34.971,0,0,0,0,0,0,0,0,0,0,0,61.916,0,0,710.304,0,0,0,0,0,0,0,0,0,0,0,0,0
"SDN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
