"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","CXR","COL","COM","COG","COD","CRI","HRV","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","EST","FJI","FIN","FRA","GAB","GEO","PSE","DEU","GHA","GRC","GRL","GRD","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NLD","CUW","ABW","SXM","NCL","VUT","NZL","NIC","NER","NGA","NOR","MNP","MHL","PAK","PAN","PRY","PER","PHL","POL","PRT","GNB","TLS","QAT","ROU","RUS","RWA","SHN","KNA","LCA","SMR","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SSD","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TTO","ARE","TUN","TUR","TKM","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","VCT","SLB","COK","PYF","GUM","IRQ","PNG","GMB","SDN","NPL","CUB","GIB","STP","GNQ","DJI","SPM","BTN","ERI","KIR","FSM","PLW","TON","ATF","WLF","BLM","IOT","BES","NIU","FLK","AIA"
"THA",0.113,0,0,0,0,0.1,0,0,69.615,803.751,331.213,0,2.682,0,0.732,0,6574.811,0,0.052,0.86,0,6476.027,0.115,0,0.009,64.925,433.572,0,57.2,4424.211,0,40094.408,0,0,0,121.176,0,0.633,104258.273,0,21.323,0.817,0.907,0,24.711,0.734,0,485.05,0,1290.971,0,6.388,0.321,0.066,141.47,1651.218,0,280.482,6431.723,0,0,0,11197.959,0,0.003,0,0,0,26.532,0,0,0,78766.41,6547.132,0.324,2483.242,0,11.527,3293.005,1298.433,8.029,0,66022.969,0.179,1481.214,378.001,0,21248.998,11.591,0,1680.216,8.282,63.959,6.205,62.613,0,2.962,0.227,2679.313,32.209,158.844,5249.922,44.336,0,0,0,0.568,10232.585,0,3.077,0.015,0,43.296,0,0.313,0,0,28721.867,0,0,0,4.955,0,84.237,7.794,0,149.401,171.234,0,0,3854.032,279.035,0,0.997,55551.683,701.468,137.763,5.532,0,0.052,904.513,444.132,0,0,0,0,0,0,80.761,15.041,17.936,9.509,134109.982,32556.537,8.835,187235.149,1205.594,0,3111.508,15.028,2325.923,0,0,0,183.647,983.881,0,0,0,0,0,163.118,35.052,3756.805,0,0,0,2894.167,0,723.02,4285.584,0.029,497487.833,0,3.531,0,0,0,0,236.9,0,0,0,377.437,0,0,28.26,0,0,0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARE",1195.661,0,189.295,0,0,54.304,0,0.76,1.103,1.063,10.772,0,26.514,0.378,10.787,0.86,4.793,0,0.159,0,2.164,0.48,0,0,0,0,0,11.52,0,0,108.654,1.069,2.531,0,0,168.395,10.196,0.714,445.928,0,0,19.718,28.626,105.386,0,0,1.249,0,2.44,3.09,33.102,0,0,0,28.191,0,0,0,44.556,11.509,55.874,0.32,34.251,112.169,0,0,0,0,0,0,0,0,1650.624,0.395,0,0,2375.876,0,0,579.791,8.539,0,7.849,8.653,1319.764,17.238,0,1.114,1365.659,0,0,334.643,0,0,0.697,35.634,1.646,0,0,41.094,87.554,0.063,108.546,368.074,0,45.181,0.04,0,1.475,0,0,0,3.364,100.284,16627.159,0.22,0,102.621,0,0,0,0,0,0,0,28.449,117.879,0,0,0,677.097,0,0,0,2.05,670.883,0.25,0,0,0,1.263,1.87,46.723,0,0,0.029,0,696.706,11.333,0,0.716,1.47,683.917,16.707,5.518,0.57,0,991.219,8.022,74.813,16.8,50.477,0,0,14.167,2.981,562.468,57.029,3.548,15.198,0,0,4.022,26.553,0.529,0,70.741,0,0,408.015,39.067,225.258,130.022,989.4,0,3.112,0,0,2871.752,17.544,0,0,0,0,0,1177.677,68.758,22.284,957.488,0,0,0,0,0.443,161.72,0,0,593.391,0,0,0,0,0,0,0,0,0,0,0,0
"TUN",0,0,386.634,0,0,0,0,0,0,4.605,112.067,0,0,0,0,0,5.094,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,12.71,0,0,0,0,29.789,0,174.387,0,0.446,0,0,0.882,0,0,0,58.219,187.544,0.66,0,0,0,0,0,56.824,0,1.295,567.714,0,0,0,361.766,0,0,0,0,0,55.146,0,0,0.022,0,916.547,0,0,0,0,2,1.1,2.066,0,0,0,0,0,0,15.479,0,0,0,0,0,0.838,0,0,0,0.037,0,0,0,0,0,27.083,0,0,0,0.693,0,0,0,0,743.108,0,0,0,0,1.668,0,0,0,0,0,10.7,0,10.227,0,1.255,0,0,0,0,0,0,2.184,0.436,0,0,0,0,5.442,49.51,0,0,0,0,0,47.223,83.236,16.112,0,0,5.195,1.42,0.373,0,9.51,0,7.449,0,785.18,0,0,0,0,8.628,0,0,39.548,3.185,0,0,0,462.339,0,0,0,1.497,0,0,50.444,0,519.255,137.36,0,0,0,0,138.276,0,0,0,0,0.661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUR",90.336,1.856,31.577,0,0,0,0,143.047,0.086,3286.202,26.425,0,0.78,1.459,28.838,0,10.09,0,0,9.867,0,0.852,0,0,0,103.893,0,0,1.611,0,1.183,2009.82,0,0,0,0.307,0,0.441,241.077,0,0.009,0.512,0,0.177,0,3.126,1711.541,6.078,0.916,3.609,0,0,1.013,0,71.889,2.023,0,6.182,1864.822,11.868,110.459,48.368,8845.354,0.722,19.792,0,0,0,8.189,0,0,0,41.087,702.527,0,2.418,147.037,0.273,303.769,605.413,0.202,0.175,0.116,8.368,168.278,77.286,0,2.294,106.329,4.185,0,11.458,0,0.456,3.332,73.551,0.727,0,0,4.019,0.385,40.636,2.897,65.543,0.975,112.902,0,0.868,0,12.246,20.04,0,721.301,0.721,550.83,0,0,9806.225,0,0,0,1.134,0,22.487,0,4.78,266.541,11.729,0,0,29.286,0,0,0.386,0.677,71.468,485.356,0,0,76.568,48.461,47.9,4.609,0,0,0,0,217.948,16.708,80.393,0,12.55,6.997,1.294,1.139,1694.392,17.848,80.763,25.698,0,413.536,0,1.251,0,5.497,27.996,6806.123,39.227,48.638,107.247,0,141.256,731.785,0,19.099,0,1.66,19486.534,5.183,544.689,339.414,37.712,99967.02,18.303,0.177,237.929,0,0,288.022,0.933,0,0,0,0,0,704.673,0,0,69.788,0,0,0,0,3.049,2.747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TKM",69.298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.173,0,63.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25,0,0,0,0,0,0,0,97.268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UKR",0,0,0,0,0,0,0,0.808,0,0,0,0,0,0,182.184,0,0.073,0,0,0,0,0.093,0,0,0,0.106,0,0,1.014,0,0,0.241,0,0,0,0,0,0,663.216,0,0,0,0,0,0,0.067,0,0.382,0,1.726,0,0,0,0,0,1.236,0,0,6.544,0,10.596,0,1.446,0,0,0,0,0,0,0,0,0.035,77.414,148.715,0,0.337,0,0,86,3.131,0,0,0,0.994,0,0,0,7.44,0,0,0,0,0,0,0,0,2.754,0,0,0,0,0,0,0,0,0,0,68.2,0,15.631,0,0,0.01,0,0,0,0,0.748,0,0,0,0,0,0,0,85.856,0,0,0,0,0,0,0,0,0,975.19,0,0,0,0,0,19.012,0,0,0,0,0,0,0,0,0,0,408.589,0.002,0.066,0,0,0,0,0,0,0,0,0,0.105,6.037,0,0,0,0,0,0.522,0,0.165,0,0,0,0,0,0,0.222,0,1.815,0,0,0.584,0,0,0.481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MKD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.012,0,0,0,0,0,0,0,0,1.085,0,0,0,0,0,0,0,0,0,0,0,0,2.072,0,0,0,0,0,0,2.836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.146,0,0,0,0,0,0,0,0,0,2.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EGY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.921,0,0,0,0.092,0,0,0,0,0,0,0.012,0,0,0,0.78,0,0,0,6.353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.583,0,0,0,0,0,0,0,0,0,0,0,0,10.278,0,0,0,0,0,0,0,0,18.903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,0,0,0,0,0,0.155,0,0,0,0,0,0,0.4,52.688,0,0,0,0,10.548,0,0,0,0,0,0,0,0,14.562,0,10.951,0,0,0,0,25.013,0.232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR",93.781,0,22.218,0,0,6.116,14.973,4.207,24.973,891.627,2056.388,0,28.527,3.777,2.095,524.269,2627.789,0.161,0,0.698,0.495,30.388,0,0,0.362,76.473,0.059,0,145.582,0.481,1.2,2677.804,0,0,0,15.304,0,30.737,5449.231,0,9.544,0,1.613,18.299,1.335,84.741,73.326,1860.411,0,1675.719,0,3.174,5.225,5.613,0,987.79,0,751.451,5938.438,0,3.051,5.054,35198.735,37.262,61.768,0,93.708,2.204,0,5.714,0,0.413,18345.52,2091.763,15.503,3.671,6.126,6909.369,2037.099,9479.35,47.513,18.032,925.691,16.454,2.603,25.926,0,176.683,10.041,0,0,0,0,62.184,0,2.205,3170.497,37.321,0,0,19.1,1320.846,9.266,2.955,223.863,2.496,0.414,164.595,0,0.147,2.827,0,25.732,4.432,10.95,1.592,0,7241.668,0,0,0,0,0,109.837,0,29.008,33.829,557.543,0,0,196.939,0,22.733,12.045,1333.936,2097.192,1439.822,0,0,1570.906,4367.287,719.143,1.75,0,0,33.76,0,78.158,129.844,29.025,31.066,0,1839.412,5405.664,641.498,22.879,142.295,0,1676.083,13.968,2212.044,0,2.755,0,5641.251,1448.751,0,0,690.306,0,6.545,244.301,56.393,3003.854,246.158,0,13.413,92.52,4.895,34.347,0,1.249,30782.768,0,3.38,2.195,0,0,0,5.786,0,0,0,0.19,0,410.058,0,50.875,0,0.543,0,74.278,0,1.696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.915,1.819
"TZA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.318,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341,0,8.366,1.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0.813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128.772,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108,0,0.874,2.386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"USA",21.011,5,199.938,0,14.413,54.574,284.236,2.259,2044.839,5590.327,3415.122,1351.127,20.961,2.645,85.867,602.749,1924.246,1156.357,76.259,87.527,13.454,10979.502,234.147,42.782,45.766,1114.671,87.761,2.86,248.029,0.14,79.972,77060.374,6.403,1543.685,0,80.482,0,1069.865,174712.589,0,592.959,0,177.564,4.783,1158.985,1520.851,2.249,6207.861,32.053,3999.479,31.573,1627.497,195.81,245.15,22.971,5203.291,146.498,1776.039,50802.542,0,0,0.035,127881.453,168.832,256.7,0,83.105,808.445,127.227,145.127,265.042,993.68,227483.975,1927.977,274.543,4164.949,0,5701.997,31650.679,5392.814,4.355,988.703,35712.137,122.412,107.933,116.396,0,58708.862,126.952,3.137,0,26.351,0,124.675,94.26,0,1031.526,185.793,0,1.287,50.041,82669.82,21.489,14.608,2.658,0,98.036,316102.471,3.077,53.651,0.028,0,53.988,345.328,163.731,248.313,0,15445.18,109.671,155.474,93.893,0,0,917.14,147.351,15.824,828.501,732.489,0,137.779,3386.07,545.283,36.41,385.562,98226.385,3425.792,218.07,0,146.958,594.736,354.251,6986.301,18.548,0,39.827,32.041,4.68,1868.594,35.197,90.855,0.371,93.066,16435.319,116573.117,760.761,1645.283,385.201,0,2151.259,316.317,3404.342,17.766,93.965,0.052,8348.975,5563.089,0,3.498,32449.583,20.01,512.492,1504.042,83.792,1928.706,0,79.006,190.45,1257.913,3.184,125.513,63426.215,1227.95,0,26.185,44.516,14.726,72.185,0,0,557.019,184.083,0,0,9.852,0,1761.433,60.214,44.548,0,13.972,26.923,0,0,34.201,0,0,0,0,0,21.235,38.52,0,0,0,0,13.18,0,0,0,8
"BFA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.669,0,0,0,0,0,0,0,0,0,50.644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.717,0,0,0,0,0,0,0,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"URY",0,0,0,0,0,0.386,0,0,0.621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.387,0.131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UZB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.263,0,0,0,0,0,0.148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WSM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"YEM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZMB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.795,0,0,0,0,0,0,0,0,0,0,0,9.96,0,0,0,0,0,0,0,34.914,0,0,0,0,0,70.583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319,104.734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VCT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
