"AFG","ALB","DZA","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BTN","BOL","BIH","BWA","BRA","BLZ","IOT","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","LKA","TCD","CHL","CHN","CXR","COL","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","ERI","EST","FJI","FIN","FRA","PYF","GAB","GEO","GMB","PSE","DEU","GHA","GIB","KIR","GRC","GRL","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","BES","NCL","VUT","NZL","NIC","NER","NGA","NIU","NOR","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","GNB","TLS","QAT","ROU","RUS","RWA","SHN","LCA","SPM","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","THA","TGO","TTO","ARE","TUN","TUR","TKM","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","VEN","WLF","WSM","YEM","ZMB","KNA","NFK","MHL","TCA","UZB","SSD","CAF","COM","GRD","IRQ","DJI","KGZ","FSM","PLW","SOM","TJK","TON","MNP","BLM","AIA","ASM","TKL","FLK"
"SUR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.076,0,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.253,0,0,0,0,0,0,0,0,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335,0,0,0,0,3.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",0,0,1.475,0,0,0,0,27.734,414.707,48.083,0,1.541,0.222,0,0.118,224.41,0,0,0.118,0.774,0.234,177.625,0,0,0,0,0,25.994,0,2.169,142.475,0,0,37.999,0,0,1.778,0,18.906,3862.832,0,23.925,0,1.771,0,120.461,53.449,4.981,0.512,19.11,49.068,1122.86,0,13.046,1.067,2.678,0,0,0,229.817,0,1114.283,1246.778,0,0,0,0,1.009,1221.324,3.587,0,0,17.614,0,0,10.758,0,0,0,0.131,393.959,157.87,6.807,0.464,0.878,10.906,23.77,275.388,1.488,0.237,848.786,0.948,0.465,8.068,0,525.42,1.816,0,7.322,0,19.039,0,0,426.054,1.401,0,0,0,15.598,0.524,0,0.474,0,0,3348.89,0,0.133,0,7.158,0,350.099,0,0,1.808,1131.897,0,0,0,0,0.813,0,4.145,0.177,0,0.118,0,3417.419,5.587,0,35.935,0.405,1.105,5.099,3516.482,335.436,0,0,2.761,1539.094,831.08,5.1,0,0.502,0,0,0,0,14.706,0,2.493,0,0,158.081,12.258,1016.857,3.516,25.61,13.535,0.039,203.348,0.355,0,0,0,102.067,0,6477.146,0,0,182.244,12.949,19.145,0.592,0,1.496,19.758,115.682,3.913,487.422,18.308,1256.297,23.419,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0
"CHE",0,0,3.47,0,0.751,0,0,19.466,56.294,1246.434,0,15.479,52.037,0.339,0,89.358,0,32.397,2.694,0.229,0,167.228,0,0,6.38,0,0.018,10.952,0,0,3.248,0,30.684,597.488,0,0,224.545,2.638,36.367,3961.501,0,7.935,4.855,1.115,0,6.367,8.785,0,0,655.77,0.979,101.146,0,6.621,5.596,2.439,4.983,11.571,0,6.119,0,27.655,1322.123,0,0,0,2.699,26.619,9507.477,1.837,0,18.902,61.816,0,0,1.661,3.958,0,0,6.487,11766.201,1283.578,6.147,37.384,50.545,14.39,290.585,1275.741,9.638,0,958.487,10.143,3.211,0.355,0,507.149,2.574,0,2.64,0,25.912,0,0,14.435,9.495,0.599,4.556,0,17.787,0.443,0,47.002,6.929,15.436,259.209,0,0,0,41.82,0,0.045,87.399,0,0,488.184,0,0,0,0,4.779,0,11.038,0,0,6.847,0,179.642,45.649,0,0,36.174,28.05,976.362,170.829,12.087,1.119,0,2.628,607.677,765.098,0.137,0,0,0,0,0,0,43.549,0.839,18.208,0,0,161.853,209.105,706.94,31.039,70.989,21.934,1.32,173.079,0.23,0,0.599,105.155,0,10.382,3098.608,42.877,15.598,25.5,1.664,108.457,0,0,0.903,7.501,6.302,24.88,1072.577,75.498,10517.853,5.23,0.291,10.07,0,0,0.396,0,0,0,0,0,8.078,0.713,0,0,2.913,0,0,0,0,0.303,5.912,0,0,0,0,0,0,0,0
"SYR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THA",0,0,1.467,0,0,0,0,72.293,198.311,653.338,0,0,175.439,1.498,0,0.563,0,0,1.683,1.32,140.911,640.49,0,0,0,0,0.095,0,198.148,0,38.6,474.551,0,2419.54,0,0,23.051,0,0.193,31451.693,0,2.013,0,0,0,0,3.338,0,0,2374.239,0,341.781,0,1.165,1.775,0.853,0,12.851,0,157.903,0.48,136.604,6617.361,0,0,0,0,0,23800.951,0,0,0,0.816,0,0,0,0,0,0,4.906,89548.396,5860.996,2.229,418.424,0,0.359,880.992,1513.178,0,6.407,84461.858,0.245,0.686,186.55,16.942,12179.019,0,1820.296,124.383,0,2.204,39.995,0,7.442,0.007,2.663,23.508,0,20476.078,89.718,0,3.422,0,0,5851.486,0,11.668,0.023,14.471,8.403,0,193.002,0,0.019,178.45,0,0,0,0,0.415,5.526,43.577,0.375,0,0,0,52.368,288.669,0,41.314,0,2.839,2906.198,760.089,0.554,0,0,0.376,28.674,145.584,0,0,0,0,0,0,0,2.157,4.098,34.579,0,2.3,406.016,12557.893,100.048,1587.878,78.694,1058.117,12.548,552.069,0.132,0,0,132.626,412.192,0,0,0,0,1.8,57.657,116.692,0,0,1.6,142.67,2.692,13.107,1590.36,691.208,70143.91,15.485,2.46,0,0,0,0,31.552,0,0,0,0,0,0,0,0,0,1.078,0,0,0.387,0.881,0,0,0,0,0,0,0,16.575,0
"TGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.38,0,0,0,0,0,0,0,0,0,0,35.161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.057,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.242,0,0,3.355,0,0,0,0,0,0,0,0,0,0,0,0,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARE",187.731,0,0,0,10.532,0,11.958,0,92.975,3.157,0,419.627,2.379,0,0,4.141,0,0,0,0,0.813,0,0,0,0,0,0,0,0,0.596,0,0,2.245,7.857,0,0,2829.4,0,0,215.058,0,0,13.997,304.887,0,0,0,0,116.593,0,0,7.936,0,0,0,0,5.718,69.761,8.562,0,5.106,0,44.106,0,0,79.341,1.226,0,1924.989,34.408,0,0,0,0,0,0.112,5.418,0,0,0,66.277,0,0,0,453.853,0,0,2183.039,0.974,540.188,6.463,1.741,268.496,33.662,0,1.567,5.167,0,4.525,0,0,3.899,0,0,0,0,0,119.265,28.052,191.568,0.844,0,0,13.873,0,0,0,0,0.112,1.074,212.287,0.121,0,2.09,60.283,0,0,0,0,0,0,0,0,0,5019.759,0,0,2123.573,0,0,0,0,0,0.068,0,0,0,22.746,0.293,0.002,13.733,0,0,0,0,0,0,476.242,7.719,0,11.685,79.715,589.504,37.128,0,0,0,0.554,19.177,1810.047,292.238,0,0,2.015,92.336,629.745,0,0,0,0,3.844,41.51,0,0,810.755,0,0,113.313,17.102,66.221,303.242,426.818,0,0,0,0,1455.071,20.632,0,0,0,0,7.541,0,7.833,5.2,0,18.454,66.443,0,0,0,16.138,0,0,0,0,0,0,0,0
"TUN",0,0,176.08,0,0,0,0,0,4.063,113.248,23.808,0,0,0,0,27.706,0,0,0,0,0,0.015,0,0,0,0,0,1.276,0,0,0.1,0,1.441,7.164,0,0,1.308,2.279,0,4.862,0,0,0,0,0,0,0,0,0,74.645,0,0,0,0,0,0,0,0,0,19.273,0,0.034,208.976,0,0,0,0,0,728.858,0,0,0,0,0,0,0,1.905,0,0,0.227,0,0,0,0,0,0.249,0,39.505,32.441,0,75.335,0,16.578,49.775,0,3.671,0,0,41.489,0,0,0,2.389,0,0,0,0,0,0,0,43.363,0,0,0,13.808,0,0,0,172.853,0,0,0,0,0,1.317,0,0,0,0,0.092,0,3.34,0,0,0,0,4.226,0,0,0,0,0,0,0.318,0,0,0,0,0,71.659,0,0,0,0,0,0,0,0,0,14.432,0,0,0.884,1.465,1.599,3.729,28.134,47.644,0,292.865,0,0,0,0,4.316,0,2.371,0,0,0.054,0,8.626,0,0,0.051,12.297,0,44.863,74.272,0,1084.271,277.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUR",0,6.774,34.36,0,0,0,208.432,0.898,236.58,272.732,0,0.385,15.065,12,0,1185.907,0,0,0,2.382,0,3.344,0,0,0,11.09,0,79.82,0,1.004,5.141,33.306,0,2564.726,0,0,92.647,3.128,2.951,4678.563,0,4.214,0,0,0,0,1.243,0,339.233,4.153,0.27,3.782,0,159.99,0,0,0,2.247,0,0,0,1.718,23113.689,0,13.386,149.116,0,73.841,1654.761,13.724,0,0,108.778,0,0,0,0.296,0,0,0,409.885,181.73,0,0.301,113.116,14.278,87.852,776.417,45.278,0,396.648,31.095,1641.654,38.365,0,4083.508,0,0,21.118,0,1.626,0.76,40.566,0.808,1.052,0,29.11,0,346.2,5.579,0,95.592,0,0,65.823,0,11.247,0.227,44.301,8.785,0,197.197,0,0,26877.033,5.75,0,0,0,0.089,0,22.63,0,1.831,9.751,0,1.139,0.757,0,0,0,0,320.953,6.506,14.149,0,0,31.123,65.323,101.115,0.732,0,0,0,0,0,0,74.573,1.46,218.1,0,0,500.036,1.596,1.422,0,2.179,1.273,12.242,864.132,0.756,0,0,116.899,860.407,1282.01,0.391,52.614,0,35.296,36.149,0,2022.228,0,0,702.632,12.543,304.242,851.473,0.617,48697.213,3.371,0,0,0,0,122.807,0.542,0,0,0,0,67.946,0,0,0,0,150.918,0,1.718,0,0,55.494,3.393,0,0,0,1.429,0,0,0
"TKM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.519,0,0,0,0,0,0,0,0,0,0,0,0,0,87.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.475,0,0,0,0,0,0,0,0,0,18.44,0,0,0,0,0,0,0,34.235,0,0,0,0,0,99.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UKR",0,0,15.799,0,0,0,10.496,71.263,0,16.075,0,8.348,0,0.084,0,0,0,0,0,0,0,1.259,0,0,0,0,0,0,0,0,50.4,0,0,1.07,0,0,0,0,0,4574.419,0,0,0,0,0,0,0,0.001,0.021,0.757,0,0,0,0,0,0,0,0,0,2.17,0,0,2.745,0,0,2.308,0,0,38.946,0,0,0,0,0,0,0,0,0,0,0,1.883,195.988,5.638,0,0,0,98,0.484,0,0,0,10.433,0,0,0,0,0,0,0,0,0,2.081,0,0,0,0,0,0,0,0,0,0,0,0,10.381,0,20.698,0,0.292,0,0,0,0,0,4.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256,0,0,0,0,0.229,86.206,0,0,0,0,0,0,0,0.045,0,0,0,0,265.215,0.488,0.012,0,0.052,0,0,1.261,0,0,0,0,2.647,0,0,0,0,0.561,0,0.016,0,0,0,0,0,0,0,0,43.063,0,0,0,0,0,0,0,0,0,0,0,0.517,0,0,0,2.975,0,0,3.264,0,0,0.064,0,0,0,0,0,0,0,0
"MKD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311,0,0,0,0,0,3.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.702,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.019,0,0,0,0,0,12.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.081,0,0,0,0,0,0,0.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.329,0,0,0,0,110.506,0,0,0,0,0.445,0,0,0,0,5.619,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289,0,1.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EGY",0,0,0,0,0,0,0,0,0,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971,0,0,0,0,6.227,187.993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.131,0,0,0,0,0,0,0,0,0,0,0,0,6671.413,0,0,0.046,0,0,0,0,0,0,0,0,0,0,0,0,1.357,0,0,0,0,0,0,0,0,0,21.5,0,0,0,0,0,0,0,0,0.203,0,0,0,0,0,0,0,0,0,0,0,0,0,21.284,0,0,0,0,0,0,0.086,0,0,0,0,40.163,5.602,0,0,0,3.223,0,0,0,0,0.465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR",105.341,0,75.171,0,11.089,42.991,1.62,125.331,1608.625,2244.382,0,53.007,11.572,0,64.148,2083.318,50.848,0,19.131,1.339,0.365,218.964,0,0,0,2.375,0.254,155.764,0,0,1443.948,0,11.051,2412.437,0,0,8.258,0,25.133,1991.015,0,1.505,0.126,0.324,0,13.372,208.003,1.651,42.174,1808.275,0.675,38166.122,0,12.229,3.224,4.999,0,1.584,0,171.113,0,975.565,5732.513,0.025,0,9.063,0,0,48034.923,110.575,4.202,0,253.373,0,0,0.004,0.354,0,0,1.852,14067.722,1994.728,20.305,7.362,0,5632.505,307.161,8462.595,3.071,4.394,4407.737,20.979,4.811,155.397,0,477.706,90.154,0,6.904,0,217.302,0,8.875,224.753,30.27,5.459,0,11.187,1277.2,1.073,21.951,1279.815,4.251,6.506,79.466,0,1.553,0.445,5.695,11.695,36.634,1.865,0,72.731,13157.836,0,0,0,0,0.937,0,136.193,0,0,82.506,0,291.275,116.409,81.08,0,0.161,5.19,44.527,2667.633,1784.666,0,0,29.952,4095.569,2087.831,13.034,0,367.034,0,1.086,0,0,676.88,10.836,38.463,69.129,5.622,1103.416,2289.519,773.328,56.001,212.469,804.069,5.432,3299.138,7.739,2.142,0,7417.763,1724.522,0,278.399,0,321.869,982.824,23.143,1252.308,0,0,34.918,44.566,24.689,139.098,0,56.216,30191.387,29.248,1.703,0,0,0,40.814,4.268,0,0,0,0,1.455,0,0,0,38.138,893.233,0,0,0,0,0,0,0,0,0,0,0,0,3.332
"TZA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169,0,0,0,0,0,0,0.663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.468,0,0,0,0,0,0,0,0,0.572,0,0,0,0,0,0,0,47.044,0,0,0,0,0,1.281,0,0,0,0,0,0,2.006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"USA",76.362,0,419.112,0,122.243,107.125,2.51,1164.648,5634.835,4845.804,2660.044,118.065,136.445,3.265,1961.874,3058.042,938.929,0,149.806,7.065,38.738,11731.907,394.2,0,0,80.419,3.785,379.722,48.75,13.363,355.471,2.265,60.564,108430.833,81.79,843.562,82.112,32.23,1487.22,134224.419,0,2213.152,3.052,72.08,0,1649.155,22.577,0,134.767,8459.862,3.049,1098.11,59.319,3182.551,1581.127,428.875,20.412,88.569,3.733,389.023,311.85,1705.106,52307.238,4.441,0,63.834,15.3,0,106680.047,354.714,0,0,58.05,0,0,1203.16,73.763,185.835,605.674,781.834,400716.052,1652.422,84.274,2329.767,0,2565.183,19504.834,11456.922,33.501,560.344,64348.11,89.133,713.214,183.25,0,16983.495,1467.508,10.31,19.24,0,176.867,111.686,25.411,447.058,318.764,70.773,22.385,23.916,79043.246,36.362,169.083,35.376,282.718,3.949,439628.94,11.894,4.893,0.039,103.565,119.309,469.197,29.915,0,25.995,24309.321,73.749,268.073,229.262,0,21.952,0,837.044,656.464,0,1302.011,0,550.486,1202.445,1439.529,51.508,57.298,460.787,22925.972,3428.696,351.278,6.97,0,1107.795,282.391,5689.738,2.534,0,61.785,0,58.076,0,0,4810.566,42.689,62.486,0.47,91.873,15365.599,216192.194,396.132,1201.436,347.211,4807.689,840.237,3713.8,0,125.8,6.189,5283.203,11924.848,0,12613.531,6.722,440.919,1733.707,108.669,2025.638,11.109,0,210.055,71.689,69.734,831.114,47369.903,280.042,0,50.819,89.754,1495.049,0,1.505,0,177.293,36.646,0,0,190.959,0,10.623,0,0,182.626,299.22,0,7.859,56.683,397.363,8.385,0,0,0,0,33.755,0,0,0
"BFA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,3.578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"URY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.121,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178,0,0.309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WLF",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
