"AFG","ALB","DZA","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","CXR","CCK","COL","COG","COD","COK","CRI","HRV","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","ERI","EST","FJI","FIN","FRA","GAB","GEO","DEU","GHA","GIB","GRC","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MAR","MOZ","OMN","NAM","NRU","NLD","CUW","ABW","NCL","VUT","NZL","NIC","NER","NGA","NIU","NOR","MHL","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","GNB","TLS","QAT","ROU","RUS","RWA","KNA","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TTO","ARE","TUN","TUR","TKM","TCA","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","VEN","WSM","YEM","ZMB","SYC","KIR","MDV","TON","COM","PYF","PSE","NPL","SSD","BDI","GNQ","DJI","GMB","SXM","CUB","BMU","GRL","FSM","PLW","UZB","BLM","SPM","BES","ASM","WLF","MSR","BTN","MNP","SHN","FLK","IOT"
"NZL",0,0,0,0,0,0,0,0,1031.931,0,0,2.965,0,0,1.075,0.325,9.104,0,0,0,0,16.517,0,0,0,0,0,0,0,3.318,0,0,0,0,0,3.979,0.203,0,0,0,0,0,218.968,0,0,0,0,0,0,0,0,1.325,0,0,0,0,196.828,0.003,32.47,0.009,0,19.335,0,0,0,0,0.211,0,0,0,0,0,1.733,0,2.043,6.632,0,0,0.315,21.188,7.698,0,0,3.968,0,0,0,0,1.537,0,0,5.609,0,0,0,0,0,0,0,0,7.607,0,0,0,0,0,0,1.439,0.172,0,0,0,0,0,0,0,1.523,0,0,12.011,22.783,0,0,0,0,0,0,0,0,0,0.866,0,0.135,0.984,0.063,0.269,0,0,0,0,6.359,0,0,0,0,0,0,0,0,0,0,0,0.562,1.699,0,11.137,0,0,0.35,0,8.131,0,0,0,1.639,14.276,0,0,10.654,0,0,4.271,0,0,0,0,0,0.292,0,0,0,15.89,1.518,61.87,0,0.158,0,87.17,0,0,0,65.469,2.538,32.577,0,9.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.415,2.755,0,0,0,0,0,0
"NIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,27.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58,0,0,0,0,0,0,0,0,0,0,0.927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NGA",0,0,0,0,0,0,0,0,0,0.442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.57,0,0,0,0,0,0,0,0,0,0,0,0,0.105,0,0,0,4,0,7.677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NIU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NOR",0,0,0,0,1.341,0,0.053,0.579,1.73,1.082,0,0,0,0,0,2.444,0,0,0,18.43,0,0,0,0,0,0,0,0,0,4.94,0,0,0,0,0,0,26.149,0,0,0.117,0,0,0,0,1.312,4.455,0,0,34.68,0,0,0,0,0,0,16.058,0,6.247,14.137,0,0,94.901,0,0,8.23,0,0,0,0,0,0,0,18.51,0,32.6,0,0,0,0,0,4.637,0,0,6.882,0,0,2.187,0,0.393,0,0,0,0,0,14.954,0,0,10.599,0,0,0,0,0,0,0,0,0,0,0,0,0.951,0.719,0,0,0,0,2634.842,0,0,0,0,1.117,0,0,0.947,0,0,0,347.4,0,0,0,0.227,0,2.439,0,0,0,0,0.065,3.077,0,0,0,0,0,0,0,0,0,0.253,0,32.444,4.596,0,0,0.238,0,0,0,0.76,0,0,0,117.279,7.135,0,0,0.595,0,0,427.023,13.691,0,0,0,0,0,0,0,0,13.877,0,25.041,0,0,0,0,0,26.094,0,0,1.575,0,0,0.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MHL",0,0,0,0,0,0,0,0,80.542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAK",19.929,0,0,0,0,0,0,0,0,0.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322,0,0,20.968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.642,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247,0,0,0,3.754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.429,0,0,34.807,0,1.884,0,0,0,0,0,0,0,81.228,0,3.581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAN",0,0,0,0,0,0.474,0,0,0,0,0.723,0,0,0,0.332,0,1.46,0,0,0,5.708,0,0,0,0,0,0,0,0,0.049,0,0,0,0,0,1.592,0.137,0,0,307.719,0,0,0,144.932,0,0,0,0,0,0,83.816,8.006,529.4,0,0,0,0,0,0,0,0,0,0,0,0,2.86,0,45.539,0,1.346,9.717,1395.648,0,0,0,0,0,0,0,0,0,0,127.976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.224,11.117,0,0,0,9.911,0,0,0,0,0,0,0,0,0.868,1.355,0,0,0,0,0,0,0,0,0,0,0,6.89,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0,0,157.413,0,9.409,0,0,0,0,0,0,0,33.915,0,0,0,0,0,0,0,0,0,0,0,0,62.252,0,0,76.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214,0.496,0,0,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.142,1.462,0,0,0,0,0,1.099,0,0,0.639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,0,16.605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHL",0,0,671.996,0,0,0,0,68.187,7039.516,859.904,0,0.021,0,0.175,0,1034.634,0,0.024,0,1105.547,0,0,0,0,800,0,156.3,34.799,0,5948.896,0,0,0,54.458,0,2.954,61670.507,0,0,0.804,0,0,0,4.099,0.438,0,1583.776,0,12.186,0,1.782,0.226,0,0,0,506.369,0,892.991,63338.811,0,0,57767.885,0,0,0.684,0,0,0,0,0,0,0,44927.802,9.573,7.685,1170.91,0,0,859.028,166.385,959.828,0,0,451274.753,3.711,329.386,0.043,60.104,3210.046,0.456,0,0,3.522,0,5.246,0,0,33.542,0.057,0,0,0,4058.138,0,2.512,0,23.644,254082.291,0,8.993,0,506.342,0,0,0,0,4056.817,0.05,0,0,0,176.956,0,0,0,0,493.382,0,0.053,0,0,0,0.637,0,703.809,0,0,0,47.686,22.417,2133.342,0,0,0,0,0,0,0,0,0,13.53,0,306.617,25244.495,200.628,5442.55,113.197,0,18296.23,0,1131.959,0,0,0,162.423,1533.311,0,0,4291.4,0,0,11.353,526.718,1874.279,0,0,0,0,373.775,0.736,0,3372.299,0,204753.912,0,0,0,0,0,0,0,0,0,0,0,84.316,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0
"POL",0,0.025,0.407,0,3.802,0,3.368,2.592,498.248,4520.611,0,0,3.211,0,0,1906.1,0.961,0.857,0,3.257,0,0,0,0,358.246,0,401.891,0,0,300.211,0,0,0,253.579,0,2.124,526.276,0,0,274.782,0,0,0,0,29.966,741.706,10893.527,0,243.051,0,0,0.299,0.976,0,0,116.554,0,647.5,1182.382,0,1.878,64918.139,0,0,55.977,0,0,0,0,0,0,0,771.664,390.987,10.564,41.605,0.124,0,21.858,1214.083,849.699,0,0,253.985,362.407,111.978,25.213,0,88.844,246.415,0,0,0,0,6409.076,0,0,2288.642,6.316,0,1.802,0,70.032,0,9.725,3.25,0,108.053,0,8.818,1.195,169.379,0,0,0,0,10534.692,0,0,0,0,154.656,0,0,58.596,0,135.855,0,0.083,0,0,0,0.674,40.361,0,270.982,0,0,0.651,251.358,333.954,0,0,0,0,0,0.052,0,6.013,0,61.868,0,22.115,5.615,5087.147,16.271,41.435,0,375.916,1.47,342.836,0,0,0,1277.756,264.774,0,24.782,1.548,0,0,29.844,1.023,634.653,0,0,0,5.692,306.916,9.852,2.536,1179.192,2.743,14818.289,0,1.004,0,0,0,0,0,0,4.488,0,0,0.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197,0,0,0,0,0,0,0,0,0,0,0
"PRT",0,0,3.412,0,435.945,0,0,1.826,4.691,66.225,0,0,0,0,0,29.723,0,0,0,9.639,0,0,0,0,0.015,0,0,0,3.742,0,450.682,0,0,0,0,9.523,1846.811,0,0,2.071,11.809,0,0,0,1.242,7.899,599.507,5.533,3.421,0,0,0,0.579,0,0,0.221,0,1.221,131.678,0,0.087,91.51,0,6.639,3.424,0,0,0,0,0,0,0,28.183,2.162,0,0,0.594,0,0.061,1.825,4.779,0,0,7.046,0,0,3.925,0,0,0,0,0,0,0,0.007,0,0,29.83,1188.396,0,0,54.691,2.609,0,0,29.214,0,19.667,0,0,1.992,85.725,143.902,0,271.153,0,25.312,0,0,0,0,32.332,0,0,0.127,0,3.337,0,0,0.398,0,1.752,0,0,0.122,0,153.022,0.019,1.051,1.258,4.774,0,0,0,0,0,0,27.455,7.839,39.95,1.701,0,10.42,0,334.525,0.35,2.155,0,20.591,0,2514.368,5.001,0,0,1.048,50.597,0,0,41.317,0,0,29.547,6.977,0.197,0,0,0,0,2.563,0.304,0,7.534,0,7166.832,0.741,2.056,0,0,0,49.049,0,0,0,0,0,0,0,0,0,0,0.336,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0
"GNB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TLS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QAT",0,0,0,0,0,0,0,0,0,18.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.468,0,0,0,0,0,0,0,0,0,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.814,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROU",0,0,0.474,0,0,0,0,2.729,1.597,54.25,0,0,0,0,0,99.214,0,0.128,0,5.094,0,0,0,0,20.287,0.011,0,0,0,61.24,0.647,0,0,0,0,15.356,42.225,0,0,4.007,0,0,0,0,0,0.004,35.416,0,0.646,0,0,0,0,0,0,1.256,0,1.088,2218.885,0,0.026,823.964,0,0,31.526,0,0,0,0.091,0,0,0,7.851,43.192,0.038,0.016,0,0,0,17.524,1417.6,0,0,28.949,1.577,0,0,0,1.622,0.098,0,0,0,0,0,0,0,0,0,0,0,0,29.565,9.391,0,0,0,202.022,0,20.902,0.131,1.861,0,0,0,0,4.169,0,0,0,35.914,0.475,2.851,0,0,0,2.452,0,0,0,0,0,0.984,0,31.7,68.888,0,0,0.228,0,3.084,0,0,0,0,0,0,0,0.405,14.745,11.197,0.078,0.002,10.19,1.229,6.318,0.309,0,0.819,0,1029.6,0,0,0,5.944,7.628,0,0,0.626,0,0,41.22,1.811,1.049,0,0,0,0,6.779,10.038,3.823,5.793,126.009,98.558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUS",0,0,14.663,0,1.393,0,27.357,0,2.091,18.896,0,0,0.016,324.282,0,19.838,0,0.023,0,0,0,0,0,0,4.634,0.115,5679.641,0,0,25.049,0,0,0,0,0,0,3713.558,0,0,1.998,0,0,0,0,0,0.013,115.431,0,0,0,0,0,0,0,0,47.959,0,8.025,56.1,0,16.848,201.211,0,0,2.937,0,0,0,0,0,0,0,7.063,3.367,0,0,7.45,0,2781.504,19.36,10.189,0,0,78.794,1932.813,0,0,0,21.631,0,137.686,0,0,0,23.525,0,0,9.902,0,0,0,0,49.749,0,0,0,0,5.67,2.201,51.876,0,0,0,0,0.008,0,27.258,0,0,0,0,0.616,0,0,0.366,0,2.412,0,0,0,0,0,0,0.083,3.028,23.482,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0.528,0,1453.35,9.579,1.678,3.756,1.386,0,81.69,0,4.232,0,0,0,2.471,4.639,0,14.477,0.738,0,0,6.255,0.602,0,0.241,0,0,0,967.044,0,0.157,55.372,0,467.134,0,0,580.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.347,0,0,0,0,46.473,0,0,0,0,0,0,0,0,0,0,0
"RWA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.257,0,0,0,0,0,0,0,0,0,0,0,0.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,0,0,0,0,2.732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KNA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.212,0,0,0,0,0.057,0,0,0,0,0,0,0,0,0,0.177,0,0,0,0,0,0,0,0,0,0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.622,0,0,0,0,0
"VCT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
