"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BTN","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","CXR","CCK","COL","COM","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","EST","FLK","FJI","FIN","FRA","PYF","ATF","DJI","GAB","GEO","GMB","DEU","GHA","GIB","GRC","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","BES","NCL","VUT","NZL","NIC","NER","NGA","NIU","NOR","PLW","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","GNB","TLS","QAT","ROU","RUS","RWA","BLM","SHN","KNA","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SSD","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TTO","ARE","TUN","TUR","TKM","TCA","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","PSE","KIR","FSM","GRL","SPM","ERI","MHL","TON","WLF","MNP","NFK","IOT","MSR"
"SMR",0,0,0,0,0,0,0,0,0,0,0.459,0,0,0,0,0,0,0,0,0,0.243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.204,0,0,0,40.477,0,0,0,0,80.044,0.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAU",0,0,0,0,0,0.553,0,0,0,2.881,11.338,0,80.058,0,0,0,3.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192,0,0,0,0,0,0.024,5.439,0,0,0,0,0,0,0,0,0.139,0,0.054,0.216,0,0.136,0,0,0.905,0,0,1.769,0,0,0,0,11.837,0,0,0,0,0,0,168.004,0.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.932,0,0,2.683,0,0,0,0,1.98,0,0,0,2.63,0,0,0,0,36.05,0,0,0,0,0,0,0,0,0,1.524,0,0,0,0,0.265,0,0,0,0,0,200.212,0,0,0,0,0,0,0,0,0,4.948,0,0,0,2.319,0,0,0,0,350.002,0,5.857,0,0,0,0,0,0,0,0,0,0,0.248,0,0,0,0,0,0,0,0,0.072,26.848,0,0,13.005,0,3.485,0,2.984,0,34.603,0,0,15.704,22.886,0,0,0.034,0,0,0,158.422,0,2.18,0,0,0,0.102,1.244,0,0.743,2099.558,0.615,399.099,0,0,0,0,0,0,0.219,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.117,0,0,0,0,0,68.527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.261,0.088,0,0,0,0,0,0,0,0,0,0,0.792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.651,0.01,3.618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRB",0,17.209,0,0,0,0,0,0,0,1.986,32.12,0,0,0.001,0,0,56.627,0,0,0,764.764,21.964,0.578,0,0,0,0,80.868,12.637,0,0.05,0,0,0.943,0,0,0,0,0,0,19.078,0,0,0,0,0,0,0,0,84.219,0,0,12.996,0,7.353,0,0,65.897,0,0,0,0.255,0,0,0.064,11.917,0,0,0,0,5.002,0,1279.312,0,0,4.928,0,0,0,0,0,0,0,0,14.74,0,0.142,0,0,35.677,11.8,5.144,0,0,11.534,5.61,0,0.055,0,15.298,178.425,0.021,0,0,0,15.06,0,0,0.037,0,0,0,0,1.175,0,0,1.383,0,0,19.057,0,0,789.488,0,0,0,0,0,0,9.186,0,0,0,0,0,0,4.18,21.616,0,0,0,2.994,0,0,0,0,2.089,0,3.328,12.383,0.367,0,0,0,31.454,42.676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.91,61.14,0.905,18.277,306.966,0,3.75,0,125.222,0,0,0,0,6.17,21.835,0,1.501,1.072,0,0,0,92.551,9.237,7.962,0,0,0,0,0,1248.182,1.329,28.162,0,112.756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLE",0,0,0,0,0,0,0,0,0,1.384,0,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327.366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.889,0,0,0,0,9.224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IND",5.066,0,306.899,0,0,90.811,0,0.794,92.319,650.355,121.001,0,32.176,1241.209,0.009,0.535,896.424,0,18.079,1.925,0.747,4.483,935.022,0,0,0,0.129,3.865,76.363,0.849,7.328,1.447,9.638,269.197,0,0,0.293,1288.416,0,189.25,1046.289,0,0,79.354,0,6.97,5.854,0,2.232,4.963,0,0.944,112.046,0,16.539,0,0.323,64.564,1.781,0,229.95,44.56,0,33.374,313.849,3182.576,1.007,0,60.433,0.271,0.49,6.385,4728.622,441.282,0,5.786,0.002,0,34.724,1.745,0.929,0,0.591,336.439,336.187,2.036,249.959,43.182,285.59,19.875,7418.392,736.733,43.209,1.65,829.959,14.631,47.16,302.207,4.828,1147.801,148.569,0,0,20.174,0,41.866,27.772,14.14,6.28,0.207,0,22.225,9.023,298.412,133.141,4.845,3.744,0.074,57.266,988.144,1.565,0.01,1.876,39.51,312.592,65.188,5.901,0,765.305,1232.149,0,0.024,0,0,0,0,56.981,3.646,0,340.257,0,35.959,0,48.199,0.483,177.577,25.334,46.976,954.254,151.486,789.956,0,0,120.589,261.387,509.161,8.335,0,0,0.133,0,0,0,0,0,629.801,6.247,7.952,0.277,36.332,0,2194.159,20.462,138.38,3.707,33.002,607.351,11.311,1273.991,0,109.335,0,0.67,147.458,283.862,53.774,0,695.075,11.581,0,2.966,2316.815,542.711,91.301,0,0,0,45.912,7.938,1.376,2285.862,2126.849,108.086,7816.663,5.875,3.836,55.209,0.08,0,177.364,72.834,0,0,0.971,0,0,0,0,0,0,0,0,0,0
"SGP",0,0,23.756,0,104.873,6.162,0,2.722,304.614,3012.512,201.868,0,213.99,1905.597,1.717,0,1433.817,0,0,19.964,2.699,37.299,2537.208,0,0.956,0,527.606,1.671,1451.234,33.467,113.978,576.216,3.095,1666.714,0,0,0,361.275,0,4647.036,30913.656,0,0,149.267,0,0,25.018,0,1549.662,3.682,0,415.26,4736.028,0,66.749,0,0,103.335,1.552,0,22.212,542.1,0,186.695,534.446,13209.343,19.783,0,0,0,6.135,2.148,31744.083,5.947,0,3.124,0,6.44,44.361,0,0,0,12.256,53544.961,1838.173,220.054,10357.076,154.359,2.892,384.874,3159.248,3006.119,37.737,0.004,5550.239,0,14.29,34.036,0,17208.583,74.621,0,28.61,30.19,0,0,0,0,15.032,7.715,151.785,0.901,0,15216.156,138.81,0,346.859,0,88.201,37874.527,28.776,2.476,0.184,61.534,31.249,18.241,2.684,0,11.502,4227.646,0,0,0,0,2.316,0,335.747,0.976,0,42.503,0,694.47,0,87.582,3.006,9.591,8.638,44.419,1676.088,463.415,3088.583,0,0.395,67.579,340.254,829.563,1.223,0,0,4.115,0,0,0,0,0,509.875,0.024,105.094,8.517,0,20675.705,0,2497.323,4343.633,2074.265,0,37.875,0.959,16515.794,0,0,0.01,0,4471.49,1916.605,0,0,27418.253,0,0,3.302,1467.913,0.994,344.373,0,0,0,0.097,8.226,1.019,207.865,31353.756,3.975,56771.719,0,29.029,0.2,3.949,0.027,0,7.265,3.548,0,0,0,0,0,0,0.535,0,0,0,0,0
"SVK",123.062,0.689,0,0,0,0,0,21.446,684.422,93.476,811.192,0,3.277,2.883,0.223,0,265.365,0,0,1.373,75.879,0,648.786,0,0,0,0,682.87,0,0,156.063,0,0,9569.15,0,0,0,0,0,236.648,192.612,0,0,5.021,0,0,0,0,6.856,149.67,109.421,24.884,5235.63,0,334.973,0,0,9.489,0,0,2558.852,40.292,0,0,71.079,1142.16,0,0,0,0,0,0,3268.589,0.006,0,86.679,0,0,0,0,0,0,1.021,99.504,1437.114,4.906,0.296,0,0,18.057,24.017,828.267,0.292,0,133.859,1345.39,27.904,0,0,100.641,0,0,0,8.058,0,36.271,0,0,112.523,1.156,2.895,0,0,6.823,0,0,0.03,0,0.107,58.651,0,0.569,4.608,8.885,0,0,0,0,0,1172.611,0,0,0,0,0,0,46.703,1176.094,0,0.231,0,238.43,0,0,0,0,0,15.861,0,2130.768,49.165,0,0,1.955,1569.368,267.343,0,0,0,0,0,0,0,0,0,25.415,0,18.956,7.246,0,18.505,9.442,0,28.909,118.942,0,86.025,0.148,1083.1,0,0,0,0,26.818,400.006,0,0,341.373,0,0,0,28.428,0,737.514,0,0,0,0,251.267,1.699,4.169,15191.29,0,865.433,0,0.844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",0,0,0.347,0,0.328,0.002,0,0.096,272.557,4387.377,19.648,0,11.677,7.049,0.132,0,822.516,0.07,0,76.422,21.635,0,332.947,0,0,0,0,0.313,11.587,0,19.3,83.495,2.861,776.274,0,0,0,21.466,0,36.081,8770.384,0,0,233.844,0,0,0,0,104.499,0.273,0,9.701,1137.353,0,1.543,0,0,31.496,15.004,0,0,7.389,0,0,9.738,1843.262,0.146,0,0,0,0,0,1366.623,0,0,8.13,0,0,4.087,0,0,0,10.086,3733.828,1678.476,32.037,226.72,0,0,0.342,699.974,72.232,4.248,2.538,19475.666,8.208,206.087,50.505,0,14908.9,68.699,0,0.355,159.901,0,3.101,0,0,0,0.817,0,8.673,0,146.376,0.847,0,0,0,19.988,2756.653,1.538,1.687,9.457,60.046,35.796,9.368,0,0,0,6276.176,0,0,0,0,0,0,185.272,3.046,0,0.639,0,413.783,0,9.471,52.122,0,4.33,132.127,348.66,205.79,1.278,0,205.825,77.383,1.027,110.518,0,0,0,0,0,0,0,0,0,23.163,0,48.984,0,0,317.594,170.096,4063.327,0,49.236,0,577.663,0,452.246,0,0,0,0.013,46.643,377.427,0,0.02,2921.278,0,0,0,3410.351,2.102,922.387,0,0,0,0,6.446,0.777,38.565,4401.525,3.825,27233.673,0,27.791,9.547,12.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVN",0,51.819,4.972,0,0,0,0,84.639,455.725,1605.59,859.692,0,25.905,7.86,0.432,0,108.618,0,0,0.533,533.297,0,3.94,0,0,0,0,51.365,0,0,18.5,0,138.183,78.289,0,0,0,0.072,0,438.136,1068.719,0,0,2.935,0,0,0,0,0,2483.787,0,83.501,311.199,0,15.381,0,2.265,15.32,0,0,0,4.258,0,0,27.486,3624.292,0.861,0,0,0,6.585,0,2635.644,0,0,234.789,0,0,0,0,0,0,0,693.028,5803.641,5.034,8.873,22.333,0,21.787,117.259,3485.685,0,0,291.876,0.012,3.279,0.043,0,482.283,27.055,0,0,44.637,0,30.389,0,0,169.851,9.549,0,0,0,122.281,4.452,3.53,53.082,0,0,180.271,0,1.067,249.222,2.682,0,0.125,0.35,0,0,14423.637,0,0,0,0,0,0,16.433,0.248,0,0,0,91.651,0,0,19.242,0,0,5.125,0.143,805.028,18.909,0,0,10.286,77.058,1161.467,0,0,0,0,0,0,0,0,0,43.948,0,2153.117,0,0,41.283,403.746,45.261,43.479,0,0,11.291,0,595.803,0,0.976,0,0,42.189,612.328,0,0,25.567,0,0,1.16,1475.98,0.016,1697.525,0,0,0,0.813,53.239,318.4,494.091,813.879,0,1191.066,0,22.537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SOM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZAF",0,0,1243.25,0,0,193.711,0,0,7.31,705.985,20.989,0,0.438,0.024,0,0,29.077,0,0,0,0,1461.557,394.509,0,0,0,0,0.775,0,0.818,0,0,25.268,93.109,0,0,3.702,11.059,0,67.138,98.625,0,0,0,0,2.214,709.016,0,6.259,0.074,0,0,0.545,0,438.111,0,0,11.626,0,0,41.763,5.169,0,0,2.259,1558.643,0,0,0.428,38.596,0.204,0,324.654,166.676,0,21.692,0,0,0,41.674,0,0,0,140.598,174.654,3.086,1.061,0.748,3.348,5.091,138.55,454.43,154.442,2.245,28.007,1.508,0,840.337,0,1304.913,0.526,0,0,4.437,561.292,3.017,0,0,0.402,0,0,57.065,198.846,30.631,2.277,72.725,0,33.031,215.401,0,3.549,0,0,0.659,711.268,462.441,2904.756,0,13.266,455.92,0,0,0,0,0,0,53.417,0,1.516,146.332,0,13.778,0,6.002,7.482,0,0,54.689,96.239,58.636,43.45,0,0,5.129,44.824,15.717,39.478,0,5.004,0,0,0,0,0,0,9524.733,54.511,0,53.901,12.872,3778.174,58.483,0,2179.007,4.434,0.426,0,773.413,30.76,0,5.275,0,388.597,4869.622,646.588,0,0,13.239,0.014,0,0.411,685.27,39.655,166.974,0,0,0,48.085,0,0.581,5509.27,4267.161,431.421,2308.298,66.192,0.856,0,0,0,0,1264.168,0,0,0,0,0,0.255,0,0,0,0,0,0,0
"ZWE",0,0,0,0,0,0,0,0,0,1.709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.104,0,0,0,0,0.068,0,0,1.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.976,0,0,0,0,51.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP",0,1.529,650.052,0,256.956,47.763,1.686,51.674,938.279,2060.34,1518.427,12.366,56.841,7.703,33.864,4.441,1895.183,1.056,0,112.367,41.643,0,877.288,18.045,0,0,2.192,1147.785,0.334,0,5.979,0.124,165.147,379.682,98.63,0,0.42,25.881,0,1413.802,3342.287,0,0,885.883,0,6.403,3.146,0,131.332,222.806,1753.967,134.836,1519.48,0.208,1372.12,0,179.409,286.609,141.064,22.701,5.711,880.151,0,25.542,381.895,38066.499,6.287,0,0,0.634,43.916,0.338,17252.375,17.235,484.326,1227.458,0,0,215.949,4.159,23.843,0.081,68.874,235.73,1209.148,116.891,176.474,1472.299,24.11,155.438,714.946,23435.2,57.69,30.26,813.509,62.244,120.041,71.921,0,517.497,69.917,0,0,480.909,0,162.244,0,0,879.126,45.744,2.04,1.961,0,679.282,20.34,19.196,97.737,24.993,34.218,2661.289,0.121,7.634,8.262,2349.81,0.039,207.257,7.761,0,0,4130.581,2.647,1.041,0,0,196.997,0,386.531,3.967,28.617,49.789,0,999.845,0,72.598,162.068,0,6.023,2165.209,273.715,8627.491,21590.79,0,0,249.625,801.344,705.877,1.898,0,0,0,0,24.674,0,752.435,0,6011.635,99.955,45.422,5.8,0,746.417,371.309,130.041,149.17,197.503,0,481.441,28.789,0,0,15.984,0,0,726.476,1200.863,0,0,156.314,0.339,0,0.061,2459.579,209.545,1057.671,0,0,0,1.422,96.287,24.518,1066.304,13413.867,12.05,6926.555,0.998,605.426,0,35.914,0,6.206,12.636,10.469,0,0,0,0,0,0,0,0,0,0,0,0
"SSD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SDN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.889,0,0,0,0,0,0.468,0,0,0,4.283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWZ",0,0,0,0,0,0,0,0,0,6.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606,0,0,0,0,0,0,0,0,0,0,0.564,0,0,0,0,0,0.078,0,0,0,0,0,0,3.118,0,0,0,0,0,0,5.809,0,0,0,0,0.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.867,0,0,0,0,0,0,0,0,0,108.497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246,0,0,0,1.258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.839,0,0,0,0,0,0,0,45.48,1.069,0.168,0,0,0,15.464,0,0,0,0,0,0,0,0,0,0,78.14,0,0,0,0,0,0,0,0,0,0,0,0,0,59.87,0,4.217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",0,4.102,192.241,0,46.69,4.923,0,0.427,61.077,2743.598,1237.379,66.815,242.484,0.117,0.092,5.11,1134.962,0,0,2.553,81.15,0.129,1537.22,0,0,0,2.93,45.1,0,0,57.4,1.095,108.429,969.782,0.479,0,0,11.549,0,287.922,8706.771,0,0,524.813,0,0,0.283,0,0.759,209.05,5.743,12.659,116.348,104.677,13139.814,0,10.549,37.882,1.529,0,56.265,429.589,0,0,10139.458,8482.063,3.131,0,0,0,0.087,0,13247.949,26.903,0,464.282,0,0,53.355,0,0,0,2.909,839.64,1428.135,598.762,81.811,71.738,501.586,93.781,332.435,2929.665,10.818,1.613,1965.858,10.784,2.109,7.839,0,1523.437,15.237,0,0,12.045,0,137.181,0,67.033,116.061,36.806,0,5.567,0,100.529,1.562,0,3.765,0,18.348,797.144,0.351,2.138,31.283,549.443,0,102.337,0,0,25.701,1854.662,0,0,0,0,0,0,46.53,27.178,0,100.574,0,25868.582,0,0.468,10.431,0,4.61,25.905,14.279,1890.728,437.852,0,0,1331.59,310.828,1498.151,2.091,0,0,0,0,0,0,0,0,909.03,0,384.355,9.471,16.293,743.635,385.505,23.442,284.687,64.429,0,441.685,0,802.842,0,369.713,0,0,0,9060.632,9.377,0,228.814,141.718,0,0.351,1033.568,61.332,324.376,0,0,0,1.154,58.189,2.296,53.335,4463.767,8.005,11244.77,1.398,251.915,22.858,0,0,10.901,73.758,108.137,0,0,9.376,0,0.117,0,0,0,0,0,0,0
"CHE",0,0,96.817,0,1.601,4.479,0,0.146,366.843,1552.925,12239.903,0.059,19.295,40.348,2.478,0,917.033,0,0,15.748,26.251,0.881,655.995,0,0,0,0.381,3039.307,0,0.962,86.678,0.939,55.096,1381.559,0,0,0,26.848,0,23.263,96090.979,0,0,291.985,0,0,0.509,0,5.879,106.657,1.272,20.228,1726.923,0,736.682,0,28.782,25.685,7.782,0,0,26.011,0,0,726.384,7589.938,0.623,0,0,4.997,23.102,0,66103.933,31.896,0,90.596,0,0,21.36,0,0,7.7,0.73,5550.015,4243.95,4.951,152.762,85.717,2.269,102.484,1182.284,4718.439,4.457,0.615,9019.33,15.356,16.782,77.548,0,2278.208,29.04,0,0,20.043,0,209.696,1.538,0.972,70.084,60.587,3.143,10.103,0,1453.006,0,0,50.557,0,59.377,896.172,3.369,3.52,7.4,54.988,23.121,220.438,0.001,0,0,1720.91,0,0,0.547,0,0,0,287.342,1.504,1.528,2.397,0,450.574,0.152,722.094,3.432,0,3.866,29.041,1686.116,2865.331,220.39,0,0,59.561,921.654,1593.285,25.125,0,0,0,0,0,0,0,0,435.057,0,148.64,0.259,0,4151.676,1765.503,5788.505,1119.006,196.529,0,787.765,1.703,1168.971,0,25.553,0,1.557,1335.666,0,0,0,1172.986,0,0,0,7729.372,201.928,619.755,0,0,0,0.313,34.122,5.319,50.543,5402.996,2.799,49026.103,0,10.856,97.265,0,0,0,7.91,2.736,0,0,0,0,0,0,0,0,0,0,0,0
