"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","CXR","CCK","COL","COM","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","ERI","EST","FJI","FIN","FRA","PYF","DJI","GAB","GEO","GMB","DEU","GHA","GIB","KIR","GRC","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","NCL","NZL","NIC","NER","NGA","NOR","MHL","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","TLS","QAT","ROU","RUS","RWA","SHN","KNA","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TON","TTO","ARE","TUN","TUR","TKM","TCA","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","PSE","GRL","VUT","NFK","FSM","PLW","SSD","BES","BTN","SPM","GNB","WLF","BLM","ATF","MNP","FLK","NIU","IOT"
"SRB",0,96.893,0,0,0,0,0,0,0.093,9.996,908.65,0,0,0.013,0,0,46.758,0,0,888.742,0,80.577,0,0,0,0,37.187,3.556,0,10.583,0,401.691,1.18,0,0,0,0,0,0,69.529,0,0,0,0,0.05,0,0,0,188.897,0,6.169,0.154,0,152.344,0,0.081,194.531,0,0,0,0,0.436,0,249.654,23.684,0,0,0,9.562,0,2351.257,0,0,0,1.473,0,0,0,0,0,0,0,31.993,10.768,0,0,0,0,0.357,3.893,43.363,0,0,7.74,0.12,0,1.461,0,70.063,0,0,0,1.985,0,27.141,0,0.025,25.032,0,0,0,0,139.164,0,0,0.961,0,0,15.592,0,0.655,1360.356,0,0,0,0,0,0,0,34.181,0,0,0,0,0,0,0,0.231,2.353,0,41.04,38.858,0,5.663,0,0,21.135,0.192,0,0.009,22.859,3.079,0,0,0,0,0,0,0,0,0,0,0,0,0,331.788,0.805,12.026,6.246,362.024,0,93.273,0,38.823,0,0,0,7.296,177.645,0,0,15.023,0,0,0,0,0.899,0.025,6.583,0,0,0,0,3.753,493.244,6.14,120.271,0,463.642,0,0.162,14.231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.748,7.622,0,0,0,0,0,10.502,3.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.902,0,0,0,0,0,0,0,0,0,0,0,0.234,0,0,0,0,0.925,0,0,0,0,0,0,0,0,0,0,29.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.634,0,0,0,0,0,0.135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLE",0,0,0,0,0,0,0,0,0,16.791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.758,0,0,2.752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41,0,0,0,0,0.846,0,0,0,0,0,0,0,0,0,0,0,496.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975,0,0,0,0,0,0,0,0,0.198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.579,0,0,0,0,0,0,0,3,0,13.448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IND",28.399,0.021,286.567,0,0,9.084,0.003,56.401,46.866,882.11,964.168,0,62.59,2774.172,0.201,2.621,987.992,0,3.107,0.443,2.535,391.296,7.871,0,0,215.2,30.097,68.676,2.218,3.12,17.792,8.611,214.611,0,0,0,1609.616,0,441.674,943.626,0,0,114.516,0,25.142,36.763,0,15.328,30.335,0,1.389,16.852,10.666,28.04,0,230.685,229.058,5.27,0,234.141,0,17.539,17.477,530.979,2211.801,0.904,7.416,27.943,0.288,14.899,9306.97,476.892,0,0,8.47,0,0,2.097,52.489,0.818,0,66.824,866.75,102.078,1.843,444.129,235.525,421.039,24.133,4041.145,600.535,279.192,1.886,562.124,10.729,83.43,465.218,0.281,1128.586,216.25,0,39.328,32.822,0,0,12.493,46.921,0.328,5.824,0,123.18,6.378,485.687,138.517,104.293,3.067,0.458,137.515,576.608,6.407,0.041,0,0,561.561,240.197,229.755,11.738,0,1401.6,1208.375,0.056,0.005,0,0.062,191.904,52.305,51.046,3875.347,67.604,0,98.662,1.931,27.296,13.483,41.157,94.34,174.404,453.705,0.105,1184.315,240.902,141.464,22.118,0,3.499,0,0,0,0,0,617.327,106.613,5.359,40.284,10.447,0,5460.664,19.315,1093.065,3.47,116.573,597.787,26.953,920.488,217.505,0,1.002,45.553,517.126,698.705,0,739.436,2.197,0,0,14.283,3895.302,2997.007,275.166,1.38,0,0,196.415,0.362,0.722,1521.806,2095.117,147.647,16609.555,1.818,0,1.652,0,0,434.879,80.742,1.919,0,0.026,0,0,0,1.116,0,289.35,0,0,0,0,0,0,0,0,0
"SGP",0,0,0.316,1.107,153.368,38.455,0,189.63,237.887,9065.494,1539.473,0,245.743,2656.681,5.874,0,570.967,0,69.347,12.183,0.019,3511.527,0,1.868,0,689.052,47.812,994.004,0,138.147,296.901,18.172,2579.487,0.069,0,0,502.478,0.981,1808.274,40575.742,0,0,221.486,0,0.508,3.224,0,30.975,2.385,0,215.685,2311.887,4.372,500.033,0,3.399,62.885,8.479,1.372,112.653,0,47.687,81.272,623.006,12550.358,0.944,44.468,0.17,685.959,0,22739.187,76.105,3.679,1.696,3.324,0,4.144,13.353,0,8.909,0,35.469,41174.208,2362.912,7.535,11608.791,189.862,84.473,45.572,1792.618,4684.564,12.771,0,4821.099,150.497,101.676,86.124,0,8372.718,1039.021,0.858,57.454,72.223,0,3.882,0.088,0,1.702,54.136,5.167,0.532,0,17467.095,319.81,3.052,65.732,0,82.799,37777.942,26.708,1.066,0.318,0,57.193,13.987,14.279,0.078,0,26.789,12689.406,0,0,0,20.106,195.518,43.062,0,321.316,2411.023,0,312.615,51.991,14.538,1.009,72.58,8243.203,398.976,3034.189,10.894,212.93,167.51,3802.851,0,0,0,0,0.196,0,0,0,5864.293,0,53.1,16.793,0,31318.253,0,1380.447,12079.976,1705.222,0,1227.463,1.961,11936.057,0,0,0,4843.743,1822.498,5.75,0,28568.822,0,0,0,1.442,2265.369,99.282,1083.476,74.618,0,0,3.453,22.032,12.127,77.032,34836.582,0.925,64224.315,0,17.626,0,3.487,0,0,0,8.061,0,0.525,0,0,0.7,0,0,58.807,0,0,0,0,0,0,0,0,0
"SVK",0,2.352,0,0,0,0,0,7,470.039,222.59,1406.891,0,0,0,2.046,0,246.77,0,0.51,7.828,0,139.419,0,0,0,0,150.94,0,0,6.645,0,0.437,45.797,0,0,0,0,0,155.212,1386.831,0,0,38.768,0,0,5.386,0,0,156.941,0,40.859,13023.996,0,825.924,0,0.111,0.886,0.04,0,82.08,0,34.218,0,46.958,1462.117,3.273,0,0,0,0,3292.821,0,0,0,254.593,0,0,0,0,0,0,3.322,1368.111,2100.151,7.865,3.006,0,0,0,42.631,1161.354,1.182,0,8.972,33.188,6.746,1.54,0,133.586,0,0,0,18.824,0,63.129,0,0,479.509,0.108,0,0,0,0.629,0,0,0.501,0,1.426,351.834,0.376,7.782,1.749,0,1.822,0,0,0,0,0,6703.546,0,0,0,0,20.822,454.133,0,0.581,341.439,0,0.132,0,0,0.72,61.961,0.198,4128.741,24.252,0,0,2192.721,852.282,0,0,0,0,0,0,0,0,28.982,0,38.338,2.984,0,27.801,8.412,0,1.89,102.513,0,13.459,0,527.356,0,0,0,3.115,331.229,0,0,15.749,0,0,0,0,81.302,5.979,117.746,0,0,0,0.168,290.272,1.654,2.295,16073.38,0,243.599,0,1.678,0.041,0,0,0,0,0,0,0,0,0,0.057,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",0,0,0,0,0,3.258,0,0.671,298.256,723.426,17.378,0,18.937,3.058,0.173,0.559,381.258,0,19.47,51.569,0,627.577,0,0.062,0,7.564,2.964,11.572,0,28.5,283.397,2.504,716.436,0,0,0,0,0,68.407,9540.956,0,0,91.336,0,0.162,0,0,34.933,28.027,0,0,1862.736,0,0.929,0,0,40.742,0,0,0.552,0,1.991,34.058,5.542,520.338,0.228,0,0,0,0,935.011,0,0,0,24.19,0,0,0,0,0,0,5.441,705.832,896.771,29.187,637.496,0,0,3.081,73.636,296.288,6.87,0,17213.822,3.106,0,12.875,0,85510.657,39.227,0,220.388,237.123,0,3.587,0,0,0.625,2.149,0,4.455,0,1718.803,0.02,0,0,0,1.597,10856.247,0.293,1.325,34.591,0,39.392,36.364,2.462,0,0,0,2450.805,0,0,0,0,85.915,4.87,0,0,246.794,0,1.259,0,0,8.877,48.33,4866.664,146.545,0,0,153.076,973.561,45.801,0,0,0,0,0,0,0,0,87.06,0,181.183,0,0,230.086,19495.753,3766.083,0,29.877,0,635.497,0,267.262,0,0,0,282.61,61.096,0,0,4879.194,0,0,0,0,314.248,0,142.016,0,0,0,0,0.591,0.41,159.572,4627.555,0.333,25399.597,0,13.873,34.279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVN",0,11.526,2.287,0,0,0,0,0.16,918.236,601.67,1259.31,0,13.469,0,3.292,0,186.254,0,10.421,681.941,2.813,115.097,0,0,0,1.977,182.014,0,0,156.7,0,0,139.866,0,0,0,0,0,731.422,1019.174,0,0,0.567,0,0,0,0,0,4583.962,0,317.901,422.213,0,7.087,0,1.479,0,0,0,0,0,1.661,0,4.74,5079.322,1.199,0,0,7.032,0,2459.674,0,0,0,218.272,0,0,0,0,0,0,0,1447.005,7154.33,2.777,3.281,0,11.762,16.055,20.689,2124.442,1.207,0,613.246,0,15.511,0,0,406.785,34.024,0,0,7.667,0,14.597,0,0,109.84,4.566,0,1.09,0,3.77,0.117,9.563,0.589,0,0.093,508.512,4.302,0.148,478.609,0,3.5,0,0.017,1.113,0,0,19972.705,0,0,0,0,11.341,0,0,0,42.756,0,0,0,0,0,0.489,12.684,752.593,128.679,1.537,8.019,261.895,2449.418,69.851,0,0,0,0,0,0,0,5.954,0,2148.547,11.189,0,107.322,468.144,333.437,59.896,0,0,19.523,0,216.129,10.174,0,0,36.654,454.576,0,0.777,402.83,0,0,0,0,1879.641,1.438,1476.157,0,0,0,0.006,36.704,186.499,508.042,346.772,0,1121.245,0,56.084,0,0,0,0,2.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SOM",0,0,0,0,0,0,0,0,2.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZAF",0,0,123.32,0,0,536.843,0,0,25.753,1657.467,44.184,0,0.825,0,0,0,141.202,0,3.168,0.085,1798.14,1339.881,0.021,0,0,0,0,0,0.61,0,0,2.749,92.913,0,0,0,0,2.309,26.503,5115.975,0,0,36.542,0,21.415,1345.826,0,0.682,0,0,11.025,2.605,1.785,1042.868,0,0,13.643,0,0,47.444,0.28,6.244,0,21.679,6884.931,16.582,0.172,0.953,0,3.684,910.206,602.699,0,0,1.64,0,9.118,0,15.156,0,0,4.527,29.38,26.161,0.04,102.418,0.353,0,5.309,344.252,404.256,93.553,15.185,226.702,0,0.165,331.823,0,1431.264,254.803,0,0,0.791,799.451,5.461,19.223,0,2.728,0,0,64.531,334.682,13.074,0.449,70.397,0.204,2.975,263.025,7.658,0,0,0,0,3.052,948.678,0,3058.526,0,0.635,501.095,0,0,0,0,85.575,0.476,0,234.39,6.537,0,19.464,29.662,0,0,83.473,12.245,63.962,204.573,0,0.061,50.935,5.654,38.491,0,0,0,0,0.011,0,0,15.208,25.638,6.33,76.023,72.631,15594.312,4.343,3.757,0,0.493,1.861,0,1291.989,1731.48,10.843,0,891.686,7826.771,119.616,0,0,233.834,0.015,0,0,0.172,140.886,3.883,0.629,0,0,0,49.107,0.185,0,228.115,1526.119,309.089,428.213,168.265,5.88,0,0,0,0,2753.781,0,0,0,0,0,0,2.756,0,0,0,0,0,0,0,0,0,0,0
"ZWE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.477,0,0,0,0,0,0,5.757,0,0,0,0,0.252,0,0,0,0,14.781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1.455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP",0,15.834,524.16,0,172.111,38.166,1.191,21.355,1188.914,7218.08,621.147,0.316,147.745,0.7,1.009,3.186,1632.332,5.59,55.05,17.597,0.598,711.474,5.301,0,0,0.064,2930.976,10.147,0,204.045,0,97.59,5532.71,313.479,0,0.122,83.542,0.934,1898.14,4676.046,0,0,937.011,3.9,0,8.839,0,159.883,264.722,3454.699,966.453,2490.327,2.172,1151.681,0,145.361,160.584,81.426,88.72,7.674,0,183.103,0.437,1926.506,36564.394,26.647,0,10.933,123.812,0.472,16085.099,23.863,956.59,0,1149.618,0,0.202,524.534,0,1.595,0.531,112.028,812.335,1159.35,75.111,132.05,623.122,0,291.624,1082.569,18480.344,196.166,198.439,1674.671,5.976,762.379,28.299,0,1367.069,88.769,0,0,360.524,0,45.52,0.598,11.482,624.683,193.106,0,7.36,0,401.775,90.238,0.224,230.145,6.063,23.623,3184.969,3.251,7.926,13.124,0,10485.289,21.437,183.409,39.239,0,10.366,8045.015,2.604,0.088,0,8.37,352.291,31.155,114.032,46.217,2191.742,0,10.25,231.152,0,163.9,835.498,96.927,3871.848,23618.825,0,430.173,1220.776,979.165,5.641,0,0,0,0.873,2.503,340.326,8.447,1317.458,94.206,154.042,1.189,0,1321.147,714.931,634.435,98.504,226.622,0,429.409,4.922,0,0,0,0,851.836,931.371,0,0,243.769,0,0,0,0.203,2484.848,205.021,620.14,0,0,0,7.182,190.939,13.687,399.146,12196.732,2.97,6677.905,14.673,555.549,47.044,2.883,0,0,16.584,0.036,0.399,0,0,0,0,0,1.59,0,0,0,0,0,0,0,0,0,0
"SDN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWZ",0,0,0,0,0,0,0,0,0,6.158,0,0,0,0,0,0,0,0,0,0,0,0.226,0,0,0,0,0,0,0,0,0,0,0.289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199,0,0,0,0,0,0,0,0,0.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.335,0,0,0,0,25.209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.739,0,0,0,0,0,125.794,0,0,0,0,0,0,0,0,0,87.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",0,0.115,570.227,0,0,5.806,0,0.115,353.833,1124.335,923.667,0,5.87,0,30.739,0,650.758,0.028,18.542,21.697,4.144,1813.647,0,0,0,0.289,39.147,73.566,1.269,0.69,3.453,3.939,542.825,0,0,67.349,4.144,0,896.181,10204.237,0,0,31.685,0,0,9.231,0,11.604,68.688,4.72,8.515,364.662,10.359,13179.857,0,8.979,45.673,4.219,0,0.482,0,829.427,17.254,9384.509,6529.655,0.577,2.302,0,0,1.842,9846.835,19.389,0,0,220.095,0,0,1.621,0,0,0,13.563,984.752,421.596,600.781,117.086,41.072,23.255,144.714,214.422,2712.581,0.394,6.705,1327.414,43.088,0.345,17.218,0,917.72,29.682,6.216,0,8.97,0,182.727,0,1.611,153.004,46.26,7.943,2.417,0.794,89.313,5.52,0.556,16.07,0,12.245,1273.817,10.177,2.262,7.199,0,153.407,10.371,67.81,0,0,0,2462.976,12.548,9.095,0,0,71.182,0.646,0,79.067,23792.614,0,509.059,4.259,0,8.043,48.813,31.885,1361.843,276.948,0,22.449,178.101,4298.835,0,0,0,0,0,0,0,0,247.415,0,209.244,6.892,86.715,1455.594,414.575,9.44,155.635,109.318,0,1050.51,12.88,1184.114,9.785,0,0,0,5447.177,21.989,0,791.602,0,0,0,0.345,555.386,51.413,553.142,0,0,0,4.046,23.785,300.552,62.79,2786.503,22.239,8956.363,10.442,128.12,0.115,0,0,16.002,33.456,2.002,0.778,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0
"CHE",0.073,0.282,1183.25,0,0.131,5.09,0,18.067,250.207,2009.67,9866.575,0.092,215.469,57.507,0.386,0,986.587,0,0.876,13.587,16.324,365.004,3.719,0,0,0.309,3684.421,2.443,0,72.18,1.037,17.067,1272.065,0.234,0.189,4.974,115.344,2.749,208.773,49648.277,0,0,615.11,0,4.259,2.285,0,3.833,112.779,2.33,129.167,2379.727,0,1424.918,0,6.339,25.639,2.961,0,0.725,0,49.071,11.783,1507.166,7429.117,1.491,0,4.622,36.276,0,71174.685,31.996,110.549,0,74.951,0,0,17.972,2.652,0,0,4.239,3703.153,1069.488,50.322,50.228,47.027,9.876,237.518,368.672,11862.792,12.024,14.255,8795.51,9.235,350.746,4.446,0,3422.332,5.747,0,0,23.228,14.676,84.17,0,2.37,18.34,1565.676,4.206,3.774,2.179,1233.727,8.582,112.925,25.387,0,8.271,928.923,11.002,8.874,0.233,0,101.83,15.986,129.799,126.536,0,1.082,3578.046,0,0,0,0,281.434,13.766,8.9,13.376,701.357,0,1478.198,2.181,0,13.68,43.794,261.499,2690.831,177.636,0,1475.828,932.388,687.123,2.635,0,0,0,0,0,0,0,198.051,4.355,55.182,4.084,0,6969.886,2447.308,2434.875,1213.034,148.17,0,543.71,3.342,1882.865,0,0,0.891,871.286,0,0,0,2541.914,2.785,0,0,0,985.604,14.408,2766.008,5.009,0,0,0.697,76.554,1.488,319.845,7785.187,4.086,61016.813,7.883,3.701,203.46,0,0,6.422,0,0.407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.647,0,0,0.23,0,0,0,0,0,0,0,0,4.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TJK",0,0,0,0,0,0,0,0,0,0,0.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.853,0,0,0.789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THA",0,0,0.908,0,26.297,0,0.093,8.559,10984.838,8118.092,7111.109,0,2.079,230.074,0.151,5.729,2500.909,106.731,2.716,17.742,6.108,6925.082,0.618,0,0,8.76,74.754,10161.952,0,30.409,1550.419,5.477,5965.79,0,0.134,0,32.759,0,616.649,52948.775,0,0,173.857,0,0,1.152,10.584,5.977,34.343,0,0,986.15,0.002,3049.244,0,4.086,125.107,6.888,0,0.915,0,83.307,0.93,1262.251,15369.831,6.242,0,0,0,0,56475.459,216.282,0,0,409.351,0,0,0,0,0,0.044,5.523,16180.271,4500.401,25.419,15620.79,721.458,0,35.138,4209.193,2979.857,2.47,1.012,137516.401,430.884,49.947,349.388,0,8859.37,14.82,0,4162.164,41.946,0,6.837,0,0,537.032,8.426,116.764,29.456,0,10687.768,60.949,0,1161.72,0,18.461,13689.293,4.534,1.971,1.534,0,13.315,2.42,46.246,187.926,0,3.893,17273.188,0.019,0,0,2.739,1066.786,2.967,0,7.332,680.041,0,4400.131,0.405,12.783,12.513,470.472,2815.028,12869.152,284.598,0.598,123.643,2970.073,670.537,19.803,0,0,0,0.087,0,0,0,21.136,1.895,343.047,1.367,0,7198.404,16958.486,13770.587,19075.948,97.355,0,2300.258,3.858,7315.764,0,0,0,5319.257,858.167,0,0,0,0,0,0,0.176,746.961,5.997,5634.307,0,0,0,50.752,3968.392,5.368,820.468,13427.348,1.143,124890.151,1.883,21.957,0.08,0,0,0.004,57.908,0,0,0.66,0,0,0,37.635,0,1.914,0,0,0,0,0.2,14.099,0,0,0
"TGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.878,0,0,0,0,0,0,0,0,0,3.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
