"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","BRB","BEL","BTN","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","CXR","COL","MYT","COG","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","ERI","EST","FLK","FJI","FIN","FRA","PYF","DJI","GAB","GEO","PSE","DEU","GHA","GRC","GRL","GRD","GTM","GIN","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","LBN","LVA","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","ANT","ABW","NCL","NZL","NIC","NER","NGA","NOR","PLW","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","QAT","ROU","RUS","RWA","KNA","LCA","SPM","VCT","SAU","SEN","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TTO","ARE","TUN","TUR","TKM","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","SCG","ZMB","CCK","COK","GUM","LAO","NFK","TLS","TON","ARM","LBY","BDI","COD","GIB","LBR","BMU","GUY","KGZ","TCA","IRQ","KIR","SMR","COM","GNQ","GMB","WLF","IOT","VUT","STP","MNP","NIU","MHL","GNB","AIA","LSO","SOM","SHN"
"PAK",0,0,0.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.949,0,36.715,0,0,0,0,0,0,0,0,0,0.613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129.518,0,23.231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAN",0,0,0,0,0,0,0,0,0,0,0,0.063,0,0,0.055,0,0,0,0,0,2.419,1.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.118,0,0,0.77,0,0,94.388,0,6.988,0,0,0,0,1.244,0,32.096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.875,0,0,7.952,32.91,0,0,0,0,0,0,0,0,0.084,0,0,0,0,0,9.404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387,0,0,0,0,0,0,0,0,1.461,0,0,0,0,0,0,0,2.349,0,0,1.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.083,0,0,0,0,0,0,0,0,0,0,0,0,0,10.849,0,59.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNG",0,0,0,0,0,0,0,0,0,0.676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1.923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PER",0,0,0,0,0,0,0,0,0,0.05,0.321,0,0,0,0,0,0,6.178,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,6.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.209,0,0,0,0,0,0,0,0.015,0,0,0,0,0,2,0,0,0,0,3.09,0,0,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.958,0,0,0,0,0,0.469,0,0,0,1.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,429.391,0,2.132,0,10.249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHL",0,0,0,0,0,0,0,0,78.386,301.345,4.466,0,0,0,0,440.492,0,0,0,0,26.585,0,0,0,0,0,0,0,0,0,316.256,0,0,0,0,0,15.449,130.282,0,4.156,0,0,0,9.65,0,0.003,139.592,0,4.777,0,0,0,0,0,0,357.925,0,0,153.07,1163.539,0,0,0,0,0,25694.907,0,0,0,0,0,0,0,0,1764.955,38,0,119.054,0,0,779,2.286,0,0,70639.043,0,0,0,0,480.222,0,0,0,0,0,0,0,0,482.733,0,0,0,0,0,314.859,0,0,0,180.387,0,0,0,0,0,60.437,0,0,0,52.363,0,0,0,13.762,0,0,0,0,0,2.814,0,78,5.391,0,1,0.225,0,0,0,0,0,0,0,0,0,48.765,2700.063,0.817,0,0.065,87.411,0,226.239,0,0,0,0.412,8.122,0,0,907.743,0,0,0.003,0,0,184.43,0,0,0,0,0,0,743.523,0,17347.144,0,0,0,0,0,0,0,0,0,0,30.685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POL",0,0,0,0,0,0,0,2.5,0.017,1.653,66.321,0,0,0,0,35.5,0,0,0,0,0,0,0,0,0,0,0,628.768,0,0,4.466,0,0,0,0,0,0,3.735,0,0,0,0,0,10.214,0,0.458,320.139,0,125.475,0,0,0,0,0.283,0,37.376,0,0,1.221,219.585,0,0,0,20.35,0,2612.902,0,4.663,0,0,0,0,0,0,38.433,247.84,0,2.042,0,7.947,167,87.422,0,0,5.453,15.2,0,0,0,68.059,3.013,5.182,125.057,254.499,0,0,0,0,0,0,0,0.06,0,0,109.206,0,57.26,0,0,0,0,0,0,0,572.263,0,0,0,0.085,0,0,0,37.144,0,0,0,0,0,0,0,0,8.588,0,594,1063.003,0,0,0,0,0,0,0,0,0,60.656,0.004,160.063,12.942,8.519,0.672,0,571,0,0,0,81.227,99.158,0,0,7.251,0,0,0,0,0,56.594,0,0,0,1008.155,0,0,261.098,0,248,0,2.993,0,0,0,0,5.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRT",0,0,0.353,0,0.607,363.858,0,0,0.073,2.647,1433.121,0,0,0,0,6033.47,0,0,0,0,103.589,0,0,0,0,1.752,0,1,0,1.743,2.596,62.457,0,0,0,0,0,281.64,0,0,1.384,0.65,0,3.473,7.185,8.416,167.938,0,9.199,0,0.566,0,0,0,0,5.191,0,0,6.587,5657.282,6.252,0,1.779,0,0,3900.189,0,56.927,0,0,0.25,0.326,0,0,538.833,1321.914,8.285,22.368,0,62.798,42.942,862.309,0.775,0,301.982,0,1.744,0,0,5.153,14.791,2.391,0.008,0.253,0.187,19.365,0,0,208.289,0,0,1.499,0,15.748,2.077,0,0.104,0,236.387,74.277,0,0,0,0,6342.17,0,0,2.089,15.316,0,0,12.443,67.47,0,0,0,0,0,0.467,0,885.112,0,0,10.929,3.194,0,0,0,0,0,0,0,0,0,1.909,22.82,34.97,0,4.496,32.89,0,3370.321,0,0,0,446.645,37.43,0,0,88.618,0,0,0,17.309,14.059,22.536,0,0,0,38.874,0.362,0,4675.398,0,7284.085,0,1.891,0,0.106,0,0,0.591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.615,0,0,0,20.46,0,0,0,0
"QAT",0,0,0,0,0,0,0,0,0,0,2.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.256,0,0,0,0,0,0,0,0.597,0,24.296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.077,0,0,0,0,0,0,0,0,0,0,6.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROU",0,0,0.626,0,0,0,0,0,0,0,1.991,0,0,0,0,5.219,0,0,0,0,0.038,0,0,0,0,0,0,0,0,0,0.643,0,0,0,0,0,3.836,0,0,0,0,0,0,0.438,0,0,0.503,0,0,0,0,0,0,0,0,0.798,0,0,0.567,51,0,0,0,0,0,92.268,0,0,0,0,0,0,0,0,0,9,0,0,0,0,11.768,350.076,0,0,3.126,0,0,0,0,0,0,0,0,0.152,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0,0,0,0,0,0,0,0,0,0,0,0.419,0,0,0,1,0,0,0,0,0,0.309,0,0,0,0,0,3.259,0,0,0,0,0,0,0,0,0,0,1,0.276,0,0,6.82,0,1.549,0,0,0,152.294,2.194,2724.013,0,1.464,0,0,0,0,0.561,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.011,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUS",0,0,51.401,0,0,0,0,43.347,0,15.89,1.517,0,0,0,0,3.701,0,0,0,0,9.948,0,0,0,0,46.652,0,952.4,0,0,8.281,0,0,0.004,0,0,0,15106.653,0,0,0,0,0,0.381,95.021,7.143,16.633,0,25.508,0,0,0,0,0,0,6.675,0,0,3.576,31.957,0,0,0,12.176,0,311.992,0,0.137,0,0,0,0,0,0,4.75,38.527,0,0,133.464,0,66.644,21.914,0,0,29.127,273.646,11.272,0,58.297,161.436,0,0,35.596,8.092,0,0,0,0,503.658,0,0,0,0,0,5.638,1.577,2.874,0,3.2,0,0,3,0,9.299,20.212,0,0,0,0,0,0,0,0,0,0.88,0,0,0,0,0,62.841,0,0,0,0,18.472,0,0,0,0,0,0,0,5.001,1607.268,9.127,7.732,118.854,0,0,0,1.185,0,0,0,2.592,2.026,16.813,25.106,0,0,0,0,214.521,0,1.02,0.19,0,0,270.355,0,78.933,75.753,0,1013.65,0,0,356.228,0,0,0,0.307,0,0,0,0,0,0,0,0,7.474,0,0,0,0,0,0,0,9.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RWA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KNA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VCT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAU",0,0,0,0,0,0,0,0,0,0.444,0,0,0,0,0,229.921,0,0,0,0,0,0,0,0,0,0,0,0,0,1.307,0.05,0,0,0,2.842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0.494,7.549,0,0,0,0,0,5,0,0,0,0,0,0,0,0,36.422,0,0,0,0,0,0,10.713,0,0,0,0,0,0,0,1353.758,0,24.425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228,1.648,0,0,0,3.664,0,0,0,0,0,0,370.134,0,1.632,0,0,0.076,0,0,0.523,250.537,0,32.197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.335,0,0,0,0,0,0,0,0,0,0,0,1.887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.868,0,0.262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.944,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IND",0,0,0.866,0,0,0,0,0.204,0.725,166.002,6.403,0,0,46.992,0,1.556,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,7.047,0,0,0,11.693,0,0,10.314,0,0,0,0,0.016,0,0,1.818,1.241,0,0.03,0,0,0,0,7.835,0,0,0,2.103,18.13,71.719,0,0,0,0,0,284.126,0.201,0,0,0,0,0,0,0,2.23,2,0,5.529,30.926,3.087,1427.283,175.358,0.145,0,1930.196,0,8.888,6.708,0,10.194,3.675,2.571,0,0,0,0,0,0,10.085,16.822,0,0,0,1.779,99.462,0,0,0,4.251,0,3.572,0,0,15.271,50.302,0,0,0,51.828,0,0,93.296,2.051,0,1.754,0,0,0,0.949,8.408,0,1.238,4.242,1,1.513,0.04,0,0,0,0,22.593,0,0,0,0,139.861,0.057,5.064,38.125,3.122,0,0.109,0,0,0,91.603,0.72,0,0,81.754,0,0,0,199.332,0.73,85.589,0,0,0,0,0,123.366,382.538,2.357,2294.552,0,0.021,0,9.352,0,97.166,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SGP",0,0,0.767,0,0,0,0,8.626,48.963,2114.082,718.669,0,143.358,61.16,0,1216.258,0.036,1.621,0.943,0.795,170.226,0,2.844,0,219.631,11.394,198.172,0.1,155.005,0,213.072,0,0,0,246.831,0,2.528,5281.853,0,2.195,0.179,0,11.846,212.682,0,13.905,3044.8,0.06,4.219,0,0,0,0,0,6.603,55.136,0,4.664,131.598,2883.93,5.707,1.637,0,9.905,0,32563.16,6.187,0,0,0,0,0,0,0,9070.958,428,1.548,124.964,96.173,32834.173,770.773,97.964,0,0,22490.228,0,1.101,1.473,0.352,5069.632,13.272,4.028,5.69,155.341,6.588,18.106,2.03,0,16234.614,77.509,0,1.895,0.735,16.152,1551.508,4.646,0,0,7.426,0,2.33,0,0,130.656,9059.151,0,0,3.547,262.059,0,0,70.427,901.318,0,217.398,28.954,50.743,1.442,7.073,2045.516,3658.514,306.134,1.452,13.208,486.635,0,0,0,0,0,387.971,0,4.467,0.182,2968.827,0,371.795,1049.433,145.361,334.716,0,473.946,11.001,0,0,7.355,559.672,0.815,0,13786.705,0,0,1.341,1790.452,1.519,763.627,2.312,0,0,37.097,0,78.138,16745.489,0,13081.899,0,0.318,148.284,0,0,0,39.693,0,0,0,1.98,0,0,1.296,0,0,0,0,0,0,0,0,0,4.829,0,0,0,0,0,0,0,0,0,0.214,0,0,0,0,0,0.902,0,0,0
"SVK",0,0,0,0,0,0,0,0,3.231,0,10.992,0,0,0,0,2.525,0,0,0.623,0,0,0,0,0,0,0,0,2.407,0,0,1.641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2666.896,0,1.98,0,0,0,0,0,0,0,0,0,0.822,42.407,0,0,0,0,0,2261.937,0,0,0,0,0,0,0,0,8.577,12.543,0,0,0,7.208,2,11.035,0,0,13.694,0,0,0,0,2.126,0,0,2.113,1.549,0,0,0,0,79.874,0,0,14.951,0,0,0,0,0.408,0,22.341,0,0,0,0,0,21.774,0,0,0,0.898,0,0,0,0.764,0,0,0,0,0,0,0,139.416,0,0,13.999,1.983,0,0,0,0,0,0,0,0,0,0,0,0,0,12.836,0.87,0,88.35,0,0,0,48.617,9.27,0,0,0,0,0,0,69.997,0,2.693,0,0,0,39.657,1.657,0,186.761,0,10.015,0,0.545,0,0,0,0,13.476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",0,0,0,0,0,0,0,0,0,3.766,0,0,0,0,0,0,0,0,0,0,0.544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,1.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.692,0,0,0,0,225.684,0,0,0,0,855.363,0,0,0,0,48.811,0,0,0,0,0,0,0,0,9.883,0,0,0,0,0,4.123,0,0,0,0,0,0,0,0,0,91.6,0,0,0,0.058,0,0,0,0,0,0,0,0,0,0,1.264,0,0,0,0,13.86,0,0,0,0,0,0,0,0,0,4.49,163.63,0,0,0,0,0,0,0,0,0,23.596,0,0,0,6.032,0,0,0,0,0,0,0,0,0,0,0,0,10.403,0,41.903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVN",0,0,0,0,0,0,0,0,0,0.279,89.169,0,0,0,0,112.528,0,0,139.022,0,0,0,0,0,0,4.254,0,0,0,0,0,0,0,0,0,0,1.774,17.106,0,0.223,0,0,0,428.678,0,0,2.002,0,1.661,0,0,0,0,0,0,11.144,0,0,0.071,25.984,0,0,0,0,0,681.487,0,2.807,0,0,0,0,0,0,2.717,100.216,0,0,0,0.044,0.574,407.547,0,0,0,0,0,0,0,0,14.816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.469,0,0,0,0.316,0,0,0,0.067,0,0,0,0,0,0,0,5.192,0,0,0,0,0,0,0,0.481,0.113,0,38.878,56.243,0,0,0,0,0,0,0,0,0,81.12,0.842,45.816,0,0,3.819,0,10.635,0,0,0,3.514,36.364,0,0,0,0,0,0,0,0,7.546,0,0,0,0,23.314,54.676,33.613,0,13.534,0,0,0,0,0,0,250.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZAF",0,0,6.201,0,0,51.147,0,0,0,205.374,7.722,0,0,0,0,0.273,0,0,0,455.457,0.138,0,0,0,0,21.039,0,0,0,4.918,3.089,0,0,0,0.17,0,60.164,235.947,0,0,0,1.88,0,0,0,1018.703,22.969,0,2.795,2.652,0,1.556,0,1.571,0,0,0,0,0.575,22.824,0,0,0,0,0,149.877,53.412,82.777,0,0,0,1.308,0,0,0.534,23.694,0.161,0.706,3.257,2.914,16.861,15.642,0.264,0,12.499,0,48.513,87.799,0,186.082,0,4.999,0,0.295,0,0,2.149,125.529,3.203,0,8.665,0.915,0,133.682,169.024,0,0,0,1795.906,219.563,0,857.877,0,0,133.277,0,0,36.025,29.051,0,0,44.787,18.327,0,0,0.308,0.792,0,0,64.429,1.279,2.747,0,73.139,3.921,172.269,0,0,0,0,3.939,9.841,2.827,0,805.487,125.258,3.001,0,0,0,296.06,12.691,0,0,157.483,57.864,32.073,0,0,16.389,0,0,0,33.343,59.61,0,0,0,42.42,0,2.878,0.06,572.586,40.959,212.629,0.959,0.271,0,7.478,0,0,0,736.261,0,0,0,0,0,0,0,0,72.882,1.295,64.382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,209.004,0,0
