"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","CCK","COL","COM","COG","COD","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","EST","FJI","FIN","FRA","PYF","GAB","GEO","GMB","PSE","DEU","GHA","GIB","KIR","GRC","GRD","GTM","GIN","GUY","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MUS","MEX","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NLD","CUW","ABW","SXM","NCL","VUT","NZL","NIC","NER","NGA","NOR","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","TLS","QAT","ROU","RUS","RWA","SHN","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TTO","ARE","TUN","TUR","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WLF","WSM","ZMB","CXR","COK","DJI","GUM","MNG","TON","SOM","SSD","TKM","NPL","ERI","MRT","HTI","SPM","TCA","GRL","IRQ","BES","FSM","MHL","PLW","GNB","YEM","ATF","TUV","BLM","KNA","NIU","NFK","TKL","BTN","MNP","FLK"
"OMN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.822,0,0,0,0,0,0.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.466,0,0,0,0,0,0,0,0.248,0,0,0,0,0,0,0,0,0,2.777,0,0,0,0,0,0,0,0.981,44.483,0,0,0,0,0,0,0,0,0,0,0,0,0,143.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1129.691,0,0,0,0,0,0,0,0,0,0
"NAM",0,0,0,0,0,103.805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.066,0,0,0,0,0,0,0,0,0,0,0,0.084,0,0,0,0,0,0,16.386,0,0,0,0,2.775,0,0,0,0,8.686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.113,1.063,0,0,0,0,0,2.385,0,0,0,0,0,0,0,0.396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NRU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NLD",0,3.492,499.684,0,0,70.529,0,197.778,5.623,91.735,14244.735,0,4.268,5.007,79.065,0,69379.311,0,1.024,1.395,2.861,146.991,0,0,0,0.127,1823.606,6.875,7.202,347.381,0,3.679,7618.244,468.295,0,0,179.991,0,34.031,6489.332,0,1.115,0,1.873,36.969,0.563,253.007,0.144,698.302,13839.665,35.2,17074.417,14.039,49.902,2.33,2.561,0,15.683,5805.772,26.269,5977.143,63029.488,1.033,0.988,17.367,0,0.459,270366.493,33.67,0.472,0,2003.463,6.527,0.011,0.642,67.701,0,6821.436,34224.648,55.881,520.871,3.314,4014.155,582,94491.64,5.331,45.472,307.456,127.695,14.373,7.502,0,627.877,167.387,0,0,12.452,0,232.337,127.822,0,1371.31,16864.873,0,0.122,90.007,321.805,9.621,83.071,1528.277,2.137,331.187,39.679,6.664,0,388.233,8.735,12.328,0,0,0,39.378,369.464,49.807,0,0,31.251,0,0,170.893,1783.145,67.241,0.237,0,12.133,6.556,54.389,0,33202.987,10952.626,0,63.801,8255.377,2298.263,40.33,0,0,2.25,7.517,33.585,0,61.667,2.874,25.77,0.047,4.338,274.094,847.111,9305.701,1270.417,1224.092,308.665,0,26502.08,10.544,45.426,0,18940.463,15211.924,0,0,2579.916,0,0.216,87.3,235.659,4280.044,6.87,1720.395,51.502,16.355,54195.473,18.609,5099.969,10.898,2.749,0.255,0,0,0,0.724,0,0,0,0,0.28,0,0,0,0.012,0.107,2.361,0,0,0,0,0,3905.41,578.783,0,0,0,0,0.007,0,0,0,0,0,0,0,0,0,0
"CUW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SXM",0,0,0,0,0,0,6.569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0,0.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VUT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.644,0,0,0,0,0,0,0,0,0.274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NZL",0,0,0,0,0,0,0,0,0,455.056,1.457,0,0,0,0,0,0,0,0.762,0,0,0,0,7.258,0,1.432,0,0,0,0,0,0,10.225,0,0,0,0.605,0,0.407,24.118,0,0.358,0,0,0,5.911,0,0,0,0,0,3.01,0,0.151,0,0,0,0,0,90.752,17.249,1.82,4.296,0,0,0,0,25.072,0,0,0.178,0,0,0,0,0,0,9.786,0,0,3.041,0,0.004,0,14.337,0,0.336,0.031,0,0,0,0,3.733,0,0,4.152,0,0,0,0,0,0,0,0,18.206,0,8.502,12.002,0,0,0,19.087,0,0,0,0,0,0,0.175,0,3.52,0,0,0,0,77.865,0,0,0,0,0,0,0,0.036,0,0,0,0,6.508,0,0,0,0,0.307,0,0,0,0,0,0,0,0,0,0,0,0,0.849,83.952,0,0.828,0,2.486,0,1.411,0,0,0,3.685,8.009,0,0,0.599,0,0,0,0,1.297,0,0,0,0,6.384,0,71.527,0,1.547,0.612,0,0,36.4,0,0,16.775,0,1.089,0,49.446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092,0.11,0.459,0,0,0
"NIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.251,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.421,0,0,25.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.006,0.835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372,0,0,0,0,0.333,0,0,0,0,0,0,0,4.827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.215,0,0,0,0,0,0,0,0,0,0,0,0,12.374,0,0,0,0,0,8.478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.656,0,0,0,0,0.693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.031,0,0,0,0,0,0,0.079,0,0,0,0,0,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NOR",0,0,0,0,0,6.735,0,0.119,0.053,0,7.266,0,0,0,0,0,6.847,0,0,0,0,3.878,0,0,0,0,6.642,0,0,0,0,297.152,4.4,0,0,0,0,0,0,0.304,0,0,0,0,0,0,0,0,0,11.571,0,137.291,0,0,0.195,0,0,0,40.458,0,1.665,141.37,0,0,0,0,0,48.769,0,0,0,0,0,0,0,0,0,0,0.52,15.497,0.82,0,36.478,0.949,14.936,0,0,0,0.256,0,1.759,0,0.912,0,0,0,0,0,0,0,0,14.118,0,0,0,0,6.363,0,0,0.236,0,0,0,0,0,0,0,0,1.624,0,8.835,1.494,0,0,0,0,0.956,0,0,0,0,0,0,0,0,0,0,0,0.565,0.344,0,0,0,2.761,0,0,0,0,0,0,0,0,0,0,0,1.622,4.098,6.74,0,0,149.305,0.572,3.664,5.863,0,0,0,231.839,8.441,0,0,423.253,0,0,0,465.519,0.118,0,0.452,0,0,130.382,0,186.718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117,0,0,0,0,0.066,33.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168,0,0,0,0,0,0,0.507,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,4.107,0,0,0,0,0,0,506.069,0,0,0,0,0,0,0,1289.405,0,0,0,0,0,0,0.113,0,0,0,0,0,0,0,0,0,0,0,0.362,308.029,0,3.474,0,0,0,0,0,0,0,0,0,0,98.997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35,245.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.221,0,21.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.966,0,3.261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0.685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1.184,0,0,1.754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.387,0,0,0,0,0,0,0,0,1.211,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.087,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHL",0,0,0,0,0,0,0,0,83.284,662.065,583.237,0,0.198,0,2.12,0,1242.114,0,0.08,0.085,0,929.867,0,7.199,0,0,36.645,0,0,66.6,16.905,0,2982.045,0,0,0,0,0,0.565,41915.588,0,0.9,0,0,0,23.971,4.072,0,0,1376.813,0,21.985,0,16.845,0.03,0,0,0,149.117,0,692.011,102407.648,0,0,0,0,0,52492.928,0,0,0,0.17,0,0,0,0,0,66766.26,267.258,6.956,960.29,0,1421.527,1470.851,892.735,0,0,209556.167,17.978,0,0.008,0,166.724,0.403,0.082,0,0.062,0,4.196,0,0,11.127,0.035,0,0,0.187,1655.235,0,0,0,0,188382.765,24.761,0,0,0.059,0,10.897,0.008,0,920.065,0,0,0,0,0,261.202,0,0,0,713.542,5.443,0,0,0,0.289,0,0,1205.371,15.758,0,49.745,10.217,73.623,16.875,0,0,0,0,0,0,0,0,13.612,0,0,249.338,37517.904,5.545,7083.1,99.304,234.991,0,602.866,0,0,0,129.982,2352.198,0,0,6056.224,0,0,444.933,1324.104,1137.557,2.75,787.931,8.862,0,2634.81,0,110950.48,0,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PCN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POL",0,0.093,0,0,0.009,0,0,2.126,210.518,533.482,3122.936,0.261,0.207,0,107.194,0,467.397,0,0,3.673,0,61.433,0,0,0,0,562.4,0,0,138.175,0,0.046,79.36,26.013,0,0,253.071,0,18.808,462.064,0,591.143,0,0,0,0.359,42.603,0,217.655,1070.078,0,222.273,0,1.627,0.331,0,0,8.433,2165.646,0,265.196,5004.449,0,0,1.113,0,0,6296.109,0,0,0,311.472,0,0.147,0,0,0,287.23,3100.967,13.687,17.714,0.01,24.84,746.157,739.505,0,0,62.267,3.806,0,0,0,694.145,24.178,0.08,0,0,0,123.952,0,0,639.164,6.688,0,0,0,21.178,0.343,0,0.673,0,307.976,78.845,1.15,0,6.934,0,0.108,0.189,0,12880,0,0,0,0.042,0,81.603,0,0,0.049,383.077,45.895,21,0,5.448,0.504,2.785,0,0,81.369,0,0.308,247.978,277.073,0,0,0,0,0,0,0,45.194,0,97.956,0,0,246.141,57.796,177.393,424,53.591,208.554,0,448.292,0,0,0,1238.943,353.877,0,0,4.299,0,0,775.58,1.781,118.821,0,2510.415,0.48,1.269,574.637,0,543.467,4.053,3.789,1.35,0.006,0,0,0,0,0,0,0,0.091,0,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRT",0,0,39.841,0,0,991.877,0,0,1.1,14.041,110.932,0,0,0,0,0,608.122,0,0.935,0,0,75.682,0,0,0,0,9.949,0,0,0.6,0,2.69,2.814,1111.766,0,0,0,0,10.73,0.853,0,8.76,0,0,0,4.612,0,0.529,0,392.945,0,183.279,0,1.056,2.335,0,17.657,0,0,0,0.054,4119.733,0,1.24,0.053,0,0,2297.618,11.332,0,0,86.673,0,0,0,0,0,3.323,0.303,0,0,0,0,348.173,2.944,40.062,0,0,10.496,95.996,103.723,0,0.658,173.008,0,0,0,0,0,0,0,0,21.887,0,0,3.899,168.645,0,0,0,0,84.064,0,0,0,192.05,53.553,0,45.736,0,303.295,0,0,0,0,0,0,0,0,10.338,0.931,0,0,0,0.125,0.095,4.658,0,674.274,0,0,0,247.103,0.339,1.125,0,0,0,0,0,38.959,0,27.071,0.561,0,0,0.042,0.423,0,0,2.938,22.73,0,4517.023,0,0,0,251.945,51.481,0,0,68.508,0,0,1.779,0.901,1491.382,0,0.191,0.143,0.522,258.555,39.329,20.507,2.363,1.306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.049,0,0,0,0,0,0,0,0,0,171.443,0,0,0,0,0,0,0,0,0,0,0
"TLS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QAT",0,0,0,0,0,0,0,0,0,0,2.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362,0,0,0,0,0,0,0.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205,0,0,0,0,0,0,0,0,2.403,0,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0.533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.525,0,0,0,0,0,0,0,0,0,92.512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.753,0,0,0,0,5.405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
