"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BTN","BOL","BIH","BWA","BRA","SLB","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","CAF","LKA","CHL","CHN","CXR","COL","COM","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","DNK","DMA","DOM","ECU","SLV","ETH","EST","FLK","FJI","FIN","FRA","PYF","GAB","GEO","GMB","PSE","DEU","GHA","GIB","GRC","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LBN","LVA","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","ANT","ABW","NCL","NZL","NIC","NER","NGA","NIU","NOR","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","QAT","ROU","RUS","SHN","KNA","AIA","LCA","SAU","SEN","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TTO","ARE","TUN","TUR","TKM","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","SCG","ZMB","CCK","KIR","GUM","LAO","VUT","NFK","MHL","RWA","VCT","BDI","BEN","LBR","CYM","GRL","GRD","SPM","YEM","MYT","IRQ","GNB","DJI","TCD","GNQ","ERI","BLZ","SOM","FSM","STP","TON","WLF","TLS","LSO","SMR","TKL"
"PAK",0,0,0,0,0,0,0,0,0,0.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.891,0,0,0,0,0,0,0,1.953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0,0,0,0,0,0,0,0,0,0,0,63.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAN",0,0,0,0,0,0,0,0,0.063,0,0,0,0,0,0,0,0,0,0,1.244,0,0,8.435,0,0,0,0,0,0,0,0,0,0,0,0,4.482,0,0,0.975,0,0,0,0,98.238,0,95.915,0,0,0,0,0,26.649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.458,0,0,0,2.698,12.772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.735,10.248,0,0,0,0,0,0,0,0.775,7.832,0,0,0,0,0,0,0,0.416,0,0,0,0,0,0,0,1.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.238,0,0,0,0,0,0,0,0,0,2.626,0,2.055,0,1.224,0,120.279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.744,0,0,0,0,0,0,0,0,0,0.109,0,0,0,0,0,0,0,0,0
"PNG",0,0,0,0,0,0,0,0,0,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.298,0,0.284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PER",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,7.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.116,0,0,0,0,0,0,2.246,0,0,0,0,0,1.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.626,0,0,0,7.446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.337,29.556,0,0,0,2.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHL",0,0,0,0,11.903,0,0,0,96.519,116.362,2.676,0,0,0,0,0,35.43,0,0,0,0,0,0.772,0,0,0,0.007,0,0,0,0,393.079,0,0,0,0,10.592,0,0,0,0,0,0,0,0,0,0,0.377,1.485,0,0,0,0,0,44.406,0,0,189.096,3032.821,0,0,0,0,0,38938.862,0,0,0,0,0,0,0,0,6604.84,0,0,0,0,1.365,621,7.133,0,0,11405.303,0,0,0,0,931.875,0.733,0,0,0,0,0,0,0,0,0,323.912,0,0,0,0,0,156.674,0,0,0,1139.742,0,0,0,0,0,274.373,0,0,0,29.841,0,0,0,0,6.022,0,0,0,0,0,0,72,0,0,3,0,0,0,0,0,0,0,0,0,1.896,1648.245,0.001,0,0.002,22.855,0,319.51,0,0,0,0.109,398.714,0,0,808.865,0,0,0,0,16.323,0,0,0,0,0.003,0,784.377,0,23318.723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POL",0,0,0,0,0,0,0,0,0,7.651,0.937,0,0,0,0,0,47.918,0,0,0,0,0,5.176,0,0,0,1.14,0,44.8,0,0,0,0,0,0,5.512,6.834,0,0,0,0,0,0,0,1.19,0,0,166.203,90.008,0,0,0,0,0,156.6,0,0,0.774,879.135,0.387,0,22.878,0,0,1573.533,0,0,0.427,0,0,0,0,0,33.388,112.575,0.54,0,0,71,5,51.672,0,0,26.712,0,0,0,0,10.187,0,0,0,229.782,0,107.891,0,0,0,0,0,0,0,0,0,0,0,0.79,0,0,0,0,0,0,0,0,4400.107,0,0,0,0,0,0,215,0,274.251,0,0,0,0,0,0,0,4.864,0,154.518,284.867,0,0,0,0,0,0,0,0,0,75,96.989,0,7.999,6.503,0,33.818,0,0,0,3.163,0.324,0,0,42.684,0,0,0,0,563.512,0,0,0,482,0,0,224.52,0,44.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRT",0,0,0,0,0,747.979,2.137,0,94.792,18.074,935.225,0,0,0,0,0,5688.474,0,0,0,0,0,81.486,0,0,0,0.489,0,0,0,0,14.63,48.072,0,0,0,63.587,0,0,0,0,0,0,0,0.527,6.683,10.455,51.77,0,0,0,0,0,0,4.601,0,0,43.72,7289.364,6.582,0,2.1,0,0,6928.614,0,0,85.203,0,0,0,0,0,62.709,2062.25,6.138,0,0,8.369,130.662,163.508,0,0,36.579,0,0,0,0,220.65,5.009,0.137,1.768,0.989,0,1.591,0,0,0,0,73.897,0,0,15.107,0,0.167,217.864,0,0,0,15.512,40.277,0,0,0,0,7577.964,0,0,0,20.611,0,0,1.169,0,35.837,0,0,0,0,0.774,0,14766,0,0,37,36.482,0,0,0,0,0,13.901,0,0,0,9.233,4.849,0,25.425,14.898,0,2205.492,0,0,0,1140.547,425.789,0,0,13.192,0,0,0,1.061,2.014,0,0,0,0.27,0.318,0,15936.174,0,385.457,0,0.353,0,0.256,0,1,0,0,0,0,0,0,0,0,0,0,0,0.949,0,0,0,0,0,0,1.452,0,80.323,0,0,0,0,0,0,0,13.743,0,0,0.076,0,0,0
"QAT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.183,0,0,25.642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.098,0,0,0,0,0,0,0,0,0.308,0,0,0,0,0,0,0,0,0,0,0,0,88.133,0,0,0,0,0,0,0,0,14.425,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROU",0,0,0,0,0,0,0,0,0,0,41.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.364,0,0,0,0,0,0,0,0,0,0,0,0,19.271,67.534,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,5,0,0,0,0,65,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.791,0,0,0,0,0,0,0,2.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.015,0,0,0,0,0,78,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUS",0,0,38.633,0,0,0,0,18.258,0,0.438,0.134,0,0,0,4.688,0,9.331,0,0,0,0,0,0,0,0,0,17.657,0,238.5,0.182,0,0.552,0,0,0,1630.872,852.796,0,0,0,0,0,0,0,0,154.674,0.107,21.504,0.364,0,0,0.184,0,400.72,2.369,0,0,9.513,44.234,0,0,5.191,0,0,58.306,0,0,40.433,0,0,0,0,0,82.265,1881.129,0,0,4.134,0,348.677,30.589,0,0,283.822,1116.549,0,0,0,329.229,31.104,56.729,0,9.667,0,88.45,0,0,0,0,0,0,0,0,0,0,0,1.845,21.805,0,0,0,0,0,0,0.4,28.849,0,0,0,0,0,0,0,0,0.113,0.556,0,0,0,0,0,14.3,0,0,0,0,0,0,0,0,0,0,0,1.078,837.88,376.6,22.894,41,20,0,26.304,39.954,0,0,0,0.443,11.114,0,2.524,0,0,0,75.163,0,80.278,59.562,0,0,684.737,0,234.555,96.588,0,5609.573,0,0,1145.478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.078,0,0,0
"SHN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KNA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1281.481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAU",0,0,0.214,0,0,0,0,0,0,0.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.988,0,0,0,0,10.811,0,0,0,0,0,12,0,0,277.906,0,0,0,0,0,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.987,0,0,0,0,0,0,0,0,62.674,0,0,0,0.529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.814,0,0,0,0,0,0,0,1.377,0,0,0,2.9,0,0,0.854,0,0,234.934,0,0,0,0,0,0,0,4.664,4612.794,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IND",0,0,117.142,0,0.155,0,0,0,62.053,124.97,15.487,0,0.973,18.66,0,0,52.965,0,0,0,0,0,28.553,0,0,0,6.479,0,0,0,0,225.975,0,0,12.535,0,72.85,0,0,0,0,0,0,0,0,0,10.324,1.839,0,0,0,0,0,0,0,0,0,19.132,299.48,7.124,0,0,0,0,514,0,0,2.494,0,0,0,0,0,33.462,2,0,10.969,0,0.075,19,254.995,0.61,0,26.535,0,9.922,6.964,0,82.164,0,0,64.395,0,0,0,0,0,0,0,4.308,0.824,0,0,0,2.464,113.388,0,0,0,0,0,4.027,0,0,1.287,31.673,0,0,0,7.629,0,0,91.651,0,7.538,0,0,0,0,0.035,4.94,0,0,0,0,40.041,0,0,0,0,6.055,0,0,0,0,99.669,0,0,2.804,2.419,0,22.104,121.233,0,0,166.624,4.766,0,0,5.198,0,0,3.6,0,2.761,0,0,0.319,0,0,1.858,1327.681,21.6,1433.05,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SGP",8.772,0,21.989,0,13.367,0,0,6.055,290.139,3686.34,176.455,0,122.12,338.275,0,0,897.34,0,0.166,0,0.232,0,708.899,1.18,0,683.487,4.298,749.031,0.1,41.679,0,1213.576,0,0,223.072,1.459,4623.784,0,1.017,0,0,0,0,17.832,94.156,0,78.313,1723.893,507.794,0,0,1.107,0,0,1.961,0,2.273,54.553,4182.414,104.329,0.286,0,0,0,38414.678,0.623,0.354,2.67,0.052,0.273,0,0,0.13,8793.631,290.268,3.183,73.606,47.836,58547.725,2017.167,229.091,2.347,0,9756.407,0,0,2.104,7.687,3286.956,32.809,8.396,0.745,1.025,0,4.357,35.627,5.505,0.749,0,33345.194,97.672,0,0.506,0,9.743,4049.204,0.008,0,0,65.411,0,6.548,0,0,113.147,9467.259,0,0,12.806,271.62,0,0,34.66,0,177.587,287.348,109.991,23.201,1.043,2.084,7306.277,6096.143,45.667,2.622,8.447,191.446,0,0,0,0,129.958,0.091,74.151,0,2305.306,0,177.819,991.505,138.833,854.006,1.947,4529.447,8.167,0,0,182.339,261.69,7.803,0,12357.235,0,0,876.723,18.963,5155.404,0,0,0.031,0.14,0.709,204.304,6768.898,0,29732.948,0,0,39.876,0.884,0,65.479,0,0,0,0,0,1.224,0,0,0,0,0,0,0,0,0,0,0,0,0.652,0,0,0,0,0,0,0,0,0,0,0,0,2.307,0,0,0
"SVK",0,0,0,0,0,0,0,0,9.257,0,17.724,0,0,0,0,0,79.152,0,0,0,0,0,0.399,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.344,0,0,334.814,2.895,0,0,2.416,0,0,0,0,0,0.325,7.467,0,0,0,0,0,3487,0,0,0,0,0,0,0,0,0.347,5.507,0,0,0,0.926,0,4.788,0,0,0,0,0,0,0,0.148,0,0,9.308,2.068,0,0.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.977,0,0,0,0.788,0,0,0,0,0,0,0,0,0,0,0,107.75,0,0,8.137,2.432,0,0,0,0,0,0,0,0,0,0,0,0,8.216,0,0,0.003,0,0,0,93.463,0.186,0,0,0,0,0,0,0,0,0,0,0,6.839,0,0,11.199,0,29.413,0,0,0,0,0,0.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",0,0,0,0,0,0,0,0,0,2.655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,20.064,0,0,0,0,35.78,8,0,0,0,1759.665,0,0,0,0,15.203,0,0,0,0,0,0,0,0,0,0,2.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.997,0,0,0,2.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,3.551,3.179,0,0,0,0,0,0,0,0,0,0,0.769,0,0,53.22,0,0,0,0,0,0,0,0,0,0,0,0,0,43.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVN",0,0,4.561,0,0,0,0,0,0.838,449.156,59.109,0,0,0,0,0,274.818,0,0,0,98.26,0,0,0,0,0,0.489,0,0,0,0,0.201,0,0,0,0,0,0,0,0,0,0,0,0,142.541,0,0,4.046,0.572,0,0,0,0,0,1.548,0,0,0.08,0.224,0,0,0,0,0,476.291,0,0,0,0,0,0,0,0,0.001,2.35,0.523,0,0,11.347,0,636.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0.593,0,0,0,0,0,0,0,0,0.133,0,0,0,0,0,0,0,0,0,7.185,40.094,0,0,0,0,77.321,0,0,0,2.214,0,15.146,0,0,0.57,0,1.288,0,0,0,0.206,10.924,0,0,1.141,0,0,0,0,7.13,0,0,0,0,37.825,0,23.01,0,0.755,0,0,0,0,0,28.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZAF",0,0,0,0,0,20.461,0,0,8.297,172.645,10.905,0,0,0,0,0,0.618,0,0,0,0,278.617,7.417,0,0,0,9.56,0,0,0,0.656,28.14,0.164,0,0.728,1.069,4.353,0,0,0,0,0.654,0,0,0,0,849.241,29.492,0.101,0,0,3.963,0,18.22,0,0,0,80.542,473.523,0,0,0,0,0,629.084,116.226,0,6836.619,0,0,0,0,0,20.75,31,0.437,0,0,26.629,29.369,13.104,3.374,0,67.793,0,0,99.842,0,17.511,0,0,3.618,0,0,0,0,0,0.029,108.545,9.264,0,139.208,0,0,42.239,1.385,0,0,0,19.858,121.303,0,895.495,0,0,128.3,0,0,0.9,33.558,0,0,1.25,0,2.367,0.28,0,0,0.276,6.736,0,12.651,4.07,0,51.725,0,0,0,0,0,0,5.308,1.096,0,4.436,42.767,2.097,0,0,0,207.103,2.993,4.507,0,228.752,62.305,9.787,0,0,7.366,0,0,1873.315,2.747,1.618,0,0,124.453,152.866,6.473,34.694,1610.494,51.706,231.762,0,0,0,0.03,0,0,404.064,0,0,0,0,0,0,0,0.726,0,0,0.073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186.956,0,0
"ZWE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.906,0,0,0,0,0,0,0,0,0,0,0,2.459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.822,0,0,0,0,0,0,0,0,14.689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.175,0,0,0,0,0,0,0,0
