"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","LKA","TCD","CHL","CHN","CXR","CCK","COL","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","ERI","EST","FJI","FIN","FRA","PYF","GAB","GEO","GMB","DEU","GHA","GIB","KIR","GRC","GRL","GRD","GUM","GTM","GIN","GUY","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NPL","NLD","CUW","ABW","SXM","BES","NCL","VUT","NZL","NIC","NER","NGA","NIU","NFK","NOR","FSM","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","QAT","ROU","RUS","RWA","SHN","KNA","AIA","LCA","SPM","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SSD","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TTO","ARE","TUN","TUR","TKM","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","BTN","SLB","PSE","NRU","TLS","TON","BLM","FLK","ATF","GNB","DJI","HTI","COM","PLW","MHL","WLF","MNP","CAF"
"PER",0,0,0,0,0,0,0,0,0,1.435,0,0,0,0,0,0,2.304,0,62.373,0,0,29.628,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,539.158,0.191,0,0,231.834,0,0,0,131.5,0,0.025,0,0,0,0,0,21.072,433.392,21.032,0,0,0,0,0,0,0.645,0,0,0,0,49.539,0,0,0,0,0,0,0,9.384,0,0,17.384,13.23,0,0,0,0,0,0,3.741,1.634,0,0,16.128,0,0,0,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528.411,0,0,0,0,0,0,0,0,0,54.827,0,0,0,0,0,0,0,60.908,0,0,0,0,0,0,0,164.826,0,0.907,0,0,0,0.385,0,0,0,0,0,0,0,0,0,0.244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.092,0,0,0,0,0,0.097,0,0,21.628,0,0,0,0,0,0,0,0,0,2.64,0,0,0,0,468.385,0,10.68,0,285.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHL",0,0,0,0,0,0,0,0,189.667,4374.067,323.976,0,0,0,0,0,22.075,0,3.738,0,0,176.231,0,0,0.07,0,0,0,0,0.26,0,5855.054,0,0,0,0,7.336,7488.483,0,0,81.403,0,0,0,6.019,0.472,0,0,131.356,0,1.904,0,0,7.045,0,0,0,0,100.45,0.074,2.895,241.238,0,0,0,0,2702.86,0,0,0,0,0,0,0,0,0,0,0,9613.915,11.919,0,1803.28,0,0,7.782,14.182,130.709,0.48,0,15404.182,11.4,0.53,0,0,16845.468,0,0,0.62,19.381,0,0,0,0,0.786,6.063,0,0,0,444.202,0,0,0,0,0,5468.549,0.91,0,0,0,46.025,0,0,0,0,270.849,0,0,0,0,2.271,0,0.08,0.156,0,0,0,0,33.465,0,0,0,0,0,23.812,0,851.531,15.234,0,15.855,109.548,0,0,0,0,0,0,0,0,0,0,0,12.663,0,0,209.452,349.661,132.602,2.78,50.445,0,14.597,1.046,2.5,0,0,0,0,11.831,517.489,0,0,17882.452,0,0,0.966,10.356,0.968,317.737,0,0,0,0,0,0,864.046,0,1536.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089,0,0,0,0
"POL",0,2.983,57.929,0,17.114,101.843,0,465.826,20.01,851.968,3003.508,4.969,68.223,0.066,26.131,0,949.315,0,8.709,28.852,9.188,4582.918,0,0.027,11.915,616.482,0.809,0,1010.592,0.074,5.565,400.645,0,0,0.14,0.893,57.093,734.472,0,0,94.422,0.247,0,0,90.184,421.916,0,24.552,24144.072,0.274,1088.227,0,1.055,14.792,5.432,0,1.825,0,1201.263,0,1782.22,10221.243,4.346,0,25.769,0.319,26247.05,0,0.419,0,621.811,0,0,0,1.31,0.052,0,0.287,243.597,11845.869,43.529,70.736,142.377,1.997,88.785,176.348,4532.197,2.11,1.348,228.177,184.135,22.628,11.909,0,406.894,1.96,33.952,0,45.195,0,2103.365,0,12.674,2371.001,40.625,0.791,4.817,0,169.696,0.151,4.444,14.276,0,2.937,507.695,6.206,99.028,8.402,0,585.229,1.079,14.133,9.21,0,8918.087,1.279,0,0,0,5.192,0,84.566,0,0,13.175,0,0,1778.235,0,1.623,7.738,0,20.835,16.93,655.505,0,1299.818,35.538,2268.317,5861.822,0,0,0,0,0,0,0,0.346,0,254.913,1.092,298.972,0.141,0,426.648,111.66,4912.951,181.174,430.943,0,135.031,0,1121.123,0,0,46.99,0,1662.59,1668.837,0,0.018,146.342,0,0,0.308,305.687,101.16,506.117,0,0,0.133,724.272,17.228,22.08,10736.825,12.907,5085.515,1.575,23.857,13.711,1.92,0,0,0,0,0.196,0,0,0,0,0,0,0,0,0,3.888,0,0,0,0,0,0
"PRT",0,10.948,5.752,0,1.011,7519.198,0,62.007,86.983,129.02,34.394,0,3.303,0,4.02,0,3880.941,0,40.268,2.032,0,629.124,0,0,0.019,0,0,0,0,0,0,60.999,276.06,0,6.35,0,39.983,854.354,0,0,28.863,44.496,0,0,0,351.103,0,0.129,42.751,0,13.338,0,7.037,19.952,0,62.739,0,0,0.44,0,0.326,1257.393,0.326,2.46,2.346,0,11068.689,72.278,0,0,22.98,0,0,0,0.215,1.804,0,0,6.664,3145.542,0.394,128.386,0,0,0,155.715,312.121,7.954,0,20.928,5.864,52.786,0,0,25.386,48.946,0,0,8.847,0,0,0,0,13.568,4.098,0.848,0,18.527,333.401,0,0,0,0,45.727,27.254,0,0,0.355,0,155.694,628.076,0.136,0.225,0,2304.41,0,0,0,1.932,1.273,0,2.229,0.367,0,13.635,0,0,32.637,0,0.825,0.399,0,25.789,36.837,0,638.42,0,4.839,1999.217,52.749,0,0,0,0,0,0,0,0,67.748,58.651,65.724,2.118,0,0,562.375,257.257,176.676,27.854,12.122,0,115.071,1.977,13627.193,0,22.155,0,5.115,2389.977,93.519,0,0,607.889,1.026,0,0,326.07,31.12,80.825,0,0,0,0.219,1.828,2.998,3011.071,0,6080.127,37.399,15.751,0,27.902,0,0,0,0,0,0,0,3.014,0,0.19,0,0,10.253,0,31.06,0,0,0,0,0,0
"QAT",0,0,0,0,0,0,0,0,0,0,0.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.577,0,0.147,0,0,0,0,0,0,0,0,0,0,22.729,0,0,0,0,70.758,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,47.446,0,0,0,0,0,0,0,0,0,0,0,0,0,19.362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0.071,0,0,0.038,0,10.746,0,2.081,0,0,0,0,0,9.787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.489,0,18.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROU",0,0.829,9.003,0,0.594,0,0,14.541,1.083,699.026,286.671,0,0,0,0.19,0,7.588,0.354,0.487,4.008,0,38.054,0,0,0,1396.517,0,0,0,0,0,73.001,0,0,0,0,87.096,307.236,0,0,82.717,0,0,0,0,50.65,0,0.266,828.278,0,28.638,0,0,0,0.457,0,0,0,9.378,0,122.677,6008.556,0,0,0,0,58786.49,0,0,0,74.215,0,0,0,0,0,0,0,3.325,894.659,8.94,0.85,0.415,0,5.37,57.711,808.186,0.238,0,118.332,0,0.838,0,0,1437.841,15.131,0,0,6.959,0,88.882,0,0,6.282,2.021,0,3.774,0,0.294,0,0,23.22,0,20.402,2727.866,0,260.646,3.046,0,8.952,0,0,0,0,159.602,0,0,0,0,0,0,4.313,0,0,0,0,0,261.466,0,0,0,0,0,15.48,0.036,234.064,1.082,17.18,0,9.553,0,0,0,0,0,0,0,0,0,12.838,0,12.274,0,0,121.181,62.494,9497.451,15.643,76.442,0,26.83,0.307,92.424,0,0,0,0,55.469,100.738,0,0,285.958,0,0,1.243,24.553,0,806.726,0,0,0.051,73.726,11.941,0.957,26.972,0,5334.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUS",17.082,0,1325.007,0,0,12,0,1906.414,3.543,248.004,18.598,0,0,23.54,91.17,0,2.5,0,0,0.239,0,0.166,0,0,0,422.985,0.068,0,3626.364,0,5.28,42.386,0,0,0,0,3.135,5936.225,0,0,119.577,0,2.4,0,0.25,7.123,148.803,2319.557,245.502,0,8.269,0,0.05,3.969,0,0,808.947,0,36.366,0,1.369,3271.964,0,0,76.828,0,5504.29,0,0,0,6.431,0,0,0,0,0,0,0,202.839,225.843,0,448.717,150.193,110.906,11.635,526.699,72.347,3.264,0,2873.094,13450.899,58.192,0,0,1447.047,0,106.338,0,223.839,0,35.342,0,0,84.927,449.358,0,0,0,2955.01,0,2.8,2.893,0,0,132.476,94.004,36.204,49.781,0,107.648,34.677,0,0,0,157.832,0,0,0,0,0,0,33.256,2.85,0,66.108,0,0,0.193,0,123.521,0,0,0,200.826,0.567,609.479,23.093,0.211,15.236,0,0,0,0,0,0,0,0,0,0,172.882,0,469.339,0,0,1001.677,14.003,117.27,467.328,14.62,2.4,18.119,0,5.558,0,3.414,0,0,3.943,13.796,185.656,53.422,5.613,0,0,0,701.073,0,181.945,76.538,0,0,1801.322,0,420.891,516.809,0,1190.979,0.237,0.205,628.046,33.64,0,0,0,0,0,1.143,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0
"RWA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SHN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KNA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCA",0,0,0,0,0,0,2.022,0,0,0,0,0,0,0,0,0.243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292,0,0,0,0,0,0,0.091,0,0,0,0,0,0,0,0,0,0.163,0,329.887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SPM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VCT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0
"SMR",0,0,0,0,0,0,0,0,0,0,2.137,0,0,0,0,0,4.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.827,0,0,0,0,0.535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08,0,0,0,0,0,0,0,0,0,0,0,0,17.968,0,0,0,0,0,0,0,0,0,0,0,0,58.673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAU",0,0,0,0,0,0,0,0,0,0,0.388,0,636.873,0,0,0,0.507,0,0,0.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.653,1.47,0,0,0,0,0,0,0,1.301,0,0,0,0.486,151.878,0,0,0.601,0,1089.582,0,0,0,0,0,0,0,0,0,0,0,0,2.919,0,0,0,0,0.039,0,76.96,0,0,0,0,139.394,0,0,5.059,0,0,0,0,0,0,0,0,0.069,0.15,0,0,0,29.91,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,70.052,0,0,0,0,0,0,0,0.004,0,22.357,0,0,0,0,275.614,0,0,0,0,0,0,0,0.65,0,168.09,0,0,0,0,0,0,0,0,0,0,3.039,0,0,0,0,0,0,0,0.013,0,0.833,0,0.412,0,0.371,0,0,7.449,1.42,0,0,0.439,0,0,0,173.959,0.064,0,0,0,0,0,0,0.216,171.846,0,90.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.206,2.867,0,0,0,0,7.169,0,0,0,1.417,0,0,0,0,0,0,2.675,273.48,0,0,0,0,0,0,0,0,0,0,0,41.602,0,0,0,0.645,0,3.007,0,0,0,0,0,0,0,0,0,0.514,0,0,0,0,0,0,0,0,0,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.977,84.572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRB",0,10.148,0,0,0,1.533,0,0,0,10.911,0.834,0,0,0,0,0,82.789,0,0,592.01,0,2.552,0,0,0,83.715,0.049,0,0,0,0,726.482,0,0,0,0,0,119.876,0,0,0,0,0,0,0,184.111,0,2318.835,0.575,0,2.318,0,0,0,0,0,0,0,0,0,0,94.127,0,1.012,7230.548,0,323.48,0,0,0,3.893,0,0,0,0,0,0,0,0,97.141,4.36,0,0,0,1.031,7.595,1.842,0,0,0.078,0.839,0,0,0,25.344,0,1.371,0,0,0,0,0,0,0,0.003,0,0,0,0,0,17.535,0,0,0,0,0,0,634.568,0,0,0,0,0,0,0.095,0,0,0,0,0,0,0,0,0,2.144,0,0,0.827,0,0,0,0,0,0,0,1.764,0,113.642,0.582,7.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,33.066,0,2.459,0,72.982,0,0,0,0,2290.812,1.959,0,0,10.699,0,0,0,4.764,0.463,3.813,0,0,0.639,0,496.424,0,345.092,0.381,39.597,0,0,1816.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYC",0,0,0,0,0,0,0,0,0,0,0.471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.203,0,0,0,1.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156,0,0,0,0,0,0,0,0,0.578,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLE",0,0,0,0,0,0,0,0,0,60.157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164.503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IND",28.336,0,53.827,0,2.546,2.017,0.115,0,43.475,595.861,181.917,0,33.593,966.665,0.111,0,137.728,0.004,0.904,2.707,0,497.329,0,0,0.248,6.436,197.389,0,0.255,0.599,11.172,224,0,0,512.337,0,320.921,396.261,0,0,63.441,0.062,50.801,0,97.314,0.009,0,0.368,683.079,27.593,23.001,0,0.882,40.417,0.375,0,5.77,0,9.562,0.625,313.443,414.165,32.175,65.396,257.389,60.861,3222.901,2.576,0,0,1.377,0,0,0,6.887,1.3,12.025,9.117,548.63,95,1.541,87.221,11.16,75.891,22.005,3113.745,283.569,0.457,0,833.725,16.371,73.485,542.309,3.259,4749.961,9.772,1.661,0,1.781,0,0,0,0,11.282,0,0,9.163,34.196,308.495,35.152,1.003,0,0,28.163,1810.423,14.786,0,0,0,20.339,45.135,101.666,0,200.262,247.808,0,0,0,0,5.636,0,106.18,2.35,6.898,160.156,0,0,71.621,0,29.873,2.341,565.845,10.066,37.807,167.934,16.88,20.44,136.139,42.911,552.346,16.436,0,0,0,0,0,0,0,0,85.129,321.714,4.712,7.921,0,0,580.844,1.823,211.615,6.099,0,849.343,34.835,368.142,0,6.748,13.003,0,28.454,215.83,0.258,0,973.235,3.164,0,2.187,762.067,53.437,209.637,1.215,0,64.145,24,0.031,96.399,1075.488,35.751,6944.786,3.1,103.341,14.711,0,0,225.903,27.718,18.969,0,0,0,0,0,0,0,0,0,0,0,0.232,0,0,0,0,0
"SGP",0,0,10.605,0,0,310.94,0,58.953,115.349,6991.439,115.907,0,3.407,48546.024,1.001,0,470.58,0,15.918,0.06,0,2347.057,0,0,544.27,3.168,3412.765,0,0.81,253.625,0,1102.143,0,0,421.038,352.029,1146.033,31579.798,0,0,152.571,204.654,0,0,12.523,9.115,0,4.958,21.56,0,104.342,0,0,21.133,7.449,0,0,0,10.426,15.411,59.23,2861.484,15.443,0.305,8.648,0,4895.109,18.84,0,0,4.85,0,0,0,899.801,3.816,0,0,68118.356,4933.463,11.735,11357.344,45.596,0.148,62.041,3339.559,148.622,0.392,0.289,8931.47,58.898,0.218,6.844,7.326,10953.998,46.202,29.678,287.264,5.141,0,1.146,0,0,29.329,4.884,213.657,2.943,0,16210.423,80.553,0,14.977,0,48.917,34042.297,1.941,0.164,6.77,0,20.844,20.17,6.565,0.381,13.079,3040.611,0,0,0,0,1.849,0,700.133,0,0,1925.915,0,0,84.694,0,69.563,40.511,66.981,3.893,24.557,3428.867,310.021,20.066,9.135,156.156,243.337,1.207,0,0,0,0,0,2.551,0,0,1258.827,0,2.638,9.857,0,20526.716,0,21.955,5434.925,6.12,0,2628.997,0,734.903,6.606,0,0,0,170.813,1054.092,0,0,27351.089,0,0,49.66,628.333,229.1,275.758,37.277,0,0,3.761,0.404,15.278,1995.216,5.968,47495.59,0,1.245,0,1846.011,0,0,0,0,0,11.434,0,114.275,1.381,0,0,0,0,0,0,0,0,0,0,1.834,0
"SVK",0,0.308,1.753,0,0,0,0,0,3343.704,12.822,1135.124,0,1.091,0,0.141,0,100.765,0,0,1.595,0,11.897,0,0,0,847.858,0,0,104.251,0,28.161,31.365,0,0,0,0,4.071,104.301,0,0,56.394,0,0,0,8.813,14.808,0,13460.555,8876.602,0,260.31,0,0,0,0.6,0,0,0,11.236,0,0.272,1228.568,0,0,0.512,0,1152.597,0,0,0,5.731,0,0,0,0,0,0,25.939,7.396,2089.094,9.631,29.429,0,0,0,10.867,2066.212,0.023,0,243.725,1.587,0,16.905,0,8.831,73.641,0,0,1.873,0,572.482,0,0,43.148,20.051,0,0,0,3.118,0,0,0.871,0,0.843,1100.608,7.573,0.144,5.297,0,0.753,0,3.487,0,0,1865.709,0,0,0,0,0,0,11.759,4.619,0,0,0,0,166.569,0,0.547,0,0,0,0.81,0,20538.27,19.359,3.02,1893.251,845.969,0,0,0,0,0,0,0,0,0,0,0,9.708,0,0,5.39,22.22,0,63.05,45.875,0,8.548,0,153.56,0,0,0,0,0.535,150.683,0,0,60.971,0,0,0,73.445,5.232,87.324,15.441,0,0,125.774,27.979,0,5266.089,0,257.807,0,0,2.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
