"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BIH","BWA","BRA","BLZ","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CAF","LKA","CHL","CHN","COL","MYT","COD","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","EST","FJI","FIN","FRA","PYF","ATF","GEO","GMB","DEU","GHA","GRC","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LVA","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NPL","NLD","ABW","NCL","VUT","NZL","NIC","NER","NGA","NFK","NOR","MHL","PAK","PAN","PNG","PER","PHL","PCN","POL","PRT","TLS","QAT","ROU","RUS","LCA","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TTO","ARE","TUN","TUR","TCA","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","URY","UZB","VEN","ZMB","BDI","VCT","BOL","PRY","COK","KIR","LBY","ANT","WSM","YEM","IRQ","SDN","TCD","COG","GAB","RWA","BFA","GNQ","SPM","BMU","BTN","SLB","COM","ERI","DJI","PSE","LBR","PLW","TKM","GIB","GRL","TON","FSM","CPV","GNB","WLF","LSO","NIU","SOM","SHN","KNA","CYM"
"POL",0,0,0,0,0,0,0,0,0,0.513,30.803,0,0,0,0,0,18.749,10.628,0,83.51,0,0,0,81.973,0,14.63,0,0,8.045,0,0.145,3.421,19.835,5.834,0,0,0,14.635,0,0,1006.2,0,4.547,0,0,0,0,0.418,15.2,0,32.687,1529.991,0,0,0.866,0,1570.677,0,10.924,0,0,0,0,0,0,0,41.79,225.742,0.054,1.137,0,1.394,0.381,1072.716,0,0,3.993,3.436,0,0,0,9.141,0,0.026,0,0,43.216,153.566,9.692,0,0,0,10.817,0,0,0.244,0,0,30.076,0,1.423,0,0,0.894,0,0,0,0,4552.171,0,0,0,3.792,0,0,0,0,23.106,0,0,0,0,0,0,0,0,5.896,0,0,89.363,63.373,0,1758.106,0,0,0,7.826,0,0,1.957,0.058,109.351,0,84.198,0.387,0,17.728,0,0,65.899,47.373,0,0,0,0,0,2.245,0,9.88,0,0,0,135.227,1.921,0,139.65,0,366.11,0.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.413,0,0,0.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRT",0,0,0,0,0,178.809,0,0,0,1.489,0.501,0,6.91,0,0,0,178.164,0,0,169.848,0,0,0,0,0,0,0,0,3.968,0,0,4.476,92.318,25.459,0,0,0,0,0.004,0,165.077,0,206.27,0,0,0.401,0,0,1.522,0,0.001,236.505,0,0,0,0,42251.262,0,207.039,0,0,0,3.372,0,0,0,128.022,91.99,0,0,0,15.031,0,4568.377,8.462,0,3653.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.606,0,6.56,0,0,0,122.117,0,0,0,0,198.969,4.024,0,0,0,0.679,0,0,0,0,94.631,0,0.221,0,0,0,0,0,0,819.531,0,0,0.416,0,0,0,19.98,0.196,0,0,3.996,0,0,0,0,0,0,0.015,0,0,0.053,1011.54,0,49636.848,0,0,0,0.188,0,0,0,0,0,0,1.105,0,0,0,180.83,0,0,0,1.644,0,1637.74,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.07,111.908,0,0,0,0,0,0,0
"TLS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QAT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROU",0,0,0,0,0,0,0,0,0,2.987,93.278,0,0,0,0,0,10.158,0,0,26.202,0,0,0,0.822,0,0,0,0,10.114,0,0,0,11.039,0,0,0,0,1.753,0,0,0.097,0,0,0,0,0,0,0,0.009,0,0.697,38.275,0,0,0,0,314.301,0,3.175,0,0,0,0,0,0,0,35.243,237.474,0,3.995,0,0,0,391.677,0,0,28.381,0,0,0.077,0,4.414,0,0,0,0,0,0,0,0,0,0,4.085,0,0,0,0,0,18.499,0,30.362,0,0,0,0,0,0,0,6534.897,0,0.384,0,0,0,0,0,0,0,0,0,0,0,0,1.889,0,0.127,0,0,0,0,27.169,0,0,0,0,0,0.274,0,0,5.105,13.33,0.646,0.26,0.104,0.139,0,76.988,0,0,0.372,29.554,0,0,5.253,0,0,0,0.326,4.281,0,0,0,0,0,0,33.811,0,272.473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RUS",0.004,0,193.05,0,0,0.114,0,0.076,0.148,0.962,106.929,0,0,0,5.97,0,15.824,0.356,0,3.751,0,0,0,0.032,0,1515.6,0,0,32.647,0,0,0,111.498,0.111,0,0,0,0,1.265,0,689.467,0,0.488,0,0,0,0,0,0,0,75.989,8.841,0,0,5.798,0,2571.429,0,13.951,0,0,0,17.575,0,0,0,6.973,1.584,0,0,0,2919.179,74.98,29.979,0,0,42.668,71.539,18.162,0,0,4513.705,0,8.488,0,0,0.187,68.15,0,0,0,0,0,0,0,0,0,0,16.973,0,2.421,0.32,0,0,0,0,0,0,1.657,0,0,0,0,0,0,0,0,0.462,0,0,0,0,0,0,0,3.26,8.903,0,0,2.102,0,0,0,0,0,0,5.519,0,0,50.609,63.52,0,0,0.997,17.475,0,752.488,0,0,17.088,4.307,54.245,0,0,0,0,0,0,0,0,0,0,2654.948,0,0,20.233,0,744.23,0,129.951,0,0,0,0,0,0.222,0,0,0,0,0,0,3.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476,0,0,0,1.581,0,0,0,0,0,0,0.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAU",0,0,0,0,0,0,0,0,0,1.458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.888,0,0,0,0,0,0,0,0,0,0,1.473,0,0,0,0,9.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.53,0,0,0,0,0,0,0,0,0,0.021,0,0,0,0,0,0.225,0,0,0,0,0,0,0,0,0,0,0.473,0,0,0,2.652,0,0,0,0,0,45.659,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,511.262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRB",0,0.643,0,0,0,2.554,0,0,0,0,0.525,0,0,0,0,0,0,13.619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993,0,0,0,0,3.2,0,0,0,0,0.101,0,0,0,0,0,0,0,0,1.22,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0.02,0,0,2.375,0,0,2.706,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.859,0,0,0,0,0,0,0.276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.548,0,0,0,0,0,0.683,0,0,0,0,0,0,0,0,2.033,0,0,0,0,8.053,0,1.194,0,1.465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IND",7260.644,0,426.615,0,0,0.363,0,0.106,14.014,2160.776,26.453,0,0.813,2291.749,0,0,5533.338,0,9.105,160.496,0,0,0,0,9.902,0,64.948,3.954,183.839,0,1367.418,0.744,3060.369,29.76,0,0,0,0,0,0.112,6574.877,0,5.254,0,0,650.163,0,15.396,0,0,157.499,18179.461,358.086,0,0,0,203560.541,23.206,549.469,0,0,0.703,0,0,2.981,0,4018.82,121.182,0,73,69.536,255.816,483.293,16972.445,0,0,196.5,0.502,0.497,2750.844,0.444,13972.729,49.747,0,0,0.276,0,0,1.101,0,4.41,19.456,129.281,9.469,279.632,0,0,0.948,1816.449,0,0,0,0,1.883,0.181,0.372,0,945.78,5880.214,0,1.342,0,32.381,1.013,0,651.419,0,168.643,0,126.953,0,0,75.24,107.775,0,63.851,0,132.618,56.623,477.829,141.315,0,0,0,141.676,288.469,0.283,0,0.193,0,5433.622,0,15.361,246.942,81.04,38.413,222414.624,0,0,419.552,1672.256,0.588,0,161.679,0,0,3967.852,18.058,331.043,0,0,1153.158,0,0.41,1.965,614.539,603.725,12982.575,0.358,0,108.367,11.3,0,0,27.495,0,0,0,0,0,0,2.065,10.023,314.44,0,40.779,0,0,0,0,0,0,122.611,0,0,0,0,0,32.8,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SGP",16.766,0,0.87,0,0,0,0,0,34.85,1784.404,90.961,0,0.04,2481.281,0,0,906.076,0,0,1078.007,0,0,2.225,12.836,169.206,2.1,765.825,0,316.956,0,360.223,60.109,48813.406,5.299,0,0,20.496,3.065,0,0.021,22.735,0,1.626,0,0,0,0,0,2038.039,1.005,487.095,830.66,185.453,0,0,0,46236.854,3.209,0.536,0,0,0,0,0,0,0,71327.029,1698.649,1.299,21182.556,97.804,24.453,315.087,63.643,0,0,15349.293,0.754,0,0,0,14480.001,0.157,0,0,18.988,0,3.213,0.094,1.348,2.114,0,38491.751,129.168,0,0,0,89.853,436.195,0,0,0,0,1.479,0,0,0,502.854,231.579,0,0.036,0,627.753,0,0,24.038,0,73.901,0,528.566,96.109,4.608,529.314,11460.774,0,7.293,4.483,0,4.837,1.168,482.936,0,0,0,20.234,0,1.654,0.055,0,13683.118,0,37.166,11031.355,4.003,660.156,0,352.326,0,0,29.558,2640.737,0.153,0,21214.075,0,0,393.49,2.189,47.75,0,0,76.896,6.454,0,0.184,309.004,0,24659.897,0.077,0,1.796,0,0,0,0.783,0,0,0,0,0,0,115.527,0,0,0,0,0,9.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVK",0,0,0,0,0,0,0,0,0,1.104,1.842,0,0,0,0,0,5.579,0,0,3.739,0,0,0,0.147,0,0.513,0,0,0.406,0,0,0,5.53,0,0,0,0.043,1.681,0,0,136.687,0,0.239,0,0,0,0,0,0.077,0,2.213,3.626,0,0,0,0,909.815,0,0.06,0,0,0,0,0,0,0,34.802,257.78,0,8,0,0.512,0.985,2.533,0,0,0.252,0,0,0,0,12.44,0,0.489,0,0,1.487,0.129,0,0,0,0,0,0,0,0.013,0,0,3.454,0,0.814,0,0,0,0,0,0,0,22.828,0,0,0,1.193,0,0,0,0,1.455,0,0,0,0,0,0,0,21.396,0.157,0,0,0.606,0.024,0,0,0,0,0,1.882,0,0,0.286,0,0,0,0.177,0.158,0,0.549,0,0,1.566,14.256,0,0,0.608,0,0,0.336,0,0,0,0,45.386,1.497,0.087,0,3.875,0,32.573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.302,0,0,0,0,0,0,0,0,0,82.544,0,16.17,0,0,0,487.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,0,149.28,0,0,0,47.087,0,0,3201.035,0,0,0,0,772.698,0,0,0,0,0,0,0,0,0,0,331.15,0,0,0,0,0,27.095,0,0,0,0,0,0,0,0,0,13.261,0,0,0,0,0,0,0,0,19.755,0,0,0,0,0,4.688,0,0,0,0,0,5.506,0,0,0,0,0,0,0,0,0,0.368,1404.341,0.19,0,0.557,0.059,0,178.263,0,0,0,5.13,0,0,0.743,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7,0,0,1103.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVN",0,0.003,0,0,0,0,0,0,0,127.938,157.658,0,0,0,0,0,3343.394,29.818,0,0,0,0,0,2.688,0,0,0,0,34.993,0,5.155,0,57.645,0.064,0,0,0,650.094,0,0.269,7.384,0,1.919,0,0,0.067,0,0,0.181,0,0,13.918,0,0,0,0,16227.441,0,2.122,0,0,0,0,0,0,0,1.394,244.785,0,0,0.689,0.238,5.149,6951.583,0,0,0,1.758,0,0,0,1.043,0,0,0,0,0,87.19,0,0,0,0,62.625,0,0,4.204,0,0,0.1,0,0,5.911,0,0,0,0,0,0,206.28,0,0,0,0,0,0,0,0,0.077,0,0,0,0,0,0,0,143.943,0,0,0,2.455,118.387,0,0,0,0,0,291.518,0,0,0,2.675,0.019,0,0,5.047,0,3054.611,0.25,0,5.512,7.728,0,0,0,0,0,0.014,0,0.115,0,0,0,0,0.622,2.248,0.093,0,29.943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZAF",0,0,11.964,0,0,153.121,0,0,0,46.166,41.319,0,0,0,0,0,2.631,0,229.052,1.929,0,0,0,0,0,5.3,0,45.46,0.667,0.11,0,21.238,5.49,0,1715.611,70.806,0,0,0,2.113,0,5.569,0,0,0,0,0,7.3,0,0,4.747,160723.795,1478.002,0,0,0.039,3786.578,7.249,3.921,0,0,0,13.098,0,0,0,43.132,3,0,0,0,0.236,0.693,12.522,1835,0,4.35,0.339,0,295.778,1.84,17.401,0,0,0,1.525,0,0,0,0,573.621,10.763,7.736,0,0.874,0,0.011,67.166,0,0,0,0,0,0.399,382.002,227.756,320.165,0,19.973,0,422.96,0,2.811,0,1.767,83.126,0,0,0,0,0,0,19.879,0,0,6.045,0,0,0,0,46.668,0,0,0,0.098,1.639,0,7.372,0,0.456,55.634,0,0,0,0,97.996,1095.182,0,3.743,5.02,0,0,0,0.13,0,5.615,1097.687,10.761,0,0,0,5.293,0,0,25.496,792.914,32.683,21.767,0,0,15.789,92.418,0,0,0,0,0,0,0,0,0,0,0,7.034,0,10.582,0.858,0.095,0,399.663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.484,0,0,7.185,0,0
"ZWE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP",0,26.14,8196.26,0,99.205,38.168,0,0,17.084,289.565,267.502,0,166.006,0,0,0.461,14999.29,1.744,0,69.934,0,0,0,1561.381,0,1.022,0,0.215,21.657,39.184,0,187.277,9297.274,66.558,757.569,0.526,2.614,8.331,2426.701,51.57,2639.129,0.442,9.01,0,508.578,328.079,59.694,0,12.898,0,5.165,38350.257,1860.294,0,0,25.407,117370.077,13.429,3140.443,0,0,147.133,54.528,9.951,0,1728.601,4980.512,7.117,2.576,75.045,52.262,250.839,690.028,84553.655,0.118,19.315,1597.019,3.011,14.003,216.026,0,80.974,4.721,0,0,81.866,0.344,14.164,327.589,0,37.442,0,3.576,0,0,766.786,97.035,3.832,1090.763,0,0,0,0,1925.516,2927.851,0,0,636.831,5037.851,0,0.101,0,27.413,840.376,863.889,1219.695,0,166.481,0,14.151,2.986,0,116.997,3.715,0,28.027,41190.011,0,0,154.989,9.336,0,2067.214,0,15.322,473.093,51.235,0,0,11961.607,51.98,9.193,93.286,60.605,219.852,0,0,0,0,56.676,1686.919,28.579,0,372.869,0,0,30.64,187.949,115.162,0,0,80.266,4.03,0.448,12.387,683.516,0,10993.912,39.269,0,222.816,0,0,0,290.449,0.255,0,0,0,105.279,0,0,3.034,0,0,0,0,0,3113.478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.357,0,0,0,0,0,0,0,0
"SUR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315.2,0,0,0,0,0.157,0,0,0,0,0,0,0,0,34.651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",0,0,27.66,0,0,0,0,0,7.54,27.187,236.971,0,0,4.465,0,12.942,5581.678,4.029,0,369.599,0,0,0,8.623,0,123.644,6.641,2.408,41.266,0,0,13.704,9570.269,1.872,353.262,0,48.478,5.335,0,1.232,4329.072,0,12063.762,0,4.311,1.281,2.158,9.512,446.918,0,7291.83,14419.36,0,0,0,4.311,314527.482,0.154,13.57,0,0,1.848,0,0,0,0,1376.592,544.772,13.858,94.08,0,279.438,282.528,21926.832,0,3.695,1554.825,8.007,0.77,6.788,0,398.082,0,0,0,2.53,60.238,449.97,5.081,52.66,0,6.521,56.202,1.082,0,305.906,0,0,63.285,5.851,0,0.099,0,1.537,0,0,0,0,8497.01,0,0,0,4.606,0,0,1.694,0,4591.37,0,20.941,0.938,0,2.679,5.851,0,15489.281,56.202,0,0,22.173,269.587,0,0,0,6.005,0,19.066,0,0.154,92.668,153.675,11.786,0.462,5.081,18.556,0,123261.548,0,0,0,888.549,0,0,452.631,0,0.924,135.346,3.234,49.934,0,0,25.55,150.503,0.373,4.157,1513.173,0,23673.213,0,0,26.945,0,2.618,0,0,0.116,0,0,0,0,0,0,3.541,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
