"AFG","ALB","DZA","AND","AGO","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BEL","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","CHL","CHN","CCK","COL","CRI","HRV","CUB","CYP","CZE","DNK","DMA","DOM","ECU","SLV","ETH","ERI","EST","FJI","FIN","FRA","PYF","GEO","DEU","GIB","GRC","GTM","GIN","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","LAO","LBN","LVA","LBR","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MAR","MOZ","OMN","NAM","NPL","NLD","ABW","NCL","NZL","NIC","NER","NGA","NOR","MNP","MHL","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","TLS","QAT","ROU","RUS","RWA","SHN","KNA","LCA","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SUR","SWZ","SWE","CHE","TJK","THA","TGO","TTO","ARE","TUN","TUR","TKM","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","URY","VEN","ZMB","GHA","KIR","LBY","NRU","VUT","FSM","SYR","YEM","BDI","MYT","COD","GMB","SDN","ATG","BRB","COG","GAB","ANT","GUY","KGZ","VCT","BEN","DJI","GRL","IRQ","WSM","BFA","GNB","UZB","TCD","SPM","CXR","GRD","TON","PSE","GUM","WLF","COK","NIU","TUV","BTN","COM","FLK","BMU","GNQ","MSR","AIA"
"STP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177.934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAU",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,136.983,0,0,0,0,0,0,0,0,0,0,0,0,0.514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455.808,0,0,0,0,0,0,0,0,0,0,12.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRB",0,0,0,0,0,0,0,0,0.321,0,0,0,0,0,0,7.655,0,0,0,0,0,0,0,0,0,0,0,0.033,0,0,0,0,0,0.014,0,0,0,0,0,0,0,0.404,0,0,0,0,0,0,0,0,0,0,0,0,0.299,0,0,0,0,0,0,0,0,0,0,0,0,0,6.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.743,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0,0,0,0,0,0,0.685,1.823,0,0,0,0,0,0,0,0,0,0,0,6.47,0,0.128,0,5.414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYC",0,0,0,0,0,0,0,0,166.387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLE",0,0,0,0,0,0,0,38.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IND",1696.21,0,579.32,0,0,0,111.195,1157.138,189.694,0,0,1310.94,0,270.552,4.84,0,0,56.908,0.199,0,0,0,0.423,0,0,0,0,77.97,0,0,0,2339.292,0,3044.103,0,300.685,0,6.246,0,0,16.612,2.036,0,0,0,0.016,33.813,0,0,1.561,112.657,6041.236,2.063,0,73442.346,0,0,4.616,0.926,0,0,226.66,6,2.453,613.152,7.59,13.163,222.974,3684.657,0,0.017,13.152,0,0,2706.198,0,86.396,1.135,0,0,0,0,0,0,0,9.956,0,288.616,1.513,191.487,0,0,0,733.532,0,0,0,116.563,0,10.782,0,127.468,59.851,0,0,205.31,0,0,265.175,237.611,0,61.796,2.828,0,0,0,36.822,280.985,3.906,0.054,0,0,81.722,0.956,0,0,0,0,0,0,42.128,166.604,0,0,17.67,0,1805.048,0,55.086,41.265,0,149.862,0.373,16563.361,0.279,0,881.714,70.084,0,4.407,0,3.248,1328.227,0.041,285.468,0,0,769.033,5.46,0,118.775,501.533,39.717,18485.975,3.128,217.97,834.145,28.114,0,0,0,0,0,4.575,0,0,0,0,0,292.883,0,0,81.567,0,0,0.327,0,0,0,0,0,0,0,0,0.498,0,0,0,0,0,0,0,0,0,0,0,0,86.916,0,0,0,0,0,0
"SGP",0,0,0,0,0,0,24.203,451.286,46.217,0,0,408.552,0.113,58.116,0.993,0.015,0,311.803,0,0,0,1.496,1.626,35.194,3.1,179.155,0,122.544,0,0,0,203.486,81.47,24454.329,0,0.757,0,1.799,0,0.472,40.62,3.754,0,0,0,0,0,0,752.688,1.251,631.439,279.555,0,0,9357.965,0,0,0,0,0,0,68236.748,1362.527,0.51,3884.505,517.164,23.025,159.522,58.763,0,0,13884.361,0.679,0,0.546,0,15022.858,3.508,0,0.001,0,0,0,61.266,119.777,0.383,0,46527.313,61.702,0,5.522,0,6.84,1467.793,0,0,0,1.244,0,0,0,47.61,162.062,0,0,231.584,0,0,0,55.986,0,0,29.413,0,155.74,0,4.961,8473.547,38.107,16.484,0,0.9,15.594,29.399,0,0,0,0,0,0,1.282,0,8.764,0,0,5452.811,0,20.002,6962.104,78.937,0,65.336,0.009,27491.927,0,0,39.793,837.556,0,19593.203,0,0,32.698,4.966,101.044,0,0,0,159.581,0.017,49.655,420.581,0,14597.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.318,0,0,0,0,0,0,0,0,0,0,0
"SVK",0,0,0,0,0,0,0,119.27,214.858,0,0,0,0,0.093,0,0,0,9.553,0,0,0,0,0.33,0,0.1,0,0,0.002,0,0,0,0,0,0.766,0,0,0,0.167,0,0,77.931,0,0,0,0,0,0,0,0,0,1.912,0.569,0,0,1089.861,0,0,0,0,0,0,0,33,2.679,0,0,5.813,0.792,59.67,0,0,0,0,0,0,0,6.752,0,0,0,0,0,0,0,0,0,0,1.366,0,0,0,0,0,3.065,0,0,7.663,12.91,0,0,0,0,0.081,0,0,0,0,0,0,1.211,0,0,0,0,0,0,0,0,10.817,0,0,0,5.928,0.559,0,0,0,0,0,0,0,0,0.182,0,0,0,0.145,0,0,1.596,0,1.168,0,0.669,0,0,1.824,11.893,0,1.548,0,0,0,0,2.698,0,0,0,0.285,0,0,2.988,0,1.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,18.042,0,0,0,0,0,1.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.811,0,0,6,0,0,0,0,0,0,6.236,0,0,0,0,0,0,0,0,0,5572.91,0,0,0,0,56.199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0,0,0,38.731,0,0,0,1.376,0,0,0,0,0,0,0,0,0,0,0,0,0,1.962,0,0,0.622,0,0,0,217.979,0,0,0,0.536,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0,58.916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVN",0,0,0,0,0,0,0.104,37.87,135.461,0,0,0,0,4.457,0,11.609,0,0,0,0,0,0,1.166,0,0,0,0,44.846,0,0,0,0,0,1.369,0,0,0,94.541,0,0,0.124,0,0,0,0,0,0,0,0,0,1.174,2.622,0,0,880.657,0,2.482,0,0,0,0,10.134,303.042,0,1.818,0,0.434,0.679,57.739,0,0,2.68,0,0,0,0,15.246,0,0,0,0,0,14.749,0,2.394,0,0,0,0,0,0,0,0,0.018,0,0,1.045,0,0,0,0,0,47.253,0,0,0,0,0,0,0.203,0,0,0,0,0,0,0,0,10.617,0.309,0,0,0.415,45.296,0,0,0,0,0,0,0,0,82.06,0,0,0,0,2.544,0,0,0,2.592,0,216.541,0,0,0,0,0,0,0,0,0,0,0.479,0,0,0,0,4.455,0,47.564,0,11.923,0,0.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SOM",0,0,0,0,0,0,0,1.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZAF",0,0,31.113,0.555,364.401,0,222.162,63.817,6.256,0,0,0.221,0,3495.121,0,0,60.503,124.696,0,0,0,0,0,0,0,0,31.498,0.39,0,0,0,0,1.431,0.025,0,0,0,0,0,0,0,59.469,0,0,0,0,3889.758,0,0,0,35.721,87702.257,2084.691,0,739.245,0,0,0,0,0,0,0.861,1.786,0,0,0,0.661,0,11.789,0,0,0.467,0,0,840.953,0,26.26,0,0,0,0,0,0,0,0,22.858,205.123,0,0,292.278,0,3.357,23.958,67.026,0,0,0,1571.032,145.345,0,621.643,0,3.234,0,1.759,23.671,0,0,11.387,0.736,0,0,0,0,0,0,251.33,0,0,0,0,0,0.449,15.857,0.016,5.887,0,0,0,0,1.342,0.766,0,0.265,0,0.022,17.392,0,0.912,0,0,0,41.916,32.556,0,27.01,8.016,0.833,0,0,0,0,384.725,0,15.935,0,0,278.758,0,0,9.365,90.813,40.379,30.741,0,1.386,65.104,0.974,0,0,0,0,0,0,0,0,1.155,47.233,345.062,1.57,0,0,20.265,1.457,0,0,0,0,1.791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0,0,0,0,0
"ZWE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP",0,1.611,668.132,26.38,83.385,0,449.275,62.694,9.889,0,0,621.289,0,84.162,415.939,0.842,0,83.904,0,0,0,0,2.232,0,3.2,0,0,400.213,0.282,0,0,0.475,20.293,5534.226,0,182.094,14.71,0,4856.637,22.088,13.955,4.79,0,3111.105,239.994,17.52,0,0,0.16,0,0.02,1968.52,0.015,0,201646.494,0,4.049,91.359,168.518,0,417.075,199.959,291.667,2.157,0,59.456,19.679,91.269,6070.715,33.761,0.858,56.957,0,5.808,0.54,0,237.38,0,0,0,0,0,0,0.662,0,43.833,0,6.061,0,99.008,0.718,3.077,1,284.557,0,0,0,320.492,597.609,0,0,206.258,653.11,0,0.43,2.108,637.238,0,315.947,289.482,0,0,7.926,23.586,0,0.716,1226.284,3568.014,20.649,5803.42,0,0,23.646,18.873,0,0,0,0,0,0,79.31,1386.078,2.196,0,0,2108.239,341.029,6.718,1.742,47.514,0,114.534,0,0,0,0,317.046,373.344,0,13.026,0,0.896,527.066,1539.332,175.833,0,0,0,8.47,6.119,15.259,5427.646,0,5176.963,8.366,98.511,0,19.593,0,0,0,0,0,4.069,0,0,0,0,620.269,0,0,0.679,0,0,0,0,0,0,0,0,0,0,0,112.337,0.003,0,98.221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.666,0,0,0,0,0,0.378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",0,1.222,23.226,0,0,0,51.431,46.355,244.172,0,0.543,2.804,0,242.65,0,0.407,0,462.608,0,0,0,0,2.309,0,254.221,0,2.778,99.783,0,0,0,0.141,5.16,450.677,0,0.329,34.02,3.241,0.815,2.045,132.583,11393.086,0,0.543,2.491,7.484,0.249,0,160.011,0,8059.776,1391.269,0,0,125648.403,0,14.325,0,0,0,0.263,2603.675,517.918,6.717,0.13,1.358,107.093,21.375,195.529,0.089,4.331,1247.217,8.381,0,0.143,0,82.16,0,0,0,59.587,0,132.574,1.901,0,0,0,204.11,0.419,0,182.522,76.185,0,40.876,0,0,0,0.543,0,0,0,0,2609.352,0,0,46.144,0,0,0,1385.833,0,0,2.143,4.315,0,0.24,0.053,2.938,952.236,13.814,0,0,20.778,915.577,0,0,0,0,0,0,1.086,0,16.15,0,0,108.457,116.621,10.728,10.445,3.873,0,71.16,0,40655.468,0,0,0,105.676,0,176.266,0,0.951,30.012,1.205,192.114,0,0,0,11.242,0.866,2.173,1767.46,0,15815.427,0,18.061,0,0,0,0,0,0,0,1.222,0,0,0,9.506,0,0,0,6.995,0,0,0,0,0,0,0,0,0,0,0,0,0,1.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHE",0,0,2.2,0,9.401,0,15.236,364.724,2062.334,0,1.597,16.036,0,64.039,0.16,1.078,0,40.092,0,0,0,0,26.516,0,2.411,0,1.41,648.112,0,0,0,454.964,7.805,1804.427,0,29.632,0.251,34.649,0,0.738,661.856,165.717,0,0.39,8.387,1.338,1.034,0,0.704,0,176.339,1185.752,0,8.509,20412.124,0,41.609,0.09,1.059,0,0,13136.3,788.327,0.267,15.699,5.55,98.128,724.04,2128,11.704,0,761.308,0.933,5.476,0.672,0.455,71.654,0.003,0,0.738,1.251,0,6.933,5.579,0,0,0,67.521,0,9.671,0.078,0,0,166.556,0,0,0,4.777,0,4.014,0.585,0,662.353,0,0,10.429,0,241.172,12.052,34.713,0,0,10.962,3.651,0,0,99.009,8.906,122.977,66.559,0,2.361,246.186,38.831,0,0,0,0,0,0,59.887,0,6.038,0,0,523.03,119.236,23.06,18.65,36.157,0,21.697,0,2703.584,0,0,108.719,0,0,80.864,15.473,0,88.091,2.899,33.925,0,0,53.532,8.072,2.862,67.964,5430.464,0.697,6076.116,1,3.104,0,0,0,0,0,0,0,22.321,0.395,0,0,0,0,0,0,12.745,1.916,0,0,0,0.395,0,7.213,0,0,0,0,6.353,0,0,10.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TJK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THA",0,0,0.509,0,0,0,105.755,503.636,122.461,0,0,0,0,50.558,0,0.63,0,1336.415,0,0,0,0,85.511,0,1.9,1.051,0,3596.231,0,0,0,0,1.862,7609.585,0,0.048,0,0.146,0,0,219.691,36.165,0,0,0,0,0,0,579.384,0,96.78,1366.03,0,0,17289.917,0,0,0,0,0,0,98129.188,7872.417,0.029,217.976,0.649,452.697,3,191.383,0,0,64487.57,0,0.646,0,111.156,14756.584,0.417,16.713,0,0,0,0,0,0,0,0,25060.806,7.818,0,0,0,0,2039.426,0,0.08,0,0,0,0,0,0,579.605,0,0,1188.508,0,0,0,248.152,0,0,0.201,0,0,0,0.323,15.079,95.325,6.102,0,0,1279.746,83.068,0,0,0,0,0,0,0,0,34.164,0,0,240.058,10544.477,115.134,25.956,38.099,0,19.18,0,378.966,0,0,90.483,1.046,0,0,0,0,132.767,2.056,23.998,0,0,166.467,328.04,0.552,0,1126.049,0,46289.187,0.868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTO",0,0,0,0,0,0,0,0,0,3.969,0,0,0,0,0,0,0,0,0.753,0,0,0,0,0,0,0,0,3.094,0,0,0,0,0,0,0,1.665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.435,0,0,0,0,0,0,0,0,0,0,0,1.486,0,0,0,0,0,0,0,0,0,0,0.311,0,0,0,0,0,0,0,0,0,0,0.139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.092,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARE",0,0,194.924,0,0,0,0,10.973,0.246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,926.282,0,0,0,0,0,0,0.054,0,0,0,0,0,9.26,0,0,0,0,0,0,0.096,20268,0,0,0,0,0,0,0.556,1,0,0,0,0,0,0,0,0,95.1,0.43,0,348.936,0,2.16,0,0,0,0,0,0,0,0,0,0.543,0,20.257,0,0,0,0,0,0,0,0,0,3.092,0.7,0,0,0,0,0,0,0,0,0,0,0,0,32.627,0,0,0,0,0,0,0,0,0,0,15.224,1.731,0,0,0,0,0,0,0,0,0,0,3019.451,72.615,0,0,0,0,0,0,129.152,0,0,0,49.253,0,0,0,0,0,0,0,0,0,18.821,0,0,0,32.054,6.452,59.142,0,0.98,0.526,0.076,0,0,0,0,0,0,0,2.844,0,0,0.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUN",0,0,1.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262,0,0,0,0,1.36,0,0,0,0,0.282,0,0,0,0,0,0,0,0,0,0,0,0,0.202,0,0,0,0,0,0,0,0,0,0,48.966,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113,0,0,0,0.265,0,0,0,0,0,0,1.319,0,0,0,0,0,0,4.247,0,22.661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUR",0,0.316,12.83,0,0,4.36,0.058,6.155,0,0,0,0,0,0.511,0,1.408,0,0,0,0,0,0,0.436,0,0,0,0,97.924,0,0,0,0,0,1.185,0,0,0,1.901,0,10.998,0.108,94.415,0,0,0,0,0,0,0,0,0,332.72,0,4.369,555.789,0,6.218,0,0,0,0,3.237,7.648,0,0,9.624,23.541,4,52.229,0,0,0,8.995,0,0.508,0,0.254,2.134,0,0,0,0,1.086,6.224,0,0,0,0,0,0,0,0,0,3.936,0,5.783,0,89.338,0,0,0,0,0.53,0,0,80.491,0,0,0,7.971,0,0,1.394,0,0,0,0,0,2.933,0.43,0,0,47.885,46.611,0,0,0,0,0,0,5.032,16.11,0.567,0,0,4.706,6.101,0,0,4.898,0,8.38,0,7443.894,0,0,23.584,6.99,0,0,0,0,0,0,0,0,0,0,3.372,0.944,8.381,13.437,0,2.2,0,0,0,0,0,2.422,0,0,0,2.817,0,0,0,0,0,0.659,0,0,0,0,0,0,0,0,0,0,0,4.362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
