"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BTN","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","CXR","CCK","COL","COM","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","EST","FLK","FJI","FIN","FRA","PYF","ATF","DJI","GAB","GEO","GMB","DEU","GHA","GIB","KIR","GRC","GRL","GRD","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","NCL","VUT","NZL","NIC","NER","NGA","NFK","NOR","FSM","MHL","PLW","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","GNB","QAT","ROU","RUS","RWA","BLM","SHN","KNA","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TON","TTO","ARE","TUN","TUR","TKM","TCA","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","GUM","TLS","SSD","ERI","PSE","BES","IOT","SPM","WLF","MNP","NIU"
"NIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.643,0,0,0,0,0,0,0,0,3.223,0,0,0,0,0,0,0,0,0,1.353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.418,0,0,0,6.678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NER",0,0,0,0,0,0.1,0,0,0,0,0.481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.097,0,0,0,0,0,0,0,0,0,0,0,0,1.222,0,0,0,0,0,0,0,0,0,0,0,44.026,0,0,0,0,0,0,0.989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.257,0,0,0,0,0,0,0,0.166,0,0,0,0,0,0,0,0,0,0,0,0,37.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NGA",0,0,0,0,0,5.861,0,0,0,0,0,0,0,0,0,0,0.324,0,0,0,0,0,0,0,0,0,0,0,0,0.464,0,0,0,0.388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.662,2.676,0,0,0,0,0,0,0,0,0,0,10.903,0,0,0,0,0.002,0,1.144,5.602,0,0,0,0,0,0,0,0,0,0,1.559,1.267,0,0,0,0,0,0,220.44,46.042,0,0,0,0,0.24,0,0.031,0,0,0,0,0,0,0,0,1.052,0,0,0,0,0,0,0,0,0,0.128,0,0,0,0,0,0,0,0,0,0,0,14.881,0,0,0,0,0,0,0,0.511,0,0,0.398,0,0,0,0,0,0,0,0,0,0.104,0,0,0,0,0.049,0,0,0,0,0,0,0,0,0,0,10.339,0,1,0,0,0,0,0,0,0,4.392,0.032,0,0,0,0,0,0.04,0,0,0.021,0,0,0,0,0,0,0,0,0,0,0.914,0,0,0.243,21.856,0,29.16,3.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NFK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NOR",0,0,0,0,0,27.599,0,8163.817,9.466,367.28,67.121,19.158,1.403,1.13,0,0,106.513,16.139,0,0,1.054,0,927.595,20.564,0,0,45.193,0.714,29.102,0,2.738,0,0.619,1923.438,2.778,0,0,0,0,48.158,152.382,0,0,7.049,0,0,0,0,3.016,99.821,0,1.223,7038.321,0,1472.965,0,0,4.852,0,0,9.555,1182.476,0,0,1733.217,553.154,0,0,0,0,8.72,0,6368.641,83.261,5.153,0,57.669,28.425,0,0,0,0.655,0,1.609,22.661,23.562,171.142,3.118,0,0,64.274,54.779,131.24,534.766,0,348.177,2.878,0,1.596,0,306.638,8.403,0,0,0,0,5.59,15.843,0,87.693,0.212,0,0,0,1312.1,0,0,16.944,13.924,2.65,260.661,0,0.274,0,0,10.906,7.993,2.84,0,0,300.272,2736.01,0,0,0,16.55,0,6.112,0,0,13.526,0,0,0,25.764,0,0.068,11.134,0,2.967,74.424,7.66,289.343,44.965,0,34.662,1545.973,133.622,0,0,0,0,0,0,0,0,0,424.064,22.449,10.551,0,0,130.662,697.509,131.338,68.845,6.494,6.82,25.686,0,241.758,0,0,0,11926.741,57.777,0,0,121.412,0,0,0,6.81,2421.851,0,115.172,0,0,0,0,0,0,30.644,2046.077,0.729,3390.534,0,9.545,6.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FSM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MHL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAK",7.461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.089,0,0,0.052,0.556,0,5.127,0,0,0,0,0,0,0,0,0,0,0.146,0,0,0,0.084,0,2.529,0.549,0,0,0,0,0,0,0,0.186,0.119,0,0,13.078,0,0,0,0,0,0,0,0,0,0,0,0,23.747,0,0,0,0,0,0,13.544,42.114,0,0,0,0,0,0.071,0.168,0,0,0,35.59,4.415,0.068,0,0,0,1.321,0,9.922,0,0,17.925,0,0,0,0,0.227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052,0,1.359,0,0,0,13.283,0,0,0,0,0,1.285,0,0,0,0,0.453,0,0,0,0,0,0,3.615,0.048,0,0.509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026,0,0,0,0.928,0.199,0,0.319,0,0.095,0,1.112,0,0,0,0.211,8.048,0,0.68,0.795,0,0,0,0,1.646,0,0,0,0,0,0,0,0,0,52.654,0,188.781,0,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAN",0,0,0,0,0,0,1.244,0,0,0,0,0,0,0,0,0.411,0,0,0,2.121,0,0,0.45,105.409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279.452,0.585,0,0,101.711,0,0,0,0,564.198,0.56,0,0,0,0,0.19,0,188.596,63.879,0.176,0,0,0,0,0,0,26.656,0,0,0,0,0,0,1.981,0,0,0,0,0,0.809,1160.317,0,48.07,0,0.451,0,0.13,0,0,0,0,0,2,0,0,156.099,0,0,0,0,0,1.619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.731,0,0.477,0,0,0,0,0.877,0,9.57,0,6.415,0,0,0,0,0,0,237.539,6.965,12.127,0,0,0,0,0,0,0,0,0,0,0,33.072,0.214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.854,0,0,0,0.211,0.105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261.776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNG",0,0,0,0,0,0,0,0,0,23.741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRY",0,0,0,0,0,0,0,0,3.346,0,0,0,0,0,0,0,0,0,0,1.626,0,0,1622.828,0,0,0,0,0,0,0,0,0,0,0.019,0,0,0,0,0,4.744,0,0,0,1.955,0,0,0,0,0.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.8,0,0,0,0,0,0,0,34.499,0,0,0,0,0,0,0.075,0,0,0,0.065,0.008,0,0,0,0,0,0,0,1.123,0,0,0,0,0,0,0,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,35.487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PER",0,0,0,0,0,0,0,0,47.845,0.48,0.081,0,0,0,0,0,0.007,0,0,55.655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145.373,4.213,0,0,152.241,0,0,0,0,95.014,0,4.628,0,0,0,0,0,73.992,487.775,14.443,0,0,0,0,0,0,20.349,0,0,0,0,0,0,5.586,0,0,0,0,0,0,31.341,0,0,0.005,8.974,0.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565,0,0,0,0,0,0,0,0,0,0,0,0,0,0.765,0,0,0,0,0,385.905,0,0.888,0,0,0,0,0,0,0,0,52.279,0,0,0,0,0,0,21.71,0,0,0,0,0,0,0,0,44.367,0,0,0,0,0,7.92,0,0,0,3.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.005,0,6.56,0,0,0,0.917,6.116,0,0,7.867,0,0,0,0,0,0,0,0,0,0,0,2.589,0,0,21.69,0,145.05,0,7.338,0,2.669,0,0,0.086,0,0,0,0,0,0,0,0,0,0,0
"PHL",0,0,0,0,0,0,0,26.359,54.245,751.581,25.209,0,2.996,22.18,4.277,0,187.436,0,0,21.432,0.034,0,838.124,0,0,0,0.03,0,4.899,0,12,0,0,10.701,0,0,0,4.002,0,12.278,44060.464,0,0,104.009,0,0,0,0,0.061,3.229,0,0.08,530.241,0,300,0,0.604,0.121,0,0,2.495,23.014,0,4.164,754.802,1661.14,3.489,0,0,0,0,0,18008.162,0,0,0,3.114,0,0,17.661,0,0,0,14.499,38880.916,158.13,0,5.164,0,0,81.865,200.459,2974.445,0.223,3.751,41161.464,1.09,22.519,0.621,0,3167.151,0,0,0,70.455,0,0.466,0,0,0,0,0,0,0,4894.709,1.001,0,0.128,0,1.59,9619.558,2.749,0.023,0.074,0,4.399,0,0,0,0,0,763.064,0,0,0,0,0,0.2,7.996,0,2,0,214.883,0,0,0,0.744,0,0,0,73.921,0,399.755,12.446,0,0,12.427,384.181,0,0,0,0,0,0,0,0,0,57.992,0,7.457,0,0,85.544,1954.482,323.409,62.658,8.261,0,5048.971,0,2528.113,0,0,0.036,2.96,15.183,0,0,13749.193,0,0,0,0,304.515,23.408,377.061,0,0,0,0.219,0,0,30.76,163.947,0,26543.73,0,0.766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POL",0,21.322,70.026,0,1.222,7.43,0,46.021,436.405,845.59,2520.165,0.005,23.26,2.327,10.428,0,1190.077,0,0,6.749,50.905,0.043,2667.205,0,0,0,2.003,1212.313,155.198,0,1304.093,0.192,0.328,1202.685,0,0,0,3.074,0.656,90.045,4939.635,0,0,108.2,0,0,0.315,0,109.964,2168.033,0,79.13,18495.25,0.056,5669.612,0,0.414,8.623,53.774,2.09,31.653,778.481,0,1.61,1549.95,5159.593,0.858,0.131,0,1.025,161.584,0,54524.702,4.936,0,0,4047.546,0,0,1.592,0,0,0,11.21,584.797,3134.427,95.646,115.74,0.606,26.131,271.986,353.028,7213.725,0.36,0,496.615,41.651,0.788,35.229,0,986.684,19.256,4.561,0,30.005,0,4292.298,0,0.559,5218.265,121.386,0,0.463,0,85.883,1.851,0.854,63.262,0,2.282,1962.775,49.11,206.961,17.92,0,136.341,0.108,4.302,12.948,0,278.089,6289.742,0,3.343,0,2.725,0,204.807,0.395,0,17.846,0,3989.24,0,0,0,7.104,5.277,0,14.909,162.237,197.046,0,752.447,0,223.765,5329.233,3174.244,0.804,0,0,17.884,0,0,0,5.097,0,565.171,5.195,715.194,2.532,0.046,276.527,170.105,2112.148,1183.919,514.962,2.791,317.447,0.403,5745.703,7.577,0.001,0,6702.003,3468.361,0,193.97,82.329,1.329,0,0,0.04,2324.793,35.905,488.271,1.272,0,0,36.632,7671.907,268.535,57.802,14515.566,1.407,6860.342,5.722,10.905,30.779,0,0,0.45,0.658,1.517,0,0,0,6.876,0,0,0,0,0,0
"PRT",0,0.172,117.877,0,0.623,2645.378,1.734,510.05,35.315,140.339,14920.428,0,16.218,175.648,21.71,0,3652.281,0,0,2.347,1.693,1.787,351.475,4.181,0,0,2.526,69.101,194.244,0,20.7,0,35.391,76.574,659.615,0,0,0.795,0,29.758,1060.347,0,0,91.875,0,11.719,562.196,0,9.292,150.853,42.276,5.903,87.511,0,51.77,0,118.749,79.501,0.414,7.968,0,15.743,0,0,1181.594,10936.614,1.665,0,0,44.284,12.311,0.269,8659.086,31.382,3.025,0,5.755,0,0,0,9.512,0.331,71.618,0.027,31.156,247.231,5.496,98.114,0,996.44,49.146,48.43,474.585,57.478,1.968,116.713,0,4.335,4.996,0,50.954,56.127,0,0,13.094,0,17.395,0,0,1.924,63.012,0,0,0.81,316.656,0,3.379,1.66,0.106,47.306,1008.633,0.565,72.756,0.245,0,408.283,678.626,6.879,3.524,0,0,6452.005,1.74,0,0,0,0,14.87,0.591,13.966,0.265,0,58.615,0,0,0,40.515,37.148,0,238.995,305.445,1.98,850.756,0,23.109,120.7,74.839,189.67,6.182,0.22,0,0,0,0,0,0,34.113,55.265,38.773,4.423,0.385,0,61.508,5581.945,8055.006,88.555,7.581,0,119.657,2.03,6852.132,3.175,0,0,8323.442,249.896,0,0,96.25,34.601,0,0,0,746.247,8.289,49.142,0,0,0,0,0.93,0.177,138.514,4746.842,0.071,7136.045,0,19.197,0.099,2.112,0,0,0,0,7.428,0,0,0.755,0.083,0,0,0,0,0
"GNB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QAT",0,0,0,0,0,0.235,0,0,0,0,0.428,0,0,0,0,0,6.115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.098,6.668,0,0,0,0,0,0,0,0,0,0,0,0,1.729,0,0,0,0,0,0,13.095,0.257,0,0,0,0,0,0,0,0,0,0,23.849,0.175,0,0,0,0,0.11,0,58.737,0,0,4.99,0,0.866,0.014,0,3.689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,86.4,0,0,0,0,0,0,0,0,15.093,0,2.773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.974,0.555,0.024,0,0.225,0,1.128,0,0.431,0,0,0,0,2.235,0,0,0.041,0,0,0,0,0,0.157,0,0,0,0,0,0,0,0.083,44.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROU",0,0,2.485,0,0,0,0,3.134,158.897,3.288,336.992,0,2.53,0,0.202,0,101.876,0,0,5.414,30.436,0,212.224,0,0,0,22.623,2550.911,0,0,0.2,142.624,0,144.933,0,0,0,0.466,0,31.054,1460.171,0,0,835.385,0,0,0,0,1.235,597.023,0,0.382,709.538,0,26.057,0,0,4.246,1.176,0,0,18.171,0,0,150.644,5214.868,0.336,0,0,0,16.047,0,12677.967,0.1,0,0,718.943,0,0,0.048,0.05,0,0,0,129.32,2960.335,21.981,5.331,0,0.014,1.985,60.939,9379.673,7.281,0,345.63,0,201.072,1.212,0,326.588,0.681,0,0,6.313,0,6.011,0,0,11.716,1.141,0,0.468,0,19.072,0,0,15.285,0,27.205,61.355,0,208.841,4.6,0,15.455,0,0,0.04,0,0,433.948,0,0,0,0,0,41.924,0,0.157,557.171,0,43.154,0,0,0,0.381,0,0,0,20.05,4.06,677.089,255.316,0,0,0,58.51,0.842,0,0,0,0,0,0,0,0,24.565,0,111.192,0,0,428.504,3.218,1736.358,32.797,171.312,0,18.087,0,535.035,0.066,0,0,5.698,2227.779,0,0,159.495,3.902,0,0,0,110.341,1.671,126.049,68.21,0,0,0.002,102.449,293.228,1.607,6939.037,3.405,9601.608,9.512,2.356,0.876,0,0,0,0,0,0,0,0,4.781,0,0,0,0,0,0
"RUS",13.4,19.1,718.945,0,0,10.151,0,1093.185,22.855,10.244,19.131,0,20.362,434.708,2520.303,0,1.166,0,0,251.617,12.367,0,2.227,0,0,0,0,928.069,2705.983,0,18678.863,0,0,48.602,0,0,0,13.634,0,4.94,9638.963,0,0,17.414,0,0,0,0,0,83.172,104.115,0.622,205.989,0,8.381,0,0,0,0,0,34.351,171.35,0,0,1.635,280.479,0,0,0,0,330.339,0,1166.954,0,0,0,163.557,0,0,0,0.321,0,13.203,2.535,11.097,567.495,0.658,5.172,5.728,1.974,240.949,549.018,70.049,0,0,120.4,12296.895,0,11.804,0,255.55,26.094,618.921,1989.01,26.371,0,468.244,0,0,837.097,0.201,0,0,0,190.654,0.156,0.039,0.727,0,2.503,26.532,55.399,949.92,4.939,0,11.092,0,0,0,0,104.001,288.927,0,0,0,0,0,2.767,1.331,0,27.577,0,4.911,0,0,0,68.98,0,0,0,11.104,0.176,783.704,20.328,0,0,169.001,0,0,0,0,0,0,0,0,0,0,7.657,0,257.813,0.062,0,399.955,319.111,33.764,27.504,353.404,0,399.097,0.067,61.334,0.043,0,0,26.981,186.405,59.439,44.118,6.132,0,0,0,0,38.222,0.826,382.717,134.779,0,0,0,4884.34,7.26,586.146,1005.937,3.393,1715.08,0.08,0,19049.504,1.401,0,0,0,0,0,34.7,0,0,0,0,0,0,0,0
"RWA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BLM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SHN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KNA",0,0,0,0,0,0,0,0,15.8,2.431,0,0,0,0,0,0,0.288,0,0,0,0,0,18.397,0,0,0,0,0,0,0,0,0,0,6.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.134,0,26.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
