"AFG","ALB","DZA","ASM","AND","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","BRB","BEL","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","LKA","TCD","CHL","CHN","CXR","CCK","COL","COM","COG","COD","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","EST","FLK","FJI","FIN","FRA","PYF","GEO","DEU","GHA","KIR","GRC","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","LAO","LBN","LSO","LVA","LBR","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","NCL","VUT","NZL","NIC","NER","NGA","NOR","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","TLS","QAT","ROU","RUS","RWA","KNA","AIA","LCA","SPM","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TON","TTO","ARE","TUN","TUR","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","VEN","WSM","ZMB","ARM","LBY","NIU","PSE","SSD","SDN","UZB","AGO","BDI","CAF","GMB","KGZ","CYM","BMU","GRD","MYT","ERI","DJI","GAB","GRL","FSM","MHL","PLW","GNB","SOM","TKM","YEM","WLF","GIB","BLM","BTN","BES","COK","TUV","ATF"
"SEN",0,0,0,0,0,0,0,0.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.547,0,0,0,0.315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.391,0.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.473,0,0,0,0,0,0,0,0,0,0,0,0,17.053,0,0,0,0,0,0,0,0,0,0,0
"SRB",0,0.499,0,0,0,0,0,0,0,1.009,0,0,0,0,0.056,0,59.939,0,0,0,0,0,0,0.149,0,0,0,0,0,0,0,0,0,29.59,0,0,0,0,0,0,0,0.446,0,1.317,0.012,0,0,0,0,0,0,0,0,0,0,0,0.021,17.997,0,0,553.359,0,0,2.435,0,0,0,0,0,0,0.221,9.387,0,0,0,0,0,0,0.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.94,0,0,0,0,0,0,0,0.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,0,0,0,0,0,0,0,0,0.282,0,0,0,0,0.017,0,0,0,43.118,0,0,0,0,0,0,0.493,0,0,0.057,0,0,0,0,0,0,0,0,0,3.039,0,0.016,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYC",0,0,0,0,0,0,0,0,0,78.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IND",952.807,0,7.688,0,0,0,0,0.119,110.334,64.785,0,13.27,3669.338,0,2460.376,252.346,0,2.418,324.232,0,0,0,0.002,0.018,29.238,5.7,0,11.686,349.299,0,146.674,12.441,39.93,3732.966,0,0,35.011,0,34.293,151.66,0,116.626,0,0,273.779,0,12.647,0,54.364,3.309,29.267,0,8.516,0,0,0,3.802,158.511,0,0,8091.98,55.655,0,232.919,0,0.219,28.107,0,0,0,934.528,71.927,0,0.687,66.773,5.063,430.27,90.089,6694.231,14.52,0,22803.123,12.21,26.114,1059.324,0,11.533,26.184,0,2.771,0,0,79.574,33.037,0,0,103.222,73.126,51.796,14.647,205.03,98.622,8.357,191.06,209.844,0.102,0,0,0,67.863,4292.338,31.396,151.452,0,2014.375,29860.986,0,0,0,4.099,0,0.519,12.305,0.199,39.705,20.41,8.256,0.339,2.815,0.085,60.493,87.043,204.718,52.278,384.301,10.332,64.031,63.968,458.813,0,0,0,0,0,0,0,71.924,1.202,0.11,0.203,1544.532,0,2599.643,42.335,10.774,47.474,36.233,48.148,3157.529,0.435,0,8.072,134.514,0,0,76.606,0,0,28.556,3695.387,0.404,67.916,0,593.114,2.277,0,30.008,4661.811,544.307,3206.887,55.643,0.367,0.402,0,84.4,0,0,0,0.217,0,71.862,0,38.587,29.484,0,0,0,0,0,0,0,102.161,0,0,0,0,0,0,40.532,0.171,0.028,46.628,0,0,0,21.549,0,0,0,0
"SGP",0,0,11.199,0,1.819,45.892,0,46.646,28015.594,3649.967,0,0,3684.065,95.852,438.101,0.208,146.268,0,933.823,0,0.15,0,32.579,0.303,85.331,119.5,57.208,0.672,1489.859,0,320.055,0,165.015,44608.779,0,0,341.459,0,0,0,0.841,0,0,0,1366.504,0,46.661,0,0,14.741,2364.478,0,0,830.41,0,108.121,42.149,1872.048,529.653,0,162168.68,2.032,156.559,0,0,0,8.793,0,0,0,175605.94,1957.607,2.511,20460.199,194.404,0,47.713,1320.211,1738.018,0.38,0,199614.02,3.839,32.328,1.091,0,20373.264,7.9,2.27,0.339,0,0,0,0,0.052,2.868,1.421,0,127177.19,206.1,0,1.724,0,5.26,954.12,0,0.123,0,0,25.647,0,54.204,229.113,0,45.619,844.703,0,0,0,0,0,941.517,0,0,15.9,29.337,176.341,1700.501,0.441,0.007,20.17,14629.372,3486.785,4.294,0,10.195,29.121,149.482,0,0,0,0,0,0,0,0,1104.992,0,3.027,1.676,0,34507.718,0,15.342,2117.302,29.773,892.131,0,1290.664,0,0,16.941,1173.994,0,0,76064.343,0,0,0.66,115.404,3.731,34.639,0,32.616,91.648,109.126,14.718,16629.387,65.957,72107.283,0,38.105,0,0,0,0,0,0,0,0,0,0,80.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVK",0,0.11,0,0,0,0,0.26,0.602,2.816,46.167,0,0,0,0,1.249,0,5.355,0,5.029,0,0,0,0,385.073,0,0.292,0,0,71.189,0,0,0,0.907,721.444,0,0,0,0,0,0,0,25.692,0,1.113,13623.462,0,558.915,0,0,0.017,0,0,0,1.764,0,0,0.462,102.381,0,1.761,948.379,0,0,1.421,0,0.413,0,0,0,5.508,0.021,12424.457,0,0,0,0,1.369,0.007,375.341,0,0,11.203,1.896,0,20.594,0,4.007,3.29,0,0,0,0.043,0,0.68,0,0,0,0,23.636,0,0,0.002,0,0,7.406,0,0.547,0.245,0,0.185,0,0,0,0,0,7.646,0,0,0,0,0,0.595,0,0,0,1.19,0,0,0,0,0,0,58248.481,0,0,0.525,31224.214,1.099,0,0,0,0,0,0,0,0,0,0,638.825,0,0,0.665,9.998,0,15.267,63.157,1.162,0,1.594,0,0,94.58,29.817,0,0,6.33,0,0,0,97.246,18.909,30.659,0,0,1.054,1.069,0.571,4.561,0,1107.881,0,0,31.638,0,0,0,0,0,0,0,0,0.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",0,0,3.503,0,0,0,0,5.841,11.854,0.325,0,0,0,0,0,0,3.37,0,6389.732,0,0,0,0,0,0.12,1.3,4.777,0,101.807,0,0,0,4.868,13573.914,0,0,575.733,0,0,0,0.278,0,0,0,0,0,1.734,0,0,0,0,0,0,0,0,0,1.363,4.163,0,0,9218.847,0,0,0,0,0,0,0,0,0,1739.648,0,0,59.904,0,0,5.161,2.836,37.685,0,0,21814.467,2.731,0,0,0,69431.902,0,43.518,0,0,0,0,0,0,0,0,0,139.113,0,0,0,0,0,3.963,0,0,0,0,4.184,0,0,0,0,0,98.276,0,0,0,0.326,0,1.591,0,0,0,0,0,0,0,0,0.003,0,0,0,0,0.281,1.54,0.743,0,0,0,0,0,0,0,0,0,0,1.08,0,0,7.315,6625.275,0,0,5.124,0,0,44.757,0,0,0.153,35.478,0,0,9.73,0,0,1.127,3.166,0.387,0.624,0,2.911,0.586,0,1.029,1.505,0,1390.675,0,0,30.931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVN",0,0,0,0,0,0,0,0.091,2.879,1381.179,0,0,0,0,1439.624,0,143.785,0.132,0,0,0,0,0,1176.119,0,129.179,0,0,12.536,0,0,19.547,0,48.323,0,0,0.009,0,0,0,0,631.373,0,130.429,17.857,0,0.335,0,0,0.523,0,0,0,5.931,0,0,20.131,3524.994,0,0,1411.797,8.497,0,1.726,0,0,0,0,0,0,42.31,247.16,0.054,0,0,0,0.032,0.043,16929.387,0,0,0.465,0.013,19.38,0,0,1.072,0,0,0.217,0,0.171,0,114.835,0,1.473,1.425,0,7.507,0,0,32.154,0,0,103.01,0,0,3.097,0,0.809,0,0,0,0,0.08,901.157,0,0,0,0,0,3.442,0,0,2.483,0,3.514,0,0,0,0.056,0,10.349,2.698,0,0,12.592,72.07,0,0,0,0,0,0,0,0,1.358,0,1848.518,0,4.919,3.96,9.924,6.607,1.687,0,2.009,0,150.504,0,0,5.926,1435.135,0,0,5.937,0,0,0.148,0.227,0,83.554,0,40.986,0.078,136.699,23.858,2069.069,0,40.454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZAF",0,0,0,0,0,0,0,0,20.827,10.116,0,0,0,0,1685.814,0,0,558.195,2.679,0,0,0,0,0,0,10.9,0,0,3.46,0,2.857,10.427,0,1.865,0,0,0,0,18.308,114.71,0,0,0,0,0.058,1.485,0.844,0,9.669,0,0,0.536,32.852,0,0,0,2.2,1549.717,459.054,0,48.263,40.785,0,0,0,0,3.927,0,478.588,0,0,0,0.467,0,0,0,0,0,10.135,12.289,0,9.299,0,0,203.183,0,14.476,7.269,0,0,22.285,80.623,0,0,0,0,91.726,272.396,30.668,0,6.711,0,1.677,49.807,0.07,0,0,0,0,162.154,313.61,0,520.354,0,0,8.22,0,0,0,31.834,0,2.265,0,0,84.301,2.212,0.165,0.014,0,0,0,0,13.07,4.163,0,0,0,20.45,10.362,0,0,0,0,0,0,0,0,230.152,0,317.151,0.154,0,0,0,243.623,0,0,850.116,595.483,0,17.736,12.577,0.334,0,0,0.484,0.408,0,0,32.062,16.35,0.218,0,34.822,0,0,24.407,52.169,31.445,41.312,2.199,10.314,0,0,457.967,0,0,0,0,0,6.943,0,325.567,12.806,0,0,0.034,0,0,0,0,0.248,0,0.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZWE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP",0,0,1014.427,0,99.482,0,0,6.572,80.274,192.79,25.215,0,0,1.97,4004.506,33.72,1.895,0,2818.797,0,0,0,0,1111.807,0,11.06,0,18.746,7.581,37.021,4.647,1050.959,620.47,3145.54,0,0,221.505,0,0.475,95.37,297.218,77.289,57.81,109.863,112.379,1.147,1550.535,0,1903.206,136.695,14.891,7.639,3.319,5.667,0,0,58.989,12259.435,0,0.869,12124.143,4.309,0,2349.576,0,41.802,287.809,0,32.8,0,77.873,171.566,0.373,1.628,37.553,0,113.291,358.463,23233.696,18.09,200.709,5695.457,5.989,8.099,665.2,0,47.313,6.49,0,29.783,0,4.627,0,166.041,31.004,0,8.046,1.111,8.282,9.948,179.807,207.439,1973.28,476.885,447.618,0,0.208,0.844,0,1622.326,344.607,2.255,363.2,0,0,2940.426,0,0,0,1.193,0,77.796,91.597,6.717,36.064,7.477,951.597,10.689,0,90.989,115.464,1146.803,408.053,25069.278,0,7.932,3113.313,17.392,53.976,0,0,0,0,0,0,0,9.385,55.083,77.295,0,34.344,607.754,0.057,118.559,2.815,22.595,8083.769,0.436,0,0,0,147.957,743.558,0,0,39.654,0,0,7.233,826.944,338.485,59.24,0,0,2.36,0.958,35.263,31884.894,0,15931.052,78.942,560.394,375.463,0,0,0.031,0,0,0.555,0,0,0,154.527,0,0,31.275,0,0,0,0,0,0,0,0,0,0,0,0,87.441,0,0,0,0,20.674,0,0,0,0,0,0
"SUR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.991,0,0,0,0,0,0.151,0,0,0,0,0.034,0,0,0,0,0,0,0,0,0,1.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,400.083,0,0,0,0,0.02,0,0,0,0,0,0,0,0,86.65,0,0,0,0,0,0,0,0,0,0,0,0,0,2.774,0,0,0,0,0.205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",0,0,14.676,0,0,0,0,50.98,284.068,156.714,0,0.153,1.535,0,1143.13,1.148,7.677,0.153,243.348,0,0,0,0,10.343,291.753,169.688,0,0,141.64,0,0,0,34.381,6523.165,0,0,81.518,0,0,0,24.986,9.773,3.531,1.286,108.758,0,3339.769,0,2.651,2.491,1.672,0,0,781.298,0,0,1478.57,957.633,0.11,0,23348.289,233.507,0,67.957,0,19.799,0,0,0,10.902,978.496,167.962,4.247,29.635,0,11.055,385.27,11.285,407.896,0,0.235,1932.498,2.014,1.049,0.843,0,238.477,3.07,0,0.46,0,57.221,12.284,575.121,37.544,1.381,0,0,62.756,0,0,0.614,0,0,1012.584,0,0,0.465,0,8.14,0,16.455,6.295,0,0.091,4685.038,0,0,0,1.033,0,15.879,3.224,0,110.712,7104.174,7.999,0,10.441,1.367,12.119,10.134,1195.836,73.421,0,1.961,511.083,2284.042,0,0,0,1.074,0,0,0,0,10.288,0,457.718,0,0,191.261,5.608,1304.349,73.095,255.101,132.539,0.11,564.344,78.409,46.365,0,1116.792,0,0,2535.832,0,0,0,127.105,19.501,34.286,0,141.601,17.293,1.074,1.689,15654.976,61.664,6385.17,0,2.597,52.319,0,0,3.378,0.921,0,0,0,10.707,1.228,0,0,0,0,0,0,0,0,0,0,0.153,0,0,0,0,0,0,0.614,0.307,1.842,0,0,0,0,0,0,0,0
"CHE",0,0.021,3.915,0,0,0,0,14.534,510.649,2826.051,0,2.141,24.725,0,108.002,0.077,0.454,0,167.407,0,0,0,0,36.777,16.2,2.524,0,1.559,382.998,0.266,64.83,0,23.135,963.045,0,0,2.084,0,0,0,1.847,52.222,0.907,0.645,336.494,2.731,77.821,0,0.692,12.987,5.032,0,2.877,11.353,0,0,128.891,3324.082,4.956,0,11897.117,0.146,2.572,92.123,0,9.584,0,0,0,1.42,11533.572,1371.28,1.882,72.674,5.373,0,40.918,4861.677,4702.736,1.431,0,699.197,5.965,2.493,6.577,0,539.227,1.729,0,17.323,0,2.525,0,20.09,17.32,0,6.165,0,1630.711,1.557,0,52.598,0,0.761,207.568,0.306,0,0.252,0,105.661,0,13.768,171.118,0,1.094,400.755,0,0,0,0,0,23.237,0.903,1.951,5.556,308.763,32.243,0,0,0,19.182,681.489,95.74,1843.495,0,3.57,249.353,498.949,0.41,0,0,0,0,0,0,0,82.442,5.992,23.441,0,0,186.431,280.555,162.141,32.118,141.699,123.56,3.921,223.943,0,0,107.962,0,0,0,6179.559,0,0,0.406,49.779,1.113,78.303,0,19.754,68.13,2.336,19.521,940.057,24.74,8439.315,21.998,0.348,4.507,0,3.669,0.402,0,0,0,0,0,9.752,9.04,28.739,0,0.647,0,0,0,0,0,0,0,0,0,0,0,0,6.464,0,2.839,0.288,0,0,0,0,0,0,0,0
"SYR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TJK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THA",2.766,0,0.063,0,0.088,0,0,83.744,215.457,619.535,0,0.204,23.685,0,9.301,4.088,1.17,0.432,2132.573,0,0,0,1.248,2.11,100.673,54.9,391.431,0.78,1834.347,0,27.15,0,5.786,15999.372,0,0,74.534,0,0,0,0.634,0.814,0,0,1198.631,0.711,179.689,0,2.215,4.051,0,0,5.154,260.63,0,0.053,89.079,6143.228,0,0,19354.391,17.838,0,0,0,0,4.111,0,0,0,44706.371,5690.797,4.896,757.378,0,0,4.798,1229.648,2422.207,3.84,0,74603.915,0.135,0.07,173.124,0,9562.96,1.466,1.104,0.944,0,0.631,0,8.302,0.17,0,40.304,0,26772.257,54.353,0,2.127,0,0.045,4594.916,0.096,0.512,0.046,0,0.9,59.844,0,0.04,0,14.345,757.72,0,0,0,0,0,49.297,0,0,56.994,692.193,0.2,0,0,0,2.14,694.414,1011.277,0.213,0,0.015,5.651,90.294,0,0,0,0,0,0,0,0,0.007,0.137,16.302,0.002,18.983,353.271,13984.951,76.518,319.425,87.15,56.986,0,443.98,0,0,598.81,230.021,0,0,0,0,0,0,5.993,55.478,241.555,0,17.84,176.469,0.008,14.431,409.438,496.782,24350.492,0,0.973,0.334,0,0.022,0.114,0,0,0,0,2.64,0,0,0,0,0,0.362,0,0,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.08,0,0,0,0,0,0,0,0,0,0,0,8.645,0,0,0,1.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTO",0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARE",308.26,0,1.142,0,0,0,0,0,81.905,3.508,0,361.435,67.393,0,17.941,0,0,5.089,0.658,0,0,0,0,0,1.361,0,0,0.983,15.364,0.138,0.021,0,0,12.557,0,0,0,0,3.497,0,0,0,0,0,0.378,0.703,5.084,0,0,0,0,0,15.666,0,0,0.226,15.021,116.371,0,147.277,6512.814,1.584,0,0,0,0,7.251,0,0,0,7.143,0.014,0,0,1186.695,3.533,0.231,0,9924.364,23.233,0,301.384,5.173,0.242,53.071,0,14.379,2.769,0,6.214,0,0.028,0,0,0,0,0,33.713,4.169,128.764,54.958,0,0,0.503,0,0,0,0,0,0.131,6.44,518.809,0,0,0,3.272,0,0,0,0,0,0.23,0,0,348.017,44.752,565.907,0,0,0,0,0,0,0,0,1.978,0,0,36.142,0,0,0,0,0,0,0,56.146,3.355,0,2.189,2.366,5411.092,45.251,0,0,67.259,0,2.926,69.128,0,0,0.302,2.491,0,0,499.765,1.005,0,0,0,0,7.382,0,158.086,9.959,0,2.604,85.495,217.535,25.263,396.567,0,0,0,19.275,0,5.658,0,0,0,51.101,0,282.33,13.605,38.996,0,0,0,0,0,0,2.438,24.256,0,0,0,0,0,0,0,0,14.779,0,0,0,0,0,0,0,0
