"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","IOT","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","LKA","TCD","CHL","CHN","CXR","CCK","COL","COM","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","EST","FLK","FJI","FIN","FRA","PYF","DJI","GAB","GEO","PSE","DEU","GHA","GIB","GRC","GRL","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","NCL","NZL","NIC","NER","NGA","NIU","NOR","MNP","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","TLS","QAT","ROU","RUS","RWA","BLM","SHN","KNA","AIA","LCA","VCT","SMR","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TON","TTO","ARE","TUN","TUR","TKM","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WLF","WSM","YEM","ZMB","STP","SLB","KIR","VUT","NFK","PLW","SSD","BTN","ERI","CAF","SPM","TCA","GMB","MHL","GNB","ATF","PCN","FSM","BES"
"SLE",0,0,0,0,0,0,0,0,0.379,4.838,0,0,1.377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IND",222.167,7.184,397.455,0,0,2.03,0,0,21.524,436.849,175.033,0.069,34.406,740.991,0,0.3,563.467,0,3.729,0.176,0,653.437,0,0,0,0.191,6.977,185.806,1.003,11.995,0,208.664,113.685,0,0,987.69,0,33.855,667.088,0,0,73.782,0,54.388,2.61,0,3.755,88.011,0,0,66.048,13.556,63.804,0,0.056,17.971,0.688,0,124.603,3.686,0,17.431,87.568,3201.726,1.305,0,1.387,6.7,0.107,1701.853,74.933,0,9.041,0,0,0,2.322,43.58,0,0,5.102,234.285,174.619,1.73,383.96,14.135,14.122,16.975,189,320.155,4.479,1.704,1102.916,2.539,42.723,290.655,0,8978.376,37.793,0,0,4.313,0,12.198,0.932,0,5.081,0.808,0,4.955,6.888,546.87,46.657,0,0.632,0,68.531,1528.922,0,1.585,0,0,164.732,12.559,46.441,3.414,0,396.762,711.488,0,0,0,0,2.992,23.537,0,277.338,0,54.761,0,338.609,4.438,59.122,6.231,26.394,338.696,164.247,1.653,0,59.231,307.764,60.225,3.036,0,0,0,0,0,0,0,91.03,9.168,6.12,1.675,0.104,0,2298.318,7.838,268.209,1.914,0.793,645.102,0.131,1043.116,0.262,0,0,21.073,107.224,0,8.723,653.471,12.787,0,0,0,959.295,1.307,1031.659,0,95.333,18.809,0,99.423,1153.282,169.129,9497.918,24.24,12.423,0,0,0,0,0.127,7.857,0,0,0,0,0,0,0,21.948,0,0,0,0,0,0,0,0,0,0,0
"SGP",3.139,0,116.546,0,0,147.813,0,67.101,461.76,4294.075,929.043,0.004,143.814,2069.492,0.118,0.265,96.518,0.809,71.034,2.201,0,3757.324,0,0,0,384.045,0,760.444,0,37.1,544.438,6.933,2797.294,0,0,259.478,0,3003.077,27249.3,0,0,27.266,0,1.71,15.592,0,29.437,5.827,0,33.301,149.782,0,15.155,0,0,8.635,1.027,0,2.304,147.028,0,5.432,462.281,2862.321,4.702,0,2.391,2.041,9.941,21773.322,51.973,0,22.53,0,0,0.493,7.575,13.087,0,0,14.241,116513.895,2322.323,9.565,9114.877,60.322,0,33.035,4972.974,98.149,1.563,0,16032.606,31.144,62.274,2.088,0,21195.262,116.518,0,31.328,37.22,0,1.166,0,0,3.762,17.662,32.501,1.693,0,11885.612,318.211,0,5.534,0,55.355,41151.333,13.005,0.029,0,0,30.697,0,8.039,0.266,0,71.236,2347.269,0,51.881,0,0,524.227,4.306,0,6.447,17.899,687.944,0,76.288,1.584,24.494,5.153,27.824,4627.934,494.653,5.407,33.716,67.863,94.081,715.423,0.813,0,0,2.205,0,0.284,0.085,0,246.942,0,7.767,14.547,0,15820.136,0,10.627,5197.174,7.496,0,333.356,29.934,2193.536,0,0.007,0,26.481,659.019,0,0,33540.247,0,0,0,1.603,823.992,15.44,216.658,0,0.819,11.386,1.269,245.757,435.757,11.417,50074.021,0,9.861,58.783,0.01,0,0,0,0,0,1.359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVK",50.057,1.237,0.602,0,0,9.461,0,39.766,2073.998,13.334,677.799,0,0,0,0.015,0,150.778,0,0,47.815,0,69.327,0,0,0,0,76.687,0,0,3.745,0,0,3431.802,0,0,0,0,0.858,10.356,0,0,6.945,0,0,0,0,0,52.572,0,25.554,7502.271,0,589.321,0,0,0,0,0,0.635,7.368,0,0,31.229,1740.853,4.2,0,0,0.005,0,3491.348,0,0,1.307,0,0,0,0.95,0,0,0,0,7.653,1353.834,0.126,1.455,0,0,0,18.582,190.236,0.033,0,167.506,575.212,0,0,0,34.888,0,0,0,3.784,0,147.262,0,0,128.502,16.617,0,0,0,23.774,0,0,0.304,0,2.705,55.43,0,19.416,486.741,0,45.984,0,3.57,0,0,1.339,967.793,1.609,0,0,0,33.955,0.059,0,0,0,514.686,0,0,0,0,0,45.279,0,1189.243,2.59,0,0,353.646,299.561,0,0,0,0,0,0,0,0,0,0,42.349,3.249,0,9.22,17.89,0,1.799,26.566,0,18.851,0,20.373,0,0,0,20.063,432.503,0,0,316.694,0,0,0,0,40.788,0,88.912,0,0,97.879,11.128,10.802,11803.032,0,5888.087,0,0.921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63,0,0,0,0.354
"VNM",0,0,0.847,0,0,0,0,0,201.34,5950.515,11.748,0,648.533,17.658,0.064,0,172.915,0.063,26.845,22.571,0,346.96,0,0,0,0,0,18.996,0,11.5,29.819,98.612,383.5,0,0,25.298,0,2.562,5538.159,0,0,561.283,0,0,7.64,0,2.315,2.276,0,0,2050.342,0,8.944,0,613.336,26.234,0.822,0,0,0.027,0,0,0.816,1782.484,0,0,0,0,0,372.339,0,0,33.36,0,0,0,92.54,0,0,0,9.063,1149.173,318.274,45.562,376.962,0,0,0,381.875,3.196,8.03,0,13454.04,2.686,5.151,21.758,0,5988.584,965.046,0,25.994,197.853,0,1.109,0,0,0.011,0,0,0.783,0,108.392,19.639,0,0,0,24.275,162.764,7.955,4.908,26.766,0,31.558,17.755,347.048,0,0,3.786,4884.969,0,0,0,0,161.876,6.775,0,0,0,139.015,0,131.705,60.1,0,0,78.614,615.836,70.19,1.752,1.244,933.069,2.868,766.378,0,0,0,0,0,0,0,0,71.669,0,42.82,0,0,1567.936,420.276,1537.411,0,22.274,0,2960.044,0,85.655,0,0,0,10.976,129.511,0,0.054,2018.039,8,0,0,0,1734.559,0.255,6810.936,0,0,1.687,0,696.528,4301.334,0,28042.078,0,30.622,4.567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVN",0,104.921,13.098,0,0,0,0,0.004,79.659,197.048,1016.739,0,0,0,0.431,0.353,79.131,0,0.67,764.517,0,0.67,0,0,0,0,58.498,0,0,0.4,0,0,74.584,0,0,0.094,0,131.786,1054.084,0,0,0,0,0,0,0,0,1611.775,0,14.465,213.641,0,27.157,0,0,1.205,1.357,79.315,0,34.916,0,0,38.432,2085.202,0.245,0,1.047,14.407,0,2285.942,0,0,85.938,0,0,0,0,0,1.383,0,0,419.934,593.753,5.811,13.888,0.42,0,19.676,29.19,4385.757,0.05,0,268.275,0,589.042,0.882,0,184.608,21.977,0,0,45.677,0,3.791,49.468,23.649,127.643,11.626,4.395,0,0,4.355,0,0,18.981,0,7.154,3.883,0,0.047,344.788,0,0.976,0,0,0,0,0,2214.015,0,0,0,0,49.096,0.086,0,1.208,0,44.94,0,0,1.736,0,0,3.437,22.085,162.296,6.436,0,31.209,75.36,473.551,17.967,1.819,0,0,0,0,0,0,5.553,0,1117.764,0,0,4.975,412.94,58.653,5.382,0,0,31.984,0,360.619,0,0,0,117.534,730.78,0,0,36.992,0,0,0,0,42.731,0,256.636,2.929,0,19.713,390.351,101.7,702.454,0,1455.963,0,0.217,0,0,3.489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SOM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZAF",0,0,0.431,0,0,747.323,0,0,18.315,650.299,30.529,0,0.283,0,5.581,0,29.567,0,8.006,0,781.469,2379.702,1.549,0,0,0.211,10.361,0,2.294,0.7,0,1110.579,101.412,0,0,10.286,0,95.864,512.276,0,0,22.864,0,3.083,760.002,0,4.994,0.173,0,0.066,6.842,3.754,4.192,0,0,14.541,0,0,67.518,10.393,0,0,0.341,1889.835,0,0,1.67,0,0,827.609,666.99,0,8.153,0,0,0,0,32.154,0,0,0,1.84,5.007,0,0.384,0,0,2.399,140.833,598.448,54.805,0,0,2.322,0,1133.157,0,23.341,5.151,146.083,0,5.975,337.153,0,2.749,0,0,0.054,0,227.879,206.245,41.106,0,10.765,7.064,0,274.044,9.471,0,0.165,0,0,0.548,916.749,300.45,3500.752,0,0,813.082,0,0,0,0,28.562,0,0,650.531,0,17.876,0,8.838,20.128,12.063,0,36.688,12.813,16,9.992,0,0,29.658,15.63,178.76,0,54.083,0,0,0,0,0,12260.876,64.404,0,54.267,3.126,3024.303,8.798,0.04,6.671,2.881,0,0,783.329,321.26,2.177,0,220.498,2546.597,140.261,0,0,1469.553,0,0,0,0,115.36,4.795,8.042,0,198.121,0,0,9734.483,1928.981,256.226,332.822,291.085,3.647,0,0,0,0,0,656.786,1.806,0,0,1.186,0,0,0,0,0.906,0.336,0,0,0.044,0,6.177,0,0,0,0
"ZWE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103,0,0,0,0,1.045,0,0,0,0,5.009,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,0,0,1.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP",13.556,10.647,521.361,0,129.247,13.035,2.13,13.527,685.539,940.4,1044.848,0,34.817,19.454,50.55,0,1308.276,1.806,52.16,11.998,0,495.301,0.33,0,0,0.101,192.389,0,0,75.5,0,8.424,798.489,16.978,0,558.059,1.945,1320.825,5371.301,0,0,810.018,0,3.703,0.869,0,261.376,137.438,426.879,102.878,1413.889,3.308,1388.122,0,73.699,785.725,11.881,63.291,0.568,432.238,0,9.013,689.584,30445.784,15.041,12.221,0.961,35.591,0.295,9761.977,102.866,117.87,1337.18,0,0,0,82.636,18.04,0,0,10.258,298.112,539.634,83.586,77.081,140.133,20.604,120.189,851.497,16116.878,88.634,44.404,1162.222,26.124,65.212,60.087,0,1318.307,145.368,0,0,392.102,0,37.499,0.337,0,250.361,41.508,25.017,1.596,0.312,969.915,2.939,16.234,72.271,70.103,42.36,5247.451,0.055,244.781,3.344,0,1217.508,41.32,76.267,1.107,0,0,2817.287,0,7.278,2.006,13.032,109.607,38.688,0,70.421,0,1153.156,0,13.223,47.223,0,54.257,849.444,214.222,4344.161,20878.254,0,352.78,617.368,494.904,0,0,0,0,0,1.233,2.526,31.012,501.965,22.484,42.029,22.881,0.005,316.095,323.261,176.344,176.913,333.201,0,284.729,0,0,1.988,4.47,0,806.599,904.151,0,0,435.61,1.248,0,0,0,3894.446,41.37,2330.52,0,6.183,7.374,26.159,136.484,11012.654,2.887,4826.275,58.667,302.223,0,7.004,0,0,0,0.708,0.572,0,0,0.161,0,0,0,0,50.812,0,0,0,1.116,0,1.21,0,0,0,0
"SDN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384,0,0,0,0,0,0,0,3.853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SUR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.634,0,0,3.922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWZ",0,0,0.332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036,0,0,0.101,0,0,0,0,0,0,0,0,0,0.084,0,0,0,12.489,0,0,12.394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.592,0,0,0,0,0,0,0,0.065,0,0,0,0,0,0,0,0,1.177,0,0,0,1.862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.442,0.668,0,0,0,0,1.22,0,0,0,0,0,0,0,0,0,8.801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",0,0.467,913.539,0,4.331,4.437,0,424.864,99.779,2306.412,811.84,7.734,6.592,2.218,0,6.656,2059.994,0,25.197,15.003,92.962,1469.448,0,0,0,4.067,393.877,0.116,0,42.3,0,90.448,525.538,1.691,0,20.812,0,3189.355,5646.493,0,4.087,113.399,0,0,3.255,0,1.206,404.032,3.386,9.226,280.201,137.418,12020.044,0,7.591,14.088,16.953,0,2.952,212.317,0,0,9875.218,3449.43,1.661,0,0,0.033,108.602,16685.655,54.405,0,505.275,7.007,0,0,3.853,0,0,52.086,0,983.553,945.838,879.167,13.08,64.816,364.139,451.771,590.04,3995.532,47.765,2.569,878.349,37.26,3.871,3.343,0,2234.882,5.104,0,0,6.094,0,213.397,0,238.41,268.766,21.488,0.934,0.467,0,94.466,4.671,108.039,19.62,9.109,28.297,725.861,4.773,22.681,15.065,0,1221.351,0.817,80.115,1.179,0,25.1,2659.224,5.605,0,0,0.467,84.549,21.432,0,305.629,0,25266.021,0,115.618,1.868,8.875,23.357,57.897,248.327,2197.435,301.984,0,91.694,100.085,1151.236,80.115,0,0,0,0,3.316,0,0,924.855,3.175,431.272,0.657,0,442.459,430.166,171.21,88.117,109.829,0,209.981,20.05,1101.704,40.408,0,0,0,2579.288,189.193,0,1149.143,15.831,0,0,0,1944.667,209.637,450.104,0,0,53.449,0.658,14.481,3761.715,5.352,9011.376,5.457,62.995,19.386,0.116,0,0,9.576,41.809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.123,0,0,0,0
"CHE",0,0,15.453,0,0,18.227,0,0.392,179.174,1397.102,4040.202,0.342,38.724,82.658,0.551,0.842,1231.447,0.204,1.572,9.93,0.342,641.027,0,0,0,0.571,638.464,17.132,0,27.596,0,2.163,841.63,0.955,0,161.342,1.58,177.555,20862.402,0,0,193.684,0,267.825,4.57,0,3.276,89.706,0,32.559,2709.081,0,221.051,0,13.153,122.694,14.797,0,22.727,173.178,0,0,925.571,7149.888,1.211,0,5.014,1.604,0.368,56677.818,18.721,0,414.331,0,0,0,7.08,0,0,0,8.786,2825.974,1187.823,1.986,172.6,67.109,0,284.94,662.846,1962.533,8.503,3.646,15787.84,14.057,28.161,10.35,0,4456.933,21.847,0,0,20.529,0,37.611,0,5.049,55.369,610.431,3.239,1.239,0,1366.748,23.198,0,1.324,0,5.595,2073.384,0.512,1.635,0.397,0,74.742,1041.381,93.199,0,0,0.554,1349.861,0,0,0,6.293,138.676,17.426,0,19.889,0,862.651,0,155.619,19.402,0,3.364,51.542,147.058,2055.813,79.57,0,277.377,219.113,401.707,2419.724,0,0,0,0,0,0,0,330.521,0.768,141.851,1.236,0,4795.637,1924.911,819.477,268.1,114.859,0,1039.591,67.889,2706.207,25.533,0,0,723.569,0,0,24.312,1129.411,0.202,0,0,3.699,1780.722,72.519,3240.074,17.658,1.217,47.145,0.583,11.218,4200.367,1.343,40902.045,22.061,43.757,626.287,7.426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TJK",0,0,3.982,0,0,0,0,0,0,0,0.582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THA",0.643,0,16.545,0,0,0.15,0,14.486,6844.928,4543.568,89.127,0,8.946,300.973,0.211,2.979,2842.454,0.373,6.326,1.279,0,396.224,0,0,0,4.412,0.04,7490.876,0,30.8,1478.877,0,2654.007,0,0.032,36.5,0,95.999,40541.007,0,0,79.779,0,16.608,0,1.035,0.635,3.528,0,0.198,160.823,0,9465.794,0,35.133,72.305,0.784,0,0.61,37.535,0,4.758,50.559,15024.5,12.072,6.118,0,0,20.317,33535.751,0,0,0,0,0,0.237,0,0,0,0,0.761,40344.577,3073.295,27.955,19667.033,11.575,0.06,25.346,71,3608.542,1.457,0.131,110638.203,0.623,3.087,1.414,0,9799.077,14.266,0,915.028,77.029,0,31.575,0,0,0.396,0.199,30.067,1.338,0,9063.969,28.969,0,1.213,0,7.071,12536.392,0.273,1.237,0.005,0,15.93,0.144,25.566,0,0,1.041,1644.406,0,0,0,3.529,498.804,2.095,0,7.667,0,386.859,0,3161.344,4.622,8.004,116.63,122.675,2574.233,520.267,307.369,0.073,12.793,401.168,4934.062,1.343,0,0,0,0,0,0,0,166.133,0.038,100.446,0.455,0,3818.024,6951.914,7939.558,6484.032,285.978,0,2002.032,0,815.07,0,0,0,3969.57,604.004,0,0,0,0,0,0,0,321.421,1.488,428.644,0,0,16.151,306.046,731.796,2187.669,0.266,59765.736,0,2.615,0,0,0,0.436,0.139,0.099,0,1.199,0,0.037,0,0,0,0.814,0,0,0,0,0,0,0,0,0,0,0
"TGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.734,0,0,0,0,0,0,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TKL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TON",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16,0,0,0,71.856,0,0,0,0,0,0,0,0,0,0,0,0,1.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.342,11.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
