"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","IOT","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","COL","MYT","COG","COD","CRI","HRV","CUB","CYP","CZE","DNK","DMA","DOM","ECU","SLV","ETH","ERI","EST","FJI","FIN","FRA","PYF","GAB","GEO","DEU","GHA","GIB","KIR","GRC","GRL","GRD","GUM","GTM","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","LAO","LBN","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MUS","MEX","MNG","MDA","MNE","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","ANT","ABW","NCL","NZL","NIC","NER","NGA","NFK","NOR","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","TLS","QAT","ROU","RUS","KNA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TTO","ARE","TUN","TUR","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","COK","GIN","KGZ","MRT","VUT","MNP","GNB","SOM","TON","ATF","GMB","RWA","TKM","BTN","CXR","MSR","SPM","COM","BEN","GNQ","DJI","PSE","LSO","MHL","PLW","WLF","AIA","FSM","NIU","TUV","SHN"
"ARE",165.459,0,12.109,0,0,75.057,0,8.561,0,28.026,20.168,0,37.661,1.824,5.559,0,2.934,0,0,0,0.003,22.24,0,0,0,0,0.044,0,0,1.079,0,0,4.644,1.858,0,0,0,58.252,0,0,9307.553,0.111,0,23.414,0,0.1,0,0,56.434,4.284,185.871,0,0,0,0,127.758,65.22,0,0,31.354,172.702,0,79.18,32.261,524.237,49.721,0,0,91.221,0,0,0,0,0,0,0,298.268,0,0,6.6,10331.861,4310.509,11.526,8,32.138,5.025,0,2581.827,0,403.617,7.355,0,42.848,460.46,0,59.14,0,26.5,155.521,2.536,0,0,0,7.954,1.184,74.039,1.225,2.101,0.934,0.048,0,0,0,23.271,2.862,97.39,0,0,24.5,189.424,0,0,0,0.473,0,219.99,47.066,0,0.248,189.561,0,0,0,0,0,0,2.049,0,0,411.216,1.93,80.343,0,0,0,0,0,1279.329,1.473,2.285,68.26,0,130.943,125.547,0,0,0,14.588,11.051,5.762,141.182,0,0,2.02,241.833,37.579,0,9.174,0,0,0,0,17.706,9.202,0,42.329,34.068,61.14,521.506,365.232,98.347,81.482,0,0,0,7.117,0,275.831,70.593,0,3.564,1.25,0,0,0,0,229.597,0,0,2.23,19.964,95.191,0,0,0,0,0.244,0,0,0,3.169,0,0,0,0,0,0,0,0,0
"TUN",0,1.029,3.807,0,0,0,0,0,0,20.588,12.554,0,0,0,0,0,0,0,0,0,0,2.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.549,0,0,0,0,0,21.66,0,0,5.35,0,0,0,0,0,0,0,0,0,0,4666.003,1.648,0,0,42.375,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50.937,0,0,816.881,0,4.423,0,0,0,0,0,0.096,0,0,1.716,0,0,0,0.826,0,0,0,12.23,0,15.044,44.159,0,0,0,0.777,0,0,0,0,0,78.382,0,0,10.325,0.023,0,0,0,0,0,0,0,0,0,1.098,0,0,0.372,2.504,0,0,0,0,0,0,0,0,0,0,0,0.089,0,0,0,0,0,0,2.71,0,0,0,0,0,0,0,1.152,0,0,2.195,0,0,0,0,0,17.889,0,0,0,0,0,0,0,63.228,0,1.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUR",19.732,51.399,5.588,0,0,0,0,262.358,5.074,26.463,77.233,0,9.88,28.003,1.8,0,34.696,0,0,175.122,0,0.458,0,0,0,0,0,153.512,0,0,15,0,0,115.467,0,0,0,46.995,0,0,23.497,0,0,0,0,0,39.092,20.469,167.675,32.49,27.803,0,0,0,0,0.801,0,4.497,0,111.217,398.339,0,0,96.615,2190.354,0,0,0,599.076,0,0,0,0,0,0,0,68.815,34.425,1.926,0.245,280.209,1135.739,20.327,87.839,1003.126,0.891,0,1,418.717,133.115,0,0,107.324,10.28,0,47.308,2.446,9.02,267.793,0.371,0,0,0,0,1.75,0.046,0,2.003,1.497,0,0,30.95,3.543,135.181,0,61.906,0,0,0,368.775,0,0,0,10.295,0,0,1.524,0,36.959,210.889,0,0,0,0.042,0,0,89.315,4.069,0,42.107,3935.679,244.811,0,0,0,0,0,92.083,0.116,46.69,0,0,95.825,55.636,7.417,15.698,6.407,45.4,0,382.967,19.934,0,0,10.223,184.511,127.494,2.341,28.905,0,0,0,129.687,17.833,0,0,0,65.124,24.421,371.82,448.199,5.06,325.775,0,0,10.245,0,0,1.843,0,0,0,84.498,2.553,0,0,0,0,0,0,0,0,527.26,0,0,0,0,0,0,3.482,0,0,0,0,0,0,0,0,0,0,0
"TCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019,0,0,2.398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UKR",1.36,0,0,0,0,0,0,249.186,0,5.334,0.073,0,0,13.315,26.054,0,2.627,0,0,14.549,0,0,0,0,0,0,0,0,0,0,1972.87,0,0,0.623,0,0,0,0,70.38,0,931.391,0.91,0,0,0,0,0,0,0,485.324,0,0,0,0,0,9.76,0,0,0,0,58.975,0,0,387.567,4.486,0,0,0,0.63,0,0,0,0,0,0,0,46.831,47.159,0,0,158.01,0,0.242,498.54,0,0,0,0,346.372,0,0,0,12.01,0,0,0,0,0,0,10.712,0,0,0,0,0,0,0,0,0,8.257,0,123.053,0,0,0,0,0,0,0,23.649,0,0,0,0.07,0,0,0,0,0,10.08,0,0,0,2.06,0,0,2360.792,0,0,0,10.926,10818.027,0,0,0,0,0,0,0,6.074,0,0,170.002,0,283.6,51,0,0,0,0,110.639,0,0,0,0,0,0,0.668,0,0,0,1.23,0,5.082,0,0,0,0,2.18,11.319,0,7.309,0,0,623.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MKD",0,0,0,0,0,0,0,0,0,0,1.149,0,0,0,0,0,0,0,0,0.94,0,0,0,0,0,0,0,9.441,0,0,0,0,0,0,0,0,0,0,0,0,72.897,0,0,0,0,0,3.436,0,0,0,0,0,0,0,0,0,0,0,0,0,0.383,0,0,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EGY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.427,5.751,0,0,0,0,0,0,0.188,0,0,0,0,0,0.935,0,0,0,0,0,0,0,0,0,0,0,0,0,4.42,0,0,0,33.991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.874,0,0,0,0,3.506,0,4.836,8.033,0,1.917,0.152,0,0.195,0,0,3.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.517,0,0,0,0,0,0,0,0,0,0,0,0,0.199,0,0,0,0,0,0,0,0,0,0,0,0,0.504,0,0.099,0,0,0,0,0,1.624,0,0,0,0,0,0,0,0,0,0.094,0,0,3.308,0,0,0,0,0,0,270.91,0,0,0,62.782,3.07,1.356,0,0,0,0,0,131.9,29.128,5.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR",154.564,59.257,4991.239,0,38.643,66.442,0,455.591,5604.404,21093.56,9326.124,54.243,458.162,441.874,166.415,63.447,15476.271,10.693,17.767,163.422,5.892,2868.14,42.79,0,0,12.813,90.057,1303.313,0,7.829,202.599,0,15.535,12788.685,0.19,0,0,293.183,3.807,1455.364,13525.52,116.803,0,29.851,5.058,77.658,783.315,230.277,618.426,6128.134,6421.209,1.328,18.698,139.452,11.331,12.873,0,409.818,15.031,3311.713,54413.145,9.057,111.648,113.908,55006.869,92.807,15.708,0,3358.56,0,0.23,0,95.376,1.347,0,89.281,15631.599,2706.658,380.11,573.744,439.563,438.241,19703.311,6000.945,30040.002,46.649,25.349,17174.339,459.516,426.717,295.051,52.917,13745.898,897.441,0,773.939,546.289,36.288,567.474,2207.68,493.272,326.701,10.674,0,1202.117,24.717,0,610.581,3506.007,16691.763,7.905,33.312,83.275,645.198,5.237,619.355,3.712,0,6.769,21916.739,161.167,13.885,10.94,2015.398,5.523,2.674,1001.116,0,5206.71,1426.577,3.079,0,92.484,384.58,708.239,0,6039.226,5632.37,0,864.691,7543.343,10818.949,0.074,18.116,7.607,0,0,14159.895,0,862.516,143.451,0,9349.514,9013.054,1030.157,1162.437,2108.563,5555.908,1.586,26840.578,141.401,26.642,0,10709.894,11986.725,235.317,0,5973.037,0,0,34.878,9639.402,1772.904,9524.637,0,310.416,1292.051,27.396,2205.81,0,149.898,192469.005,5.71,28.104,0,398.222,5.138,36.464,38.728,0,6.002,11.234,14.395,0,0,0,0,0,0,25.719,0,169.674,137.72,0,0.277,0,0,0,32.583,0,0,0,0,0,0,0,0,0,0,8.774
"TZA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.463,0,0,34.399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"USA",1996.289,6.913,186.875,0,19.087,369.188,179.202,131.643,10010.703,71189.658,5477.691,189.785,167.499,124.932,142.254,467.875,17029.079,206.211,422.527,371.217,19.042,52976.369,108.977,0,50.341,83.217,19.081,623.561,0,0,1402.176,10.052,97.015,232494.58,17.484,145.344,0,63.854,455.924,8401.943,175340.325,13835.167,0,12.146,302.063,2734.18,868.755,0,412.513,1303.074,4035.358,37.228,12272.568,4042.836,3141.18,172.583,0,786.659,6.93,6895.838,73071.144,185.513,89.986,168.757,133991.036,119.449,0,0,1256.712,11.181,150.761,0,2365.151,99.387,131.428,1116.429,35098.208,8613.779,189.842,1013.136,0,1133.883,4415.085,17327.166,25673.441,61.114,594.322,263454.877,2141.435,124.54,3909.894,0,80437.622,1226.124,34.255,520.516,1004.408,13.94,285.503,377.882,2698.657,25.443,126.607,0,14770.283,19.073,12.422,230.227,87.871,253832.579,55.31,6.765,0,688.113,61.224,432.454,20.887,0,179.18,34114.595,1608.626,41.698,33.555,5832.961,207.957,45.512,1575.286,0,4630.461,1348.163,1427.836,290.739,1193.856,7123.464,2087.342,66.07,6585.419,3254.834,0,1274.666,1767.993,5137.538,132.352,309.075,95.653,0,0,1286.402,294.1,205.144,26.822,4.808,25984.709,52819.866,663.94,1218.469,1728.988,7242.515,4.11,16007.525,0,102.263,26.56,10474.812,8032.881,0,68.053,31479.334,128.746,279.694,2136.567,14255.57,142.327,9728.928,100.018,57.782,729.761,588.805,1227.253,79944.203,77.139,0,0,1265.216,11.143,31390.645,35.857,624.833,13.211,9.068,860.08,9.12,0,0,0,0,5.799,0,0,22.472,56.86,0,2.447,0,4.419,0,0,112.524,76.357,0,5.686,0,196.3,0.582,0,47.736,38.825,0,0,0
"BFA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"URY",0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.45,0,0.23,0,0,0,0.285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.414,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.826,0,0,0,1.261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UZB",0,0,0,0,0,0,0,0.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VEN",0,0,0,0,0,0,0,0,76.025,3.426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0,0,0,0,0,0,0,23.372,0,0,0,14.593,0,0,0,0,0,0,0,1.574,0,0,0,0,0,0,0,0,0,0,69.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169.448,0,0,0,0,0,0,0,0,0,0,2.242,0,0,0,0,0,0,0,0,0,4.305,0,0,10.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,4.296,0,0,1.802,0,0,0,0,0,0,0,0,0,0,0,0,0,1551.682,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WSM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"YEM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.771,0,0,0,0,0,0,0,0,0,0,0,43.435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZMB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GIN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KGZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MRT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VUT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MNP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GNB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
