"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BTN","BOL","BIH","BWA","BRA","BLZ","VGB","BRN","BGR","MMR","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","COL","MYT","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","ERI","EST","FJI","FIN","FRA","PYF","DJI","GAB","GEO","GMB","DEU","GHA","GRC","GRD","GUM","GTM","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LVA","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","ANT","ABW","NCL","VUT","NZL","NIC","NER","NGA","NOR","FSM","MHL","PLW","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","TLS","QAT","ROU","RUS","KNA","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TTO","ARE","TUN","TUR","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","SLB","KIR","GIN","GNB","SOM","TON","ATF","BDI","COM","BEN","GIB","GRL","RWA","TKM","SUR","SPM","PSE","LSO","LBR","MNP","FLK","NIU","NFK","WLF"
"AIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCA",0,0,0,0,0,0,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.252,2.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274,0,0,3.945,0,0,0,0,0,0,0,0,4.39,0,554.456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VCT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.368,0,0,0,0,0.074,0,0,0,0,0,0,0,0,0,0,0,30.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAU",0,0,0,0,0,0,0,0,0,11.407,0,0,0,0,0,0,0,0,0,0,0,0,0.047,0,0,0,0,0,0,0,0,1.753,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0.127,0,0,0,0,0,0,0,8.226,0,0,0,0,0,0,0,0,0,0,91.694,0,0,0,0,0,0,0,0,1.355,0,0,0,0,0,0,0,0,0,0,0,0,0.952,0,0,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0.244,0,0,0,0,0,0,0,0,0,0,33.477,0,0,0,0,0,0,0,0,0,0,0,0,1581.377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.837,0,0,0,61.717,0,0,0,0,0,0,0.225,1.107,0,0,0.795,0,0,0.037,0,0,0,0,0,0.349,0,0.457,0,0,1.981,0,0,78.708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.459,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,0,1.521,0,0,0,0,0,0,0,0,0,0,0,0,1.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.593,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SRB",0,16.638,0,0,0,0,0,0,0,5.757,11.303,0,0,0,0,0,0.317,0,0,0,377.09,447.005,0,0,0,0.634,10.988,0,0,0,0,9.357,0,0,0,0,0,0,2.649,0,0,0,0,0,0,62.618,0,0,0,0.46,0,0,0,0,7.211,0,0,0,0,0.931,6.579,0,0,1.377,130.407,0,121.898,0,40.22,0,0,0,0,0,0,0,60.599,0,0,0,0,0,0,90.394,0,0,0.834,20.827,0,0,0,2.076,0,0,0,0,1.95,0,0,0,0,0,0,0,0,0,0.044,0,0,0,0,0,274.345,0,0,0,0,0,0,0,3.71,0,0,0,0,3.643,0,0,1.034,4.067,0,0,0,0,0,0,0,0,0,0,1.539,6.167,0,0,5.299,0,0,0,0,0,0,0,0,0,0,0,0,6.172,0,16.352,0,17.529,0,0,409.256,0,0,794.407,17.816,0,0,0,0,0,0,0,0,0,0,0,0,54.854,0,22.134,0,72.159,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYC",0,0,0,0,0,0,0,0,0,0,6.498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.936,0,0,0,0,0,0,0,21.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345,0,0,0,2.719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLE",0,0,0,0,0,0,0,0,0,7.774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"IND",0,0.277,30.695,0,0,0,0,0,1.004,407.164,128.204,0,39.86,1367.275,0,0.553,36.039,0,10.411,0.041,4.351,8.375,109.136,0,0,0.059,0.945,0,0.7,0,16.244,74.907,0,0,0,183.694,0,48.052,199.153,78.929,0,0,0,0,0.183,2.29,0,4.772,3.777,21.215,0,0,6.755,0.604,0,4.285,0,0,0.618,149.809,665.397,0.401,0,0,132.195,0,1000.31,1.76,0.428,0,0,10.544,0,0,0,247.656,876.142,1.294,16.05,28.523,0,0.49,158.005,706.66,0.629,0,267.884,4.408,49.161,39.047,2.214,119.479,0,0,0,2.46,0,12.576,0,0.884,0,4.028,9.432,97.771,7.099,0,33.853,0,23.471,321.647,0,0,0,0,20.93,20.693,81.992,0,0,42.613,718.372,0,0,0.354,0,74.099,0.124,0,133.879,19.652,0,0,0,0.869,0,0,0.398,10.241,21.749,0,91.515,134.723,0,19.785,8.33,6628.581,0.154,0,0,0,0,0,80.891,1092.151,0,0,0,0,886.521,7.483,58.15,0.937,143.078,160.691,48.268,37.047,0,2132.122,25.237,0,0,892.781,0,0,0,7384.792,1.255,60.271,0,6.657,16.12,188.915,165.251,828.347,28.141,5224.051,0,0,0,0,0,83.954,25.575,0,0.086,0,1.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SGP",0,4.343,211.495,0,0,955.429,0,42.006,52.524,6768.259,1038.56,0,0.339,744.828,0,0,185.891,0,0,8.618,1.19,0,862.915,0,0,130.975,0.814,1061.527,0,176.595,7.623,154.901,0,0,0,114.064,0,516.768,11805.618,52.188,0,0,0,0,300.048,1.663,0,31.456,251.037,45.999,0,1.643,2.086,0,0,6.905,0,1.328,2.598,19.495,782.445,1.751,0,0,0.544,0,10781.103,0,1.55,0.11,0,0.842,0.649,0,0,6935.886,1111.065,0.159,10631.61,263.764,15.659,32.916,1910.476,820.362,0.181,0,5276.099,13.425,1.377,2.933,0,4269.892,15.828,0,6.148,12.735,0,0,0,17.586,11.599,0.264,0,8237.663,218.502,0,6.056,0,30.076,2186.9,13.339,0.126,0,0,40.384,1.035,67.471,0,0,1.659,1345.46,0,0,1.195,0.976,191.091,0,0,691.242,216.741,0,0,0,940.077,22.897,70.037,0,66.628,496.884,0,124.683,175.117,0,60.108,30.467,82.79,0,0,0,0,0,0,175.115,0,6.041,82.084,0,11985.453,0,42.803,1494.434,34.539,255.26,0,8822.431,0,0,56.771,350.893,0,0,25349.952,0,0,0.036,807.527,0,135.492,0,0.015,0,0.094,189.152,1597.589,4.093,28083.863,0,3.634,0,6.874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVK",7.136,0.49,2.128,0,0,0,0,0,2355.908,3.62,789.424,0,0,0,0,0,77.872,0,0,0,5.128,0,0,0,0,0,28.27,0,22.5,0,0,2.055,0,0,0,0,0,0,43.821,0,0,0,0,0,0.198,75.418,0,0,3942.055,4.682,0,0,0.053,0,0,0,0,125.256,0,0.048,1210.809,0,0,0,0,0,660.856,0,8.169,0,0,0,0,0,0,0,623.99,0,47.889,0,0,0.66,3,206.79,0,0,16.38,0,0,1.326,0,17.353,0,0,0,0.36,0,0,2.425,0,0,0,0,9.958,0,0,0.158,0,1.105,15.318,0.799,0.098,1,0,185.33,0,0.269,0,0,0,273.668,0,0,0,0,0.746,0,0,0,10.937,0,0,0,0,0,0,0.134,0,0,0,263.816,0.817,0,0,401.643,9.217,0,0,0,0,0,0,7.024,0,109.951,0,0,3.894,15.86,0,43.616,107.402,23.785,0,3.464,0,0,153.661,35.597,0,0,10.273,0,0,0,0.031,0,19.941,0,0,26.393,1.89,0,183.984,0,383.866,0,7.318,11.189,2.729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VNM",0,0,3.236,0,0,0.027,0,0,24.234,12.425,0.112,0,7.303,0.122,3.907,0,3.322,0,0,0.008,4.418,0,0,0,0,0.897,2.487,0,0,0,0,207.365,0,0,0,0,0,26.6,294.75,0,0,0,0,0,0.308,8.338,21,0,526.115,0,0,0,0,0,0,0,0,63.531,0,1.451,235.953,8.417,0,0,0,0,744.561,0,7.014,0,0,0,0,0,0,72.948,0,2.298,6.336,0,0,0,0,34.923,0,0,6577.222,0,0.194,0,0,834.535,0,1.975,0,24.966,0,0,0,0,0,0,0,5.706,0,0,0,0,0.227,389.658,0,0.247,0,0,0,0,0,0,0,0,123.876,0,0,0.084,0,37.238,0,0,0,18.165,0,0,0,0,0,0,0,0.018,1.347,0,9.787,0,0,0,6.193,4.925,0,0,0,0,0,0,0,0,2.653,0,0,0,288.134,0,0,4.218,12.972,0,22.446,0,0,74.289,8.071,0,0,441.548,0,0,0,0,3.705,854.753,0,0,0,0,0,9894.052,0,2486.088,0,0,0,0.855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SVN",0,70.377,0,0,0,0,0,0,0,18.136,234.462,0,0,0,0,0,10.145,0,0,0.416,462.892,0,1.923,0,0,0,88.59,0,0,0,0,3.237,0,0,0,0,0,0,10.504,0,0,0,0,0,1.237,946.201,0,124.024,228.434,20.63,0,0.389,0,0,0,0.141,0,42.985,0,4.749,1.388,0,0,0,0,0,722.511,0,24.791,0,0,0,0,0,0,7.151,1064.333,0,0,0,0,5.566,26.096,511.114,0,0,34.095,0,0,0,0,1,0,0,0,1.384,107.659,11.77,322.092,0,0,0,0,0.878,0,0,0.286,0,0,4.845,0,0,32.758,0,0,0,0,0,0,0,101.725,0,0,0,0,0,0,0,42.215,11.912,0,0,0,0,0,0,0,0,0,0,73.484,0.909,0,0,377.499,574.332,0,0,0,0,0,0,0,0,291.294,0,0,938.522,122.344,350.027,0,0,0.796,0,3.156,0,0,4.476,44.072,0,0,48.686,0,0,0,7.167,0,203.442,0,0,0.02,127.387,10.247,42.159,0,39.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZAF",0,0,0,0,0,248.953,0,0,5.148,413.061,33.435,0,0,0,0,0.204,6.778,0,0,0,0,881.017,57.74,0,0,0,0,0,0,0,8.23,30.884,0,0,18.641,98.51,0.246,3.626,38.061,0.391,0,40.232,29.652,0,0.219,0,0,1.939,6.394,0,0,0,27.414,0,107.546,15.864,0,1.154,0,1.524,39.066,0,0,22.668,0,0,369.223,185.001,58.439,0,0,0,0,0,0,48.219,0.458,0,1.62,0,0,1.636,57.601,44.479,26.488,0,12.409,3.63,6.871,524.323,0,402.244,7.217,0,0,0.394,0,0,0,1.211,0,9.684,157.252,6.681,0,2.297,0,8.914,87.006,132.835,0,0,0,0,140.965,155.006,0,2288.619,0,0,263.316,0,0,0,0,20.248,0,0,285.313,1.056,0,0,0,3.787,0.594,0.821,0,45.538,0,0,345.895,227.392,0,0,26.059,0,0,0,0,0,0,0.392,88.541,14.423,0,16.851,3.049,73.366,114.568,0,15.265,5.291,0,229.43,984.779,4.077,0.282,83.414,9.679,0,0,13.147,1.669,0,105.441,42.83,1.68,15.31,0,56.448,17.251,0,263.936,656.869,575.404,45.807,0,4.804,0,0,0,8.797,290.059,0,0,2.171,0,0,0,0,2.78,0,0,0,0,25.166,0,0,0,0,9.506,0,0,0,0,0,0
"ZWE",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ESP",0,0,586.405,0,968.316,5770.558,0,4.454,477.79,491.391,360.552,0,7.118,13.47,15.47,0.231,446.777,0,0,58.496,18.255,0,2190.51,0,0,3.99,60.633,0,68.418,0,0.282,77.608,33.343,0,0,12.978,0.125,572.335,781.86,245.879,102.152,0,0,0,359.943,55.312,636.758,118.403,2676.428,122.289,0,23.102,57.056,14.103,23.523,0.676,0,14.409,0,409.249,12641.636,9.736,0,0,5.957,0,4672.917,11.376,1413.499,0,0,12.806,0,0,5.215,132.562,3450.022,6.487,7141.137,310.273,0,178.289,98.731,2799.872,0,8.724,1645.235,19.257,29.179,7.134,0,16.558,1.005,0,0,101.681,42.931,0,0,9.253,0,1.614,0,99.468,1.628,0.089,56.186,0,94.792,751.041,0,63.458,11.783,0,2764.16,0,3.967,0,0,0,1750.033,0,0,18.115,3.674,54.616,5.275,0,4.967,69.128,0,0,0,10.791,24.138,0,1.59,410.161,32.218,0,292.42,20305.32,0,15.928,670.334,837.373,0,0,0,0,1.423,0,14.997,0.866,298.079,0,52.759,203.615,271.349,478.364,7.162,65.487,476.73,0,0,0,0,637.95,410.14,5.581,1.087,1081.682,0,0,0,1669.251,105.353,189.263,1.666,0,5.015,5.947,35.141,3932.002,1.39,4801.134,51.073,73.674,0,242.855,0,0,0,0,0,0,0,0,0,0,0,0,0,54.64,0,23.765,0,0,0,0,0,0.044,0,0,0,0,0.165
"SDN",0,0,0,0,0,0,0,0,0,0,0.328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,2.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29,0,0,0,0,8.825,0,0,0,0.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWZ",0,0,0,0,0,4.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,1.396,0.987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.873,0,0,0,0,0,0,0,0,0,0.137,0,0,0,0,0,0,0,1.509,0,0,0,0,0.592,0,0,0,0,0,0,0,0,0,0,0,0,0,26.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.882,0,0,0,0,0,0,0,0,0,0,0,0,0,43.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.665,0,0,0,0,0,0,0
"SWE",0,0.507,9.107,0,0,23.949,0,0,128.542,1194.101,708.18,0,10.688,0.131,2.434,4.522,1137.948,0,0,1.013,40.794,0,1800.245,0,0,44.942,7.821,0,5.258,0,0.158,294.395,0,0,0,32.06,0,5280.52,5856.71,58.098,0,0,0,0,3.256,741.503,85.438,17.189,111.106,4156.671,0,35.12,1.695,0.131,0,8.999,4.075,465.65,0,3347.132,1008.424,0,0,0,0.395,0,4121.004,8.675,287.598,0,0.263,8.736,0,8.412,1.052,6294.447,62.492,86.501,117.795,588.076,23.003,363.996,148.399,997.381,0.131,0,574.208,0.657,7.8,23.759,0,590.394,0.789,0,0,22.035,48.492,1.446,91.222,0.265,0,0,0,193.546,0.326,0,0.92,0,4.041,661.011,0,1.708,6.966,0,94.8,0,0.263,123.565,0,0,2071.185,0,0,1.183,0,268.67,0,0,36.41,10087.531,0,0,0,8.505,4.601,0,12.821,145.197,46.63,0,532.345,155.113,0,0.394,168.203,1461.91,0,0,0,2.261,0,0,33.518,7.443,11.794,0,0,1648.863,796.729,25.567,29.212,174.83,158.273,2.752,229.521,4.469,0,0,839.091,0,0,572.024,1.314,0,37.811,882.378,31.964,533.546,0,3.903,50.368,67.241,230.979,1627.923,68.35,4280.794,0,76.829,0,16.884,0,0,2.892,0,0,0,0,0,0,0,0,0,0.131,0.92,0.554,0,0,0,0,95.303,0,0,0,0,0,0,0
"CHE",0,21.163,261.21,0,1.646,1.79,0,3.79,83.557,2285.469,10237.987,8.338,6.707,34.97,45.643,3.07,3932.03,5.749,0,1.712,9.769,0,1734.307,0,0,5.634,271.673,0,43.822,0,0,481.268,4.542,7.666,0.049,99.681,0,51.425,11193.365,13.479,0,3.958,0,0,1.967,41.747,0.846,67.112,1828.413,987.344,0.479,2.118,5.849,0.803,0,0.941,0,13.843,0,596.3,5863.056,1.978,0,0,163.736,0,36654.785,3.819,147.103,0,0,148.848,0,0,0,3757.886,853,0.263,32.336,758.893,1.757,67.221,703.745,3115.365,2.253,2.764,9351.922,50.596,25.224,348.01,0,7897.423,24.123,0,0,37.747,46.09,25.353,147.957,138.399,0.811,0.291,0,327.998,0.138,0,9.427,0,9.357,1218.43,0,8.038,24.744,0,40.191,7.883,28.456,1.946,0,0,2864.246,9.582,4.791,58.11,0,468.669,3.354,0.359,5.804,857.726,0,0,0,160.866,7.186,0,0,48.185,679.642,0,696.207,149.206,0,41.986,305.285,213.956,0,0,2.875,0,0,0,156.986,0,104.295,1.513,0,749.96,1509.11,58.486,185.054,310.394,1343.528,20.785,1729.632,0,0,699.648,0,0.262,0,395.616,0,0,3.183,813.807,35.939,1569.091,11.498,0.151,115.267,1.174,1290.654,9771.34,0,23449.107,0,1.933,0,27.205,0,4.978,0,0,0,0,0,0,0,0,5.067,0,0,0,1.149,0.7,2.653,0,0,0,0,0,0,0,0,0,0
"SYR",0,0,0,0,0,0,0,0,0,0,0.085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.746,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,4.292,0,0,0,0,31.549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106,0,0,0,0,0,0,0,0,0,0,0,0,0,5.531,0,0,0,0,0,0,0,0,0,444.295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TJK",0,0,0,0,0,0,0,0,0,0,2.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
