"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CYM","LKA","TCD","CHL","CHN","CXR","CCK","COL","COM","COG","COD","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","ETH","ERI","EST","FLK","FJI","FIN","FRA","PYF","ATF","DJI","GAB","GEO","GMB","DEU","GHA","GIB","KIR","GRC","GRL","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","CUW","ABW","SXM","NCL","NZL","NIC","NER","NGA","NFK","NOR","MHL","PLW","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","GNB","QAT","ROU","RUS","RWA","SHN","KNA","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","SOM","ZAF","ZWE","ESP","SSD","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TON","TTO","ARE","TUN","TUR","TKM","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WSM","YEM","ZMB","SLB","CAF","VUT","TCA","CPV","GNQ","BES","PSE","SPM","BTN","COK","FSM","TLS","WLF","MNP","BLM","IOT"
"PLW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAK",0,0,0,0,0,0,0,0,0,2.435,6.913,0,0,3.9,0,0,9.968,0,0,0,0,8.315,0,0,0,0,0,0,0,0,0,0.199,0,0.429,0,0,26.091,0,0,2.084,0,0,0,0,0,0,0,10.489,0,0,0,0,0,1.007,0,0,0,0,0,0,26.988,0.038,0,0,0,0,0,3.389,0,0,0,0,0,0,0,0.407,0.126,0,0,0,145.258,0.017,0,8.595,0,0,0,0,6.959,0,0,41.614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257,0,1.435,0,0,0,0,0,0,0,0,0,0,0,0.023,0.14,0,0,0,2.005,0,0,0,0,0,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,1.091,0,0,0,5.07,0.06,0,0,0,0,0,0,0,0,0,0,0.031,0,0,0,0,0,0.102,0.948,0,8.096,0.003,8.934,0,0,0,0,18.891,2.567,0,0,16.327,0,0,0,360.896,0,163.635,0,0,0,0,0,0,25.094,0,101.742,0,0.163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAN",0,0,0,0,0,0,0,0,0,0,0.357,0,0,0,0,61.202,0,0,0.513,0,0,0,30.179,0,0,0,0,0,0,0,0,0,0,0,0,208.236,0.96,0,0,229.597,0,0,0,511.044,0,0,0,0,0,0,0,106.719,213.554,2.211,0,0,0,0,0,0,24.309,0,0,0,0,0,0,4.32,0,0,0,0,0,0,0,1979.572,0,37.242,0,0,0,0,0,0,0,0,0,0,0,0,130.943,0,0,0,0,0,0.262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.675,0,8.689,0,0,0,85.419,0,0,0,0,0,0,0,0,0,52.299,18.123,0,0,0,0.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.213,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165.614,0,0.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNG",0,0,0,0,0,0,0,0,0,7.998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.515,0,0,0,3.507,0,0.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRY",0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,35.681,0,0,3337.705,0,0,0,0,0,0,0,0,0,0,0,0,0,1.414,0.85,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0,0,0,0,0,0,0,0,0,0.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.057,3.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.478,0,0,0,0,0,0.023,0,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.048,0,33.501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PER",0,0,0,0,0,0,0,0,50.818,13.812,0.698,0,0,0,0,0,0.39,0,30.266,0,0,24.508,0,0,0,0.579,0,0,0,0,0,0.573,0,0,0,730.868,0.303,0,0,203.004,0,0,0,122.947,0,0.067,0,0.676,0,0,0,74.556,410.028,15.121,0,0,0,0,0,0.293,3.827,0,0,0,0,0,0,6.21,0,0,0,0,0,0,0,7.949,0,0,0,63.61,5.536,0,0,0,0,0,0,0,0.698,0,0,0,0,0,0,0,0.108,0,0,0,0,0,0,0,0,0,0,0,0,0,61.18,0,0,0,0,0,87.621,0,0,0,0,0,0,0,0,0,0,10.583,0,0,0,0,0,33.549,0,0,0,390.298,0,0,0,57.758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.578,0,7.78,0,1.68,0,0,0,0,0.829,0.024,0,0,0.096,0,0,0,0,0,0,0,0,0,2.658,0,0,3.256,0,44.08,0,55.136,0,1.511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHL",0,0,0,0,0,0,0,4.053,69.332,1162.495,19.575,0,0,0,0.056,0,108.977,0,2.612,0.176,0,545.762,0,0,0.96,1.06,2.73,0,1.3,122.619,0,3687.301,0,9.777,0,15.995,107927.022,0,0,145.551,0,0,0,2.245,4.514,0,0,238.733,0,8.062,0,0,0.044,3.59,2.237,0,8.019,0,0,2823.162,2776.289,0,0,0,0,0,0,11676.321,0,0,0,1.065,0,0,0,0,0,0,0,0,20743.416,15.719,0,22.59,0,0,14.568,2.4,2434.383,0,0,23120.978,0,6.069,0,0,4289.99,0,0,0,2.521,0,0,0,0,3.98,0,1.455,0,0,1591.167,0,0,4.794,0,10.499,13558.952,2.875,0,0.251,0,20.873,0,0.03,0,0,0,96.718,0,0,0,0,5.566,0,0.646,0,0,67.014,0,0,0.922,0,0,0,50.986,0,0,219.521,13.765,0,0,11.086,114.697,0,0,0,0,0,0,0,0,0.05,0,0.831,0,0,159.959,1602.161,84.431,584.025,8.777,0,7731.176,0,399.024,0,0,0,0,6.405,52.56,0,0,7695.586,0,0,0,803.825,0,1237.012,0,0,2.857,0.05,0.445,0,347.361,0,30046.061,2.118,0.303,6.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.002,0,0,0,0,0
"PCN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POL",0,8.357,59.278,0,0.285,156.23,0,104.006,139.697,801.685,2823.259,0,9.068,2.264,13.63,0.264,2297.919,15.332,0.812,81.546,0.779,2264.255,0,0,0.063,668.615,0,0,982.769,0,7.966,1194.643,0,0.683,0.002,110.877,2155.552,0,0,59.022,0,0.037,0.61,16.809,2121.878,0,45.668,16691.256,0.71,6863.693,0,3.289,7.421,2.713,13.741,0,1484.101,0,0,585.714,11757.747,4.41,0.208,0,1.075,85.011,0,44683.349,5.15,1.474,0,3370.2,0,0,1.128,0,0.134,0,0,0,694.91,2792.121,157.61,64.607,0,4.617,344.525,612.35,9791.364,3.006,0.155,258.622,82.276,0.279,43.211,0,270.753,51.116,0.002,1.525,8.594,0,1622.465,0,0.224,3609.534,165.798,5.067,2.148,0,223.455,0.018,0.035,67.053,0,23.274,78.158,28.097,255.551,8.117,0,28.257,0.071,3.275,1.095,0,0,12895.968,0,0,0,5.471,69.722,41.613,0,182.106,0,2216.053,0,0,24.211,0.447,0,1.778,81.98,173.665,0,0,445.396,0,73.196,5614.735,3671.238,0,0,19.594,0,0,0,0,0,336.297,0.42,372.843,0.9,0.335,311.894,120.651,2468.962,1585.878,788.591,0,205.556,9.453,6581.967,0,8.267,0.157,0,9129.11,7002.788,0,0.292,270.084,2.757,0,0,3457.252,51.824,267.616,12.712,0,4.771,2560.02,173.67,30.091,12289.616,8.294,10724.285,1.632,29.252,12.35,0.61,0,0,0.365,5.337,0.8,0.192,0,2.923,1.063,0,5.28,0,0,0,0,0,0,0,0.301,0
"PRT",0,0,13.057,0,0.062,1742.904,0,363.778,25.411,314.167,5889.396,0,0.126,0,0.004,0,2142.637,0,0.293,1.055,0,402.266,0,0,0,13.839,1.19,2.79,0,0,7.488,100.93,0,32.838,0,23.85,1208.214,0,0,162.111,0,10.834,1.93,31.61,59.641,6.613,0,82.964,13.389,48.378,0,60.325,46.082,0,0,0,9.259,0,0,316.275,58433.097,0.807,0,0.132,41.546,10.437,0,8633.424,184.471,0,0,55.603,0,0,0,4.913,1.707,0,52.101,0,40.166,21.57,28.162,9.154,0,242.227,32.301,36.928,355.391,52.689,0,158.9,0,0,209.332,0,9408.713,3.221,0,0,1.606,0,9.104,0,0.144,0.616,12.868,3.666,9.168,7.909,132.912,0,0,0.236,0,23.272,1665.692,0,40.498,0.217,0,217.75,448.669,0.082,0.037,0,0,3773.061,0.666,0,1.225,10.957,2.06,0,0.551,343.876,0,36.436,0,0,7.639,41.906,0,244.068,12.428,0.346,0,1086.19,0,16.675,21.809,138.698,26.002,1.003,0,0,0,0,0,0,59.868,30.759,20.979,9.456,36.05,0,58.587,179.77,5151.05,59.133,4967.13,0.194,185.344,0,19455.555,0,2.386,0,0,2757.259,309.653,0,0,47.81,0,0,0,750.447,0.568,39.507,0,0,28.499,12.142,9.9,34.595,8421.191,5.865,4060.192,0,12.924,0,3.833,0,0,3.128,0,0,1.33,0,508.319,0.022,0,0,0,0,0,0,11.277,0,0,2.221,0
"GNB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.557,0,0,0,0,0,0,0,0,0,0,0,0
"QAT",0,0,0,0,0,0,0,0,0,1.009,1.586,0,0,0,0,0,3.435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.655,0,0,0,0,0,0,32.442,0,0,0,0,0,0,0,0,0,0,0,0,316.296,1.846,0,2.74,0,0,0.054,0,9.711,0,0,0,0,0,0.248,0,21.132,11.327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.385,0,0,0,0,0,195.884,0,0,0,0,0,0,0,0.735,0,2.133,0,0,0.238,0,0,0,0,0,0,0.604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,17.094,81.97,0,0,0,0,3.812,0,0.158,0,0,0,0,1.954,3.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,4.796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROU",0,62.165,17.95,0,0,0.704,0,7.796,91.061,488.727,403.762,42.75,0.661,0,1.188,0,142.951,0,0.754,5.277,0,42.903,0,0,0.163,3141.414,0.419,0,0.1,90.125,0,229.883,0,0,0,2.329,1869.7,0,0,422.784,0,0,0,4.841,1191.806,0,0,295.58,0,71.512,0,1.156,4.676,0,0,0,29.305,0,0,128.594,4790.417,0.534,0,0,0,0.734,0,8476.247,0,0,0,561.703,0,0,0,0,0,0,0,0,3.191,4925.197,5.506,0.693,0,0,62.191,134.544,13311.916,0,0,581.618,0.129,0.297,0.011,0,165.313,1.394,0,0,3.977,0,4.061,0,65.519,36.963,0.798,0,0.937,0,4.651,0,0,17.502,0,14.555,892.104,0.116,491.193,0.801,0,30.28,0.022,0.475,0,0,0,452.731,0,0,0,0,14.852,0.284,0,440.546,0,40.423,0,0,0,0,0,0.151,14.998,0,0,998.033,253.819,0,0,0,40.653,0,0,0,0,0,0,0,0,4.645,0.005,227.855,0,0,312.336,17.193,325.69,2.707,448.114,0,151.344,0.425,1649.644,0,0,0,0,65.885,1544.148,0,0,838.077,1.27,0,0,206.178,30.999,329.948,32.939,0,0,63.41,359.038,1.022,9890.941,1.213,22187.362,24.792,0.534,0,0,0,0,0,0,0,0,0,0.025,0.057,0,0.073,0,0,0,0,0,0,0,0,0
"RUS",0,0,29657.166,0,0,0.203,0,1082.532,7.145,114.436,296.101,0,5.296,2297.27,1604.397,0,13.095,0,3.524,22.183,0,13.183,0,0,0,68.327,1883.429,4.376,14798.602,0,0,79.846,0,6.606,0,1.746,13095.177,0,0,911.928,0,0,0,0,13.869,0,4.267,113.143,0,6.171,0,0,11.572,0,0.036,0,245.152,0,0,4.089,1497.01,0,0,0,15.65,302.884,0,1395.758,0,0,0,1.691,0,0,0,0,2.143,0,0,0,1669.827,20.722,0,17.95,0,30.305,154.069,267.42,364.568,0,0,121.941,13706.401,68.58,0.465,0.051,62.51,92.179,608.981,0.078,12.359,0,362.436,0,0,203.67,0.854,0,0,0,1716.436,0,0,0.248,0,0,43.385,27.22,828.188,0.001,0,61.933,0,0,1.045,0,0,74.578,0,0,0,0,0.707,1.397,281.386,0,0,5.297,0,0,39.554,0,0,0,174.1,0,0,241.713,1.65,0,0,280.1,0,0,0,0,0,0,0,0,0,21.468,0,140.293,0.126,0,24928.765,234.88,18.453,163.396,1184.241,0,590.215,0.024,107.017,0,0,0,0,75.064,218.206,0,83.551,58.841,0,0,0,498.425,0.201,25.346,78.318,0,0,4752.269,2.498,148.419,1337.503,0,1217.623,1.927,0.153,1786.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RWA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SHN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KNA",0,0,0,0,0,0,0,0,65.719,0,0,0,0,0,0,0,0.167,0,0,0,0,1.522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.177,0,0,1.612,0,0,0,0,0,0,0,0,0,0,0,0,8.933,0,84.493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AIA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VCT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SMR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.547,0,0,0,0,0,0,0,0,0,1.251,0,0,0,0,0,0,0,0,0,0,0,0,1.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"STP",0,0,0,0,0,0,0,0,0,2.995,0.136,0,0,0,0,0,0,0,1.173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.099,0,0,0,0,0,0,0,0,0,0,0,0,0.558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAU",0,0,0,0,0,0,0,0,0,130.613,1.091,0,75.788,0,0,0,0.072,0,0,0,0,0,0,0,0,43.767,0,0,0,0,0,0,0,0.05,0,1.168,20.459,0,0,0,0,0,0,0,0,0,0,28.386,0,4.831,0,0,0,0,0.017,0,0,0,0,14.827,109.39,0,0,0,0,0,0,145.036,0,0,0,0,0,0,0,0,0,0,0,0,0.985,6.717,0,1.25,0,0,1.345,0,105.516,0,0,0,0,5.015,0.009,0,5.099,160.395,0,0,0,0,0.137,0,0,1.324,0.068,0,0,0,0,0,0,0.302,0,0,0,0,0,0,0,0.846,0,0,0.065,0,0,148.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.712,0.13,0,0,0,4.093,0,0,0,0,0,0,0,0,0,13.571,0,0.029,0,13.202,15.689,0,0,961.403,0,1.283,0.381,13.806,0,40.8,0,0,1.302,15.547,0,0,1.712,0,0,0,103.478,0,4.785,0,0,0.322,0,0,1.022,120.424,0,218.741,0,0,0,0,0,0,0.129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",0,0,0,0,0,0,0,0,0,0,0.906,0,0,0,0,0,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0,1.059,0,0,0,5.388,0,0,0,0,0,0,19.819,0,0,0,0,0,0,0.737,0,0,0,0,0,0,0,0,0,0,8.642,20.648,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571,0,20.142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417,0,0,0,10.469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.296,0,0,0,0,0,0,7.298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.592,0,0,0,0.385,0,0.191,0,10.052,0,0,0,0,0.915,0,0,0,0,1.399,0,0,7.376,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,4.021,0,0,0,0,0,0,0,0,0,0,0,0
