"AFG","ALB","DZA","ASM","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BTN","BOL","BIH","BWA","BRA","BLZ","IOT","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","LKA","TCD","CHL","CHN","CCK","COL","MYT","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","ERI","EST","FJI","FIN","FRA","PYF","GAB","GEO","DEU","GHA","GRC","GRL","GRD","GUM","GTM","GIN","GUY","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","ANT","ABW","NCL","NZL","NIC","NER","NGA","NOR","MHL","PLW","PAK","PAN","PNG","PRY","PER","PHL","PCN","POL","PRT","GNB","TLS","QAT","ROU","RUS","RWA","KNA","AIA","LCA","VCT","SAU","SEN","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TKL","TTO","ARE","TUN","TUR","TCA","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","YEM","SCG","ZMB","SLB","CXR","FLK","KIR","VUT","NFK","FSM","TON","WSM","TKM","GMB","CAF","SPM","DJI","PSE","GIB","COM","ATF","LSO","NIU","MNP","SOM","WLF","STP","SMR","SHN"
"NPL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.139,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NLD",7.462,4.422,28.964,0,3.731,7.462,0,21.216,1388.145,1717.577,3794.565,1.244,27.239,1.346,1.409,22.386,21501.979,0,0,0.016,127.471,0,1448.454,0,0,0,4.975,388.833,0,9.949,153.479,3.731,66.418,334.513,5.904,0,8.706,0,305.765,1759.719,0,65.914,0,0,0,0,2771.173,620.302,25.078,182.41,2298.079,2.487,4665.671,0.074,0,217.82,0,0,9.899,0,217.055,0,3874.025,24871.934,7.704,8.154,5.65,42755.572,3.66,3276.849,0,0,0,0,0,0,0,0,2047.884,3330.399,119.938,12.561,120.145,65.914,2203.009,921.558,21795.848,25.086,0,2009.925,229.959,210.293,12.131,4.975,3029.876,246.246,1.538,0,110.682,383.203,4.975,16.168,356.584,419.139,10.935,0,0,1380.175,1.244,0,511.866,0,3.626,46.015,0,1.618,0,108.541,9.949,88.353,0,0,0,0,142.534,2.487,2.187,349.606,0,0,271.12,3426.304,0,0,31.906,19.697,0,1.426,13.147,3337.372,0,5363.484,3983.225,0,0,85.568,800.852,18242.204,0,2.487,0,0,0,717.596,12.437,0,0,13042.984,5259.47,407.179,104.331,191.476,1127.168,0,41524.238,120.607,57.209,0,7367.328,6454.879,176.601,0,1851.882,0,0,19.421,2396.953,64.671,2542.057,0,0,32.474,1103.931,129.752,61.245,38902.095,0,12559.946,0,21.276,4.975,0.944,2.615,379.319,0.657,0,0,0,0,0,0,0,0,0,1.244,4.953,0,0,0,0,1.244,0,0,0,0,0,0,0,0,0,0
"ANT",0,0,0,0,0,0,5.874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.276,0,0,0,0,0,0,0,0,0,1.482,0,13.966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.219,0,0,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.126,0,0,0,0.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ABW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.767,0,0,0,0,0,0,0,0,0,0,15.247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249,0,0,0,0,0,0,0,0,0,0,0,0,1.269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NCL",0,0,0,0,0,0,0,0,0,3.692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373,10.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0.351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.633,0,0,0
"NZL",0,2.04,0,1.949,0,0,1.326,0,1.597,9579.12,42.324,0.74,25.763,0,0,0,62.763,0,0,0,0,0,134.043,0,0,0,5.623,6.064,0,0,0,2.997,0,535.132,0,7.883,6.566,0,140.89,223.95,0,96.515,0,0,0,44.676,24.953,0.464,0,6.232,25.907,0,267.12,0,0,54.418,0,0,0,0,254.241,316.658,2.069,365.18,91.038,0,0,1099.842,0.357,7.138,0,0,0,8.963,0,0,0,4.708,2384.294,21.352,19.224,8.444,3.011,0,660.74,22.835,56.063,0,0,655.268,0,0,21.72,0,897.595,4.755,0,0,2.353,0,0,0,0,5.505,0,0.945,0,151.922,51.32,0,19.092,0.101,3.997,448.492,0,0,0,0,0,5.593,0,0,0,3660.235,0,0,28.591,0,8.231,0,1.42,130.153,0,0,4.167,0,25.269,0,5.657,54.495,0,69.855,18.441,0,0,2.454,3.328,2.755,0,0,0,0,0,2.953,0,0,0,192.456,9528.448,2.82,0.822,5.316,1106.045,0,46.407,0,0,0,955.156,24.207,4.928,0,59.529,0,0,0,71.688,0,14.139,0,4.077,0,0,0,0,3107.443,4.469,10505.461,0,44.701,0,69.008,0,0,0,4.3,0,1.946,0.181,19.575,2.045,0,10.984,54.173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NIC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,9.211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,17.575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139,0,0,0,2.277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NER",0,0,0,0,0,0,0,0,0,17.836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,1.542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120.587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374.426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NOR",3.57,0,0,0,0,4.034,0,0,41.781,3429.403,57.637,0,2.89,44.706,0,0,149.154,0,0,0,1.57,0,210.576,0,0,0,0.974,27.358,0,0.093,0,0,0,343.825,0,0,0,0,188.584,587.46,0,4.11,0,0,0,0,1.667,9.487,8.308,8.369,3.516,0,1722.208,0,0,26.789,0,0,0,0,27.983,0,304.371,196.078,0.969,3.737,0,736.331,0,133.519,1.407,0,0,0,0,0,0,0,107.8,1.989,9.951,0,0,0,29.289,803,346.703,0,0,168.768,32.496,1.002,6.136,0,369.999,0,0,0,41,10.459,0,0,1.092,0,0,0,0,31.881,1.547,0,1.119,0,0,5.815,0,0,0,0,0,0,0,0,0,790.171,0,0,0,33.012,0,0,4.289,0,0,0,28.376,7.119,0,0,23.59,0,0,199.885,656.616,0,0,2.337,665.59,157.232,0,0,0,0,0,12.166,0,12.409,0,14.159,209.602,81.153,0,44.341,213.521,6.75,81.629,0,0,0,2027.741,91.505,0,0,2118.347,7.754,0,0,156.587,12.855,172.646,0,0,0,0.321,0,3.582,3270.63,0.45,1000.496,0,0,0,7.177,0,0,0,0,0,0,0,0,0,0,0,0,0,0.769,0,0,0,0,2.373,0,0,0,0,0,0,0,0,0,0
"MHL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PLW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0,0,0.011,0,0,0,0,1.299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.854,0,0,0,0,0,0,0,0.136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0,0,0,0,10.501,0,0,0.273,0,0,0,0.116,0,0,0,0,0,0,0,0,0,0,0.505,0,0,0,0,0.157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PAN",0,0,0,0,0,0,0,0,135.045,0,0,0,0,0,0,0,0,0,0,1.38,0,0,4.251,0.909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.892,0,0,29.548,0,0,0,0,24.699,0,70.541,0,0,0,0,3.326,0,233.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388,0,8.95,0,0,0,17.779,2.581,0,0,0,0,0,0,0,0,0,2.678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085,0,0,0,0,0,0,0,0,0,0,16.647,0,0,0,0.38,0,0,1.062,0,0,0,0,0,0.385,0,0,0,0,0,0,0,0,0,0,0,0.509,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,16.863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.62,0,0,0,461.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PNG",0,0,0,0,0,0,0,0,0,4.986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PRY",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.246,0,0,3.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PER",0,0,0,0,0,0,0,0,61.644,0,0,0,0,0,0,0,0,0,0,0.787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.178,3.187,0,12.656,0,0,0,0,0,0,0,0,0,0,0,0,0.525,55.653,13.535,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0.085,0,0,0,0,0,0,0,0,1.65,0,0,15.723,0,0,0,0,0.626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.653,0,0,0,0,0,0,0,0,0,29.121,0,0,0,0,0,0,0,0,0,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.589,0,0,0,35.734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PHL",0,0,0,0,0,0,0,0,42.252,40.332,56.891,0,0,0,0,0,28.322,0,0,0,0,0,330.754,0,0,0,0,0,0,0,0,0,0,58.612,0,0,0,0,7.285,1797.865,0,0.795,0,0,0,0,0.488,0.737,1.226,0,3.466,0,93.488,0,0,0.068,0,0,0.693,0,599.841,0,987.837,1152.429,0,0,0,36978.25,0,0,0,0,0,2.362,0,0,0,0,51391.934,0,0,71.803,0,0,0,137,29.86,0,0,54186.413,0,1.023,0,0,138736.101,0,0,0,0,0,0,0,0,0,0,0,0,61.796,0,0,0.676,0,0,1160.087,0,0,0,0,0,0,0,0,0,714.447,0,0,0,28.226,0,0,0,12.244,0,0,0,0,0.64,0.131,0.231,0,0,1552.817,0,0,0,5.366,13.303,0.034,0,0,0,0,0,0,0,0,0,571.541,206.896,3.146,0.79,0.004,40.046,0,226.598,0,0,0,282.878,12.427,0,0,2368.746,0,0,0,1.172,0,1110.935,0,0,0,0,0,0,165.13,0,21376.258,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PCN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"POL",0,0.625,0,0,0,0,0,19.782,0,18.713,124.341,0.036,0,0,0.746,0,22.138,0,0,0,6.693,0,0.196,0.41,0,0.108,0,61.862,0,0,370.545,0,0,6.917,0,0,0.173,0,11.913,315.598,0,0,0,0,0,0,0,63.585,0.131,0.498,1052.406,0,212.398,0,0,0,0,0,0,0,324.093,0,236.926,303.905,0,0,26.412,2001.975,5.97,47.694,0,0.364,0,0,0,0,0,0.688,135.471,1202.114,2.086,0,0,0,14.238,313.577,281,0.388,1.392,61.448,63.298,1.84,1.344,0,23.131,56.601,0,0,8.67,260.189,0,0,384.791,0,0,0,0,0.441,0,0,0,0,4.489,16.489,0.487,22.037,0,1.733,0,2.892,0,0,0,8800.884,2.59,0.412,0,2.385,0,0,12.288,446.734,0,0,2.99,9.36,0,0,0,0.03,0,0,25.474,0,0,0,71.583,3846.178,0.943,0,0,0.333,0,0,0,0,0,38.358,62.693,374.53,52.81,23.858,0.655,0.398,208.809,0,0,0,438.42,304.806,0.472,0,84.94,0,0,0,136.971,0,100.199,0,0,0.625,1136.599,4.666,0,236.416,0,1359.247,0.434,0.039,0,0,0,36.211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.557,0,0,0,0,0,0,0,0,0,0
"PRT",0,0,8.318,0,1.739,262.035,0,3.845,0.032,69.525,159.884,0,0.335,0,0,0,1101.376,0,0,0,0.744,0,66.907,0,0,0,0,9.324,0,0,1.4,0,0.101,5.677,96.545,0,0,0,0,183.765,0,0,2.791,1.816,1.185,0,0,34.714,0,0,226.987,0,14.602,0,0,0,0,0,0,0,6.711,0,43.021,2797.671,17.059,0,0,4154.768,0,6.433,0,0,0,0,0,0,0,0,325.09,2501.687,13.148,0,0,0,27.039,0,437.716,0.762,2.561,103.416,0.49,0,0,0,7.813,0,0,0,0,0,0,0,0,0.441,0.062,2.208,0,0,0,0,0,0,0.302,681.771,0,0,0,9.704,22.186,0,0,0,0,13279.661,0,0,3.387,65.857,0,0,0.735,293.369,0,0,0,0,0,0,0.027,0,0,2545.946,0,10.483,0,0,272.627,54.52,0,0,0,0,0,0.248,0,0,0,19.802,45.061,1.977,0,25.832,32.035,1.118,23781.528,0,0,0,258.179,10.678,0,0,7.829,0,0,0,34.056,19.178,162.401,0,0,0,0.216,0.843,2.397,3510.692,0,2741.653,0,0,0,3.827,0,15.215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.333,0,0
"GNB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TLS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"QAT",0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0.041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.065,0,0,0,0,0.4,0,0,0,47.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ROU",0,0,2.801,0,0,0,0,0,0,0.816,62.146,0,0,0,0,0,6.761,0,0,0,0,0,0.02,0,0,0,0,1.006,0,0,0,0,0,0,0,0,0,0,0,2.264,0,0.774,0,0,0,0,0,0.154,0,0,0.561,0,0,0,0,0,0,0,0,0,10.858,0,0.827,29.77,0,0,0,646.839,0,1.093,0,0,0,0,0,0,0,0,0,29.236,0,3.101,0,0,0,7.569,632.274,0,0,0,0,0,0,0,6.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.875,0,5.58,0,1.261,0,0,0,0,0,29.76,0,0,0,13.877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.942,0,0,0,0,0,0,0,0,0,0,0,1.073,0,0,5.32,0,2.604,0,0,0,75.146,74.815,0,0,0.317,0,0,0,0,1.661,308.586,0,0,0,33.147,1.693,0,165.216,0,313.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
