"AFG","ALB","DZA","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","VGB","BRN","BGR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","TCD","CHL","CHN","COL","MYT","COG","COD","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ERI","EST","FJI","FIN","FRA","PYF","DJI","GAB","GEO","GMB","DEU","GHA","GIB","GRC","GRL","GRD","GUM","GTM","GIN","GUY","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MRT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NRU","NPL","NLD","ANT","ABW","NCL","NZL","NIC","NER","NGA","NOR","MHL","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","GNB","TLS","QAT","ROU","RUS","SHN","KNA","AIA","LCA","SPM","VCT","STP","SAU","SEN","SRB","SYC","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","THA","TGO","TKL","TTO","ARE","TUN","TUR","TKM","TCA","UGA","UKR","MKD","EGY","GBR","TZA","USA","URY","UZB","VEN","WSM","YEM","ZMB","HTI","ASM","SLB","CXR","CCK","COK","ETH","FLK","KIR","VUT","NFK","PLW","SOM","TJK","TON","ARM","RWA","SMR","SLE","BFA","IOT","BTN","MMR","LSO","COM","PSE","TUV","WLF","NIU","FSM"
"TUN",0,0,32.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.936,0,0,0.853,0,0,0,0,0,0,0,0,0.661,0,67.562,4551.388,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.427,0,113.95,0,0,0,0,0,0,0,1.464,0,0,0,0,0,0,2.802,0,0,0,0,0,0,0,0,0,0,2.707,56.732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151,0,3.395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.251,0.793,0,4.019,0,0,0,0,0,0,15.409,0,0,0,0,0,20.129,0,0,0,0,0,0,40.567,0,2.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.822,0,0,0,0,0,0,0,0,0,0
"TUR",89.511,25.494,2.88,0.113,0,0,142.803,1.935,26.266,7.886,0,0.745,61.355,0,31.881,0,0,10.315,0,1.283,0,0,0,127.474,0,0.78,0,1.746,84.897,0,0,0,48.181,0,0,92.152,2.723,0,0,0,0,19.83,50.516,359.227,14.141,0,7.238,0,0,0,0,2.942,0,0.444,0,3.065,163.824,0,0,0,119.879,0,1231.101,0,0,610.045,0,0,0,0.3,0,0,0,13.486,339.528,1.203,2.949,45.376,561.524,4.669,68.037,909.107,0,0,39.622,383.116,35.926,1.354,0,48.961,0.869,21.853,0,5.955,0,0,53.272,0.912,0.105,0,0,0,2.66,0.905,0,2.367,0,0,3.865,0.108,31.507,0,0,38.769,0,1.837,0,0,0,112.975,0,0,0.015,0,0,0,0.681,30.182,0,18.56,0,0,0,8.621,0,18.212,23.838,0,0,188.475,3692.226,276.877,0,0,0,0,0,0,0,26.143,0.188,20.965,0,62.308,130.233,1.993,0,5.232,51.875,0,234.565,0.992,0,0,18.712,111.014,9.031,2.105,0,0,0,115.271,25.82,0,97.168,0,0,17.242,18.812,515.421,756.629,0,292.112,0,20.963,0,0,2.133,0,0,0,0,0,0,0,0.805,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TKM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.015,0,0,0,0,0,0,0,0,0.066,0,0,0,0,0,0,0,0,0,0,0,0,5.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862,0,0,0,0,0,0,0,0,0,0.135,0,0,0,0,0,0,0,0,0,0,0,0,0
"UKR",0,0,0,0,0,0,2337.797,0,0,0.259,0,0,3.84,0,0.86,0,0,4.768,0,0,0,0,0,3.659,0,526.395,0,0,0.742,0,0,0,0,0,0,70.782,0.636,0,0,0,0,0.17,0,0.404,2.114,0,0.297,0,0,0,0,0,0,14.466,0,0,1.256,0,0,0,389.695,0,54.46,0,0,0,0,0,0,0,0,0,0,0,4.218,0,0,18.747,0,0.314,108.442,0.888,0,0,0,68.613,0,0,0,6.203,0,6.659,0,0.17,1.84,0,0,62.716,0,0,0,0,0,0,0,0,0,0,11.703,0,42.95,0,0,0,0,0,0,0,0,1.231,0,0,0,0,1.008,0,0,0,0,24.328,0,0,0,1.627,0,0.981,0,0,0,0,5.013,5675.528,0,0,0,0,0,0,0,0,0,0,0,2.364,0,0,61.25,0.022,0,0,43.745,0,0,0,0,0.668,0,46.732,0,0,0,87.75,0,0,1.442,0,0,0,0,0,1.61,0,135.68,0,6.572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.734,0,38.946,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MKD",0,1.739,0,0,0,0,0,0,0,0,0,0,0.037,0,0,0,0,3.038,0,0,0,0,0,35.259,0,0,0,0,0.01,0,0,0,0,0,0,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.038,0,1.548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EGY",0,0,0.22,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,10.359,0,0,0,0,0,0,0,4.77,0,0,0,0,0,1.109,0,13.187,0,0,0,0,0,0,0,0.194,0.097,0,0,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0.066,0,0,0,0,0,0,0,0,0,0,0,11.307,0,0,0,0,0,0,0,32.777,0,0,0,0,0,0,0,0,0,0,0,0,0.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.547,0,0.315,2.537,0,0,1.494,8.285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.833,33.43,74.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR",3.853,0.204,242.263,8.263,92.522,1.072,333.445,5174.905,6502.117,8303.544,63.595,382.38,307.289,49.819,21142.041,10.111,4.717,118.676,73.8,2931.883,212.71,2.949,35.933,1342.352,0,168.838,14.52,1.655,10775.462,487.516,37.668,0,451.226,0,684.137,10094.778,90.937,0,0,49.966,65.3,885.29,165.553,765.627,5377.528,3.568,6280.188,0.917,88.095,118.095,39.161,44.183,0,348.904,6.697,9740.953,56695.197,3.141,0,10.554,187.335,16.123,59598.806,11565.429,217.648,4042.023,1.806,13.063,27.518,194.938,0,0.751,79.288,5679.812,6311.452,563.988,659.532,364.842,528.894,20161.298,7089.866,37997.248,47.876,63.598,12164.437,342.626,567.778,1430.598,0,17826.184,547.799,2.692,0,374.302,489.297,0,1352.536,1814.898,685.936,4.708,6.286,0.303,5208.767,28.784,5.997,154.026,0,1225.948,1994.927,2.168,29.729,6.396,1.446,150.606,10.816,160.043,0.205,0,19.357,25066.57,7.76,0,41.82,1741.439,17.201,1.582,1497.257,4764.361,0,154.863,12.251,130.203,20.91,359.242,1070.555,7264.555,5392.75,0,0,651.167,5715.853,9846.673,229.68,1.654,0,98.06,0,7.876,0,9083.639,58.226,288.319,18.015,8773.525,5941.695,670.256,361.969,832.678,5593.834,16.254,35296.856,88.072,0,0,10763.834,15878.754,388.237,2847.664,0,1195.863,5.314,7362.842,94.215,14345.728,3.05,5.003,379.401,760.365,25.719,1171.66,0,1409.689,175604.383,41.346,4.278,1063.016,0,41.428,58.611,0,0,0,0,0,0,7.154,15.683,0,0,0,0,0,0,0,145.774,5.037,2.995,18.466,3.048,0,6.988,0,0,0,0,0,0,0,0
"TZA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.048,0,0,0,0,0,10.597,0,0,0,0,0,0,0.613,0,0,0,0,0,0,0,0,9.868,0,5.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0
"USA",103.974,23.533,1618.757,62.12,1006.102,294.234,101.498,7703.057,70550.081,35725.39,9346.184,210.656,520.392,419.389,16414.906,111.306,190.189,121.1,8.364,34193.297,143.412,44.836,117.414,581.567,23.437,217.284,7.747,68.296,199130.13,1.961,249.732,28.434,275.856,114.951,8101.286,173991.229,7080.116,3.941,10.633,52.576,6216.172,625.128,0,325.792,2230.6,12.996,8026.4,23.364,2386.322,3418.455,593.386,81.518,0,273.084,48.489,10014.501,80639.889,284.078,0,76.935,298.772,10.554,181709.159,242.726,0,991.315,7.587,81.418,0,1651.087,17.786,32.453,550.36,85140.414,1483.4,242.134,765.858,0,2748.182,14849.771,38200.968,24246.544,43.027,1679.925,559841.08,1562.716,336.772,686.609,0,188227.047,1146.813,165.266,0,508.127,292.825,36.13,432.826,338.389,915.128,438.578,104.824,3.45,15371.955,26.968,116.454,105.814,0,65.914,221878.728,7.501,28.048,31.723,1.742,603.021,36.451,829.978,0,0,37.887,53517.037,350.873,298.452,142.802,7599.828,286.201,0,1644.308,6109.364,0,1915.356,958.567,266.878,481.117,4767.128,3147.933,3219.266,6388.173,0,0,1375.966,742.333,12990.008,23,79.589,53.504,205.972,0,27.064,0,6494.652,88.395,392.706,131.887,30377.394,150385.633,584.187,606.551,277.451,7345.184,19.946,19098.942,0,83.389,13.07,13005.52,7107.965,0,106638.825,84.7,12.689,2906.463,12928.328,94.757,5692.142,0,692.244,94.758,484.056,183.956,1928.469,128373.26,156.499,0,1475.901,45.733,12371.947,0,5.44,44.349,374.115,0,90,0,0,0,184.031,0,4.554,4.554,0,0,83.45,13.315,0,107.86,99.566,3.072,4.554,11.274,0,7.516,6.486,0,0,0,3.975,0,17.268,47.665
"URY",0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0.213,0,0,0.721,0,0,0,0,0,0,0,0,11.052,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.739,0,0,0,0,0,0.099,0.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.279,0,1.382,0,0,0,31.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.305,0,218.122,0,0,2.551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UZB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"VEN",0,0,0,0,0,0,0,30.175,0,2.554,0,0,0,0.179,0,0,0.289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,386.358,0,0,0,0.826,0,0,0,0,0,0,0,0,18.498,0,0,0,0,0,0,7.5,0,0,0,0,0,2,0,0,0,0,0,0,0.037,0,1.752,0,0,2,0,0,0,0,0,0,22.129,0,0,0,0,0,0,0,0.211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.964,0,0,0,0,0,0,0,0,0,0,0,28.781,0,0,0,0,0,0,0,0,0,1.218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.194,0,0,0,0,0,0,0.62,0,0,0,0,0.459,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,137.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WSM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"YEM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZMB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"HTI",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CXR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CCK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"COK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ETH",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FLK",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KIR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
