"AFG","ALB","DZA","AND","AGO","ATG","AZE","ARG","AUS","AUT","BHS","BHR","BGD","ARM","BRB","BEL","BMU","BOL","BIH","BWA","BRA","BLZ","SLB","VGB","BRN","BGR","MMR","BDI","BLR","KHM","CMR","CAN","CPV","CYM","CAF","LKA","CHL","CHN","CXR","COL","COG","COD","COK","CRI","HRV","CUB","CYP","CZE","BEN","DNK","DMA","DOM","ECU","SLV","GNQ","ETH","EST","FLK","FJI","FIN","FRA","PYF","GAB","GEO","GMB","PSE","DEU","GHA","GIB","KIR","GRC","GRL","GRD","GUM","GTM","HTI","HND","HKG","HUN","ISL","IDN","IRN","IRQ","IRL","ISR","ITA","CIV","JAM","JPN","KAZ","JOR","KEN","PRK","KOR","KWT","KGZ","LAO","LBN","LSO","LVA","LBR","LBY","LTU","LUX","MAC","MDG","MWI","MYS","MDV","MLI","MLT","MUS","MEX","MNG","MDA","MNE","MSR","MAR","MOZ","OMN","NAM","NPL","NLD","ANT","CUW","ABW","NCL","NZL","NIC","NER","NGA","NOR","MNP","FSM","PAK","PAN","PNG","PRY","PER","PHL","POL","PRT","TLS","QAT","ROU","RUS","RWA","KNA","AIA","LCA","VCT","SMR","STP","SAU","SEN","SRB","SYC","SLE","IND","SGP","SVK","VNM","SVN","ZAF","ZWE","ESP","SDN","SUR","SWZ","SWE","CHE","SYR","TJK","THA","TGO","TTO","ARE","TUN","TUR","TKM","TUV","UGA","UKR","MKD","EGY","GBR","TZA","USA","BFA","URY","UZB","VEN","WLF","WSM","YEM","ZMB","GIN","VUT","NFK","PLW","GNB","SOM","TON","ATF","BTN","ERI","DJI","MRT","GUY","ASM","SPM","TCD","MYT","TCA","TKL","COM","NIU","SHN","MHL"
"SWZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.48,0,0,0,0,0.219,0,0,0,0,0,13.774,0,0,0,2.898,0,0,0,0,0,0,0,0,0,0,0,17.987,0,6.892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SWE",0,0.986,61.659,0,452.295,5.15,9.186,85.31,1116.683,1115.833,0,22.966,17.12,22.382,4.013,1150.787,0,1.453,82.258,40.364,2271.466,0,0,0,0.278,134.328,0,0,9.186,0,0,645.301,0,0,0,1.531,4492.998,6253.089,0,83.574,0.835,3.062,0,188.71,313.352,2.088,228.218,81.63,1.253,5391.456,0,11.97,1.67,12.678,0,10.021,157.279,0,0,4826.601,2108.857,0.328,0.139,0.021,0,14.807,5489.359,494.525,0,0,277.021,4.036,0,0,214.131,0,0.139,940.108,108.347,57.022,251.066,41.756,11.135,327.655,200.983,1757.183,2.645,1.937,262.225,296.926,2.088,4.176,0,723.581,172.019,0,0,8.709,24.218,30.877,0,75.995,147.691,1.67,0,0,0,1095.527,0,0,5.064,0.304,2265.255,0,0,0.216,0,355.636,0.418,6.959,21.026,0.127,3910.523,0,0,0,2.813,109.255,85.959,0,1182.1,22787.82,0,0,1510.995,183.725,0,10.002,100.767,72.098,2080.996,286.354,0,0.557,253.675,1850.141,62.22,0,0,0,0,0,0,198.856,11.938,157.14,1.809,0,1276.127,803.024,188.979,0.835,40.503,691.168,26.028,1244.5,1155.143,0,0,0,3112.181,48.576,0,17.259,0,10.021,1583.649,89.218,1118.611,0,0,142.943,50.446,1.67,331.391,3622.391,0.278,7470.466,0,61.413,0,6.928,0,0,1.684,130.138,0,0,0,0,0,0,0,0,0,4.871,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHE",7.326,9.096,141.269,20.008,58.378,0,51.414,339.366,2348.35,15371.896,1.234,12.424,0,24.219,0.475,3582.299,0,129.309,13.468,0,501.522,0.194,0,0,8.693,150.283,0,1.923,216.041,0,1.779,766.275,0,0,0,210.762,109.012,11140.476,0,13.047,0,0,0,4.083,109.546,0,75.766,617.195,0,546.04,0,1.442,10.563,18.437,0,2258.88,13.009,0,1.076,1084.309,6385.47,1.105,0,2.227,0,0,39904.472,6.133,0,0,381.546,0,0,0,0,0,0,236.855,2420.234,7.186,46.752,960.347,1901.791,99.982,335.775,1932.258,33.46,0,4968.108,6.879,34.041,1.244,0,7201.825,25.466,0.448,0,4.122,0,29.325,0,55.04,10.891,40.516,18.343,22.474,0,1689.243,0.685,0,19.482,6.248,493.657,0.679,1.847,0,0,716.819,0,12.586,5.656,0.195,2062.05,0,0,0.5,6.189,82.43,0,0,1.539,549.16,0,0.011,42.126,6.554,0,94.199,39.87,4.586,1021.579,177.535,0,65.292,48.559,706.046,1.923,0,0,0,0,0,0,320.585,5.168,290.285,0,0,1166.069,5116.131,88.266,15.245,122.732,805.34,0,2180.559,12.475,0,0,776.293,0,1.298,0,443.771,1.923,0,297.083,946.989,479.956,1.1,0,23.242,319.343,8.355,13.82,3115.253,0,36616.247,0,1.048,0,63.273,0,0,0,0,0,0,0,0,0,0,0,0,0.807,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SYR",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.188,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,1.711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.135,0,0,0,8.963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.557,0,0,0,0,0,0,0,0,0.104,0,0,0,0,0,5.009,0,0,0,1.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TJK",0,0,0,0,0,0,0,0,0,0.665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"THA",0,13.185,4.267,22.701,0.052,0,0,6426.921,24145.209,55.136,0,7.649,35.629,12.732,0.121,512.046,0,0.274,20.116,1.041,4989.27,0,0,263.853,1.768,0,436.152,0,43.7,430.265,0,4978.599,0,0,0,5.086,60.094,13595.957,0,957.145,0,0,0,12.155,48.853,0,0.037,267.048,0,8965.28,0,163.466,1326.859,42.588,0,0.399,208.868,0,0.089,48.734,12493.447,6.887,0.031,0,0,620.96,3798.222,0,0,0,24.975,0,8.397,0,0.953,0,11.577,2529.485,782.498,7.576,8710.595,55.537,0,1.109,66.485,1122.98,0,0,67089.354,41.772,13.356,11.489,0,9184.392,30.461,3.869,79.252,43.433,0,4.25,0,23.482,0,6.358,1.541,4.271,0,5963.757,26.992,0,0,0.044,3521.022,0,5.529,0.488,0,30.635,0,80.354,4.69,37.571,2033.455,0,0,0.029,7.943,6761.568,0.261,0,0.265,2173.115,0,0,1595.642,1.44,0.704,3.591,377.889,3338.016,24860.694,2.397,0.035,28.233,258.952,90.648,0,0,0,0,0,0,0,1566.495,0,10.084,0.066,0,17477.549,6657.651,32.922,3190.83,10.516,3863.234,0,19247.138,73.423,0.116,0,343.742,1352.733,7.006,2.375,0,0,0.236,301.016,0.05,511.75,0,0,106.46,0.432,9.743,94.157,3737.725,592.649,250475.669,0,86.117,0,5610.93,0,0.058,0.768,0,0,0.014,0,0,0,0,0,0,59.097,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TGO",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.194,0,0,0,0,0,0,0,0,0,0,0,7.953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TTO",0,0,0,0,0,0.173,0,0,0,0,0,0,0,0,10.366,0.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92.232,0,0,0,0,0,0,0,0,0,0,0,4.543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,1.897,0,0,0,0,69.329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106.001,14.198,0,0,0,0,0,0,0,0,0,0,0,0.295,0,0,0,0,0,0,0,0,0,0,0,0.15,0,2.863,1.438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.219,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.154,0,0,0,0,0,0,0,0,0,0
"ARE",0,0,80.599,0,151.51,0,100.786,0.116,94.936,2.092,0,96.275,13.727,5.333,0,42.042,0,1.037,0,0,3.412,0,0,0,0.546,1.119,0,0,0,0,5.048,0.322,0.18,0,0,46.573,0,26.269,0,0,1.114,0,0,0,0.089,0,20.918,0,0,0.088,0,0,5.612,0,0,20.638,0,0,0,0.603,3.976,0,0,75.378,0.005,0,9083.047,60.834,0,0,0,0,0,0,0,0,0,284.516,42,0,18.22,246.262,0,18.105,1,17.467,2.392,0,0,3.242,1.451,44.353,0,35.56,19.526,0,0,1.265,0,0,0,0,12.769,0,0,1.594,13.581,28.882,69.053,0,0.068,5.109,0,0,3.289,0,0,66.741,0.073,0,0,0,572.732,0,0,0,0,1.194,0,0,141.325,0.185,0,0,124.872,0,0,0,0,0,0.251,0.042,0,1.88,0,0,0.273,0,0,0,0,0,0,0,2.768,0,39.689,0,960.259,18.486,0.114,0,0,15.937,0.563,37.63,699.617,0,0,6.957,116.63,0,0,108.886,0,0,0,0,6.92,0,0,205.942,0,0.097,155.697,318.673,57.788,66.665,0,30.467,0,13.665,0,0,0,0,0,0,0,0,0,0,0,0,3.593,0,0,0,0,0,0,0,0,0,0,0.257,0,0,0
"TUN",0,38.34,9.181,0,0,0,0,0,46.246,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.345,0,0,0,0,91.675,0,0,0,0,0,0,0,0,0,1.356,0,0,0,0,0,568.302,1.04,0,0,0,0,112.559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.785,0,4756.427,0,0,6690.363,0,0.815,0,0,0,0,0,0,115.881,0,0,0,1.319,0,0,0,0,0,0,0,0.531,0,26.754,117.266,0,0,0,0,0,0,0,0,0,1.326,0,0,0,12.694,0.089,0,0,0,0,0,0,0,0,0,0,1443.564,0,0.723,0.052,0,0,0,0,0,0,0,0,0,0,0,0,0.461,11.389,0,0,0.706,0,0.084,8.47,9.776,5.484,0,0.84,0,0,0,2.274,0.708,0,0,25.034,0,0,0.144,0,47.823,0,0,0,0,0,8.441,0,0,2.475,0,2.638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.527,0,0,0,0,0,0,0
"TUR",571.787,236.894,244.599,0,5.077,0,578.983,49.244,58.08,161.172,0,0.178,0.513,26.223,0,20.744,0,1.932,24.502,0,3.5,0,0,0,0,66.692,0,0,2.424,0,0,42.242,0,0,0,1.062,0.15,119.655,0,26.65,0,0.288,0,0,18.194,0,403.124,12.3,1.657,8.874,0,0,1.933,0,1.757,5.031,2.005,0,0,0.592,556.864,0,0,94.683,0,19.731,1934.264,1.997,0,0,224.236,0,0,0,0,0,0,69.564,306.447,0.228,0,593.465,1070.159,6.418,2634.128,428.122,0,0,11.251,115.613,67.851,0.398,0,149.258,147.568,60.463,0,113.437,0,4.31,0,328.57,1.875,1.393,0,0.32,0,19.18,0.581,1.027,0.231,3.887,137.697,3.06,29.897,6.183,0,27.979,0,26.665,0,0,136.807,0,0,0,0,23.758,0,0,49.341,359.006,0,0,290.423,0,0,0,97.744,36.648,160.229,30.869,0,19.844,4781.307,522.195,0,0,0,0,0,0,0,70.845,0.209,32.046,1.283,0.321,104.712,26.433,63.526,18.27,8.979,47.869,0,184.623,55.491,0,0,119.301,413.919,446.881,4.386,31.258,0,0,148.883,18.823,0,601.568,0,0,17.484,57.374,364.98,749.4,4.657,991.723,0,0,27.16,0,0,0,62.173,0,0,0,0,0,0,0,0,0,0,5.011,0,0,0,0,0,0,0,0,0,0,0,0,0
"TKM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TUV",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UGA",0,0,0,0,0,0,0,0,3.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.465,0,0,0,0,0,0,1.147,0,0,0.388,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UKR",0,0,133.44,0,0,0,321.719,0,2.018,3.143,0,0,0.523,22.807,0,1.757,0,0,13.462,1.875,0,1.501,0,1.501,0,0,0,0,2297.623,0,0,0.603,0,0,0,0,0,73.609,0,0,0,0.13,0,0,6.8,0,0,22.737,0,0.036,0,0,0,0,0,0,0,0,0,0,37.565,0,0,65.623,0,0,42.05,0,0,0,0,0,0,0,0,0,0,5.21,7.7,0,0,27.705,0,0,169.118,4.485,0,0,16.905,202.54,0,0.499,0,1.52,2.757,38.4,0,6.426,0,7.503,0.006,204.026,3.186,0,0,0,0,490.001,0,0,0,0,18.378,0,54.241,0,0,0,0.625,0,0,0,0,0,0,0,0,0.046,0,0,0.968,0.947,0,0,30.049,0,0,0,0,0,735.261,5.002,0,0,0.902,12026.111,0,0,0,0,0,0,0,0,0,4.61,0,0.054,625.967,11.025,4.095,20.186,0.249,37.21,0,26.447,0,0,0,2.643,0.136,0,0,136.024,0,0,7.199,0,23.822,153.618,0,0,0,0,1.542,14.699,0,620.218,0,101.059,0,0,0,0,4.206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146.431,0,0,0,0,0,0,0
"MKD",0,14.922,0,0,0,0,0,0,0,4.059,0,0,0,0,0,0,0,0,14.381,0,0,0,0,0,0,30.944,0,0,0,0,0,1.969,0,0,0,0,0,0,0,0,0,0,0,0,3.614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.354,0,0,0,0,0,25.603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.262,0,0,0,0,0,0,0.183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.491,0,0,0,0,0,0,5.836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EGY",0,0,0,0,0,0,0,0,0,1.59,0,0,0,0,0,0.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.701,0,0,0,0,0,0.113,0,0,0,0,0,0,0,0,0,0,0,0,8.962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.372,0,3.649,0,0,0,0,0,19.767,0,1.193,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.598,0,30.506,0,0,125.948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248,0,0.369,0,0,0,0.925,0,0,0,0.02,0,1.029,25.253,0,0,11.687,5.777,0,0,212.61,0,0,5.449,0,3.104,0,0,0,0,0,0,44.724,0.114,2.53,0,0,0,0,0,0,0,4.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GBR",11970.805,112.981,166.478,0.497,182.231,3.706,125.322,985.004,17633.038,6791.887,0.125,576.696,398.385,107.659,35.18,15438.194,2.793,87.691,117.323,3.634,2990.728,0.825,0,0,176.812,5858.592,0,0,431.979,6.95,84.378,11388.653,32.19,0,0,521.046,520.617,17313.644,0,573.172,86.522,7.166,0,40.839,629.373,0,792.328,4610.214,0,6987.102,325.181,34.374,349.81,28.966,2.045,130.694,1079.056,161.193,11.191,3246.667,51065.136,6.264,27.975,277.434,0,181.742,65685.919,354.957,272.434,0,3739.437,49.258,8.525,0,23.943,0,0,9034.327,7587.948,693.441,633.511,290.788,919.665,20581.669,6158.137,19193.648,36.35,14.211,19599.895,264.268,355.373,234.363,0,19969.357,1715.347,8.59,0,575.629,0,150.923,24.256,1490.474,1991.306,1358.23,0.258,14.265,0,3088.058,11.443,4.74,791.946,752.996,2530.609,0,484.631,11.207,0,500.909,0,911.513,66.268,1610.76,29257.081,0,0,0,13.052,2314.021,3.906,0,964.031,8602.116,0,0,520.449,43.438,6.995,46.262,734.627,1854.045,3469.091,4117.957,0,2877.899,3470.383,3654.265,0,0,0,4.525,12.5,0,0,8673.887,73.233,219.437,268.816,0,20893.458,11774.895,434.465,643.696,3907.255,6986.169,6.308,20043.881,107.839,0.141,0,15945.627,11585.729,152.962,0,5142.589,0,500.633,9069.025,161.795,11238.428,5196.839,0,92.196,2769.414,219.766,13731.231,0,56.71,216308.222,0,70.885,0,139.409,0,0,12.06,1.08,0,0,0,0,0,0,0,0,5.415,5.41,0,3.953,0.049,0,0,3.946,0,12.076,0,0,0,573.189,0
"TZA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.651,0,0,0,0,0,0,0.388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.795,0,3.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"USA",3117.147,80.931,178.478,25.887,606.749,47.125,40.082,7942.96,29565.181,4347.404,589.324,480.553,213.102,59.17,408.976,13430.566,93.503,758.969,148.697,30.677,55786.022,261.552,0,526.179,74.934,184.472,0,14.875,801.173,53.965,33.875,275154.743,64.275,234.41,127.398,46.074,7297.399,76663.144,0,8998.386,146.814,144.128,0,6937.412,185.335,0,159.005,2184.569,376.5,3014.846,65.492,12118.129,5086.31,643.883,123.041,162.024,493.94,0,1.961,5870.073,42584.895,119.703,124.012,114.348,0,7.755,111095.519,179.624,0,0,1262.935,16.633,36.964,0,1374.32,265.711,498.446,48505.115,1102.521,205.184,910.347,0,3347.472,4175.351,26055.58,22034.877,14.68,1030.163,99111.841,1248.638,746.774,36.519,0,99630.854,888.484,25.879,0,347.4,0,220.205,106.396,1190.612,387.871,1403.993,231.456,7.856,20.147,10829.888,23.265,80.813,93.642,283.248,302056.59,14.635,38.104,17.176,0,391.754,6.975,362.161,17.236,72.471,39110.361,0,0,449.2,65.916,4003.466,215.847,261.042,1120.245,5286.139,0,46.008,745.625,1561.986,160.163,556.043,7609.56,1996.289,7053.891,2793.898,0,2608.125,2702.09,4609.835,57.967,57.542,16.299,369.798,83.118,0,0,1788.002,32.252,327.84,19.44,0,42886.362,37815.94,1335.737,1643.603,1321.675,15675.959,30.171,12350.056,102.296,203.613,0.984,8807.042,12477.922,0,66.621,42755.271,0,2068.134,71425.101,276.155,19376.698,43.222,0,132.318,737.701,90.15,827.61,84351.064,47.219,0,17.721,2023.199,13.814,9818.785,0,9.428,249.635,10.846,33.472,3.781,0,14.914,0,80,11.5,0,17.446,0,0,4.65,466.201,0,0,0,0,76.43,0,0,0,0,91.522
"BFA",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"URY",0,0,0,0,0,0,0,17.551,0,0,0,0,0,0,0,0,0,2.433,0,0,0.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.636,0.504,0,0,0,0,0,1.766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278,0,0,0,0.414,0,0,0,0,0,0.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238.532,0,1.988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.43,0,15.495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"UZB",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
